Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YBR039W,-1,-/-,-344.6890652626753,-15732.506482839584,106,0.0,0.0,0.0002828854314002829
YBL099W,-1,-/-,-345.3656879067421,-15563.391963019967,106,0.0,0.0,0.0005657708628005657
YKL016C,-1,-/-,-352.73255333304405,-15883.517010450363,106,0.0,0.0,0.0008486562942008486
YGL191W,-1,-/-,-369.8764328956604,-15882.028876110911,106,0.0,0.0,0.0011315417256011315
YPL271W,-1,-/-,-373.59945327043533,-16227.436948388815,106,0.0,0.0,0.0014144271570014145
YBL030C,-1,-/-,-374.78542017936707,-16677.06797799468,106,0.0,0.0,0.0016973125884016972
YKL085W,-1,-/-,-376.39847445487976,-16616.459692418575,106,0.0,0.0,0.0019801980198019802
YLL009C,-1,-/-,-378.2943699359894,-16262.200456410646,106,0.0,0.0,0.002263083451202263
YKL150W,-1,-/-,-379.8407242000103,-17167.262476414442,106,0.0,0.0,0.002545968882602546
YML081C-A,-1,-/-,-383.9433867931366,-15899.82543694973,106,0.0,0.0,0.002828854314002829
YLR259C,-1,-/-,-384.51407289505005,-16103.568656206131,106,0.0,0.0,0.0031117397454031117
YKL170W,-1,-/-,-385.6940163373947,-16216.905207157135,106,0.0,0.0,0.0033946251768033945
YGR183C,-1,-/-,-387.7629939317703,-16493.69311621785,106,0.0,0.0,0.0036775106082036777
YDR512C,-1,-/-,-388.0066500902176,-16134.523603081703,106,0.0,0.0,0.0039603960396039604
YOR142W,-1,-/-,-389.67433193325996,-17087.2493237108,106,0.0,0.0,0.004243281471004243
YPR100W,-1,-/-,-390.1993626356125,-16399.056589782238,106,0.0,0.0,0.004526166902404526
YCR083W,-1,-/-,-392.5121990442276,-15711.347646832466,106,0.0,0.0,0.004809052333804809
YPL078C,-1,-/-,-392.6966897249222,-16649.5297203511,106,0.0,0.0,0.005091937765205092
YFR033C,-1,-/-,-394.3758832216263,-16610.962140262127,106,0.0,0.0,0.005374823196605375
YLL041C,-1,-/-,-395.66415855288506,-17155.31424537301,106,0.0,0.0,0.005657708628005658
YIL098C,-1,-/-,-396.8683797121048,-16495.61180472374,106,0.0,0.0,0.005940594059405941
YNL036W,-1,-/-,-397.95850908756256,-16719.955535769463,106,0.0,0.0,0.006223479490806223
YJL180C,0,0/0,-400.7996567077935,-28037.23899723962,424,0.0,0.0,0.006223479490806223
YLR038C,0,0/0,-403.60104075074196,-28211.201604595408,424,0.0,0.0,0.006223479490806223
YNL306W,0,0/0,-404.2593078613281,-27600.515825733542,424,0.0,0.0,0.006223479490806223
YDR079W,-1,-/-,-404.3131550550461,-17425.309924006462,106,0.0,0.0,0.006506364922206506
YBL045C,-1,-/-,-405.72380432486534,-17582.3645324409,106,0.0,0.0,0.006789250353606789
YBL064C,-1,-/-,-405.77691173553467,-16975.604804813862,106,0.0,0.0,0.007072135785007072
YFR049W,0,0/0,-406.2620022892952,-29142.91871445626,424,0.0,0.0,0.007072135785007072
YBR262C,0,0/0,-407.722164593637,-28501.720685828477,424,0.0,0.0,0.007072135785007072
YGR086C,-1,-/-,-410.08471393585205,-16690.2257373631,106,0.0,0.0,0.007355021216407355
YGR101W,1,+/+,-410.65344274044037,-17228.415977358818,105,0.037037037037037035,0.009433962264150943,0.007355021216407355
YDL029W,1,+/+,-410.746789932251,-16337.041700839996,105,0.07142857142857142,0.018867924528301886,0.007355021216407355
YEL020W-A,1,+/+,-411.3516677618027,-16033.18337392807,105,0.10344827586206896,0.02830188679245283,0.007355021216407355
YDL137W,-1,-/-,-411.7077087163925,-16401.72069454193,106,0.1,0.02830188679245283,0.007637906647807638
YMR157C,0,0/0,-411.7939459979534,-28847.147483460605,424,0.1,0.02830188679245283,0.007637906647807638
YKL013C,1,+/+,-412.2197414636612,-17132.612030625343,105,0.12903225806451613,0.03773584905660377,0.007637906647807638
YOR136W,-1,-/-,-413.0703761577606,-16510.4758207798,106,0.125,0.03773584905660377,0.007920792079207921
YHR008C,-1,-/-,-413.54014778137207,-17502.08840355277,106,0.12121212121212122,0.03773584905660377,0.008203677510608205
YLR204W,0,0/0,-414.33586974442005,-28463.66733852774,424,0.12121212121212122,0.03773584905660377,0.008203677510608205
YDR322W,0,0/0,-414.54933699965477,-28481.076072834432,424,0.12121212121212122,0.03773584905660377,0.008203677510608205
YLR395C,0,0/0,-414.6785265505314,-29207.006641257554,424,0.12121212121212122,0.03773584905660377,0.008203677510608205
YML078W,-1,-/-,-415.15441250801086,-16916.560401678085,106,0.11764705882352941,0.03773584905660377,0.008486562942008486
YGL068W,-1,-/-,-417.06674897670746,-16692.161694288254,106,0.11428571428571428,0.03773584905660377,0.00876944837340877
YGR165W,-1,-/-,-417.1053293943405,-16950.530418753624,106,0.1111111111111111,0.03773584905660377,0.009052333804809052
YFR050C,-1,-/-,-417.205025434494,-17455.69154202938,106,0.10810810810810811,0.03773584905660377,0.009335219236209336
YBL038W,0,0/0,-417.32155272364616,-28836.786642059684,424,0.10810810810810811,0.03773584905660377,0.009335219236209336
YLR216C,-1,-/-,-418.12202084064484,-16281.262035250664,106,0.10526315789473684,0.03773584905660377,0.009618104667609617
YMR256C,0,0/0,-418.3541267514229,-29180.145772079006,424,0.10526315789473684,0.03773584905660377,0.009618104667609617
YNR036C,0,0/0,-418.94041645526886,-29270.88851427287,424,0.10526315789473684,0.03773584905660377,0.009618104667609617
YHR051W,0,0/0,-419.2603187188506,-29346.73679703474,424,0.10526315789473684,0.03773584905660377,0.009618104667609617
YJL166W,-1,-/-,-419.43023002147675,-17547.713843226433,106,0.10256410256410256,0.03773584905660377,0.009900990099009901
YEL050C,-1,-/-,-419.44757544994354,-17172.840911641717,106,0.1,0.03773584905660377,0.010183875530410185
YDR513W,-1,-/-,-419.4677879810333,-16895.078909397125,106,0.0975609756097561,0.03773584905660377,0.010466760961810467
YBR146W,0,0/0,-419.6694570183754,-28449.373062644154,424,0.0975609756097561,0.03773584905660377,0.010466760961810467
YDR322C-A,-1,-/-,-419.78805696964264,-16965.06275188923,106,0.09523809523809523,0.03773584905660377,0.01074964639321075
YHR147C,0,0/0,-419.93156772851944,-28564.838172763586,424,0.09523809523809523,0.03773584905660377,0.01074964639321075
YNR001C,-1,-/-,-420.12184500694275,-17961.95873463154,106,0.09302325581395349,0.03773584905660377,0.011032531824611032
YFL018C,-1,-/-,-421.2645118236542,-17998.229322731495,106,0.09090909090909091,0.03773584905660377,0.011315417256011316
YDR337W,-1,-/-,-421.41536152362823,-16859.594497323036,106,0.08888888888888889,0.03773584905660377,0.011598302687411598
YPL262W,-1,-/-,-421.4672739505768,-17413.538070440292,106,0.08695652173913043,0.03773584905660377,0.011881188118811881
YDR276C,-1,-/-,-421.82239603996277,-16326.650014996529,106,0.0851063829787234,0.03773584905660377,0.012164073550212163
YJR104C,-1,-/-,-421.91575491428375,-16774.444534897804,106,0.08333333333333333,0.03773584905660377,0.012446958981612447
YBR089C-A,-1,-/-,-422.1626498699188,-17128.5431753397,106,0.08163265306122448,0.03773584905660377,0.01272984441301273
YDR031W,0,0/0,-422.6050012409687,-29538.88027498126,424,0.08163265306122448,0.03773584905660377,0.01272984441301273
YGR220C,-1,-/-,-422.6085134744644,-17070.07366515696,106,0.08,0.03773584905660377,0.013012729844413012
YNL284C,0,0/0,-422.6161285340786,-29135.9699716717,424,0.08,0.03773584905660377,0.013012729844413012
YMR002W,0,0/0,-422.89971843361855,-29247.428302034736,424,0.08,0.03773584905660377,0.013012729844413012
YJR080C,0,0/0,-423.40679851174355,-29190.29793715477,424,0.08,0.03773584905660377,0.013012729844413012
YPL098C,1,+/+,-423.71515905857086,-16993.229052066803,105,0.09803921568627451,0.04716981132075472,0.013012729844413012
YDL067C,0,0/0,-423.8072622939944,-29555.050750432536,424,0.09803921568627451,0.04716981132075472,0.013012729844413012
YNL052W,0,0/0,-424.1645065844059,-29570.45971539989,424,0.09803921568627451,0.04716981132075472,0.013012729844413012
YDL174C,-1,-/-,-424.61890399456024,-17375.31084999442,106,0.09615384615384616,0.04716981132075472,0.013295615275813296
YER178W,-1,-/-,-424.9754010438919,-17651.78515315056,106,0.09433962264150944,0.04716981132075472,0.013578500707213578
YOR187W,-1,-/-,-425.0104430913925,-17045.99357545376,106,0.09259259259259259,0.04716981132075472,0.013861386138613862
YKL142W,0,0/0,-425.3313130736351,-29874.697085998952,424,0.09259259259259259,0.04716981132075472,0.013861386138613862
YNR037C,0,0/0,-426.2278160750866,-28950.573662303388,424,0.09259259259259259,0.04716981132075472,0.013861386138613862
YPL118W,-1,-/-,-426.49039006233215,-17162.900607466698,106,0.09090909090909091,0.04716981132075472,0.014144271570014143
YDR298C,-1,-/-,-426.5084983110428,-17587.354415118694,106,0.08928571428571429,0.04716981132075472,0.014427157001414427
YPR166C,0,0/0,-426.5222499370575,-28815.29069596529,424,0.08928571428571429,0.04716981132075472,0.014427157001414427
YCR003W,0,0/0,-427.5242587327957,-29149.969496697187,424,0.08928571428571429,0.04716981132075472,0.014427157001414427
YDR258C,1,+/+,-427.84619998931885,-17546.677347302437,105,0.10526315789473684,0.05660377358490566,0.014427157001414427
YCL035C,-1,-/-,-427.88234281539917,-17107.23347902298,106,0.10344827586206896,0.05660377358490566,0.01471004243281471
YMR158W,0,0/0,-428.0689453482628,-28632.018731579185,424,0.10344827586206896,0.05660377358490566,0.01471004243281471
YBR052C,0,0/0,-428.1826451420784,-29464.96300074458,424,0.10344827586206896,0.05660377358490566,0.01471004243281471
YOL129W,-1,-/-,-428.1976652145386,-16713.951592206955,106,0.1016949152542373,0.05660377358490566,0.014992927864214993
YKL067W,0,0/0,-428.61320017278194,-29701.089263431728,424,0.1016949152542373,0.05660377358490566,0.014992927864214993
YJR045C,-1,-/-,-428.65158104896545,-16428.150764465332,106,0.1,0.05660377358490566,0.015275813295615276
YML120C,-1,-/-,-428.66639018058777,-17582.467615306377,106,0.09836065573770492,0.05660377358490566,0.015558698727015558
YJR121W,-1,-/-,-429.1485706567764,-17658.18003436923,106,0.0967741935483871,0.05660377358490566,0.015841584158415842
YPL097W,-1,-/-,-429.5426516532898,-18077.40126657486,106,0.09523809523809523,0.05660377358490566,0.016124469589816125
YKL138C,0,0/0,-429.62659361958504,-28799.01520716399,424,0.09523809523809523,0.05660377358490566,0.016124469589816125
YDR329C,-1,-/-,-429.7075536251068,-17063.03046298027,106,0.09375,0.05660377358490566,0.01640735502121641
YFL005W,-1,-/-,-429.7810584306717,-16942.872235178947,106,0.09230769230769231,0.05660377358490566,0.01669024045261669
YBR109C,-1,-/-,-430.07193779945374,-17068.041174411774,106,0.09090909090909091,0.05660377358490566,0.016973125884016973
YLR203C,0,0/0,-430.5134960114956,-29548.289660155773,424,0.09090909090909091,0.05660377358490566,0.016973125884016973
YKL145W,-1,-/-,-430.6299297809601,-17125.499909043312,106,0.08955223880597014,0.05660377358490566,0.017256011315417256
YNL315C,0,0/0,-430.8294983804226,-29143.31753025204,424,0.08955223880597014,0.05660377358490566,0.017256011315417256
