Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/lr_OnlyPos/Original_x_b_113x200x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/lr_OnlyPos/Original_x_b_113x200x53_batch50_Test_/
100 Batch Cumulative Loss: 482.415771484375
Time for 100 Batches: 0.04050061305363973
100 Batch Cumulative Loss: 429.7875382900238
Time for 100 Batches: 0.4178931713104248
100 Batch Cumulative Loss: 395.6834545135498
Time for 100 Batches: 0.40192390282948814
100 Batch Cumulative Loss: 382.86572527885437
Time for 100 Batches: 0.3991800745328267
100 Batch Cumulative Loss: 375.391961812973
Time for 100 Batches: 0.4003332257270813
100 Batch Cumulative Loss: 372.46477484703064
Time for 100 Batches: 0.40315470695495603
100 Batch Cumulative Loss: 365.02242279052734
Time for 100 Batches: 0.406588613986969
100 Batch Cumulative Loss: 361.11701488494873
Time for 100 Batches: 0.3962968111038208
100 Batch Cumulative Loss: 360.10207176208496
Time for 100 Batches: 0.4036742607752482
100 Batch Cumulative Loss: 355.307044506073
Time for 100 Batches: 0.3989009102185567
100 Batch Cumulative Loss: 356.2422320842743
Time for 100 Batches: 0.4078653295834859
100 Batch Cumulative Loss: 348.3493347167969
Time for 100 Batches: 0.4040776252746582
100 Batch Cumulative Loss: 347.2936923503876
Time for 100 Batches: 0.3973349849383036
100 Batch Cumulative Loss: 346.4365220069885
Time for 100 Batches: 0.3995084524154663
100 Batch Cumulative Loss: 348.49803376197815
Time for 100 Batches: 0.4024863362312317
100 Batch Cumulative Loss: 344.25502943992615
Time for 100 Batches: 0.40265535910924277
100 Batch Cumulative Loss: 341.57038021087646
Time for 100 Batches: 0.39965922832489015
100 Batch Cumulative Loss: 339.0257987976074
Time for 100 Batches: 0.3982066551844279
100 Batch Cumulative Loss: 340.08567667007446
Time for 100 Batches: 0.40455292065938314
100 Batch Cumulative Loss: 339.595703125
Time for 100 Batches: 0.39753561417261757
100 Batch Cumulative Loss: 338.9472894668579
Time for 100 Batches: 0.40103288491566974
100 Batch Cumulative Loss: 333.1176538467407
Time for 100 Batches: 0.396247144540151
100 Batch Cumulative Loss: 336.610800743103
Time for 100 Batches: 0.4060615062713623
100 Batch Cumulative Loss: 338.8894045352936
Time for 100 Batches: 0.40515005588531494
100 Batch Cumulative Loss: 330.3683590888977
Time for 100 Batches: 0.40194500287373863
100 Batch Cumulative Loss: 333.3129632472992
Time for 100 Batches: 0.40572019418080646
100 Batch Cumulative Loss: 328.3498034477234
Time for 100 Batches: 0.403926948706309
100 Batch Cumulative Loss: 329.7908043861389
Time for 100 Batches: 0.3976771553357442
100 Batch Cumulative Loss: 329.6326038837433
Time for 100 Batches: 0.40172823270161945
100 Batch Cumulative Loss: 323.3826677799225
Time for 100 Batches: 0.40263843139012656
100 Batch Cumulative Loss: 327.2552180290222
Time for 100 Batches: 0.4074117104212443
100 Batch Cumulative Loss: 328.04512786865234
Time for 100 Batches: 0.4094879746437073
100 Batch Cumulative Loss: 329.00624418258667
Time for 100 Batches: 0.40154443979263305
100 Batch Cumulative Loss: 320.9403302669525
Time for 100 Batches: 0.4011676788330078
100 Batch Cumulative Loss: 323.0799295902252
Time for 100 Batches: 0.39803473552068075
100 Batch Cumulative Loss: 323.2525670528412
Time for 100 Batches: 0.3967705329259237
100 Batch Cumulative Loss: 322.9785690307617
Time for 100 Batches: 0.401559317111969
100 Batch Cumulative Loss: 323.5829019546509
Time for 100 Batches: 0.39709192514419556
100 Batch Cumulative Loss: 325.19889402389526
Time for 100 Batches: 0.4010624607404073
100 Batch Cumulative Loss: 321.0266854763031
Time for 100 Batches: 0.4063437024752299
100 Batch Cumulative Loss: 318.0163998603821
Time for 100 Batches: 0.4069764296213786
100 Batch Cumulative Loss: 323.5087990760803
Time for 100 Batches: 0.4002534111340841
100 Batch Cumulative Loss: 321.2213068008423
Time for 100 Batches: 0.4034357706705729
100 Batch Cumulative Loss: 322.85647439956665
Time for 100 Batches: 0.40357290506362914
100 Batch Cumulative Loss: 321.286283493042
Time for 100 Batches: 0.402003014087677
100 Batch Cumulative Loss: 319.7780694961548
Time for 100 Batches: 0.40180126428604124
100 Batch Cumulative Loss: 322.86904788017273
Time for 100 Batches: 0.4028355717658997
100 Batch Cumulative Loss: 318.5502290725708
Time for 100 Batches: 0.40389708677927655
100 Batch Cumulative Loss: 319.01281094551086
Time for 100 Batches: 0.39830530087153115
100 Batch Cumulative Loss: 315.47871923446655
Time for 100 Batches: 0.4041642427444458
100 Batch Cumulative Loss: 315.81837606430054
Time for 100 Batches: 0.39929232994715375
100 Batch Cumulative Loss: 314.5900318622589
Time for 100 Batches: 0.40590652227401736
100 Batch Cumulative Loss: 312.47113966941833
Time for 100 Batches: 0.40649577776590984
100 Batch Cumulative Loss: 318.4177565574646
Time for 100 Batches: 0.4032869815826416
100 Batch Cumulative Loss: 312.04907393455505
Time for 100 Batches: 0.40253429810206093
100 Batch Cumulative Loss: 312.89013719558716
Time for 100 Batches: 0.40558819770812987
100 Batch Cumulative Loss: 317.69969940185547
Time for 100 Batches: 0.40448155005772907
100 Batch Cumulative Loss: 312.4171254634857
Time for 100 Batches: 0.4014905651410421
100 Batch Cumulative Loss: 308.7027542591095
Time for 100 Batches: 0.3999633510907491
100 Batch Cumulative Loss: 309.97719168663025
Time for 100 Batches: 0.40586869716644286
100 Batch Cumulative Loss: 311.2020275592804
Time for 100 Batches: 0.39762696822484334
100 Batch Cumulative Loss: 314.68138885498047
Time for 100 Batches: 0.4076011856396993
100 Batch Cumulative Loss: 312.35313844680786
Time for 100 Batches: 0.4041665116945902
100 Batch Cumulative Loss: 312.974848985672
Time for 100 Batches: 0.40415087540944417
100 Batch Cumulative Loss: 311.0220482349396
Time for 100 Batches: 0.4022951126098633
100 Batch Cumulative Loss: 304.9913556575775
Time for 100 Batches: 0.39703165292739867
100 Batch Cumulative Loss: 308.0159270763397
Time for 100 Batches: 0.3984634836514791
100 Batch Cumulative Loss: 311.2237184047699
Time for 100 Batches: 0.39814929564793905
100 Batch Cumulative Loss: 308.59408164024353
Time for 100 Batches: 0.40054675738016765
100 Batch Cumulative Loss: 304.5166802406311
Time for 100 Batches: 0.3996403098106384
100 Batch Cumulative Loss: 309.98741579055786
Time for 100 Batches: 0.40610835154851277
100 Batch Cumulative Loss: 305.293577671051
Time for 100 Batches: 0.4042455434799194
100 Batch Cumulative Loss: 305.05712366104126
Time for 100 Batches: 0.4029566764831543
100 Batch Cumulative Loss: 307.8823051452637
Time for 100 Batches: 0.40259267886479694
100 Batch Cumulative Loss: 309.84395241737366
Time for 100 Batches: 0.4010433634122213
100 Batch Cumulative Loss: 304.6268033981323
Time for 100 Batches: 0.397342312335968
100 Batch Cumulative Loss: 304.761106967926
Time for 100 Batches: 0.39976452589035033
100 Batch Cumulative Loss: 304.4243469238281
Time for 100 Batches: 0.4046064813931783
100 Batch Cumulative Loss: 304.48706579208374
Time for 100 Batches: 0.3976398150126139
100 Batch Cumulative Loss: 299.8899052143097
Time for 100 Batches: 0.40032046238581337
100 Batch Cumulative Loss: 301.069650888443
Time for 100 Batches: 0.3994253953297933
100 Batch Cumulative Loss: 304.8668854236603
Time for 100 Batches: 0.40360384384791054
100 Batch Cumulative Loss: 302.6271855831146
Time for 100 Batches: 0.4040610671043396
100 Batch Cumulative Loss: 304.2482545375824
Time for 100 Batches: 0.40377828280131023
100 Batch Cumulative Loss: 303.3635206222534
