Batch,Avg Loss,GO:0000054,GO:0000278,GO:0000747,GO:0000902,GO:0000910,GO:0001403,GO:0003700,GO:0004518,GO:0005085,GO:0006260,GO:0006281,GO:0006310,GO:0006325,GO:0006352,GO:0006353,GO:0006360,GO:0006364,GO:0006366,GO:0006383,GO:0006397,GO:0006401,GO:0006413,GO:0006414,GO:0006418,GO:0006457,GO:0006468,GO:0006470,GO:0006486,GO:0006497,GO:0006605,GO:0006629,GO:0006766,GO:0006811,GO:0006865,GO:0006869,GO:0006873,GO:0006887,GO:0006897,GO:0006970,GO:0006979,GO:0006997,GO:0007005,GO:0007010,GO:0007031,GO:0007033,GO:0007059,GO:0007114,GO:0007124,GO:0008033,GO:0008135,GO:0008213,GO:0008380,GO:0008643,GO:0009408,GO:0009451,GO:0010324,GO:0015931,GO:0016050,GO:0016197,GO:0016570,GO:0018193,GO:0032196,GO:0032200,GO:0032787,GO:0042221,GO:0042255,GO:0042273,GO:0042274,GO:0042594,GO:0043543,GO:0045333,GO:0048193,GO:0048284,GO:0048308,GO:0051049,GO:0051052,GO:0051321,GO:0051603,GO:0051726
0,69.85368728637695,79.7965316772461,53.9243278503418,61.140743255615234,60.89191818237305,57.409461975097656,64.3962173461914,71.69913482666016,74.87867736816406,70.44294738769531,79.97819519042969,67.00870513916016,63.811195373535156,64.4562759399414,71.88896942138672,72.08273315429688,68.54804229736328,61.48625564575195,79.00070190429688,67.30683898925781,72.6087875366211,73.70586395263672,56.66202163696289,60.665122985839844,79.40579223632812,64.21014404296875,74.51031494140625,60.63801574707031,75.94617462158203,75.56903076171875,70.50995635986328,62.9488639831543,79.17279052734375,70.29629516601562,83.6738052368164,77.5230712890625,67.62945556640625,69.72744750976562,63.197750091552734,64.17625427246094,59.64609909057617,60.067169189453125,65.98822021484375,68.77899169921875,64.6347427368164,57.058692932128906,71.64270782470703,66.1088638305664,61.096580505371094,75.66531372070312,69.8087158203125,74.67520141601562,68.24568939208984,78.73200225830078,64.90771484375,77.19754028320312,63.67670440673828,65.4253921508789,62.12107849121094,84.33873748779297,78.27946472167969,78.64148712158203,76.02887725830078,56.684078216552734,72.3612289428711,67.6662368774414,85.33118438720703,62.54533767700195,77.33160400390625,74.11491394042969,83.19917297363281,63.19107437133789,69.80451965332031,70.88909912109375,60.087974548339844,77.68881225585938,83.8718490600586,85.51821899414062,59.75825119018555,82.70716857910156
100,60.178699135780334,66.01081085205078,48.335575103759766,53.341636657714844,54.37489318847656,51.135379791259766,56.56708908081055,57.966064453125,66.35682678222656,62.09559631347656,68.24848175048828,59.62285232543945,56.395286560058594,57.4492073059082,58.89946746826172,61.22575759887695,57.51042938232422,52.769466400146484,66.59901428222656,56.274654388427734,61.925655364990234,62.68031692504883,49.496856689453125,54.1768913269043,68.77548217773438,54.54776382446289,62.319091796875,53.13945770263672,67.11494445800781,64.66891479492188,62.6174201965332,56.64002990722656,65.84757232666016,62.31144714355469,69.03199005126953,66.1366958618164,58.63945770263672,58.74909210205078,57.98357009887695,54.410518646240234,53.115909576416016,52.864418029785156,57.898162841796875,60.43458557128906,55.80112838745117,49.5275764465332,58.42656326293945,56.34257888793945,52.86457824707031,62.48844909667969,57.3133659362793,63.127986907958984,57.094512939453125,67.66399383544922,55.38023376464844,68.39876556396484,56.62700653076172,55.12116622924805,53.63356399536133,75.8006591796875,68.39875793457031,68.01699829101562,63.67696762084961,51.255027770996094,64.37522888183594,59.31526184082031,70.58950805664062,55.605106353759766,65.75289916992188,62.35041809082031,70.97480773925781,55.32651901245117,61.27727127075195,65.35440063476562,53.15620040893555,66.3086929321289,69.78828430175781,70.07086181640625,52.313987731933594,67.89309692382812
200,37.77373293042183,42.0146484375,33.2828483581543,33.45148468017578,36.3944206237793,32.75764465332031,34.814273834228516,36.646305084228516,42.614501953125,38.01108932495117,42.3941535949707,38.03937911987305,35.6672248840332,38.26337432861328,35.742366790771484,37.980918884277344,37.375694274902344,35.57078170776367,47.07976531982422,33.72990417480469,40.545352935791016,37.85411071777344,31.825281143188477,34.35139465332031,42.306190490722656,34.0738525390625,37.679080963134766,33.80525207519531,41.1826057434082,40.129085540771484,42.658077239990234,38.194454193115234,40.593841552734375,39.28049087524414,41.426055908203125,40.458187103271484,35.509300231933594,35.948360443115234,36.584381103515625,33.86997604370117,33.7543830871582,33.12500762939453,37.05634689331055,39.53025817871094,34.28561019897461,30.211280822753906,37.57878494262695,34.45261764526367,33.10348129272461,37.99202346801758,35.26179122924805,36.515525817871094,35.10446548461914,40.075042724609375,33.451290130615234,42.30011749267578,35.27494430541992,33.78778076171875,32.03126525878906,47.059349060058594,42.2464599609375,43.7375602722168,38.698486328125,35.528038024902344,40.692115783691406,43.970584869384766,44.27223587036133,33.990238189697266,38.975215911865234,37.19953918457031,44.0916862487793,34.241947174072266,38.674713134765625,39.906288146972656,33.83088684082031,40.808372497558594,42.541282653808594,43.29914093017578,34.30208206176758,41.06051254272461
300,21.48485405743122,22.26671600341797,23.94571304321289,19.21759796142578,24.720626831054688,19.252538681030273,19.1092586517334,20.236553192138672,23.071943283081055,20.513452529907227,23.507915496826172,23.86370277404785,20.336803436279297,26.022138595581055,19.531829833984375,20.210535049438477,20.47701644897461,23.7221736907959,33.8505744934082,18.06296157836914,23.72610855102539,20.713891983032227,17.890586853027344,18.626832962036133,21.8798770904541,19.074785232543945,21.90064239501953,18.998239517211914,22.175615310668945,21.7601375579834,28.2015323638916,25.156261444091797,21.793659210205078,22.050256729125977,21.82868003845215,21.165605545043945,20.152254104614258,19.082090377807617,20.26547622680664,19.001569747924805,18.67991828918457,18.393461227416992,20.989599227905273,23.732769012451172,18.94817352294922,16.930984497070312,20.890501022338867,19.729541778564453,18.018877029418945,20.613258361816406,19.344078063964844,19.368593215942383,19.98907470703125,21.20083999633789,18.180105209350586,22.724224090576172,20.046411514282227,18.668643951416016,17.307449340820312,24.508525848388672,22.260648727416992,22.85492515563965,21.284496307373047,25.201414108276367,22.924610137939453,33.581886291503906,23.429344177246094,19.682109832763672,20.480440139770508,19.639802932739258,23.15145492553711,19.483123779296875,23.703258514404297,21.109113693237305,19.240550994873047,21.843366622924805,22.089309692382812,24.374717712402344,21.76081085205078,23.578908920288086
400,14.33469444513321,13.277637481689453,19.24640464782715,13.350530624389648,21.07352066040039,13.461731910705566,12.09897232055664,12.481620788574219,14.78887939453125,12.457280158996582,15.117877006530762,18.123437881469727,13.214351654052734,23.271146774291992,12.482562065124512,12.216991424560547,12.589014053344727,18.11037826538086,29.253149032592773,11.07787799835205,17.276599884033203,12.448690414428711,11.465292930603027,11.348730087280273,12.905065536499023,12.472650527954102,13.683404922485352,11.826473236083984,14.016602516174316,13.374093055725098,22.853904724121094,19.185781478881836,13.60116195678711,13.952363014221191,13.275259971618652,12.664464950561523,13.699467658996582,11.719656944274902,12.916901588439941,12.046858787536621,12.028363227844238,11.39739990234375,12.984156608581543,17.269725799560547,11.819698333740234,11.060083389282227,13.838208198547363,12.512214660644531,11.2586030960083,12.73437786102295,11.96624755859375,11.914966583251953,13.922252655029297,13.089814186096191,11.373294830322266,14.2183198928833,13.027674674987793,12.520214080810547,10.823212623596191,14.463117599487305,13.979039192199707,13.567276954650879,13.277767181396484,21.541736602783203,14.838837623596191,29.18191146850586,14.388327598571777,12.126422882080078,12.681757926940918,11.970132827758789,13.993849754333496,12.597284317016602,17.853776931762695,12.622971534729004,12.362360954284668,13.375273704528809,12.934825897216797,16.133358001708984,17.16295623779297,17.202259063720703
500,10.84315699338913,8.815034866333008,18.260360717773438,10.114020347595215,18.322721481323242,10.362936973571777,8.217997550964355,8.781988143920898,10.441597938537598,8.524247169494629,11.728281021118164,14.217135429382324,9.962210655212402,19.180438995361328,8.815596580505371,8.211871147155762,8.511024475097656,14.682929992675781,27.704282760620117,7.7854790687561035,12.790108680725098,9.471242904663086,8.034368515014648,7.937670707702637,8.793452262878418,9.523565292358398,11.033077239990234,8.357821464538574,9.698887825012207,8.998261451721191,20.587890625,16.303417205810547,9.594019889831543,10.751862525939941,8.859426498413086,8.440025329589844,10.774288177490234,8.401466369628906,9.931761741638184,8.800260543823242,8.662040710449219,8.141849517822266,9.586024284362793,15.935080528259277,7.986182689666748,8.212525367736816,10.759459495544434,9.09510612487793,8.257031440734863,8.715673446655273,8.709542274475098,8.048869132995605,10.292452812194824,8.875274658203125,7.877757549285889,9.724344253540039,10.133056640625,9.326831817626953,7.450908660888672,9.733410835266113,10.393721580505371,8.850842475891113,9.060998916625977,20.428054809570312,11.152497291564941,27.851530075073242,10.1393461227417,9.311830520629883,8.484759330749512,8.166006088256836,9.397961616516113,8.726347923278809,15.460474014282227,8.53842544555664,8.439769744873047,8.92951488494873,8.690892219543457,11.59416389465332,12.989616394042969,14.756196022033691
600,9.258677050471306,6.736181735992432,17.642065048217773,8.127473831176758,17.334150314331055,8.614921569824219,6.491858005523682,7.579098701477051,8.811470985412598,6.8446946144104,8.915850639343262,13.77437973022461,7.8291215896606445,18.183046340942383,7.149148464202881,6.459228992462158,6.777304649353027,14.42169189453125,27.944358825683594,6.168044567108154,11.812370300292969,7.256270885467529,6.6626200675964355,6.220844268798828,6.627223968505859,7.108570098876953,8.807546615600586,6.515736103057861,8.34896183013916,7.3188982009887695,21.0816707611084,14.750798225402832,7.665614128112793,8.422866821289062,6.776320934295654,6.433207988739014,8.453104019165039,6.7349677085876465,7.452861309051514,7.322174072265625,7.770087718963623,6.661387920379639,8.093830108642578,14.083414077758789,6.729572296142578,6.887213230133057,8.9700345993042,7.3281683921813965,6.535969257354736,6.814056396484375,6.83717155456543,6.2696099281311035,8.983057975769043,6.829394340515137,6.403103828430176,8.141115188598633,7.560396194458008,8.214171409606934,5.903087615966797,8.325664520263672,8.391937255859375,6.920546054840088,7.46964168548584,21.36261558532715,8.923675537109375,28.165372848510742,8.416923522949219,7.675124645233154,6.674599647521973,6.385648250579834,7.427760124206543,7.112840175628662,14.878740310668945,6.6231255531311035,6.561249256134033,6.87176513671875,6.790207386016846,9.48771858215332,11.848945617675781,12.529827117919922
700,8.151749283075333,5.6013665199279785,16.77085304260254,6.829869270324707,15.918067932128906,7.509255886077881,5.715083599090576,5.656625747680664,7.496096134185791,5.371091842651367,8.67948055267334,13.283461570739746,7.529050827026367,17.824512481689453,5.878085136413574,5.025574207305908,5.4025959968566895,12.169449806213379,26.22045135498047,5.333597183227539,10.376755714416504,6.612281322479248,4.908848762512207,4.9900054931640625,5.453567981719971,6.6624321937561035,7.493924617767334,5.2569074630737305,6.264749050140381,6.2802042961120605,20.30306053161621,15.907400131225586,7.529914379119873,7.154335975646973,5.740652084350586,5.474091053009033,8.3300199508667,5.5981574058532715,6.249119281768799,7.167445182800293,6.070764541625977,5.661596298217773,7.156781196594238,12.924047470092773,5.080425262451172,6.024039268493652,7.819985866546631,6.500314235687256,5.524951934814453,5.667131423950195,5.399533271789551,5.607171058654785,7.942567825317383,5.670660972595215,5.083751678466797,6.058965682983398,6.362823963165283,7.149491786956787,4.739478588104248,6.649482250213623,6.98818302154541,5.520560264587402,5.884824275970459,20.802734375,8.299671173095703,28.0981388092041,6.736527919769287,6.318094253540039,5.235500335693359,5.033670902252197,6.493464946746826,5.9764909744262695,11.998315811157227,5.234386444091797,5.359882831573486,5.4270148277282715,5.568568229675293,9.538777351379395,11.982717514038086,10.428250312805176
800,7.414163056761026,4.38969087600708,15.714051246643066,6.922525405883789,18.525020599365234,7.673285961151123,4.6769280433654785,5.282690525054932,7.114765644073486,4.477959156036377,6.720801830291748,11.67029094696045,6.252931594848633,16.359424591064453,4.421343803405762,4.26986026763916,4.338255405426025,12.760197639465332,25.751708984375,4.336931228637695,9.075549125671387,5.533779144287109,4.243820667266846,4.115493297576904,4.410583019256592,5.435705184936523,7.132988929748535,4.235676288604736,6.111040115356445,5.282033920288086,17.415889739990234,14.512763977050781,5.921885967254639,7.569569110870361,4.765318393707275,4.5171403884887695,7.675059795379639,4.736379623413086,6.137304782867432,6.17667293548584,5.162676811218262,4.3950090408325195,6.060301303863525,12.599396705627441,4.625632286071777,4.90866231918335,7.294676303863525,5.56130313873291,4.418197154998779,4.897714138031006,4.424489974975586,4.314820766448975,7.877631664276123,4.619877815246582,4.220217704772949,6.403344631195068,6.321616172790527,5.866959095001221,3.9614434242248535,5.143556118011475,6.060629844665527,4.448323726654053,5.1007080078125,20.294958114624023,7.767214298248291,27.534690856933594,5.926819324493408,6.188127517700195,4.28389835357666,4.294530868530273,5.030089855194092,6.125481605529785,13.139324188232422,4.517064094543457,4.709496021270752,4.692698955535889,4.386316299438477,8.72447681427002,10.838400840759277,11.91479778289795
900,6.9107214361429214,3.814883232116699,17.16907501220703,6.895967960357666,18.038898468017578,6.045382499694824,4.334383964538574,4.381218433380127,6.078381538391113,4.277979850769043,6.292208671569824,13.229135513305664,5.7559332847595215,16.783214569091797,4.540112018585205,3.7301909923553467,3.6384127140045166,11.12414264678955,25.19744110107422,3.890592336654663,9.638849258422852,4.741303443908691,3.533236503601074,3.495676279067993,3.9037771224975586,5.039229393005371,7.205164909362793,4.121862888336182,5.182430267333984,4.1668009757995605,16.702404022216797,14.505475044250488,5.530770301818848,6.054155349731445,3.9320013523101807,3.8865528106689453,6.771951198577881,4.460042476654053,6.198348522186279,4.921228408813477,4.643593788146973,4.045833587646484,6.3171539306640625,11.927453994750977,3.5804355144500732,4.196209907531738,7.048379898071289,5.18705940246582,3.8682916164398193,3.934082269668579,3.871433973312378,3.765500783920288,8.308418273925781,3.8576459884643555,3.5851335525512695,5.2324323654174805,6.304714202880859,5.434463977813721,3.384765386581421,5.1637163162231445,5.656245231628418,3.973647356033325,4.501901626586914,18.80219268798828,6.044644355773926,27.791114807128906,4.368901252746582,5.207805156707764,3.601029872894287,3.7559759616851807,4.380073070526123,5.786477088928223,12.720298767089844,3.863710880279541,3.60837459564209,3.8177480697631836,3.9673023223876953,8.466080665588379,11.053816795349121,11.714118957519531
