Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YDR258C,YLL009C,1,5.0749025,1.0,1028.0,9971.0,0.0,0.9065454602241516,1.0,0.0009718172950670123,0.0,1.0
YML009C,YCL035C,0,4.91872,1.0,1028.0,9970.0,1.0,0.9064545631408691,0.5,0.0009718172950670123,0.00010029084660345688,0.999899685382843
YGR165W,YHR104W,0,4.9168735,1.0,1028.0,9969.0,2.0,0.9063636660575867,0.3333333432674408,0.0009718172950670123,0.00020058169320691377,0.9997994303703308
YFR053C,YBR185C,0,4.7002707,1.0,1028.0,9968.0,3.0,0.9062727093696594,0.25,0.0009718172950670123,0.0003008725179824978,0.9996991157531738
YFL036W,YDR171W,0,4.626091,1.0,1028.0,9967.0,4.0,0.906181812286377,0.20000000298023224,0.0009718172950670123,0.00040116338641382754,0.9995988607406616
YIL042C,YKL137W,1,4.6190395,2.0,1027.0,9967.0,4.0,0.9062727093696594,0.3333333432674408,0.0019436345901340246,0.00040116338641382754,0.9995988607406616
YLL009C,YBL078C,1,4.550865,3.0,1026.0,9967.0,4.0,0.9063636660575867,0.4285714328289032,0.0029154520016163588,0.00040116338641382754,0.9995988607406616
YEL020W-A,YOR374W,0,4.530328,3.0,1026.0,9966.0,5.0,0.9062727093696594,0.375,0.0029154520016163588,0.0005014542257413268,0.9994985461235046
YBR262C,YKL195W,1,4.5063357,4.0,1025.0,9966.0,5.0,0.9063636660575867,0.4444444477558136,0.0038872691802680492,0.0005014542257413268,0.9994985461235046
YKL195W,YLR304C,1,4.467034,5.0,1024.0,9966.0,5.0,0.9064545631408691,0.5,0.004859086591750383,0.0005014542257413268,0.9994985461235046
YJR034W,YBL007C,0,4.448977,5.0,1024.0,9965.0,6.0,0.9063636660575867,0.4545454680919647,0.004859086591750383,0.0006017450359649956,0.9993982315063477
YDR394W,YBR262C,0,4.3718696,5.0,1024.0,9964.0,7.0,0.9062727093696594,0.4166666567325592,0.004859086591750383,0.0007020359043963253,0.9992979764938354
YJL180C,YIL042C,1,4.36932,6.0,1023.0,9964.0,7.0,0.9063636660575867,0.4615384638309479,0.0058309040032327175,0.0007020359043963253,0.9992979764938354
YDR204W,YGL129C,0,4.3106947,6.0,1023.0,9963.0,8.0,0.9062727093696594,0.4285714328289032,0.0058309040032327175,0.0008023267728276551,0.9991976618766785
YBR185C,YJL102W,1,4.308325,7.0,1022.0,9963.0,8.0,0.9063636660575867,0.46666666865348816,0.006802720949053764,0.0008023267728276551,0.9991976618766785
YMR302C,YKL195W,1,4.279408,8.0,1021.0,9963.0,8.0,0.9064545631408691,0.5,0.0077745383605360985,0.0008023267728276551,0.9991976618766785
YPL134C,YBR251W,0,4.278681,8.0,1021.0,9962.0,9.0,0.9063636660575867,0.47058823704719543,0.0077745383605360985,0.0009026175830513239,0.9990974068641663
YIL042C,YJR034W,1,4.2725105,9.0,1020.0,9962.0,9.0,0.9064545631408691,0.5,0.008746355772018433,0.0009026175830513239,0.9990974068641663
YJR045C,YLR251W,0,4.2703886,9.0,1020.0,9961.0,10.0,0.9063636660575867,0.4736842215061188,0.008746355772018433,0.0010029084514826536,0.9989970922470093
YJR080C,YMR002W,1,4.2639937,10.0,1019.0,9961.0,10.0,0.9064545631408691,0.5,0.009718173183500767,0.0010029084514826536,0.9989970922470093
YNR007C,YNL005C,1,4.235717,11.0,1018.0,9961.0,10.0,0.9065454602241516,0.523809552192688,0.010689990594983101,0.0010029084514826536,0.9989970922470093
YJL180C,YDL142C,1,4.234755,12.0,1017.0,9961.0,10.0,0.9066363573074341,0.5454545617103577,0.011661808006465435,0.0010029084514826536,0.9989970922470093
YDR394W,YBL038W,0,4.213407,12.0,1017.0,9960.0,11.0,0.9065454602241516,0.52173912525177,0.011661808006465435,0.0011031993199139833,0.9988967776298523
YJR034W,YBR179C,1,4.2009916,13.0,1016.0,9960.0,11.0,0.9066363573074341,0.5416666865348816,0.012633624486625195,0.0011031993199139833,0.9988967776298523
YMR002W,YNL160W,0,4.194715,13.0,1016.0,9959.0,12.0,0.9065454602241516,0.5199999809265137,0.012633624486625195,0.0012034900719299912,0.9987965226173401
YNL131W,YBR230C,1,4.190627,14.0,1015.0,9959.0,12.0,0.9066363573074341,0.5384615659713745,0.013605441898107529,0.0012034900719299912,0.9987965226173401
YBR269C,YGR174C,1,4.172999,15.0,1014.0,9959.0,12.0,0.9067272543907166,0.5555555820465088,0.014577259309589863,0.0012034900719299912,0.9987965226173401
YML129C,YBR037C,1,4.1527753,16.0,1013.0,9959.0,12.0,0.9068182110786438,0.5714285969734192,0.015549076721072197,0.0012034900719299912,0.9987965226173401
YHR116W,YGL219C,1,4.1519136,17.0,1012.0,9959.0,12.0,0.9069091081619263,0.5862069129943848,0.016520893201231956,0.0012034900719299912,0.9987965226173401
YKR046C,YNL252C,0,4.1341724,17.0,1012.0,9958.0,13.0,0.9068182110786438,0.5666666626930237,0.016520893201231956,0.001303780940361321,0.9986962080001831
YFR004W,YCR079W,1,4.1277814,18.0,1011.0,9958.0,13.0,0.9069091081619263,0.5806451439857483,0.017492711544036865,0.001303780940361321,0.9986962080001831
YJR080C,YKL137W,1,4.0903187,19.0,1010.0,9958.0,13.0,0.9070000052452087,0.59375,0.018464528024196625,0.001303780940361321,0.9986962080001831
YAL017W,YML081C-A,0,4.070353,19.0,1010.0,9957.0,14.0,0.9069091081619263,0.5757575631141663,0.018464528024196625,0.0014040718087926507,0.9985959529876709
YGL191W,YFL036W,1,4.0580206,20.0,1009.0,9957.0,14.0,0.9070000052452087,0.5882353186607361,0.019436346367001534,0.0014040718087926507,0.9985959529876709
YDR493W,YDR231C,1,4.0512676,21.0,1008.0,9957.0,14.0,0.9070909023284912,0.6000000238418579,0.020408162847161293,0.0014040718087926507,0.9985959529876709
