YORF,NAME,GWEIGHT,Primig00_SK1a alpha t 0,Primig00_SK1a alpha 1h,Primig00_SK1a alpha 2h,Primig00_SK1a alpha 3h,Primig00_SK1a alpha 4h,Primig00_SK1a alpha 6h,Primig00_SK1a alpha 8h,Primig00_SK1a alpha 10h,Primig00_SK1alpha alpha t 0,Primig00_SK1alpha alpha 2h,Primig00_SK1alpha alpha 4h,Primig00_SK1alpha alpha 6h,Primig00_SK1alpha alpha 8h,Primig00_W303a alpha t 0,Primig00_W303a alpha 2h,Primig00_W303a alpha 4h,Primig00_W303a alpha 6h,Primig00_W303a alpha 8h,Primig00_W303a alpha 10h,Primig00_W303a alpha 12h,Primig00_W303a a t 0,Primig00_W303a a 2h,Primig00_W303a a 4h,Primig00_ 6h
EWEIGHT,,,-0.3647817662012397,-0.4187097288974177,2.163436777900786,-1.1290423017180247,-2.1022367920451943,-0.22825318182278445,0.18952241166505834,-1.5534064284700695,-0.20730429213783577,-0.7657223432453555,0.06498142742513388,0.2841765075687408,0.6142583752032663,0.7663891118310218,0.30759200466371817,-0.04924029501391201,-1.2225250752593675,-1.4957346284788604,1.896722050511736,-0.27143278071140436,-0.06669587338587925,0.9056593817312417,0.2780839301189715,1.2769648583955733
YDL025C,YDL025C,1.0,-1.3859057223082138,1.4015234861275438,0.6250787191122558,-0.5572801396839254,0.07830064315624534,0.8619989045104929,-0.06856650810740349,-0.5549049950459107,0.12293741232934924,-0.2116112426661057,-0.1618927091344858,1.5693820914513692,0.28194553186345395,-0.48808681353414424,-1.5871276526275742,1.3996624500792534,-1.8251307469695022,0.013909812639272127,-0.8206349461236657,0.5532565147782892,0.22212747158315282,1.6377625889036715,0.3599835780803513,-1.7675647831759667
YPR128C,YPR128C,1.0,-0.015344629753890076,2.405081693362624,0.565769146559495,0.8237876647097148,0.09031136498228542,1.3721498022015592,1.405975784260104,-0.34201663194862664,0.03859513533929399,-0.4355361731633082,1.276359844527842,-0.17749330275444464,0.35360010794911695,-0.24455943870184285,0.26311005793449527,-0.44882892286999065,0.3235014097959608,0.9523060652794347,0.9686769570248301,1.0344955442206356,0.16035481823785283,0.652778564468834,-0.29613891869357,1.6895419249407608
YKL032C,YKL032C,1.0,-1.4908328424757464,1.2223416107259535,-0.9621515002834291,1.058472448808106,-0.25309107647813306,0.14480408417315913,-0.02150279817253964,0.5197544260802547,-0.4319583017591644,-0.03605777781906752,-1.6619234776280212,-2.058003536013652,0.7938573752504445,0.22973712365587373,1.0345388432922753,-0.11621905108317843,0.14274381736309794,0.7678066485058717,-0.2591499038557777,0.9640493072071652,0.2914744618134246,0.9787393887278667,-2.073678284855555,1.351918789314126
YNL325C,YNL325C,1.0,0.7523680033140634,0.11183530796478748,0.4123632872121378,-0.26512020114661794,1.6889016299646136,-1.398800140562456,-0.15771624716238788,1.6601719891131435,0.6055379822060031,0.200951865049324,0.27678620454559233,0.507142066423197,-1.145846995782235,0.5329613520270717,0.38861720560345214,-0.026262481208582485,-1.273133058945013,-0.18333332556674037,0.4987985770847554,1.107120719290889,-1.047633163739226,-1.0535168835730742,-0.053813837857358354,-0.8096071991851609
YJR150C,YJR150C,1.0,-1.2100016658616308,0.3314772552807387,1.4922103558453743,0.4741133032636111,0.3188404537909993,-0.6438652273770833,-1.7455340608965009,0.31931963478532704,0.26252037686460067,-0.3489984442791509,0.6353055044962049,0.1376159579539545,-1.1993089251744955,0.14554580639565848,0.906220417388822,1.939668815528128,0.7951804880953418,-0.6174674789824542,2.9076259595796015,-0.05519214055988276,-1.251919898866129,-0.2840832165529297,1.5693483825681536,-1.0090430168472322
YPL201C,YPL201C,1.0,0.8734893422148328,-0.5154155088113297,-0.8254788849530886,-0.1548206870254958,-0.2588880840770149,-0.48806618172214256,0.2728854053434542,0.9217362816887222,-1.1435500499344577,-1.1310133566362799,0.547788881358886,0.027371607329809273,0.3019630190554828,0.23703773624781455,0.18425073170203057,0.9202957566426575,-0.7815291326514229,0.40726202479635,0.4129846382522691,-1.7816249788388687,-2.1917162695567414,0.6803809186618414,1.071420187339496,0.6527123044095745
YPR097W,YPR097W,1.0,0.2623285838366125,-0.5101760227248631,0.02167705199305458,-2.2277497959712833,-1.8729230492413413,-0.2566043770721807,-1.6125034918744958,0.12347392323865945,1.6122050289779992,1.0076986754809463,0.9018555933586627,-1.2738309133628083,-1.0843164125508076,0.6985962908531463,0.40421032858068906,1.4313614203830172,-0.14355044703944847,0.5957867109834892,-0.9078048431353917,-0.9067879636400338,-1.2900741505165463,0.4549184051622997,-0.8517910230921155,0.42350140015343896
YER048C,YER048C,1.0,-0.20329773989620584,-0.5723591500232175,0.4272885704418318,-0.7284646635676915,0.04814646121385327,-0.5592432356769033,-1.212872615141645,-0.7588295521466019,1.894073286338631,0.4910939951074156,-0.8897014854498653,-0.20206571527518738,0.8947473579144737,0.8808894890392233,-1.3433405326536656,-2.011376825404858,0.5506793938204734,-0.842786053143294,-1.257525084321399,2.065372028319,0.248532888135451,1.2144962229849763,-0.10892895120256219,0.6915585576187153
YIL114C,YIL114C,1.0,0.6905448462499408,0.420544995469936,-0.33936700949299264,0.23688496749358123,-0.3590491420067896,0.7453230058977366,0.5011115281910862,2.6401006655384265,-1.1543073680031881,-0.5331255230166974,-1.1360147009988348,0.07073529860911887,-0.08637884585052288,0.2543761810951336,0.954679597543507,-1.0427431532523657,-1.0341541806666534,0.5505405593710545,-0.7602246254227522,-0.25957206117660964,-0.23704659627590569,0.16593417580773004,0.9804808164776397,-1.843892202483571
