Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
./Yeast Resources/Pairwise/Spell/CE_OnlyPos_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_Train_/
./Yeast Resources/Pairwise/Spell/CE_OnlyPos_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_Test_/
100 Batch Cumulative Loss: 429.85607027679447
Time for 100 Batches: 0.0065279841423034664
100 Batch Cumulative Loss: 765.5169797826499
Time for 100 Batches: 0.37676952679951986
100 Batch Cumulative Loss: 682.6222290190346
Time for 100 Batches: 0.3798678596814474
100 Batch Cumulative Loss: 597.6512297205771
Time for 100 Batches: 0.37887950738271076
100 Batch Cumulative Loss: 511.4764173981676
Time for 100 Batches: 0.38077617486317955
100 Batch Cumulative Loss: 564.8892411348479
Time for 100 Batches: 0.3788578708966573
100 Batch Cumulative Loss: 477.21506368559426
Time for 100 Batches: 0.37959720293680826
100 Batch Cumulative Loss: 450.9918880754719
Time for 100 Batches: 0.3790516455968221
100 Batch Cumulative Loss: 427.6197528006867
Time for 100 Batches: 0.3832721511522929
100 Batch Cumulative Loss: 390.03781061688926
Time for 100 Batches: 0.3839299956957499
100 Batch Cumulative Loss: 368.6306706989242
Time for 100 Batches: 0.3811330874760946
100 Batch Cumulative Loss: 359.57443932778045
Time for 100 Batches: 0.383501132329305
100 Batch Cumulative Loss: 361.73077550293107
Time for 100 Batches: 0.37835869391759236
100 Batch Cumulative Loss: 330.95713457144245
Time for 100 Batches: 0.3816507895787557
100 Batch Cumulative Loss: 318.4056057940728
Time for 100 Batches: 0.37994043827056884
100 Batch Cumulative Loss: 310.225010551706
Time for 100 Batches: 0.37586478392283124
100 Batch Cumulative Loss: 310.3319765626065
Time for 100 Batches: 0.38035358587900797
100 Batch Cumulative Loss: 299.7126374809463
Time for 100 Batches: 0.381670081615448
100 Batch Cumulative Loss: 297.46022410600926
Time for 100 Batches: 0.37796248197555543
100 Batch Cumulative Loss: 281.1671202189259
Time for 100 Batches: 0.38072078227996825
100 Batch Cumulative Loss: 277.9632809355981
Time for 100 Batches: 0.3847403645515442
100 Batch Cumulative Loss: 280.3862688167683
Time for 100 Batches: 0.3738253792126974
100 Batch Cumulative Loss: 274.584258081037
Time for 100 Batches: 0.38035972515741984
100 Batch Cumulative Loss: 266.96193689860337
Time for 100 Batches: 0.384637983640035
100 Batch Cumulative Loss: 249.57462539633133
Time for 100 Batches: 0.3850734313329061
100 Batch Cumulative Loss: 257.8859567864523
Time for 100 Batches: 0.3819380243619283
100 Batch Cumulative Loss: 262.766818078901
Time for 100 Batches: 0.3771645704905192
100 Batch Cumulative Loss: 253.60468281290426
Time for 100 Batches: 0.38497420946757
100 Batch Cumulative Loss: 262.66342850455334
Time for 100 Batches: 0.38339209159215293
100 Batch Cumulative Loss: 242.4524565876745
Time for 100 Batches: 0.38010350068410237
100 Batch Cumulative Loss: 249.82229970070543
Time for 100 Batches: 0.38198869625727333
100 Batch Cumulative Loss: 239.50415314256577
Time for 100 Batches: 0.3818597197532654
100 Batch Cumulative Loss: 236.66334263445393
Time for 100 Batches: 0.3835668921470642
100 Batch Cumulative Loss: 232.7075726115973
Time for 100 Batches: 0.3818540692329407
100 Batch Cumulative Loss: 227.5065938599758
Time for 100 Batches: 0.3803000807762146
100 Batch Cumulative Loss: 225.62800956556995
Time for 100 Batches: 0.38425209522247317
