,Gene A,Gene B,Score
0,YDL006W,YIL051C,0.11882950365543365
1,YDL006W,YKL013C,7.669820661249105e-06
2,YDL006W,YDR296W,0.003712658304721117
3,YDL006W,YJL112W,0.0019488001707941294
4,YDL006W,YHR005C-A,0.18107888102531433
5,YDL006W,YNL079C,0.06332322210073471
6,YDL006W,YBR091C,0.0037560914643108845
7,YDL006W,YMR134W,0.9993884563446045
8,YDL006W,YDL198C,4.0287877709488384e-06
9,YDL006W,YOL095C,0.020965659990906715
10,YDL006W,YCR020C,9.996308108384255e-06
11,YDL006W,YLL006W,0.0766381323337555
12,YDL006W,YDR470C,0.00023359531769528985
13,YDL006W,YNL304W,0.00026176596293225884
14,YDL006W,YBL080C,0.0008868153090588748
15,YDL006W,YJR135W-A,0.11249943822622299
16,YDL006W,YNR035C,0.0027007677126675844
17,YDL006W,YLL001W,0.00025878442102111876
18,YDL006W,YOR037W,8.487389457911831e-09
19,YDL006W,YGL020C,0.0011367074912413955
20,YDL006W,YJR065C,2.8932729037478566e-05
21,YDL006W,YDR393W,0.000412237539421767
22,YDL006W,YGL055W,1.465164700675814e-07
23,YDL006W,YBR185C,3.096642467426136e-05
24,YDL006W,YMR211W,0.03556842729449272
25,YDL006W,YNL213C,0.338615357875824
26,YDL006W,YOL027C,0.0007579484954476357
27,YDL006W,YCL044C,5.145261638972443e-06
28,YDL006W,YPR083W,0.00013593908806797117
29,YDL006W,YJL054W,3.6050180369784357e-06
30,YDL006W,YDL142C,7.476180599041982e-07
31,YDL006W,YNL310C,1.4386962902790401e-05
32,YDL006W,YGR181W,0.0012381214182823896
33,YDL006W,YKL053C-A,0.0017153811641037464
34,YDL006W,YLR368W,8.744494152779225e-06
35,YDL006W,YLR370C,2.1855435988982208e-05
36,YDL006W,YPR125W,5.487100338541495e-07
37,YDL006W,YMR241W,0.05522396042943001
38,YDL006W,YPR024W,0.003437139792367816
39,YDL006W,YKR042W,2.683232878553099e-06
40,YDL006W,YBR212W,1.1026316997231334e-06
41,YDL006W,YDR150W,2.440605021547526e-05
42,YDL006W,YMR012W,1.1515113840232516e-07
43,YDL006W,YCR028C-A,0.991919755935669
44,YDL006W,YNL026W,0.00278441677801311
45,YDL006W,YNL055C,5.572648831275728e-08
46,YDL006W,YNL149C,0.0027698641642928123
47,YDL006W,YHR120W,0.008060405030846596
48,YDL006W,YNL121C,0.00787279848009348
49,YDL006W,YHR083W,0.0053124092519283295
50,YDL006W,YKR085C,3.1392988603329286e-05
51,YDL006W,YGR101W,0.00032967087463475764
52,YDL006W,YGR144W,8.594288658514415e-08
53,YDL006W,YML058W,0.00037492963019758463
54,YDL006W,YHR194W,1.4533384273818228e-07
55,YDL006W,YDR077W,0.03744569048285484
56,YDL006W,YKR036C,0.5274696946144104
57,YDL006W,YMR302C,7.687459628868965e-07
58,YDL006W,YOL009C,0.008162237703800201
59,YDL006W,YLR304C,2.2854376311443048e-06
60,YDL006W,YIL062C,0.0015271707670763135
61,YDL006W,YJL063C,1.8933367300633108e-06
62,YDL006W,YEL020W-A,0.9901884198188782
63,YDL006W,YML104C,4.529850230028387e-06
64,YDL006W,YOL060C,2.5023177840921562e-06
65,YDL006W,YOR330C,1.243310236986872e-07
66,YDL006W,YDR258C,1.6053727236453597e-08
67,YDL006W,YLR355C,4.0359839204029413e-07
68,YDL006W,YOR326W,0.09620631486177444
69,YDL006W,YHR031C,0.001360506983473897
70,YDL006W,YBR234C,0.0026834141463041306
71,YDL006W,YOR147W,0.0005609072395600379
72,YDL006W,YJR120W,0.12455038726329803
73,YDL006W,YFL039C,3.266673593316227e-05
74,YDL006W,YDR339C,0.16108006238937378
75,YDL006W,YOR211C,4.53181058901464e-07
76,YDL006W,YPR140W,0.00018763936532195657
77,YDL006W,YPR131C,0.7666195631027222
78,YDL006W,YLR190W,0.001274632173590362
79,YDL006W,YPL040C,0.43826931715011597
80,YDL006W,YPL007C,0.0003305917780380696
81,YDL006W,YBR200W,0.0002400999510427937
82,YDL006W,YMR223W,4.8482638703717384e-06
83,YDL006W,YLR034C,3.2850184794597226e-09
84,YDL006W,YPL057C,1.959467908818624e-06
85,YDL006W,YDL103C,0.0017286555375903845
86,YDL006W,YER164W,2.2713118053019343e-09
87,YDL006W,YPL187W,2.2288870402120686e-11
88,YDL006W,YPR158W-A,7.478887255274458e-06
89,YDL006W,YBR216C,1.7275072973672867e-13
90,YDL006W,YBR284W,7.844518222555052e-06
91,YDL006W,YLR097C,9.919887133946759e-09
92,YDL006W,YBR299W,6.962403631405323e-08
93,YDL006W,YJL025W,4.497804084735435e-08
94,YDL006W,YMR154C,0.0028768007177859545
95,YDL006W,YBR066C,6.487526627019236e-10
96,YDL006W,YDL227C,1.2950438247824603e-12
97,YDL006W,YJR050W,1.4380502761923708e-06
98,YDL006W,snR87,6.389905320247635e-05
99,YDL006W,YML085C,2.6828031423065113e-06
100,YDL006W,YOR369C,3.984180807492521e-07
101,YDL006W,YIL002C,7.160443601605948e-06
102,YDL006W,YFR041C,9.383146482022653e-10
103,YDL006W,YGL142C,1.6159468430032575e-08
104,YDL006W,YIL073C,0.0002880797255784273
105,YDL006W,YOR036W,1.9410908644323932e-11
106,YDL006W,YGL245W,1.5033600675451453e-06
107,YDL006W,YKL146W,1.2166114338185707e-08
108,YDL006W,YLL045C,3.162746215097656e-13
109,YDL006W,YGL170C,8.919511351734855e-09
110,YDL006W,YJL144W,2.7764146580011584e-05
111,YDL006W,YJL205C,6.388723704731092e-05
112,YDL006W,YMR280C,0.000951377849560231
113,YDL006W,YDR478W,4.815865484175674e-09
114,YDL006W,YOL052C,2.338962899230135e-13
115,YDL006W,YMR202W,3.572749619706883e-06
116,YDL006W,YAL042W,1.189022441394627e-06
117,YDL006W,YGL172W,0.0008449152228422463
118,YDL006W,YIL168W,4.3581920366954525e-15
119,YDL006W,tC(GCA)G,6.389905320247635e-05
120,YDL006W,YBR112C,1.513712868472794e-05
121,YDL006W,YKR083C,8.373259561267332e-07
122,YDL006W,YDL150W,1.1940252606090773e-11
