,Gene A,Gene B,Score
0,YDR150W,YJL112W,3.19396895065438e-05
1,YDR150W,YLL001W,0.0384218767285347
2,YDR150W,YOL095C,0.15796765685081482
3,YDR150W,YIL051C,0.0003722904366441071
4,YDR150W,YKL013C,0.005897069815546274
5,YDR150W,YBL080C,0.5037776827812195
6,YDR150W,YMR211W,0.0014292955165728927
7,YDR150W,YCR020C,1.6037208019903382e-11
8,YDR150W,YDR296W,2.0837914860294404e-07
9,YDR150W,YOR037W,0.10186251252889633
10,YDR150W,YDR470C,0.17593806982040405
11,YDR150W,YNL213C,0.8696523308753967
12,YDR150W,YBR091C,0.002116805873811245
13,YDR150W,YLL006W,1.7915304852067493e-05
14,YDR150W,YDL198C,0.032260116189718246
15,YDR150W,YGL020C,0.9922561645507812
16,YDR150W,YGL055W,2.301177801200538e-06
17,YDR150W,YJR065C,0.01676742359995842
18,YDR150W,YJR135W-A,0.9994582533836365
19,YDR150W,YNL079C,0.8566240072250366
20,YDR150W,YBR185C,0.006376681383699179
21,YDR150W,YHR005C-A,0.48649534583091736
22,YDR150W,YNR035C,3.875534730468644e-06
23,YDR150W,YMR134W,0.9996238946914673
24,YDR150W,YNL304W,0.22050884366035461
25,YDR150W,YDR393W,0.00035261153243482113
26,YDR150W,YML091C,0.984562337398529
27,YDR150W,YLL013C,0.9845100045204163
28,YDR150W,YER154W,0.0905032604932785
29,YDR150W,YBR192W,6.472002132795751e-05
30,YDR150W,YOL076W,0.00010051252320408821
31,YDR150W,YIL065C,2.3986060568859102e-06
32,YDR150W,YJL116C,0.2693246304988861
33,YDR150W,YMR060C,0.0034324100706726313
34,YDR150W,YDR219C,0.9846922159194946
35,YDR150W,YOR266W,0.003184251021593809
36,YDR150W,YJR118C,0.05643980950117111
37,YDR150W,YGL219C,5.1292270654812455e-05
38,YDR150W,YOR060C,0.6414102911949158
39,YDR150W,YJR144W,0.0006966076325625181
40,YDR150W,YFL036W,0.003212012816220522
41,YDR150W,YDL006W,0.1716786026954651
42,YDR150W,YMR072W,0.00040981292841024697
43,YDR150W,YDL029W,0.0027494728565216064
44,YDR150W,YNL070W,0.00401225546374917
45,YDR150W,YNL066W,0.4304829239845276
46,YDR150W,YIL138C,0.007528822869062424
47,YDR150W,YDL217C,0.9975614547729492
48,YDR150W,YMR275C,0.0004686053725890815
49,YDR150W,YBR179C,0.9663583636283875
50,YDR150W,YPL098C,0.0018087461357936263
51,YDR150W,YML061C,2.106104147969745e-05
52,YDR150W,YLR304C,0.0014437538338825107
53,YDR150W,YOR211C,0.009911606088280678
54,YDR150W,YPR131C,0.2868333160877228
55,YDR150W,YFL039C,0.04234866052865982
56,YDR150W,YOL060C,5.628751864605874e-08
57,YDR150W,YOR147W,0.7995102405548096
58,YDR150W,YBR234C,0.03330902010202408
59,YDR150W,YOR330C,0.05121390521526337
60,YDR150W,YLR355C,0.002789061516523361
61,YDR150W,YOL009C,2.004444831982255e-05
62,YDR150W,YML058W,0.040376171469688416
63,YDR150W,YIL062C,0.0006045229383744299
64,YDR150W,YMR302C,0.00023887126008048654
65,YDR150W,YPR140W,3.693633698276244e-05
66,YDR150W,YDR077W,0.013037296943366528
67,YDR150W,YLR190W,0.0001017050672089681
68,YDR150W,YML104C,0.0007600761018693447
69,YDR150W,YDR258C,0.015560204163193703
70,YDR150W,YKR036C,0.285672128200531
71,YDR150W,YJR120W,0.9721394777297974
72,YDR150W,YEL020W-A,0.017959505319595337
73,YDR150W,YDR339C,5.340890311344992e-06
74,YDR150W,YHR031C,0.9667112827301025
75,YDR150W,YGR144W,0.026854049414396286
76,YDR150W,YHR194W,2.4193859644583426e-06
77,YDR150W,YJL063C,0.01238110288977623
78,YDR150W,YOR326W,0.1880745142698288
79,YDR150W,YDR065W,0.002387561369687319
80,YDR150W,YGR288W,7.5848256528843194e-06
81,YDR150W,YHR143W-A,1.7173071682918817e-05
82,YDR150W,YDR399W,2.2383728204289355e-09
83,YDR150W,YBL097W,2.8481145393499663e-12
84,YDR150W,YKR002W,4.757435334568072e-09
85,YDR150W,YPL187W,2.810442900624821e-08
86,YDR150W,YHR137W,1.7771539990475704e-13
87,YDR150W,YER055C,2.861067285864216e-12
88,YDR150W,YPR086W,5.0450213166186586e-05
89,YDR150W,YBR078W,3.318477270752851e-09
90,YDR150W,YKL085W,5.874712938336302e-10
91,YDR150W,YCR048W,2.082272658299189e-05
92,YDR150W,YGR047C,5.663499905494973e-05
93,YDR150W,YKL054C,1.902556323329918e-05
94,YDR150W,YBR286W,1.7363423199245887e-11
95,YDR150W,YIR001C,0.007494915742427111
96,YDR150W,YFL056C,5.482630793807175e-09
97,YDR150W,YOL040C,1.1072810224277418e-08
98,YDR150W,YMR292W,5.142231316312973e-07
99,YDR150W,YHR204W,2.2045947844162583e-05
100,YDR150W,YKR106W,2.4678902263985947e-05
101,YDR150W,YLR192C,9.426026537084908e-08
102,YDR150W,YGR087C,4.859834312753719e-09
103,YDR150W,YML062C,0.006828451529145241
104,YDR150W,YFL025C,8.577274307475236e-12
105,YDR150W,YNR015W,2.703694039485338e-12
106,YDR150W,YLR403W,1.9132173747493653e-06
107,YDR150W,YDR466W,7.8877874329919e-06
108,YDR150W,YOL039W,7.87327553553041e-06
109,YDR150W,YER090W,2.3261824466658254e-08
110,YDR150W,YKL074C,0.00011679398448904976
111,YDR150W,YPL208W,0.00010653792560333386
112,YDR150W,YBR216C,4.788677787637141e-10
113,YDR150W,YAL042W,2.981310842642415e-08
114,YDR150W,YFR031C-A,5.054158203066095e-10
115,YDR150W,YDL236W,1.1329515103852827e-08
116,YDR150W,YKR099W,4.5225490019618064e-10
117,YDR150W,YNL221C,4.781093299044414e-10
118,YDR150W,YPR175W,3.19024906048071e-07
119,YDR150W,YLR227C,0.0001739593135425821
120,YDR150W,YOR348C,1.1271443778326784e-09
121,YDR150W,YLR195C,4.8087272261909675e-06
122,YDR150W,YHR021W-A,8.541121698790732e-10
123,YDR150W,tF(GAA)H2,0.0005280080949887633
124,YDR150W,YKL078W,3.47385139320977e-05
125,YDR150W,YMR017W,1.9561794459430559e-16
126,YDR150W,YOR234C,1.1460078894742765e-06
127,YDR150W,YCR024C,2.822920578182675e-06
128,YDR150W,YHR066W,5.72819786395784e-12
129,YDR150W,tI(AAU)B,0.0005280080949887633
130,YDR150W,YMR224C,0.007741007953882217
131,YDR150W,YNL085W,4.613002246856013e-08
132,YDR150W,YJR074W,0.09456495940685272
133,YDR150W,YMR251W-A,2.184941422456177e-06
134,YDR150W,YNL012W,3.754441479930648e-10
135,YDR150W,YPL135W,1.9400777091505006e-06
136,YDR150W,YDL002C,1.9966182662756182e-07
137,YDR150W,YIL002C,1.585926008573768e-11
138,YDR150W,tR(CCG)L,0.0009006371255964041
139,YDR150W,YLR359W,2.2210434446473526e-12
140,YDR150W,YLR138W,9.837700417847373e-06
141,YDR150W,YDR365W-A,0.0054967873729765415
142,YDR150W,YML069W,2.8919792384840548e-05
143,YDR150W,YGR038W,2.48994638241129e-06
144,YDR150W,YLL017W,0.8217228055000305
145,YDR150W,YER116C,1.918582029247773e-06
146,YDR150W,YER023W,5.280554097285284e-13
147,YDR150W,YNL238W,1.0569654040892829e-09
148,YDR150W,YLR015W,4.207376696285792e-05
149,YDR150W,YLR228C,1.1436168279033154e-06
150,YDR150W,YPR008W,8.684722274665546e-08
