Gene,Fold
YBL038W,0
YLR200W,0
YOR298W,0
YIL148W,0
YGL003C,0
YDR120C,0
YMR168C,0
YLR096W,0
YBR044C,0
YPL072W,0
YCR039C,0
YBR086C,0
YGR166W,0
YEL055C,0
YDR273W,0
YAL056W,0
YGR125W,0
YKL164C,0
YJL122W,0
YPL113C,0
YPL198W,0
YGR285C,0
YMR266W,0
YMR046C,0
YDL093W,0
YJR026W,0
YIL034C,0
YLR391W,0
YPL153C,0
YBR045C,0
YLL039C,0
YOR240W,0
YDR200C,0
YMR277W,0
YJL167W,0
YER180C,0
YIL122W,0
YOR388C,0
YIL023C,0
YKL104C,0
YBR070C,0
YKL222C,0
YPR194C,0
YJR005W,0
YKL089W,0
YOL110W,0
YHR149C,0
YHR079C-A,0
YJL012C-A,0
YCR070W,0
YHR161C,0
YDR062W,0
YGR082W,0
YNL123W,0
YER012W,0
YMR030W,0
YDR037W,0
YKR067W,0
YBR275C,0
YHL008C,0
YJL048C,0
YCR014C,0
YHR205W,0
YLR067C,0
YDR420W,0
YPR171W,0
YLR023C,0
YMR295C,0
YHR206W,0
YDR118W,0
YGR048W,0
YEL032W,0
YDR270W,0
YNL206C,0
YEL022W,0
YGR270W,0
YMR056C,0
YOR151C,0
YDL194W,0
YDL185W,0
YPL149W,0
YOR192C-A,0
YHR010W,0
YLR350W,0
YER059W,0
YLR133W,0
YGR003W,0
YDR500C,0
YLR068W,0
YJL084C,0
YNR035C,0
YDL015C,0
YDR191W,0
YDR216W,0
YMR268W-A,0
YDR126W,0
YOR002W,0
YLR450W,0
YBR282W,0
YOR005C,0
YMR012W,0
YBL021C,0
YFL034C-B,0
YOL123W,0
YCR091W,0
YDR534C,0
YGR038C-B,0
YKL144C,0
YGL001C,0
YOL103W,0
YJR135W-A,0
YOL142W,0
YMR216C,0
YJR090C,0
YDL024C,0
YJL141C,0
YDL120W,0
YIL115C,0
YMR301C,0
YDR022C,0
YGR284C,0
YIL052C,0
YPL255W,0
YNL173C,0
YHR214C-B,0
YGR279C,0
YCR079W,0
YDR255C,0
YBR041W,0
YDR272W,0
YOR308C,0
YDL216C,0
YPR003C,0
YGR268C,0
YJL042W,0
YLL019C,0
YNL110C,0
YJL129C,0
YGL062W,0
YKR072C,0
YJR134C,0
YOR142W-B,0
YNL084C,0
YER056C,0
YDR168W,0
YLR213C,0
YER123W,0
YLR142W,0
YCR105W,0
YPL069C,0
YNR060W,0
YER070W,0
YLR074C,0
YER190W,0
YOR361C,0
YOL138C,0
YJR001W,0
YHR135C,0
YOL030W,0
YML068W,0
YJL219W,0
YIR039C,0
YER005W,0
YLL032C,0
YEL009C,0
YPL045W,0
YPL058C,0
YHR072W-A,0
YGR177C,0
YML042W,0
YDR069C,0
YJR027W,0
YPL124W,0
YBL032W,0
YNL284C-A,0
YLR120C,0
YDR478W,0
YPR016C,0
YBR241C,0
YNL264C,0
YER019C-A,0
YDL184C,0
YJL143W,0
YLR344W,0
YPL248C,0
YAL038W,0
YOR129C,0
YPR137C-A,0
YML110C,0
YBL017C,0
YMR189W,0
YIL043C,0
YHR200W,0
YKL154W,0
YJL113W,0
YMR028W,0
YCL005W-A,0
YOR299W,0
YCR034W,0
YDL219W,0
YJR086W,0
YLR182W,0
YLR163C,0
YOR047C,0
YPR119W,0
YDL067C,0
YLR262C,0
YGR216C,0
YBR014C,0
YLR193C,0
YIL094C,0
YFR004W,0
YOR138C,0
YGL251C,0
YDR522C,0
YOR341W,0
YNL240C,0
YFL027C,0
YOL109W,0
YPR075C,0
YOL040C,0
YPR135W,0
YDR358W,0
YOR356W,0
YMR307W,0
YMR188C,0
YLR010C,0
YNL304W,0
YBL003C,0
YNL300W,0
YBR029C,0
YOR255W,0
YOL112W,0
YAL048C,0
YNR021W,0
YHR104W,0
YOL011W,0
YCR010C,0
YLR047C,0
YBR145W,0
YEL004W,0
YDR322C-A,0
YBL091C,0
YBR140C,0
YMR137C,0
YBR257W,0
YDR155C,0
YDR245W,0
YLR034C,0
YBR301W,0
YJL154C,0
YIL035C,0
YBL018C,0
YGL245W,0
YDR050C,0
YDR159W,0
YDR016C,0
YPL163C,0
YOR091W,0
YHR039C,0
YDR001C,0
YCR028C,0
YOR130C,0
YNL087W,0
YDR405W,0
YGL037C,0
YPR017C,0
YMR311C,0
YCR098C,0
YGR249W,0
YGR002C,0
YLR262C-A,0
YHR185C,0
YER155C,0
YMR223W,0
YNR024W,0
YPL043W,0
YOL101C,0
YKR013W,0
YGL129C,0
YDR013W,0
YMR202W,0
YCL029C,0
YDR161W,0
YPL005W,0
YDR011W,0
YFL035C,0
YGL169W,0
YGR260W,0
YNL054W,0
YEL031W,0
YHR085W,0
YPL097W,0
YGR086C,0
YBR036C,0
YMR105C,0
YLR466W,0
YGL223C,0
YBR012W-A,0
YDL100C,0
YNL090W,0
YOL151W,0
YCR003W,0
YER074W,0
YLL038C,0
YGL238W,0
YIR008C,0
YCR004C,0
YEL040W,0
YCL017C,0
YKL134C,0
YOR264W,0
YER083C,0
YHL033C,0
YLR189C,0
YJR028W,0
YBL068W,0
YOR373W,0
YJL080C,0
YCR024C-A,0
YLL026W,0
YKL043W,0
YML074C,0
YHR065C,0
YGL092W,0
YJR073C,0
YMR154C,0
YOR040W,0
YML113W,0
YNR031C,0
YPR006C,0
YBR260C,0
YGL093W,0
YLR423C,0
YIL020C,0
YHR202W,0
YDL175C,0
YOR343C-A,0
YNL229C,0
YLL015W,0
YOR239W,0
YGR024C,0
YPL157W,0
YJL190C,0
YLR092W,0
YIL154C,0
YOR125C,0
YBR296C,0
YIL131C,0
YKL170W,0
YDL098C,0
YCR053W,0
YER153C,0
YNL049C,0
YKR080W,0
YOL018C,0
YFR002W,0
YEL027W,0
YGR123C,0
YFL038C,0
YBR273C,0
YGL044C,0
YDR170W-A,0
YNL151C,0
YNL286W,0
YBR112C,0
YMR079W,0
YHR117W,0
YJR144W,0
YPR098C,0
YML107C,0
YDR462W,0
YIL056W,0
YMR299C,0
YDL235C,0
YJL159W,0
YOR343C-B,0
YDL226C,0
YNL209W,0
YPR201W,0
YPL137C,0
YGL229C,0
YLL024C,0
YDR180W,0
YLR032W,0
YNL031C,0
YOR316C,0
YLR389C,0
YEL043W,0
YLR391W-A,0
YMR290C,0
YKR046C,0
YDR176W,0
YER013W,0
YGL208W,0
YDR301W,0
YDL193W,0
YFL014W,0
YOR112W,0
YFL044C,0
YDR096W,0
YKL012W,0
YPL121C,0
YDL069C,0
YGR266W,0
YER141W,0
YDR055W,0
YGL162W,0
YMR072W,0
YDR341C,0
YDL056W,0
YPR101W,0
YNL325C,0
YPR118W,0
YLR150W,0
YDR432W,0
YIL153W,0
YDR468C,0
YDR190C,0
YDR512C,0
YDR418W,0
YHR020W,0
YGR055W,0
YDR281C,0
YIL010W,0
YOR098C,0
YGR241C,0
YHR027C,0
YJL059W,0
YDL211C,0
YGR220C,0
YLR410W-B,0
YBL097W,0
YGL207W,0
YOL108C,0
YOL033W,0
YML045W,0
YIL073C,0
YGL039W,0
YPR184W,0
YOR100C,0
YPL240C,0
YGL009C,0
YGR222W,0
YKL120W,0
YGR040W,0
YGL070C,0
YER090W,0
YLR300W,0
YKR048C,0
YNL052W,0
YOR249C,0
YJL025W,0
YBL005W,0
YEL034W,0
YKL146W,0
YDR392W,0
YHR077C,0
YHR156C,0
YMR318C,0
YNL327W,0
YDR365C,0
YPR191W,0
YDR350C,0
YLR110C,0
YML063W,0
YJR062C,0
YMR145C,0
YBL030C,0
YDL095W,0
YGL236C,0
YGL011C,0
YOR212W,0
YBL026W,0
YPL254W,0
YPR129W,0
YNR050C,0
YKR003W,0
YCL016C,0
YOL143C,0
YGL253W,0
YPL006W,0
YNL272C,0
YPL174C,0
YNL002C,0
YLR238W,0
YIL030C,0
YPL187W,0
YKL054C,0
YJR009C,0
YDR184C,0
YGL008C,0
YKL125W,0
YHR036W,0
YPR102C,0
YDR437W,0
YFL033C,0
YCL032W,0
YKR049C,0
YHR044C,0
YPL110C,0
YHR066W,0
YKL199C,0
YCL039W,0
YDR239C,0
YFR031C,0
YNL199C,0
YGL237C,0
YAL061W,0
YOR103C,0
YIL155C,0
YKL176C,0
YEL054C,0
YER017C,0
YKL114C,0
YIR037W,0
YIL177C,0
YGL047W,0
YDR315C,0
YOR267C,0
YKL097W-A,0
YKL048C,0
YOR128C,0
YAR010C,0
YOR057W,0
YOR090C,0
YLR106C,0
YOR297C,0
YDR117C,0
YNL197C,0
YDL174C,0
YHR123W,0
YNL326C,0
YJL164C,0
YKL109W,0
YMR001C,0
YMR038C,0
YOR320C,0
YEL059C-A,0
YDL102W,0
YOR360C,0
YNR016C,0
YDR147W,0
YER103W,0
YPL154C,0
YOL105C,0
YJR045C,0
YGR010W,0
YMR205C,0
YGL219C,0
YNL075W,0
YNL281W,0
YBR118W,0
YDR158W,0
YDR470C,0
YGL231C,0
YDR316W,0
YKL055C,0
YOL001W,0
YDR434W,0
YIL127C,0
YOR087W,0
YER174C,0
YBL054W,0
YDR488C,0
YNL015W,0
YBR214W,0
YLL036C,0
YNL233W,0
YOR303W,0
YDR103W,0
YCR087C-A,0
YBR021W,0
YKR035W-A,0
YKR090W,0
YIL031W,0
YLL054C,0
YLR308W,0
YBR212W,0
YOR034C,0
YNR056C,0
YLR188W,0
YJR078W,0
YOR157C,0
YOL152W,0
YPL065W,0
YDR519W,0
YNL280C,0
YGL055W,0
YCL020W,0
YGL130W,0
YGR132C,0
YDR099W,0
YBR048W,0
YLR229C,0
YDL047W,0
YLL033W,0
YHR211W,0
YNR004W,0
YDR343C,0
YBL101W-B,0
YLR206W,0
YHR052W,0
YGL234W,0
YIR034C,0
YKL004W,0
YEL050C,0
YHL015W,0
YLR051C,0
YNL064C,0
YIL121W,0
YKL132C,0
YMR125W,0
YHR133C,0
YOL139C,0
YGL075C,0
YJL093C,0
YHR038W,0
YIL111W,0
YNL194C,0
YHR002W,0
YCL008C,0
YIL044C,0
YMR022W,0
YBR127C,0
YPR028W,0
YMR250W,0
YHL009C,0
YNL007C,0
YDR137W,0
YNL323W,0
YKR053C,0
YOR386W,0
YML075C,0
YHL016C,0
YER138C,0
YMR040W,0
YDL243C,0
YGL144C,0
YPR160W,0
YLR362W,0
YML031W,0
YDL170W,0
YDR246W,0
YMR296C,0
YOR210W,0
YAL063C,0
YGL049C,0
YLR330W,0
YIL063C,0
YOL137W,0
YLR054C,0
YMR044W,0
YLL017W,0
YJL180C,0
YLR386W,0
YOL026C,0
YPL092W,0
YMR298W,0
YOR075W,0
YLR183C,0
YJL225C,0
YDL079C,0
YKL032C,0
YJL155C,0
YJL209W,0
YIR001C,0
YOR344C,0
YDR379W,0
YGL111W,0
YPL037C,0
YOR242C,0
YGR155W,0
YBR136W,0
YDR533C,0
YJL196C,0
YML102W,0
YBR186W,0
