Gene,Fold
YDR218C,0
YNR043W,0
YGR109W-B,0
YBR247C,0
YGL183C,0
YIR018W,0
YPL124W,0
YIR017C,0
YIL155C,0
YNL272C,0
YPL100W,0
YHR004C,0
YMR272C,0
YDR470C,0
YBR109C,0
YBR293W,0
YLR332W,0
YHR161C,0
YLR254C,0
YOR033C,0
YPR052C,0
YNR032W,0
YNL130C,0
YKR081C,0
YDR293C,0
YMR012W,0
YOR023C,0
YBR090C-A,0
YBR081C,0
YDR178W,0
YNL166C,0
YJL127C,0
YOR034C,0
YGR195W,0
YOL001W,0
YOR332W,0
YCL055W,0
YBR212W,0
YLR370C,0
YOL133W,0
YNL041C,0
YFR053C,0
YLR264W,0
YDR486C,0
YKL029C,0
YNR002C,0
YJR042W,0
YMR113W,0
YDL083C,0
YOR069W,0
YGR132C,0
YDL056W,0
YOL006C,0
YHR183W,0
YKR083C,0
YBR233W-A,0
YGL216W,0
YNL257C,0
YPR178W,0
YDR378C,0
YMR049C,0
YDL029W,0
YER007W,0
YNL154C,0
YLR310C,0
YDR235W,0
YOL049W,0
YKL139W,0
YPL006W,0
YOL103W-B,0
YOR088W,0
YBL106C,0
YBL103C,0
YCR055C,0
YDR419W,0
YOR351C,0
YHR160C,0
YIL070C,0
YIL073C,0
YGR252W,0
YIR037W,0
YPL190C,0
YBR012W-B,0
YNL147W,0
YOR048C,0
YIR026C,0
YPL131W,0
YBR073W,0
YKR054C,0
YLR409C,0
YDR412W,0
YMR162C,0
YPL258C,0
YKL028W,0
YJL002C,0
YOR112W,0
YNL075W,0
YLR433C,0
YDR483W,0
YDR059C,0
YKR079C,0
YHR059W,0
YMR313C,0
YOL059W,0
YOR145C,0
YJL157C,0
YGR247W,0
YFL008W,0
YDL109C,0
YBR284W,0
YDR356W,0
YPL167C,0
YKR076W,0
YKL117W,0
YEL019C,0
YPL083C,0
YDL174C,0
YML074C,0
YDR384C,0
YNL091W,0
YMR125W,0
YHR073W,0
YPR001W,0
YGL020C,0
YGL100W,0
YOR297C,0
YMR140W,0
YPL049C,0
YKL160W,0
YNR060W,0
YKR037C,0
YDR142C,0
YKR038C,0
YML027W,0
YCL004W,0
YAL054C,0
YBR175W,0
YHR203C,0
YHR205W,0
YKL099C,0
YCR014C,0
YGR248W,0
YJL056C,0
YLR449W,0
YOR377W,0
YGL175C,0
YBR258C,0
YLR132C,0
YJR074W,0
YGR094W,0
YKL001C,0
YBR083W,0
YNL009W,0
YDL220C,0
YLR196W,0
YLR411W,0
YMR277W,0
YLR055C,0
YDL161W,0
YBL022C,0
YOR157C,0
YNL101W,0
YFL009W,0
YGR167W,0
YBL015W,0
YOR327C,0
YGR244C,0
YBR114W,0
YBR295W,0
YBL075C,0
YNR049C,0
YDR005C,0
YDL006W,0
YHR096C,0
YER114C,0
YJR027W,0
YPL188W,0
YBR221C,0
YOR191W,0
YML073C,0
YKL040C,0
YMR311C,0
YJR019C,0
YDR228C,0
YMR137C,0
YGL238W,0
