Gene,Fold
YIR002C,0
YOR191W,0
YDL069C,0
YHR052W,0
YPL130W,0
YGR047C,0
YKR068C,0
YPR137W,0
YDL002C,0
YLR158C,0
YDL198C,0
YDR235W,0
YBR103W,0
YDR206W,0
YNL023C,0
YPL271W,0
YLR303W,0
YLR350W,0
YNL207W,0
YKL048C,0
YHL047C,0
YLR105C,0
YLR321C,0
YJR160C,0
YOL143C,0
YIR013C,0
YDR170C,0
YGL167C,0
YOR038C,0
YHR204W,0
YBR012W-A,0
YBR179C,0
YJL167W,0
YDL192W,0
YNL299W,0
YPR029C,0
YHR024C,0
YDR499W,0
YOL144W,0
YNL202W,0
YLR272C,0
YIL046W,0
YJR057W,0
YOL145C,0
YIR004W,0
YER082C,0
YDL236W,0
YBR006W,0
YGL145W,0
YHR188C,0
YLL017W,0
YDR263C,0
YHR102W,0
YNL298W,0
YNR032W,0
YBR182C,0
YBR236C,0
YAL026C,0
YJR097W,0
YEL054C,0
YCR057C,0
YJL164C,0
YDL226C,0
YFL050C,0
YJL125C,0
YNL151C,0
YPR198W,0
YDR173C,0
YLR084C,0
YML027W,0
YPR016C,0
YPR199C,0
YLR433C,0
YMR210W,0
YKL002W,0
YPL122C,0
YLR264W,0
YCR071C,0
YPR132W,0
YDR028C,0
YLR372W,0
YPL203W,0
YPL181W,0
YBR042C,0
YGL257C,0
YNL239W,0
YML086C,0
YDR317W,0
YDR365C,0
YKL012W,0
YBR297W,0
YCR058C,0
YIL017W,0
YPR067W,0
YHR089C,0
YBR041W,0
YNL221C,0
YIL160C,0
YMR070W,0
YGR157W,0
YPL125W,0
YCR039C,0
YPR120C,0
YOL091W,0
YFL035C,0
YBL005W-B,0
YKL043W,0
YHR205W,0
YCR040W,0
YLR423C,0
YGL058W,0
YER178W,0
YDR106W,0
YOR137C,0
YDR168W,0
YOR343C-B,0
YKL060C,0
YOR367W,0
YOL012C,0
YER087C-A,0
YOL093W,0
YJR064W,0
YOR304W,0
YLR270W,0
YGL099W,0
YBR048W,0
YDR027C,0
YOL123W,0
YNL130C,0
YHR082C,0
YDL229W,0
YHR039C-B,0
YCR055C,0
YCR008W,0
YBR029C,0
YER018C,0
YER159C,0
YLR060W,0
YOR355W,0
YPR164W,0
YDR135C,0
YOL054W,0
YDR240C,0
YNL209W,0
YOR136W,0
YNL331C,0
YOR275C,0
YMR149W,0
YGL243W,0
YKL134C,0
YJL141C,0
YGR090W,0
YNL159C,0
YLR320W,0
YER042W,0
YFR002W,0
YIL039W,0
YJL098W,0
YCR094W,0
YPL078C,0
YER074W-A,0
YKL214C,0
YDR375C,0
YOR075W,0
YFL014W,0
YCR037C,0
YJL092W,0
YDR034C-C,0
YLR183C,0
YBR058C,0
YPR122W,0
YHR183W,0
YMR095C,0
YOR290C,0
YOR007C,0
YMR308C,0
YHR013C,0
YER020W,0
YOR320C,0
YML126C,0
YNR047W,0
YMR022W,0
YOR343W-B,0
YOR380W,0
YGR030C,0
YGR217W,0
YLR286C,0
YKL144C,0
YKR024C,0
YPR191W,0
YDR227W,0
YOL059W,0
YBR289W,0
YJR006W,0
YGR275W,0
YHR001W,0
YKR027W,0
YKL045W,0
YLR309C,0
YLR085C,0
YGR163W,0
YER022W,0
YPR158C-D,0
YER177W,0
YDR213W,0
YNR031C,0
YPL126W,0
YBR009C,0
YJR084W,0
YNL004W,0
YJR118C,0
YPL061W,0
YCL059C,0
YDL227C,0
YGL127C,0
YJL204C,0
YPR163C,0
YJL033W,0
YGR040W,0
YJR073C,0
YKR053C,0
YKR063C,0
YNL166C,0
YCL040W,0
YDR171W,0
YFL045C,0
YBR143C,0
YOR057W,0
YMR006C,0
YPL227C,0
YMR096W,0
YGR144W,0
YDR439W,0
YLR023C,0
YLR098C,0
YDR085C,0
YDL105W,0
YDR137W,0
YIL105C,0
YLR382C,0
YLR391W-A,0
YAL005C,0
YJR103W,0
YJL209W,0
YDL106C,0
YML065W,0
YML025C,0
YLR316C,0
YGL032C,0
YOL034W,0
YJL198W,0
YBL078C,0
YLR448W,0
YEL071W,0
YNL126W,0
YDR511W,0
YNR038W,0
YHR031C,0
YOR194C,0
YML059C,0
YMR280C,0
YDR002W,0
YDR096W,0
YDR218C,0
YIR012W,0
YLR139C,0
YAL025C,0
YOR328W,0
YPL195W,0
YGL223C,0
YPL119C,0
YKL194C,0
YBR022W,0
YDL059C,0
YMR038C,0
YLR138W,0
YKL064W,0
YJR082C,0
YIR037W,0
YOR299W,0
YLL012W,0
YDR037W,0
YHR027C,0
YFL024C,0
YHR083W,0
YNL213C,0
YCR067C,0
YGL236C,0
YOR018W,0
YJR046W,0
YOR060C,0
YIL139C,0
YHR020W,0
YOR226C,0
YLR097C,0
YIL103W,0
YAL047C,0
YNL242W,0
YMR054W,0
YGL174W,0
YGR057C,0
YKL062W,0
YNR052C,0
YOL128C,0
YNL192W,0
YHR053C,0
YNL107W,0
YNL257C,0
YLR051C,0
YIR026C,0
YPL145C,0
YEL030W,0
YLR208W,0
YKL178C,0
YPR133W-A,0
YNL243W,0
YPR201W,0
YGR191W,0
YDR495C,0
YGL208W,0
YPR112C,0
YNL054W,0
YNL007C,0
YJL122W,0
YGR296W,0
YOR310C,0
YOL016C,0
YLR298C,0
YMR049C,0
YOL026C,0
YEL017C-A,0
YLR435W,0
YPL135W,0
YKR057W,0
YIL044C,0
YKR003W,0
YGR070W,0
YPL085W,0
YDR314C,0
YAR002W,0
YLL050C,0
YDR532C,0
YAR018C,0
YDR151C,0
YGR200C,0
YMR231W,0
YMR134W,0
YDR200C,0
YCR089W,0
YJR135C,0
YPL147W,0
YNL264C,0
YOL061W,0
YMR014W,0
YBR004C,0
YOR083W,0
YGL093W,0
YDR182W,0
YML031W,0
YNL062C,0
YPR162C,0
YDR210W-A,0
YPR081C,0
YGL201C,0
YOR140W,0
YBR057C,0
YPL174C,0
YDR283C,0
YPL129W,0
YOL008W,0
YLR310C,0
YOR362C,0
YJR108W,0
YJR135W-A,0
YER006W,0
YLR067C,0
YOR267C,0
YDR288W,0
YKR054C,0
YLR216C,0
YKL053C-A,0
YDR404C,0
YOR321W,0
YLR103C,0
YPL048W,0
YOR213C,0
YKL017C,0
YOL146W,0
YMR272C,0
YCR081W,0
YPL194W,0
YJL004C,0
YIL147C,0
YHR079C-A,0
YLR284C,0
YAL034W-A,0
YOR193W,0
YDR440W,0
YPR075C,0
YJL060W,0
YOL023W,0
YGL135W,0
YGR074W,0
YFR019W,0
YPL156C,0
YDR361C,0
YGR009C,0
YFR014C,0
YHR059W,0
YDL052C,0
YGR170W,0
YLR107W,0
YER110C,0
YNL334C,0
YIL068C,0
YAL003W,0
YPL200W,0
YDL147W,0
YBR286W,0
YNL332W,0
YDR414C,0
YBR284W,0
YBL022C,0
YJL124C,0
YKR065C,0
YGR212W,0
YLR170C,0
YHR135C,0
YOR130C,0
YLL060C,0
YLR447C,0
YDR146C,0
YKL193C,0
YBL041W,0
YNL111C,0
YNL227C,0
YJR104C,0
YDL097C,0
YER024W,0
YDR411C,0
YGL055W,0
YBL042C,0
YER162C,0
YER012W,0
YDR260C,0
YGR247W,0
YOL068C,0
YMR312W,0
YIL073C,0
YGL106W,0
YLR360W,0
YBR012W-B,0
YPL069C,0
YOR211C,0
YDR527W,0
YJR009C,0
YGL173C,0
YAL024C,0
YOR236W,0
YGR185C,0
YGR086C,0
YPR185W,0
YGR048W,0
