Gene,Fold
YPR067W,0
YKR023W,0
YGL162W,0
YLL057C,0
YPR200C,0
YIL030C,0
YDR099W,0
YNL283C,0
YML033W,0
YOR063W,0
YLR413W,0
YGL130W,0
YOL148C,0
YNR062C,0
YDL030W,0
YKR049C,0
YGR215W,0
YLR204W,0
YGL234W,0
YKL186C,0
YIR031C,0
YPL256C,0
YDL171C,0
YJR055W,0
YKL097W-A,0
YOL097C,0
YAL010C,0
YER154W,0
YDL089W,0
YOR060C,0
YNL065W,0
YER167W,0
YOR396W,0
YOR194C,0
YPR137C-B,0
YPL075W,0
YJR040W,0
YDL004W,0
YML099C,0
YFR043C,0
YGL060W,0
YDR096W,0
YDR028C,0
YMR013C,0
YPL011C,0
YJR088C,0
YJR161C,0
YGR148C,0
YDR409W,0
YJL127C-B,0
YPL271W,0
YPR129W,0
YGR001C,0
YDR522C,0
YMR215W,0
YDR168W,0
YKL087C,0
YNL115C,0
YMR153W,0
YBR026C,0
YAR009C,0
YGL131C,0
YCR037C,0
YML046W,0
YPL130W,0
YMR263W,0
YHR133C,0
YDR279W,0
YDL150W,0
YNL238W,0
YAL042W,0
YOL146W,0
YIL087C,0
YDR314C,0
YNL124W,0
YGR199W,0
YOR190W,0
YGL148W,0
YCL073C,0
YMR113W,0
YOL009C,0
YDL120W,0
YBR200W,0
YPR120C,0
YDR113C,0
YLR034C,0
YDR164C,0
YER015W,0
YML112W,0
YDR527W,0
YIR014W,0
YMR256C,0
YPR090W,0
YKL171W,0
YOR083W,0
YMR053C,0
YHR175W,0
YJL104W,0
YPR048W,0
YJR014W,0
YJL194W,0
YGR096W,0
YGR275W,0
YPL220W,0
YIL065C,0
YDR343C,0
YPL081W,0
YPR025C,0
YER001W,0
YBR191W,0
YGR048W,0
YMR029C,0
YOR294W,0
YDR189W,0
YMR210W,0
YML014W,0
YFL053W,0
YLL053C,0
YLR419W,0
YDR074W,0
YLR187W,0
YDR098C-B,0
YKR095W,0
YHR097C,0
YCR014C,0
YJR057W,0
YKR051W,0
YOL107W,0
YHR010W,0
YOR032C,0
YHR025W,0
YDR085C,0
YCL001W-B,0
YBR129C,0
YNL216W,0
YMR148W,0
YML118W,0
YDR034W-B,0
YCL008C,0
YER050C,0
YPR198W,0
YOR381W,0
YBR147W,0
YNL191W,0
YEL062W,0
YIL068C,0
YLL024C,0
YGR255C,0
YGL011C,0
YKL059C,0
YPL014W,0
YBR221C,0
YGR250C,0
YNL202W,0
YIL021W,0
YDR420W,0
YIL134W,0
YPR196W,0
YOL078W,0
YPR186C,0
YOR358W,0
YBR161W,0
YNL081C,0
YOL060C,0
YCL075W,0
YGL233W,0
YNR030W,0
YHR094C,0
YGR168C,0
YIL004C,0
YKR031C,0
YMR211W,0
YAR020C,0
YOR025W,0
YKL038W,0
YHR039C-A,0
YPL047W,0
YOR229W,0
YDL105W,0
YLR372W,0
YER159C,0
YDL085W,0
YER073W,0
YOR070C,0
YLR264W,0
YDR040C,0
YLL054C,0
YMR272C,0
YIL177C,0
YER168C,0
YNR048W,0
YGR003W,0
YIL102C-A,0
YKR055W,0
YHR142W,0
YLR070C,0
YCL047C,0
YML042W,0
