Gene,Fold
YLR193C,0
YOR078W,0
YAR042W,0
YDR073W,0
YPL210C,0
YFL002W-A,0
YJR013W,0
YDR364C,0
YPL271W,0
YOR136W,0
YMR302C,0
YGL174W,0
YOL068C,0
YGL032C,0
YLL040C,0
YMR087W,0
YKL082C,0
YGL066W,0
YDL019C,0
YDR213W,0
YNL119W,0
YHR042W,0
YOR317W,0
YLR448W,0
YLR233C,0
YDR365C,0
YJR027W,0
YPL266W,0
YBR286W,0
YJL219W,0
YKR048C,0
YDR091C,0
YCR053W,0
YNL054W,0
YNR064C,0
YKL144C,0
YGR257C,0
YLR274W,0
YOR362C,0
YDR309C,0
YDR363W-A,0
YFL031W,0
YFR047C,0
YCL043C,0
YDR446W,0
YNL036W,0
YDR014W-A,0
YGL162W,0
YLR390W-A,0
YDR432W,0
YNL293W,0
YDL024C,0
YAL033W,0
YDL102W,0
YGR281W,0
YBL088C,0
YPL248C,0
YML005W,0
YHR206W,0
YEL017C-A,0
YFR046C,0
YGL207W,0
YIL070C,0
YDR450W,0
YML095C,0
YGL021W,0
YPL171C,0
YDL099W,0
YDR451C,0
YPL012W,0
YLR301W,0
YMR088C,0
YDR083W,0
YEL061C,0
YMR135C,0
YLR450W,0
YLR207W,0
YOL013C,0
YHR074W,0
YGR101W,0
YIL097W,0
YKL016C,0
YOL061W,0
YFL055W,0
YDR416W,0
YCL011C,0
YDL055C,0
YPR200C,0
YMR016C,0
YLR059C,0
YPR143W,0
YOR256C,0
YGR059W,0
YIL112W,0
YJR001W,0
YPR141C,0
YGR161C-D,0
YOR056C,0
YBR039W,0
YPL069C,0
YPR112C,0
YOR224C,0
YGR020C,0
YIL154C,0
YER166W,0
YKL139W,0
YNL044W,0
YDR477W,0
YNR044W,0
YNL169C,0
YOL095C,0
YGR142W,0
YDR429C,0
YLR084C,0
YMR042W,0
YBL100W-A,0
YFL003C,0
YIL080W,0
YMR089C,0
YER089C,0
YBR234C,0
YKR046C,0
YMR267W,0
YHR061C,0
YPR163C,0
YDR173C,0
YGL212W,0
YNL274C,0
YHR124W,0
YDL132W,0
YDR289C,0
YDR116C,0
YOL033W,0
YNR053C,0
YJL061W,0
YCL062W,0
YOR298W,0
YDL216C,0
YJL039C,0
YDL093W,0
YPR036W,0
YNL153C,0
YGL017W,0
YMR250W,0
YNL207W,0
YGR038C-B,0
YKL154W,0
YIL077C,0
YHR079C,0
YCL075W,0
YHR072W,0
YHR171W,0
YDR078C,0
YNL318C,0
