Gene,Fold
YGL252C,0
YGR103W,0
YLR450W,0
YCL026C-A,0
YLR336C,0
YCR071C,0
YLR160C,0
YHR068W,0
YDR198C,0
YGL090W,0
YLR256W,0
YDL108W,0
YDR144C,0
YBL075C,0
YMR182C,0
YJL093C,0
YDR065W,0
YOR230W,0
YPR010C,0
YDL220C,0
YDR131C,0
YDL182W,0
YPR071W,0
YDR146C,0
YJL161W,0
YNR004W,0
YIL127C,0
YJR159W,0
YPL183C,0
YML031W,0
YDR190C,0
YDR026C,0
YGR161W-B,0
YIL005W,0
YHR005C-A,0
YDR300C,0
YDR087C,0
YFR045W,0
YDL067C,0
YDR486C,0
YGR263C,0
YLR130C,0
YNR008W,0
YGR083C,0
YFR025C,0
YOR290C,0
YMR104C,0
YPL242C,0
YOR110W,0
YHR085W,0
YMR289W,0
YNL322C,0
YMR227C,0
YBR061C,0
YHR174W,0
YPL203W,0
YJR095W,0
YOL007C,0
YNL256W,0
YIR004W,0
YPR204W,0
YPL013C,0
YDL013W,0
YKR034W,0
YIR026C,0
YDR534C,0
YER147C,0
YOL089C,0
YPL061W,0
YER036C,0
YBL003C,0
YJL045W,0
YDL208W,0
YML033W,0
YJL011C,0
YDL005C,0
YKL154W,0
YKR020W,0
YBR263W,0
YGR085C,0
YJL133W,0
YDR493W,0
YNL301C,0
YGR244C,0
YCL008C,0
YOR023C,0
YJR123W,0
YOR372C,0
YOR319W,0
YDR367W,0
YOR298C-A,0
YIR005W,0
YNR009W,0
YDR329C,0
YHR152W,0
YDL033C,0
YEL007W,0
YKR103W,0
YCL031C,0
YNL098C,0
YJL072C,0
YLR239C,0
YLR393W,0
YLL036C,0
YMR037C,0
YML104C,0
YEL051W,0
YOR258W,0
YNL118C,0
YOR226C,0
YPL060W,0
YDR183W,0
YKL020C,0
YOR250C,0
YOL005C,0
YBR274W,0
YGR287C,0
YLL057C,0
YDR464W,0
YFR051C,0
YOR315W,0
YMR222C,0
YGL067W,0
YER127W,0
YDL092W,0
YLR287C,0
YPR001W,0
YLL045C,0
YDL243C,0
YBL006C,0
YLR087C,0
YNL323W,0
YPR098C,0
YPR062W,0
YBR151W,0
YLR273C,0
YLR442C,0
YDL119C,0
YML114C,0
YKL210W,0
YOR180C,0
YPL078C,0
YHL038C,0
YML024W,0
YER159C-A,0
YNL202W,0
YLR071C,0
YOR036W,0
YLR139C,0
YPR189W,0
YKR006C,0
YGR062C,0
YOR292C,0
YMR096W,0
YNL164C,0
YLR290C,0
YPR188C,0
YKL180W,0
YNL049C,0
YOR307C,0
YLR320W,0
YBR198C,0
YDR292C,0
YDR539W,0
YNL055C,0
YKR007W,0
YNR032W,0
YJL194W,0
YNR002C,0
YBR068C,0
YIL069C,0
YGL150C,0
YLR209C,0
YPL222W,0
YDR406W,0
YNL283C,0
YER014W,0
YNL334C,0
YKL011C,0
YLR286C,0
YCR094W,0
YIL088C,0
