Gene,Fold
YHL038C,0
YMR097C,0
YGR135W,0
YKL213C,0
YGL238W,0
YER017C,0
YKR054C,0
YDL081C,0
YHR007C,0
YGL122C,0
YBR107C,0
YKL149C,0
YDL069C,0
YHR023W,0
YPL239W,0
YBR110W,0
YFR031C,0
YPL122C,0
YPR016C,0
YGL135W,0
YNL246W,0
YAL011W,0
YPR178W,0
YNL062C,0
YOR088W,0
YBR060C,0
YNL123W,0
YCR053W,0
YMR093W,0
YDR075W,0
YHR129C,0
YDR465C,0
YOR354C,0
YJL047C,0
YHR013C,0
YIL114C,0
YBR162C,0
YBR082C,0
YFR033C,0
YPR030W,0
YDL166C,0
YHL006C,0
YKL203C,0
YHR077C,0
YGL229C,0
YGL066W,0
YDR362C,0
YDL229W,0
YGR046W,0
YOL077W-A,0
YBR015C,0
YPL276W,0
YHR114W,0
YBR058C,0
YOR244W,0
YIL095W,0
YPL110C,0
YMR229C,0
YMR042W,0
YBL084C,0
YKR061W,0
YHR188C,0
YBR210W,0
YMR227C,0
YDL087C,0
YLR394W,0
YNL282W,0
YHR166C,0
YDR181C,0
YNL213C,0
YHL031C,0
YAL042W,0
YBR289W,0
YDL185W,0
YGL055W,0
YOR265W,0
YNL121C,0
YLR208W,0
YNL023C,0
YJL031C,0
YJL095W,0
YKL025C,0
YNL298W,0
YIL013C,0
YER159C-A,0
YFL057C,0
YLR079W,0
YAL013W,0
YLR103C,0
YCR014C,0
YJL178C,0
YKR038C,0
YIL123W,0
YOR142W-A,0
YPL075W,0
YLR028C,0
YCR072C,0
YMR117C,0
YKL012W,0
YKL001C,0
YMR128W,0
YFL036W,0
YJL214W,0
YOR332W,0
YDR025W,0
YHR038W,0
YBR158W,0
YMR142C,0
YML045W,0
YNL267W,0
YKL055C,0
YPL042C,0
YPR190C,0
YNR038W,0
YGL195W,0
YHR205W,0
YJL059W,0
YLR008C,0
YNR056C,0
YDR205W,0
YDR023W,0
YFR002W,0
YDR490C,0
YDR281C,0
YHR214C-C,0
YGL105W,0
YBL058W,0
YGL213C,0
YFL050C,0
YGL166W,0
YPL007C,0
YGR204W,0
YLR148W,0
YDR512C,0
YDL013W,0
YGL099W,0
YIL046W,0
YDL098C,0
YEL041W,0
YDR146C,0
YER020W,0
YER145C,0
YEL002C,0
YPL125W,0
YCL019W,0
YBR008C,0
YPL015C,0
YLR131C,0
YPL101W,0
YKR060W,0
YOL103W-B,0
YKR001C,0
YML113W,0
YJL186W,0
YKL002W,0
YOR127W,0
YJL166W,0
YBR154C,0
YBR288C,0
YPL193W,0
YOL071W,0
YPL195W,0
YIL010W,0
YLR100W,0
YGR005C,0
YAR019C,0
YDR174W,0
YDR379W,0
YHR099W,0
YPR168W,0
YBL102W,0
YML027W,0
YDL045C,0
YPR179C,0
YLR006C,0
YDR494W,0
YGL112C,0
YOR008C,0
YER049W,0
YOL128C,0
YJR055W,0
YOL064C,0
YGR112W,0
YOR367W,0
YJR073C,0
YDR099W,0
YNL264C,0
YDR353W,0
YPR046W,0
YOR210W,0
YMR183C,0
YPL060W,0
YPL124W,0
YGL044C,0
YIL037C,0
YJL148W,0
YDL198C,0
YOL156W,0
YPL147W,0
YHR062C,0
YGL151W,0
YNL325C,0
YMR136W,0
YKL015W,0
YBR171W,0
YGR180C,0
YLL060C,0
YHR148W,0
YDL076C,0
YBR043C,0
YOL164W,0
YIR009W,0
YOR351C,0
YDL217C,0
YDR060W,0
YJR042W,0
YOL094C,0
YIL118W,0
YJL184W,0
YDR386W,0
YJL198W,0
YNL079C,0
YKL170W,0
YCR065W,0
YGL092W,0
YKL086W,0
YML123C,0
YBR236C,0
YGL038C,0
YOR313C,0
YMR219W,0
YPR124W,0
YMR277W,0
YJL210W,0
YPL262W,0
YGR227W,0
YLR113W,0
YBL106C,0
YPL181W,0
YOR343W-A,0
YJR078W,0
YER052C,0
YFR048W,0
YLR227W-B,0
YCL001W,0
YDR277C,0
YNL012W,0
YMR237W,0
YGL070C,0
YDR255C,0
YGR109W-A,0
YDR384C,0
YDL109C,0
YPL253C,0
YLR170C,0
YPR057W,0
YIL079C,0
YPL118W,0
YOL001W,0
YNL218W,0
YKL048C,0
YDR398W,0
YGR244C,0
YDR018C,0
YAL016W,0
YKL006C-A,0
YLR060W,0
YPR088C,0
YOL012C,0
YBL040C,0
YHR082C,0
YIL042C,0
YKL099C,0
YMR280C,0
YDR303C,0
YGL255W,0
YGR183C,0
YMR207C,0
YJL072C,0
YJR035W,0
YPL256C,0
YDR005C,0
YJR050W,0
YDL008W,0
YJL170C,0
YAL053W,0
YDR246W,0
