Gene,Fold
YGL245W,0
YML010W,0
YER029C,0
YDL031W,0
YCL069W,0
YLR165C,0
YLR355C,0
YGL236C,0
YAL023C,0
YJL145W,0
YBL063W,0
YMR044W,0
YDR301W,0
YLR285W,0
YOR284W,0
YOR261C,0
YNL230C,0
YLR088W,0
YPR103W,0
YOR080W,0
YGL106W,0
YIL122W,0
YNL002C,0
YKL079W,0
YLR381W,0
YOR249C,0
YBR055C,0
YLR153C,0
YIL153W,0
YGR274C,0
YDR518W,0
YOR083W,0
YML093W,0
YJL109C,0
YOR038C,0
YPL228W,0
YLR212C,0
YPL128C,0
YBR247C,0
YCR057C,0
YLR081W,0
YMR008C,0
YBL019W,0
YJL013C,0
YGR098C,0
YMR281W,0
YLR119W,0
YCL020W,0
YPL097W,0
YDR099W,0
YJR145C,0
YDR424C,0
YBR228W,0
YLL019C,0
YDR429C,0
YGL195W,0
YGR181W,0
YMR037C,0
YMR033W,0
YNL280C,0
YKL108W,0
YBL057C,0
YHR142W,0
YHR056C,0
YPR155C,0
YPL101W,0
YER020W,0
YJR135W-A,0
YML031W,0
YLR167W,0
YHR026W,0
YCR072C,0
YAL009W,0
YGL162W,0
YLR403W,0
YGR108W,0
YBR070C,0
YPL237W,0
YKL080W,0
YOR244W,0
YBR237W,0
YOR151C,0
YLR329W,0
YPL048W,0
YLL004W,0
YLR196W,0
YIL008W,0
YCL040W,0
YDR480W,0
YDR329C,0
YNL304W,0
YMR072W,0
YDL112W,0
YPR119W,0
YKL173W,0
YKL038W,0
YBR040W,0
YGL116W,0
YDR245W,0
YJR060W,0
YOR001W,0
YNR011C,0
YDL046W,0
YNR006W,0
YGL181W,0
YPR189W,0
YFL035C-A,0
YIL080W,0
YBR058C-A,0
YPL254W,0
YKR066C,0
YGR080W,0
YOL063C,0
YJL062W,0
YNL113W,0
YML007W,0
YKL120W,0
YEL003W,0
YKR048C,0
YJL045W,0
YIL035C,0
YDR309C,0
YDR460W,0
YNL032W,0
YKL093W,0
YGL219C,0
YBR175W,0
YBR274W,0
YDL055C,0
YMR313C,0
YBR253W,0
YDR148C,0
YBR202W,0
YDL076C,0
YBR004C,0
YML058W-A,0
YOL145C,0
YKL028W,0
YNL061W,0
YCR040W,0
YLR256W-A,0
YBR201W,0
YDR038C,0
YJR086W,0
YAL010C,0
YDR054C,0
YMR042W,0
YOR226C,0
YOR159C,0
YIR021W,0
YKR054C,0
YOR327C,0
YHR170W,0
YLR190W,0
YER054C,0
YER166W,0
YNL167C,0
YDR023W,0
YBL024W,0
YDR457W,0
YNL329C,0
YHL025W,0
YDR439W,0
YLR206W,0
YBR186W,0
YGL068W,0
YMR219W,0
YML032C,0
YGL115W,0
YNL079C,0
YBR061C,0
YOL054W,0
YNL064C,0
YGR161C,0
YAL011W,0
YJR094C,0
YOR217W,0
YGR177C,0
YPL036W,0
YAR019C,0
YBL016W,0
YDR397C,0
YJL129C,0
YKL041W,0
YCR063W,0
YOL101C,0
YGR285C,0
YLR208W,0
YDR513W,0
YMR061W,0
YPL200W,0
YEL018W,0
YOL040C,0
YDL079C,0
YNL102W,0
YBL039C,0
YOL095C,0
YLR229C,0
YMR022W,0
YOR087W,0
YBR216C,0
YIL118W,0
YEL056W,0
YKR056W,0
YBL090W,0
YGR038C-A,0
YCR060W,0
YOR332W,0
YPL266W,0
YIR023W,0
YOL148C,0
YPR112C,0
YDR002W,0
YHR043C,0
YMR264W,0
YPL116W,0
YMR167W,0
YPL179W,0
YFL050C,0
YLR249W,0
YDR268W,0
YNR059W,0
YOR329C,0
YBR158W,0
YGR209C,0
YLR284C,0
YML027W,0
YAL068C,0
YNL284C-A,0
YHR133C,0
YMR182C,0
YIR011C,0
YLR321C,0
YHR086W,0
YGR097W,0
YDR092W,0
YDR028C,0
YPL268W,0
YML124C,0
YKR031C,0
YCL026C-A,0
YDR418W,0
YFL024C,0
YGR104C,0
YER137C-A,0
YLR259C,0
YPR025C,0
YOL135C,0
YJL012C-A,0
YPR124W,0
YHR077C,0
YKR038C,0
YLR293C,0
YOR351C,0
YHR181W,0
YDL042C,0
YLR380W,0
YBR069C,0
YNL271C,0
YMR069W,0
YDR207C,0
YPL118W,0
YIL068C,0
YOR174W,0
YER093C,0
YDR062W,0
YMR161W,0
YFL017W-A,0
YML005W,0
YGR101W,0
YKL014C,0
YOR147W,0
YJL093C,0
YCR044C,0
YLR256W,0
YER148W,0
YHR143W-A,0
YGL038C,0
YJL094C,0
YOR109W,0
YMR078C,0
YGL105W,0
YDL213C,0
YOR257W,0
YOR198C,0
YKR053C,0
YAL003W,0
YGL048C,0
YMR260C,0
YJL053W,0
YER061C,0
YKR062W,0
YCR088W,0
YER019W,0
YLR075W,0
YML092C,0
YBL080C,0
YOR076C,0
YJR028W,0
YCR038C,0
YNR043W,0
YNL317W,0
YOR321W,0
YER095W,0
YMR139W,0
YMR293C,0
YGR075C,0
YLR265C,0
YIL036W,0
YIL007C,0
YNL272C,0
YML052W,0
YGR145W,0
YML038C,0
YDR025W,0
YFL036W,0
YDR137W,0
YBR195C,0
YLR411W,0
YDR440W,0
YLR207W,0
YDL181W,0
YLR157C-B,0
YJL165C,0
YDR517W,0
YOR061W,0
YPL011C,0
YHR190W,0
YOR207C,0
YKR024C,0
YLR386W,0
YOR326W,0
YMR316W,0
YDR122W,0
YJR065C,0
YDL209C,0
YPL147W,0
YLR127C,0
YPR073C,0
YIL062C,0
YLR181C,0
YOL103W-A,0
YOR195W,0
YEL031W,0
YFL034C-B,0
YDR214W,0
YLL038C,0
YPL240C,0
YLR222C,0
YAL032C,0
YNL030W,0
YJL085W,0
YDL019C,0
YJR047C,0
YLL009C,0
YBR205W,0
YJL204C,0
YOR011W,0
YNL059C,0
YGL142C,0
YML065W,0
YFR041C,0
YML046W,0
YGL208W,0
YNL047C,0
YKL172W,0
YEL009C,0
YDR473C,0
YDR142C,0
YDL033C,0
YPL086C,0
YGL209W,0
YKL138C-A,0
YGR161C-C,0
YJL054W,0
YOR187W,0
YLR332W,0
YMR220W,0
YLR022C,0
YNL210W,0
YBR295W,0
YHR014W,0
YJR035W,0
YOR173W,0
YOR002W,0
YLR097C,0
YPL241C,0
YHR092C,0
YLR035C,0
YNL206C,0
YPL006W,0
YBL050W,0
YHR070W,0
YDR027C,0
YIL019W,0
YLR132C,0
YNL097C,0
YNL003C,0
YMR276W,0
YOR178C,0
YBL099W,0
YIL033C,0
YJR091C,0
YDR323C,0
YDR427W,0
YEL050C,0
YMR075W,0
YJL059W,0
YPL175W,0
YOR368W,0
YDR071C,0
YIL017W,0
YBR260C,0
YGL172W,0
YNL248C,0
YER021W,0
YLL040C,0
YGL032C,0
YBR294W,0
YDL029W,0
YKL089W,0
YIR019C,0
YGL001C,0
YDR486C,0
YNR039C,0
YKL082C,0
YOL071W,0
YPL012W,0
YDL059C,0
YBR152W,0
YGR134W,0
YER160C,0
YCL010C,0
YIL038C,0
YIL160C,0
YJL047C,0
YPL092W,0
YMR001C,0
YOR211C,0
YNL314W,0
YHR081W,0
YNL236W,0
YHR200W,0
YOR043W,0
YKR095W-A,0
YJL184W,0
YPL242C,0
YDR143C,0
YDR261C-C,0
YJL116C,0
YDR434W,0
YBR159W,0
YBL100W-A,0
