Gene,Fold
YMR168C,0
YOR261C,0
YER180C-A,0
YDR339C,0
YML129C,0
YMR015C,0
YDR179C,0
YPR103W,0
YMR076C,0
YGR080W,0
YNL287W,0
YNL145W,0
YJL047C,0
YHR197W,0
YPL120W,0
YJL166W,0
YDL100C,0
YOR030W,0
YFR052W,0
YJL145W,0
YLL001W,0
YER100W,0
YKL154W,0
YAL022C,0
YML126C,0
YOL009C,0
YFR031C,0
YKL160W,0
YCL005W-A,0
YFR048W,0
YFR053C,0
YNL138W,0
YBR089C-A,0
YNL053W,0
YJR046W,0
YOR142W-A,0
YDR118W,0
YKL114C,0
YCL039W,0
YFL036W,0
YNL227C,0
YGL001C,0
YNR010W,0
YGL222C,0
YPL093W,0
YGR239C,0
YOR346W,0
YOR361C,0
YOR317W,0
YNL330C,0
YLR215C,0
YNL112W,0
YOL051W,0
YPR164W,0
YCL062W,0
YGR028W,0
YOR316C,0
YDL087C,0
YNL061W,0
YDR306C,0
YHL009W-B,0
YPL140C,0
YDL003W,0
YDR419W,0
YML033W,0
YDR464W,0
YOL111C,0
YFL013C,0
YNL121C,0
YBR106W,0
YGR161C-C,0
YGL241W,0
YMR270C,0
YPL043W,0
YMR073C,0
YER003C,0
YOR084W,0
YBR216C,0
YPR198W,0
YDL055C,0
YLR105C,0
YKR029C,0
YJL108C,0
YIL149C,0
YNL267W,0
YDR221W,0
YPL270W,0
YNR058W,0
YCL054W,0
YLR147C,0
YLR134W,0
YGR047C,0
YEL002C,0
YLR301W,0
YOR344C,0
YBR170C,0
YKL204W,0
YLR403W,0
YAR008W,0
YPL063W,0
YMR014W,0
YJL008C,0
YMR146C,0
YGL145W,0
YLR295C,0
YOL001W,0
YJL012C-A,0
YLR172C,0
YOL116W,0
YLR385C,0
YOR335C,0
YFL050C,0
YCR026C,0
YPL146C,0
YKL005C,0
YBR145W,0
YNL293W,0
YOR279C,0
YBL057C,0
YLL050C,0
YGR070W,0
YGL255W,0
YGR181W,0
YLR451W,0
YOR381W,0
YCL003W,0
YIL077C,0
YDL174C,0
YDR377W,0
YBR049C,0
YBR069C,0
YBL103C,0
YFL017W-A,0
YGL124C,0
YPR016C,0
YMR210W,0
YPR131C,0
YDR310C,0
YJL087C,0
YOL069W,0
YJL060W,0
YER149C,0
YOL113W,0
YGR057C,0
YHR163W,0
YDL142C,0
YFR003C,0
YDR322C-A,0
YPL213W,0
YMR238W,0
YIL036W,0
YHL007C,0
YLR006C,0
YPR082C,0
YBR297W,0
YDR272W,0
YFR029W,0
YMR113W,0
YAL021C,0
YOR354C,0
YLR410W,0
YJR082C,0
YEL063C,0
YGR099W,0
YAR009C,0
YLR080W,0
YCL031C,0
YDR098C-A,0
YPL019C,0
YIR004W,0
YGR248W,0
YLR424W,0
YKL126W,0
YLR234W,0
YJL053W,0
YPL190C,0
YLR435W,0
YBL069W,0
YOR153W,0
YGL246C,0
YER013W,0
YGR141W,0
YDR515W,0
YHR186C,0
YCR037C,0
YHR065C,0
YLR229C,0
YDL213C,0
YKR090W,0
YHR019C,0
YOR140W,0
YLR263W,0
YPL060C-A,0
YCR083W,0
YGL208W,0
YKL170W,0
YOR226C,0
YNL110C,0
YKL004W,0
YBL063W,0
YDR263C,0
YOR308C,0
YNL309W,0
YAL013W,0
YIL098C,0
YER007W,0
YBR254C,0
YDR457W,0
YLR044C,0
YLR249W,0
YNL333W,0
YDL170W,0
YKL051W,0
YOL090W,0
YOR270C,0
YDR343C,0
YPL177C,0
YLR117C,0
YPL153C,0
YDR440W,0
YDR411C,0
YMR161W,0
YGR274C,0
YBL019W,0
YNL278W,0
YMR032W,0
YOR018W,0
YGL049C,0
YBR243C,0
YLR291C,0
YNL261W,0
YPL195W,0
YPR083W,0
YPL221W,0
YDR258C,0
YCL035C,0
YDR231C,0
YGR007W,0
YJR144W,0
YDR060W,0
YLR353W,0
YFL045C,0
YLR055C,0
YBR029C,0
YGL151W,0
YIR026C,0
YFR009W,0
YKL062W,0
YPL047W,0
YER012W,0
YNR002C,0
YCR089W,0
YER054C,0
YKL175W,0
YKR095W,0
YGR272C,0
YPR034W,0
YDR273W,0
YMR068W,0
YOL042W,0
YNL197C,0
YPR158W-A,0
YOR145C,0
YFL002C,0
YBL099W,0
YOR191W,0
YHR188C,0
YKL206C,0
YER087C-A,0
YHR138C,0
YNL051W,0
YDR379W,0
YJR118C,0
YDR244W,0
YJL222W,0
YDR086C,0
YGL061C,0
YIL017C,0
YLR107W,0
YKR050W,0
YOL125W,0
YGR270W,0
YBR155W,0
YOL133W,0
YGR185C,0
YDR507C,0
YLR268W,0
YGL133W,0
YIR023W,0
YLL003W,0
YLR227W-A,0
YOR115C,0
YLR119W,0
YGR178C,0
YHR084W,0
YEL036C,0
YNL153C,0
YNL066W,0
YDL212W,0
YJL183W,0
YIL066C,0
YLR329W,0
YBR196C,0
YPL218W,0
YGL044C,0
YOR332W,0
YGL256W,0
YKL007W,0
YPL085W,0
YGR006W,0
YNL250W,0
YKR038C,0
YPL256C,0
YPR088C,0
YDR140W,0
YDR298C,0
YDL078C,0
YMR290C,0
YER126C,0
YOR297C,0
YDR156W,0
YCL032W,0
YPL082C,0
YIL035C,0
YJL035C,0
YOR088W,0
YDR300C,0
YGL021W,0
YDR342C,0
YBR253W,0
YNR008W,0
YLR259C,0
YJL004C,0
YLL002W,0
YLR405W,0
YGR055W,0
YGR036C,0
YDR337W,0
YAL068C,0
YKL002W,0
YIL017W,0
YMR096W,0
YBL030C,0
YBL088C,0
YBR244W,0
YDL165W,0
YHR005C,0
YHR007C,0
YPL129W,0
YGR231C,0
YNL041C,0
YPL096C-A,0
YJR017C,0
YDR083W,0
YPL206C,0
YCR062W,0
YPL137C,0
YBR072W,0
YKL013C,0
YDR280W,0
YPL266W,0
YHR165C,0
YDR292C,0
YDL243C,0
YOR129C,0
YGL115W,0
YLR086W,0
YLL031C,0
YNL135C,0
YNL271C,0
YGR211W,0
YBR294W,0
YML036W,0
YDR254W,0
YOR338W,0
YIL079C,0
YBR286W,0
YLR248W,0
YML038C,0
YFR033C,0
YOL127W,0
YMR182C,0
YPR065W,0
YER148W,0
YGL130W,0
YDL149W,0
YER049W,0
YLR401C,0
YPL267W,0
YHR039C-A,0
YDL138W,0
YDR170W-A,0
YNR001C,0
YJL184W,0
YLR205C,0
YOR195W,0
YPL112C,0
YPL049C,0
YOR087W,0
YPL271W,0
YER095W,0
YNL126W,0
YPL224C,0
YOR112W,0
YDL225W,0
YOL156W,0
YER029C,0
YDL088C,0
YDR137W,0
YJL024C,0
YPR124W,0
YOL124C,0
YLR009W,0
YNL062C,0
YBR024W,0
YPR132W,0
YHR118C,0
YLR448W,0
YLR141W,0
YLR015W,0
YGL116W,0
YER142C,0
YPL145C,0
YMR133W,0
YBR130C,0
YLR221C,0
YOL135C,0
YHR001W-A,0
YKL178C,0
YML062C,0
YGL167C,0
YDL226C,0
YDL154W,0
YOR060C,0
YGR171C,0
YER018C,0
YDR508C,0
YGR128C,0
YNL239W,0
YDL007W,0
YDR025W,0
YCR088W,0
YOR185C,0
YGR254W,0
YGL175C,0
YOR212W,0
YOR288C,0
YDR175C,0
YPR009W,0
YKL020C,0
YAL040C,0
YDR461W,0
YHR102W,0
YPL091W,0
YLR397C,0
YMR101C,0
YGL087C,0
YEL016C,0
YAR003W,0
YOR204W,0
YFR019W,0
YPL163C,0
YGL068W,0
YGR121C,0
YNL072W,0
YML021C,0
YLR150W,0
