Gene,Fold
YPL045W,0
YOR372C,0
YHR157W,0
YDR057W,0
YCL074W,0
YAL056W,0
YLR301W,0
YHR197W,0
YPL149W,0
YDR206W,0
YKL194C,0
YGR181W,0
YLR010C,0
YGR202C,0
YBL045C,0
YOL100W,0
YKR048C,0
YDR018C,0
YDR071C,0
YPR070W,0
YFR019W,0
YIL131C,0
YDR414C,0
YHR123W,0
YGL075C,0
YIL135C,0
YPR025C,0
YAL007C,0
YOR249C,0
YLR172C,0
YOR025W,0
YJL042W,0
YGL011C,0
YGL073W,0
YLR117C,0
YER042W,0
YOR269W,0
YKL113C,0
YJR022W,0
YPL032C,0
YKL192C,0
YJR083C,0
YOR106W,0
YGL257C,0
YPR186C,0
YDR236C,0
YAL053W,0
YMR047C,0
YNL186W,0
YBR175W,0
YNR072W,0
YGR264C,0
YLR284C,0
YDR167W,0
YJL054W,0
YNL151C,0
YGR275W,0
YAR008W,0
YGL227W,0
YJL025W,0
YML124C,0
YNL275W,0
YKR037C,0
YBR298C,0
YBR193C,0
YMR312W,0
YLL056C,0
YHR129C,0
YLR035C,0
YOR340C,0
YLL002W,0
YNL029C,0
YCL008C,0
YHL031C,0
YDR106W,0
YOR319W,0
YBL084C,0
YGR057C,0
YER019W,0
YAR003W,0
YPL131W,0
YBL040C,0
YCR092C,0
YPR120C,0
YML005W,0
YNL048W,0
YER012W,0
YBR085W,0
YMR037C,0
YFR055W,0
YPR199C,0
YNL248C,0
YJL003W,0
YMR243C,0
YNL172W,0
YOR368W,0
YNL199C,0
YDR485C,0
YDR388W,0
YDR265W,0
YER155C,0
YBL023C,0
YHR091C,0
YPR055W,0
YDR126W,0
YPL137C,0
YNL071W,0
YBL005W-B,0
YHL040C,0
YDR424C,0
YKL062W,0
YNL159C,0
YLR275W,0
YGR129W,0
YDR005C,0
YLR423C,0
YGR094W,0
YPR158C-C,0
YBL032W,0
YIL149C,0
YPL152W,0
YOL148C,0
YPL174C,0
YLR450W,0
YNL210W,0
YDR014W-A,0
YCR093W,0
YCR102C,0
YGR252W,0
YPL176C,0
YKL170W,0
YPR049C,0
YLR417W,0
YCR020C,0
YGL246C,0
YKR052C,0
YGR116W,0
YBR256C,0
YLR059C,0
YKL064W,0
YLL027W,0
YHR050W,0
YBR196C,0
YJL053W,0
YDR264C,0
YDL201W,0
YLR126C,0
YKR099W,0
YEL042W,0
YDL088C,0
YFR034C,0
YGR121C,0
YOR353C,0
YMR142C,0
YGL025C,0
YMR026C,0
YBR142W,0
YOR341W,0
YER020W,0
YNL088W,0
YHR039C-B,0
YIL008W,0
YNL292W,0
YHR161C,0
YLR157C-A,0
YDR243C,0
YDR379W,0
YLR409C,0
YCR035C,0
YDR079W,0
YGR098C,0
YHR154W,0
YBL080C,0
YNL054W-B,0
YER129W,0
YGL028C,0
YDR429C,0
YCR082W,0
YOR244W,0
YLR074C,0
YLR148W,0
YDL013W,0
YNL207W,0
YFL011W-A,0
YJL203W,0
YOR204W,0
YER148W,0
YDL022W,0
YHR077C,0
YGL062W,0
YOR270C,0
YBL105C,0
YOR332W,0
YGR038W,0
YLR114C,0
YPR135W,0
YGL155W,0
YDR228C,0
YMR036C,0
YJL186W,0
YGL014W,0
YGR082W,0
YFR052W,0
YGR244C,0
YGR055W,0
YAL023C,0
YDL174C,0
YOR343W-B,0
YLR115W,0
YHR079C,0
YBR283C,0
YKL190W,0
YDR393W,0
YDR231C,0
YJR002W,0
YIL142W,0
YDR376W,0
YOR275C,0
YIL120W,0
YGR224W,0
YHR007C,0
YAL015C,0
YPL221W,0
YLR043C,0
YJR093C,0
YER162C,0
YBR159W,0
YDR221W,0
YML114C,0
YCR091W,0
YBL056W,0
YBL026W,0
YPL119C,0
YNL244C,0
YKL112W,0
YBR089C-A,0
YGR222W,0
YKR009C,0
YJR053W,0
YNR032W,0
YPL087W,0
YER022W,0
YOR089C,0
YDR118W,0
YDR098C-A,0
YFR024C,0
YIR011C,0
YHR004C,0
YAR015W,0
YAL043C,0
YPR124W,0
YGR171C,0
YPL228W,0
YCR107W,0
YNL147W,0
YPL262W,0
YER143W,0
YPL086C,0
YNL003C,0
YIR033W,0
YNL222W,0
YMR128W,0
YLL009C,0
YMR231W,0
YOL012C,0
YPL076W,0
YOR087W,0
YDR301W,0
YML033W,0
YKL125W,0
YOR239W,0
YMR109W,0
YGR253C,0
YJL035C,0
YJR121W,0
YPL083C,0
YOL115W,0
YBR037C,0
YJR143C,0
YGL122C,0
YOL066C,0
YLR418C,0
YGL029W,0
YLR170C,0
YDR170C,0
YPR141C,0
YLR212C,0
YJL087C,0
YOR007C,0
YDL128W,0
YNL064C,0
YOR085W,0
YDR385W,0
YOR073W,0
YGR159C,0
YER038C,0
YMR229C,0
YMR234W,0
YDL108W,0
YNR064C,0
YML058W,0
YNL118C,0
YGL194C,0
YGR092W,0
YOL042W,0
YJL012C-A,0
YHR108W,0
YPR178W,0
YMR177W,0
YNR035C,0
YNL243W,0
YIL153W,0
YGR238C,0
YHR204W,0
YBR223C,0
YBR213W,0
YNR031C,0
YOR047C,0
YGL127C,0
YMR247C,0
YIL143C,0
YJR074W,0
YLL060C,0
YLR175W,0
YFL031W,0
YGR199W,0
YKR036C,0
YLR305C,0
YDR263C,0
YDR165W,0
YGL106W,0
YDL044C,0
YCR066W,0
YNL020C,0
YGL099W,0
YJL179W,0
YJL128C,0
YOR174W,0
YIL017C,0
YNL153C,0
YHR188C,0
YOR320C,0
YEL062W,0
YHR142W,0
YDL083C,0
YLR136C,0
YMR049C,0
YDR303C,0
YPR175W,0
YGR258C,0
YER103W,0
YNL075W,0
YCL032W,0
YDL161W,0
YMR197C,0
YLR116W,0
YJL001W,0
YPL058C,0
YOR035C,0
YDR300C,0
YPL268W,0
YNL294C,0
YDR181C,0
YPL129W,0
YPR187W,0
YNL131W,0
YMR186W,0
YLR201C,0
YBL009W,0
YDL223C,0
YDR359C,0
YDL030W,0
YPL171C,0
YKL134C,0
YLR005W,0
YKR026C,0
YGL168W,0
YNL220W,0
YLR350W,0
YLR410W-A,0
YDR217C,0
YBL078C,0
YNL073W,0
YLR361C,0
YJR046W,0
YGR192C,0
YER166W,0
YDR036C,0
YOR294W,0
YCR067C,0
YKL220C,0
YEL034W,0
YJR086W,0
YIL129C,0
YDR013W,0
YGR014W,0
YNL317W,0
YHR190W,0
YGR180C,0
YAL005C,0
YLR219W,0
YFL041W,0
YNR056C,0
YOR233W,0
YOL124C,0
YBR243C,0
YDR489W,0
YML128C,0
YCL052C,0
YHR171W,0
YDR439W,0
YMR025W,0
YLR160C,0
YDR450W,0
YCL044C,0
YNL110C,0
YCR024C-A,0
YBR103W,0
YPR173C,0
YHR102W,0
YLR067C,0
YNL310C,0
YLR466W,0
YDR398W,0
YLR078C,0
YDR283C,0
YOR361C,0
YBR173C,0
YDR432W,0
YOR181W,0
YHR181W,0
YMR136W,0
YDR040C,0
YOL049W,0
YHR214C-C,0
YLR051C,0
YJR035W,0
YDR016C,0
YHR073W,0
YGL035C,0
YCR026C,0
YGL004C,0
YJR059W,0
YDL165W,0
YGL092W,0
YOL021C,0
YJL204C,0
YCL060C,0
YIL007C,0
YKL080W,0
YLR157C-B,0
YGR083C,0
YMR293C,0
YNL313C,0
YOR132W,0
YGR003W,0
YPR158W-B,0
YGL068W,0
YLR034C,0
YML071C,0
YLR376C,0
YDL229W,0
YGR212W,0
YLR391W-A,0
YLR132C,0
YMR224C,0
YOL017W,0
YGL071W,0
YPL254W,0
YLL013C,0
YGL209W,0
YKL092C,0
YCR002C,0
YMR073C,0
YER025W,0
YJR135C,0
YGL066W,0
YPL046C,0
YOR057W,0
YGR122W,0
YDL164C,0
YHL003C,0
YHR083W,0
YPL211W,0
YLR045C,0
YBL093C,0
YCL038C,0
YPL267W,0
YGL087C,0
YHL036W,0
YPL008W,0
YFR009W,0
YGR280C,0
YHR172W,0
YBR212W,0
YER146W,0
YBR216C,0
YDR113C,0
YLR410W-B,0
YMR089C,0
YCR039C,0
YGL212W,0
YML081C-A,0
YGR278W,0
YPR082C,0
YGL241W,0
YER138C,0
YGL045W,0
YDL043C,0
YPL274W,0
YGR080W,0
YDR096W,0
YKL052C,0
YBL019W,0
YEL013W,0
YOR221C,0
YGL255W,0
YLL006W,0
YJR052W,0
YLR455W,0
YKL046C,0
YPR056W,0
YLR360W,0
YPL029W,0
YGR163W,0
YKR090W,0
YBL057C,0
YPL140C,0
YDR440W,0
YPL135W,0
YOR231W,0
