Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBL078C,YNL315C,1,10.829286,1.0,1042.0,9957.0,0.0,0.9052727222442627,1.0,0.0009587727836333215,0.0,1.0
YKL053C-A,YBR262C,1,9.660371,2.0,1041.0,9957.0,0.0,0.9053636193275452,1.0,0.001917545567266643,0.0,1.0
YOR245C,YKL087C,0,9.621181,2.0,1041.0,9956.0,1.0,0.9052727222442627,0.6666666865348816,0.001917545567266643,0.00010043185466201976,0.9998995661735535
YLR102C,YLR204W,0,9.107453,2.0,1041.0,9955.0,2.0,0.9051818251609802,0.5,0.001917545567266643,0.00020086370932403952,0.9997991323471069
YDR322W,YDL149W,1,9.068386,3.0,1040.0,9955.0,2.0,0.9052727222442627,0.6000000238418579,0.0028763182926923037,0.00020086370932403952,0.9997991323471069
YDR322W,YJL102W,1,8.834664,4.0,1039.0,9955.0,2.0,0.9053636193275452,0.6666666865348816,0.003835091134533286,0.00020086370932403952,0.9997991323471069
YNL315C,YBR262C,1,8.755561,5.0,1038.0,9955.0,2.0,0.9054545164108276,0.7142857313156128,0.004793863743543625,0.00020086370932403952,0.9997991323471069
YBL078C,YDR393W,1,8.706834,6.0,1037.0,9955.0,2.0,0.9055454730987549,0.75,0.005752636585384607,0.00020086370932403952,0.9997991323471069
YOL084W,YBR122C,0,8.683681,6.0,1037.0,9954.0,3.0,0.9054545164108276,0.6666666865348816,0.005752636585384607,0.0003012955712620169,0.9996986985206604
YDR347W,YMR304W,0,8.678205,6.0,1037.0,9953.0,4.0,0.9053636193275452,0.6000000238418579,0.005752636585384607,0.00040172741864807904,0.9995982646942139
YKL053C-A,YCR079W,1,8.638055,7.0,1036.0,9953.0,4.0,0.9054545164108276,0.6363636255264282,0.00671140942722559,0.00040172741864807904,0.9995982646942139
YKR016W,YDR322C-A,1,8.613669,8.0,1035.0,9953.0,4.0,0.9055454730987549,0.6666666865348816,0.007670182269066572,0.00040172741864807904,0.9995982646942139
YER058W,YGL180W,1,8.599054,9.0,1034.0,9953.0,4.0,0.9056363701820374,0.692307710647583,0.008628955110907555,0.00040172741864807904,0.9995982646942139
YHR116W,YBL078C,1,8.460397,10.0,1033.0,9953.0,4.0,0.9057272672653198,0.7142857313156128,0.00958772748708725,0.00040172741864807904,0.9995982646942139
YGR174C,YPL215W,1,8.293061,11.0,1032.0,9953.0,4.0,0.9058181643486023,0.7333333492279053,0.01054650079458952,0.00040172741864807904,0.9995982646942139
YIL065C,YBR262C,1,8.240435,12.0,1031.0,9953.0,4.0,0.9059090614318848,0.75,0.011505273170769215,0.00040172741864807904,0.9995982646942139
YBR146W,YGR209C,0,8.186023,12.0,1031.0,9952.0,5.0,0.9058181643486023,0.7058823704719543,0.011505273170769215,0.0005021592951379716,0.9994978308677673
YGR174C,YDR511W,1,8.130553,13.0,1030.0,9952.0,5.0,0.9059090614318848,0.7222222089767456,0.012464046478271484,0.0005021592951379716,0.9994978308677673
YMR302C,YDR494W,0,8.106946,13.0,1030.0,9951.0,6.0,0.9058181643486023,0.6842105388641357,0.012464046478271484,0.0006025911425240338,0.9993973970413208
YDL113C,YBR262C,1,8.069918,14.0,1029.0,9951.0,6.0,0.9059090614318848,0.699999988079071,0.01342281885445118,0.0006025911425240338,0.9993973970413208
YJL180C,YFR004W,1,8.04986,15.0,1028.0,9951.0,6.0,0.906000018119812,0.7142857313156128,0.014381591230630875,0.0006025911425240338,0.9993973970413208
YGL091C,YDR116C,0,7.9236226,15.0,1028.0,9950.0,7.0,0.9059090614318848,0.6818181872367859,0.014381591230630875,0.0007030229899100959,0.9992969632148743
YKL170W,YMR271C,0,7.897944,15.0,1028.0,9949.0,8.0,0.9058181643486023,0.6521739363670349,0.014381591230630875,0.0008034548372961581,0.9991965293884277
YGR171C,YOR035C,0,7.816252,15.0,1028.0,9948.0,9.0,0.9057272672653198,0.625,0.014381591230630875,0.0009038866846822202,0.9990960955619812
YPR100W,YAL008W,1,7.806495,16.0,1027.0,9948.0,9.0,0.9058181643486023,0.6399999856948853,0.015340364538133144,0.0009038866846822202,0.9990960955619812
YDR511W,YBR037C,1,7.7727003,17.0,1026.0,9948.0,9.0,0.9059090614318848,0.6538461446762085,0.016299137845635414,0.0009038866846822202,0.9990960955619812
YMR040W,YDL202W,0,7.7725363,17.0,1026.0,9947.0,10.0,0.9058181643486023,0.6296296119689941,0.016299137845635414,0.0010043185902759433,0.9989956617355347
YJL180C,YLL009C,1,7.7562914,18.0,1025.0,9947.0,10.0,0.9059090614318848,0.6428571343421936,0.01725791022181511,0.0010043185902759433,0.9989956617355347
YOL033W,YOL071W,0,7.750209,18.0,1025.0,9946.0,11.0,0.9058181643486023,0.6206896305084229,0.01725791022181511,0.0011047504376620054,0.9988952279090881
YMR072W,YBR037C,1,7.7036433,19.0,1024.0,9946.0,11.0,0.9059090614318848,0.6333333253860474,0.018216682597994804,0.0011047504376620054,0.9988952279090881
YOR037W,YBR262C,1,7.6634045,20.0,1023.0,9946.0,11.0,0.906000018119812,0.6451612710952759,0.0191754549741745,0.0011047504376620054,0.9988952279090881
YKL013C,YNL137C,0,7.646687,20.0,1023.0,9945.0,12.0,0.9059090614318848,0.625,0.0191754549741745,0.0012051822850480676,0.9987947940826416
