Gene,+/-,Fold
YDL226C,1,0
YJR064W,1,0
YJL058C,1,0
YGL073W,1,0
YCR065W,1,0
YKR001C,1,0
YHR115C,1,0
YNL166C,1,0
YJR125C,1,0
YLR319C,1,0
YNL094W,1,0
YBL084C,1,0
YKL203C,1,0
YLR127C,1,0
YNL243W,1,0
YJL111W,1,0
YNL032W,1,0
YER018C,1,0
YFR036W,1,0
YEL022W,1,0
YIR006C,1,0
YCR088W,1,0
YGR140W,1,0
YOR240W,1,0
YHR166C,1,0
YDR507C,1,0
YKL129C,1,0
YDL064W,1,0
YPL242C,1,0
YLR370C,1,0
YNL006W,1,0
YPR154W,1,0
YBR038W,1,0
YHR129C,1,0
YAL047C,1,0
YOL078W,1,0
YIL062C,1,0
YOR257W,1,0
YOL112W,1,0
YLR102C,1,0
YML031W,1,0
YPL161C,1,0
YMR168C,1,0
YAL034W-A,1,0
YOR329C,1,0
YAL020C,1,0
YDR118W,1,0
YDR182W,1,0
YJL179W,1,0
YMR109W,1,0
YOR249C,1,0
YKL052C,1,0
YIR010W,1,0
YPR141C,1,0
YML017W,0,0
YHR087W,0,0
YJR155W,0,0
YER060W-A,0,0
YNL160W,0,0
YOR089C,0,0
YBL006C,0,0
YNL164C,0,0
YDR151C,0,0
YER072W,0,0
YML008C,0,0
YJL123C,0,0
YHL036W,0,0
YAL005C,0,0
YOL115W,0,0
YHR064C,0,0
YCR028C-A,0,0
YIL129C,0,0
YER054C,0,0
YOR297C,0,0
YDR508C,0,0
YER092W,0,0
YGR247W,0,0
YDR098C-B,0,0
YPR124W,0,0
YGL196W,0,0
YLR221C,0,0
YJR147W,0,0
YPR132W,0,0
YNR063W,0,0
YNL201C,0,0
YGL172W,0,0
YLR328W,0,0
YER116C,0,0
YPL057C,0,0
YNL072W,0,0
YDR141C,0,0
YHR173C,0,0
YHR060W,0,0
YLR190W,0,0
YEL030W,0,0
YJL046W,0,0
YGL197W,0,0
YOR180C,0,0
YNL016W,0,0
YOL132W,0,0
YLL048C,0,0
YER150W,0,0
YFL061W,0,0
YGR251W,0,0
YDR330W,0,0
YBL047C,0,0
YJL083W,0,0
YDR374W-A,0,0
YBR029C,0,0
YOR381W,0,0
