Gene,+/-,Fold
YJL116C,1,0
YMR072W,1,0
YLL006W,1,0
YNL066W,1,0
YCL044C,1,0
YDR150W,1,0
YNL070W,1,0
YOR147W,1,0
YML058W,1,0
YJL054W,1,0
YPR131C,1,0
YBL080C,1,0
YEL020W-A,1,0
YHR005C-A,1,0
YJR118C,1,0
YDR296W,1,0
YJR065C,1,0
YHR083W,1,0
YNL149C,1,0
YDR077W,1,0
YOL060C,1,0
YOL076W,1,0
YNL304W,1,0
YOR266W,1,0
YML061C,1,0
YPL098C,1,0
tV(UAC)Q,0,0
YER168C,0,0
OSR2,0,0
YJL108C,0,0
YOR356W,0,0
YFL060C,0,0
YMR068W,0,0
YHR046C,0,0
YOR310C,0,0
YML026C,0,0
YPR103W,0,0
YKL104C,0,0
YNL323W,0,0
YBR223C,0,0
YLR273C,0,0
YJL047C,0,0
YDR315C,0,0
YGL114W,0,0
YMR202W,0,0
YBL005W-B,0,0
YNL110C,0,0
tS(UGA)P,0,0
YOR153W,0,0
YDL088C,0,0
YIL111W,0,0
YHR036W,0,0
YOR380W,0,0
YDR234W,0,0
YBR233W-A,0,0
YOL100W,0,0
YJL061W,0,0
YKR079C,0,0
YMR120C,0,0
tT(AGU)D,0,0
tV(AAC)K2,0,0
YHR129C,0,0
YDL005C,0,0
YBR252W,0,0
YLR188W,0,0
YJR135C,0,0
YGL255W,0,0
YER089C,0,0
YGL243W,0,0
YPR025C,0,0
YJR103W,0,0
snR6,0,0
YGL103W,0,0
YGR007W,0,0
YHR184W,0,0
YAL062W,0,0
YBR188C,0,0
YGL158W,0,0
YOR163W,0,0
YBR101C,0,0
snR62,0,0
YFR030W,0,0
YLR015W,0,0
GRD17,0,0
YDR072C,0,0
tI(AAU)L1,0,0
YIL036W,0,0
YKL014C,0,0
YJR105W,0,0
YBR076W,0,0
YHR143W-A,0,0
YBR115C,0,0
YOR243C,0,0
YBR002C,0,0
YCL016C,0,0
YNL142W,0,0
YDR295C,0,0
YAL032C,0,0
YDR043C,0,0
YPR167C,0,0
YJR060W,0,0
YHL047C,0,0
YDR382W,0,0
YOR090C,0,0
YPR200C,0,0
YIL056W,0,0
YKR028W,0,0
YNL009W,0,0
YDR021W,0,0
BST3,0,0
YPR156C,0,0
YPL018W,0,0
RDN58,0,0
YAL029C,0,0
YOR321W,0,0
YOR182C,0,0
YBR280C,0,0
YNL054W-A,0,0
tI(AAU)E1,0,0
YLR354C,0,0
YGL051W,0,0
YGR275W,0,0
YIL126W,0,0
YDR014W-A,0,0
YGR077C,0,0
YFR029W,0,0
YBL078C,0,0
YGR057C,0,0
YFL004W,0,0
YGR109W-B,0,0
YOL115W,0,0
YML130C,0,0
YDR460W,0,0
YER029C,0,0
YLR320W,0,0
YNL004W,0,0
YOL054W,0,0
YMR300C,0,0
tT(AGU)N1,0,0
YOR221C,0,0
tS(AGA)A,0,0
YKL025C,0,0
tA(AGC)J,0,0
YJL155C,0,0
YDL161W,0,0
YPR149W,0,0
YCR097W,0,0
YLR095C,0,0
YLR014C,0,0
YOR354C,0,0
YBR069C,0,0
YIR028W,0,0
YLR138W,0,0
YCR082W,0,0
YKL058W,0,0
YIL039W,0,0
YDR060W,0,0
YGL053W,0,0
YNL156C,0,0
YEL041W,0,0
OSR9,0,0
YBL088C,0,0
YGR014W,0,0
YBR123C,0,0
YDR471W,0,0
YDR170W-A,0,0
YDR106W,0,0
YOR047C,0,0
YOR196C,0,0
YGR209C,0,0
snR77,0,0
YER063W,0,0
