Gene,+/-,Fold
YNL281W,1,0
YPL221W,1,0
YLR216C,1,0
YAL058W,1,0
YFL016C,1,0
YAL005C,1,0
YOR265W,1,0
YGR078C,1,0
YAL053W,1,0
YDR151C,1,0
YML048W,1,0
YLL024C,1,0
YMR214W,1,0
YGL128C,1,0
YJL073W,1,0
YDR519W,1,0
YJL179W,1,0
YDL143W,1,0
YNL064C,1,0
YDL212W,1,0
YDR214W,1,0
YLR259C,1,0
YDR304C,1,0
YML074C,1,0
YOR027W,1,0
YLR411W,0,0
YDL130W,0,0
YOL078W,0,0
YBR296C,0,0
YLR163C,0,0
YLR070C,0,0
YDL224C,0,0
YMR323W,0,0
YFR033C,0,0
YPR002W,0,0
YFR029W,0,0
YLR453C,0,0
YDR487C,0,0
YBR001C,0,0
YDR343C,0,0
YER042W,0,0
YBL005W-B,0,0
YEL032W,0,0
YHR129C,0,0
YHR198C,0,0
YER184C,0,0
YIL111W,0,0
YNR062C,0,0
YCR088W,0,0
YNR074C,0,0
YLR398C,0,0
YOR201C,0,0
YDR454C,0,0
YPR153W,0,0
YPL259C,0,0
YHR179W,0,0
YGL243W,0,0
YOR357C,0,0
YPL078C,0,0
YDR014W-A,0,0
YIR013C,0,0
YDL063C,0,0
YCL005W-A,0,0
YLR406C,0,0
YKL051W,0,0
YOR119C,0,0
YKL208W,0,0
YKL119C,0,0
YPR030W,0,0
YMR194W,0,0
YCL050C,0,0
YLR084C,0,0
YGL191W,0,0
YBR196C-A,0,0
YNL288W,0,0
YGL212W,0,0
YLR209C,0,0
YIL118W,0,0
YML040W,0,0
YLR001C,0,0
YNL003C,0,0
YFR047C,0,0
YCL051W,0,0
YNL019C,0,0
YPL042C,0,0
YDL070W,0,0
YNL306W,0,0
YER167W,0,0
YML045W,0,0
YDR494W,0,0
YLR057W,0,0
YDR020C,0,0
YPL156C,0,0
YGR208W,0,0
YIR018W,0,0
YCL026C-B,0,0
YJL148W,0,0
YKR102W,0,0
YPL089C,0,0
YJL065C,0,0
YKR099W,0,0
YGR239C,0,0
YJL139C,0,0
YHR153C,0,0
YER166W,0,0
YJL221C,0,0
YEL068C,0,0
YLR295C,0,0
YDR104C,0,0
YIL114C,0,0
YGL227W,0,0
YER068W,0,0
YKL157W,0,0
YGL194C-A,0,0
YJR151C,0,0
YLR106C,0,0
YBR088C,0,0
YOL094C,0,0
YEL006W,0,0
YPL103C,0,0
YPL081W,0,0
YNL325C,0,0
YBR260C,0,0
YBR004C,0,0
YDR357C,0,0
YMR170C,0,0
YPL121C,0,0
YHR065C,0,0
YNR047W,0,0
YPL030W,0,0
YPR040W,0,0
YHR031C,0,0
YOL143C,0,0
YKL179C,0,0
YEL072W,0,0
YDR501W,0,0
YJR021C,0,0
YDR416W,0,0
YJR010W,0,0
YFR021W,0,0
YBR196C,0,0
YMR093W,0,0
YGL112C,0,0
YDR082W,0,0
YER007C-A,0,0
YGR080W,0,0
YIL115C,0,0
YGL247W,0,0
YCL021W-A,0,0
YGL167C,0,0
YGL038C,0,0
YNL008C,0,0
YBR233W,0,0
YOL093W,0,0
YCR095C,0,0
YKR076W,0,0
YHR016C,0,0
YDR349C,0,0
YJL110C,0,0
YPL265W,0,0
YOR084W,0,0
YBR107C,0,0
YDR236C,0,0
YKL170W,0,0
YLL001W,0,0
YOR393W,0,0
YLR310C,0,0
YBR248C,0,0
YJR016C,0,0
YMR197C,0,0
YBR201W,0,0
YGR019W,0,0
YOR292C,0,0
YDR361C,0,0
YJL223C,0,0
YIL130W,0,0
YKL187C,0,0
YNL180C,0,0
YNL169C,0,0
YLR180W,0,0
YOL145C,0,0
YNL154C,0,0
YFR006W,0,0
YBL047C,0,0
YJL069C,0,0
YER109C,0,0
YFR027W,0,0
YDR435C,0,0
YJR116W,0,0
YDR022C,0,0
YLR060W,0,0
YPR138C,0,0
YBL092W,0,0
YML082W,0,0
YKL032C,0,0
YDL031W,0,0
YLR126C,0,0
YDL100C,0,0
YGL031C,0,0
YFL001W,0,0
YOR383C,0,0
YLR205C,0,0
YHR206W,0,0
YDR178W,0,0
YGR075C,0,0
YHR120W,0,0
YLR244C,0,0
YDR517W,0,0
YKL014C,0,0
YMR268C,0,0
YAR070W-A,0,0
YNR019W,0,0
YLR443W,0,0
YDR074W,0,0
YBL023C,0,0
YOR338W,0,0
YDR394W,0,0
YER050C,0,0
YOL052C-A,0,0
YIR026C,0,0
YNR057C,0,0
YPL213W,0,0
YDR266C,0,0
YGR046W,0,0
YBL032W,0,0
YDR191W,0,0
YLL040C,0,0
YHR143W-A,0,0
YFL062W,0,0
YHR183W,0,0
YOL123W,0,0
YIL138C,0,0
YBR293W,0,0
YGR202C,0,0
YMR183C,0,0
YLR143W,0,0
YOR269W,0,0
YBR071W,0,0
YBR289W,0,0
YGL030W,0,0
YER098W,0,0
YNL252C,0,0
YGR159C,0,0
YDR118W,0,0
YHR191C,0,0
YOL052C,0,0
YOR185C,0,0
YML073C,0,0
YGL049C,0,0
YJL168C,0,0
YGL089C,0,0
YDR087C,0,0
YCL001W-B,0,0
YKL149C,0,0
YKL013C,0,0
YAL041W,0,0
YJR024C,0,0
YER061C,0,0
YHR020W,0,0
YLL014W,0,0
YGR261C,0,0
YKR004C,0,0
YJL055W,0,0
YLR276C,0,0
YLR371W,0,0
YPR192W,0,0
YMR298W,0,0
YAR018C,0,0
YDR027C,0,0
YBR156C,0,0
YPL250C,0,0
YDR322C-A,0,0
YDR147W,0,0
YFR037C,0,0
YPL110C,0,0
YAL021C,0,0
YOR051C,0,0
YMR112C,0,0
YJL082W,0,0
YKL198C,0,0
YBL018C,0,0
YJR103W,0,0
YDR210W-D,0,0
YIR012W,0,0
YKL203C,0,0
YOR045W,0,0
YKL140W,0,0
YBR077C,0,0
YKR027W,0,0
YDL142C,0,0
YKL112W,0,0
YHR110W,0,0
YGL056C,0,0
YDL066W,0,0
YNL318C,0,0
YBL005W,0,0
YDR386W,0,0
YIL140W,0,0
YER053C,0,0
YIL003W,0,0
YGR281W,0,0
YDR210W-A,0,0
YGL040C,0,0
YDR473C,0,0
YOR181W,0,0
YFL002W-A,0,0
YDL081C,0,0
YNL286W,0,0
YLR147C,0,0
YBR212W,0,0
YER012W,0,0
YMR153W,0,0
YMR150C,0,0
YHR148W,0,0
YOR101W,0,0
YOL159C,0,0
YNL175C,0,0
YGL245W,0,0
YER110C,0,0
YKR077W,0,0
YEL002C,0,0
YPL193W,0,0
YOR003W,0,0
YHR112C,0,0
YER056C,0,0
YDR463W,0,0
YLR021W,0,0
YPL111W,0,0
YJL004C,0,0
YGR131W,0,0
YDR423C,0,0
YDL237W,0,0
YLR027C,0,0
YGL147C,0,0
YIR008C,0,0
YLR113W,0,0
YDR072C,0,0
YJR147W,0,0
YOL075C,0,0
YIL034C,0,0
YPL023C,0,0
YJL184W,0,0
YPR024W,0,0
YNL160W,0,0
YDL223C,0,0
YJL194W,0,0
YNL046W,0,0
YPR151C,0,0
YOR151C,0,0
YPL173W,0,0
YIL159W,0,0
YLR137W,0,0
YGL175C,0,0
YDR197W,0,0
YCR059C,0,0
YAR033W,0,0
YAL034W-A,0,0
YDL119C,0,0
YJR144W,0,0
YJL074C,0,0
YKL052C,0,0
YLR370C,0,0
YKL067W,0,0
YDL192W,0,0
YDR063W,0,0
YKL057C,0,0
YDR273W,0,0
YGL014W,0,0
YKR003W,0,0
YCL001W,0,0
YBR202W,0,0
YOL153C,0,0
YGL186C,0,0
YOR258W,0,0
YFR014C,0,0
YKL224C,0,0
YBR168W,0,0
YIL076W,0,0
YJR061W,0,0
YMR195W,0,0
YLL003W,0,0
YDR045C,0,0
YMR128W,0,0
YBR296C-A,0,0
YJL166W,0,0
YMR003W,0,0
YDR091C,0,0
YDR039C,0,0
YPR178W,0,0
YOL135C,0,0
YBL060W,0,0
YGR081C,0,0
YPR161C,0,0
YMR208W,0,0
YOL047C,0,0
YOR073W,0,0
YOR298C-A,0,0
YHR165C,0,0
YLR312C,0,0
YBR090C-A,0,0
YDR198C,0,0
YKR034W,0,0
YIL173W,0,0
YOR136W,0,0
YOL070C,0,0
YDR014W,0,0
YMR175W,0,0
YGL172W,0,0
YGL067W,0,0
YAR010C,0,0
YPL004C,0,0
YHR043C,0,0
YML016C,0,0
YDR038C,0,0
YNL327W,0,0
YKL161C,0,0
YOR327C,0,0
