Gene,+/-,Fold
YLR430W,1,0
YGR156W,1,0
YAL043C,1,0
YJR017C,1,0
YBR121C,1,0
YOL148C,0,0
YPL160W,0,0
YNL037C,0,0
YDR380W,0,0
YGL250W,0,0
YLR055C,0,0
YCR055C,0,0
YBR267W,0,0
YOL157C,0,0
YPL006W,0,0
YGR185C,0,0
YFR015C,0,0
YHR165C,0,0
YDL111C,0,0
YIL112W,0,0
YDR308C,0,0
YOR244W,0,0
YCR010C,0,0
YLR183C,0,0
YDR462W,0,0
YGL123W,0,0
YEL062W,0,0
YCR037C,0,0
YDR062W,0,0
YOL048C,0,0
YHR181W,0,0
YBR029C,0,0
YML046W,0,0
YER149C,0,0
YLR136C,0,0
YOR377W,0,0
YOR187W,0,0
YOR217W,0,0
YNL012W,0,0
YKL224C,0,0
YER004W,0,0
YDR515W,0,0
YMR325W,0,0
YCL011C,0,0
YBR001C,0,0
YGL185C,0,0
YPL137C,0,0
YJL149W,0,0
YNR001C,0,0
YEL058W,0,0
YPR030W,0,0
YEL036C,0,0
YJR141W,0,0
YKL063C,0,0
YFL044C,0,0
YHL024W,0,0
YOR343W-B,0,0
YBR276C,0,0
YIL010W,0,0
YFR021W,0,0
YDR109C,0,0
YBR042C,0,0
YAL024C,0,0
YDR370C,0,0
YLR064W,0,0
YDR128W,0,0
YPR161C,0,0
YPL093W,0,0
YLL045C,0,0
YGR187C,0,0
YIL072W,0,0
YFL054C,0,0
YGL096W,0,0
YNL093W,0,0
YDR097C,0,0
YAL061W,0,0
YAR018C,0,0
YNL045W,0,0
YGR070W,0,0
YOR316C,0,0
YIL108W,0,0
YNL110C,0,0
YGR010W,0,0
YJR067C,0,0
YFL041W,0,0
YOR259C,0,0
YLR304C,0,0
YDR342C,0,0
YOR247W,0,0
YGL061C,0,0
YLR247C,0,0
YGL015C,0,0
YDR468C,0,0
YGR169C-C,0,0
YHR039C-B,0,0
YPL240C,0,0
YKL016C,0,0
YGL050W,0,0
YIL165C,0,0
YGR222W,0,0
YJL113W,0,0
YDL203C,0,0
YBR090C-A,0,0
YJL012C,0,0
YOR332W,0,0
YBR020W,0,0
YBR253W,0,0
YBL103C-A,0,0
YGL195W,0,0
