Gene,+/-,Fold
YOL089C,1,0
YOR358W,1,0
YMR168C,1,0
YNL031C,1,0
YER184C,1,0
YBL019W,1,0
YDR034C-D,1,0
YPL177C,1,0
YJL127C,1,0
YDR213W,1,0
YOL012C,1,0
YNL216W,1,0
YBR087W,1,0
YOR343C-B,1,0
YGR027W-B,1,0
YPL133C,1,0
YDL102W,1,0
YMR284W,1,0
YLR234W,1,0
YGL070C,1,0
YKL020C,1,0
YGR047C,1,0
YOR346W,1,0
YDR310C,1,0
YBR202W,1,0
YIL150C,1,0
YGL244W,1,0
YLR233C,1,0
YBR297W,1,0
YLR304C,1,0
YIL021W,1,0
YGR214W,1,0
YBR083W,1,0
YHR191C,1,0
YJL184W,1,0
YGR056W,1,0
YBR073W,1,0
YDR076W,1,0
YBL008W,1,0
YGL013C,1,0
YGL105W,1,0
YCR097WB,1,0
YBR033W,1,0
YAR009C,1,0
YNL039W,1,0
YKR099W,1,0
YNL312W,1,0
YMR106C,1,0
YLR136C,1,0
YER176W,1,0
YMR021C,1,0
YDR227W,1,0
YIL126W,1,0
YLR274W,1,0
YIR023W,1,0
YOR343W-B,1,0
YOR386W,1,0
YJL206C,1,0
YMR019W,1,0
YLR048W,1,0
YGR140W,1,0
YDR316W-B,1,0
YMR016C,1,0
YOR344C,1,0
YLR403W,1,0
YBR114W,1,0
YBR009C,1,0
YAL015C,1,0
YDR392W,1,0
YJL173C,1,0
YDR195W,1,0
YCL067C,1,0
YMR094W,1,0
YER171W,1,0
YPR065W,1,0
YBR278W,1,0
YPL049C,1,0
YML051W,1,0
YBL021C,1,0
YNL027W,1,0
YDL150W,1,0
YLR398C,1,0
YOL068C,1,0
YGR071C,1,0
YHR146W,1,0
YDR334W,1,0
YCR014C,1,0
YER040W,1,0
YJL089W,1,0
YGL043W,1,0
YBL054W,1,0
YOL086W-A,1,0
YLR014C,1,0
YMR074C,1,0
YKL089W,1,0
YHR056C,1,0
YBR090C-A,1,0
YGR161C-D,1,0
YOL090W,1,0
YJL110C,1,0
YOR207C,1,0
YFR038W,1,0
YML027W,1,0
YNL068C,1,0
YOL103W-B,1,0
YBR150C,1,0
YML061C,1,0
YPR010C,1,0
YGL166W,1,0
YHR118C,1,0
YLR451W,1,0
YML015C,1,0
YDR004W,1,0
YIL009C-A,1,0
YKR048C,1,0
YDR052C,1,0
YKL032C,1,0
YCL066W,1,0
YBR088C,1,0
YJR046W,1,0
YDR081C,1,0
YDR328C,1,0
YLR453C,1,0
YDR359C,1,0
YHL020C,1,0
YIL143C,1,0
YPL248C,1,0
YGR271W,1,0
YMR039C,1,0
YDR419W,1,0
YIL036W,1,0
YDL227C,1,0
YKL109W,1,0
YGL150C,1,0
YNL259C,0,0
YHR011W,0,0
YLL009C,0,0
YEL042W,0,0
YGR063C,0,0
YBR166C,0,0
YHR157W,0,0
YDR381C-A,0,0
YPL244C,0,0
YBR061C,0,0
YDR047W,0,0
YDR365C,0,0
YLR324W,0,0
YLR417W,0,0
YLR421C,0,0
YBR177C,0,0
YLL040C,0,0
YBR068C,0,0
YMR194W,0,0
YOR326W,0,0
YBR252W,0,0
YOR311C,0,0
YNL149C,0,0
YGR205W,0,0
YLR167W,0,0
YDR185C,0,0
YJR010C-A,0,0
YOL098C,0,0
YGL022W,0,0
YOL133W,0,0
YER032W,0,0
YBL059W,0,0
YLR186W,0,0
YBR211C,0,0
YFR011C,0,0
YLR350W,0,0
YDR036C,0,0
YJL057C,0,0
YOR009W,0,0
YLR340W,0,0
YGL229C,0,0
YEL038W,0,0
YKL006C-A,0,0
YOR142W,0,0
YMR261C,0,0
YBR230C,0,0
YDL204W,0,0
YJL222W,0,0
YGR076C,0,0
YDL079C,0,0
YGR084C,0,0
YNL284C,0,0
YGR240C,0,0
YBR276C,0,0
YHL037C,0,0
YNL252C,0,0
YNL046W,0,0
YBR031W,0,0
YNL257C,0,0
YMR323W,0,0
YAL013W,0,0
YDL028C,0,0
YLR105C,0,0
YKL158W,0,0
YPL232W,0,0
YGR041W,0,0
YKL160W,0,0
YJL142C,0,0
YML022W,0,0
YFR005C,0,0
YER053C,0,0
YAL020C,0,0
YGR027C,0,0
YNL157W,0,0
YKL193C,0,0
YPL161C,0,0
YER017C,0,0
YPR032W,0,0
YMR239C,0,0
YGL055W,0,0
YGL240W,0,0
YAL003W,0,0
YHR082C,0,0
YPL239W,0,0
YFR026C,0,0
YNL230C,0,0
YAR069W-A,0,0
YGR096W,0,0
YIL158W,0,0
YLR187W,0,0
YOR078W,0,0
YDR135C,0,0
YER074W-A,0,0
YMR237W,0,0
YGR200C,0,0
YLR211C,0,0
YLR154W-A,0,0
YFR010W,0,0
YBR037C,0,0
YNR033W,0,0
YMR313C,0,0
YKL084W,0,0
YOR144C,0,0
YDL133W,0,0
YMR101C,0,0
YIR039C,0,0
YFR039C,0,0
YOR297C,0,0
YGL241W,0,0
YOL101C,0,0
YGL258W-A,0,0
YOR389W,0,0
YGR036C,0,0
YBL028C,0,0
YDR025W,0,0
YER120W,0,0
YFR027W,0,0
YDR510W,0,0
YER087W,0,0
YPR007C,0,0
YBR267W,0,0
YDR492W,0,0
YDL007W,0,0
YDR325W,0,0
YLR341W,0,0
YGR055W,0,0
YHR205W,0,0
YKL221W,0,0
YFL059W,0,0
YJR107C-A,0,0
YIR038C,0,0
YMR197C,0,0
YKR065C,0,0
YKL184W,0,0
YIL085C,0,0
YOR354C,0,0
YMR220W,0,0
YGL001C,0,0
YGR270W,0,0
YOR083W,0,0
YPR169W,0,0
YOL128C,0,0
YDL184C,0,0
YNR041C,0,0
YNL045W,0,0
YOL041C,0,0
YDR530C,0,0
YML091C,0,0
YIR036C,0,0
YPL028W,0,0
YKL065W-A,0,0
YDL179W,0,0
YJL140W,0,0
YHR019C,0,0
YHR165C,0,0
YNL253W,0,0
YGL227W,0,0
YML129C,0,0
