Gene,+/-,Fold
YHR083W,1,0
YBR234C,1,0
YNL066W,1,0
YJL054W,1,0
YDR296W,1,0
YEL020W-A,1,0
YIL138C,1,0
YMR060C,1,0
YJL116C,1,0
YKR042W,1,0
YJL063C,1,0
YOR211C,1,0
YLR370C,1,0
YLL013C,1,0
YDR393W,1,0
YOL009C,1,0
YMR211W,1,0
YDL217C,1,0
YGL055W,1,0
YMR275C,1,0
YFL036W,1,0
YNL213C,1,0
YIL051C,1,0
YPR140W,1,0
YLR190W,1,0
YMR241W,1,0
YMR042W,0,0
tD(GUC)L2,0,0
YML036W,0,0
YKL125W,0,0
YMR077C,0,0
YDR408C,0,0
YDL079C,0,0
YGR118W,0,0
YGL049C,0,0
YOL100W,0,0
YDR255C,0,0
YCR060W,0,0
YOR149C,0,0
YGL133W,0,0
YDR196C,0,0
YCL054W,0,0
YDL044C,0,0
YNL047C,0,0
snR85,0,0
YFL050C,0,0
YGL090W,0,0
YER159C,0,0
YDL112W,0,0
YGR124W,0,0
YBR243C,0,0
YDL056W,0,0
YOR142W-B,0,0
YLR015W,0,0
MAL21,0,0
GRD16,0,0
YJR105W,0,0
YHR056C,0,0
YJL157C,0,0
YGL001C,0,0
YKR106W,0,0
YOL148C,0,0
YER103W,0,0
YER172C,0,0
YOR101W,0,0
YPL075W,0,0
YJL106W,0,0
YER061C,0,0
YLR303W,0,0
tM(CAU)C,0,0
YOR221C,0,0
YBR098W,0,0
YDL240W,0,0
YDR023W,0,0
YNL197C,0,0
YFR052W,0,0
YLR254C,0,0
YNR011C,0,0
RRP2,0,0
YNL259C,0,0
YDL063C,0,0
YNL108C,0,0
snR86,0,0
YBL023C,0,0
YHR082C,0,0
YBR087W,0,0
YLR222C,0,0
YDR259C,0,0
YPR033C,0,0
YMR020W,0,0
YEL029C,0,0
YOR034C,0,0
YGR193C,0,0
YPL133C,0,0
YOR226C,0,0
YKL157W,0,0
YLR058C,0,0
YLL039C,0,0
YER044C,0,0
YDL117W,0,0
YML063W,0,0
YDR480W,0,0
YKL181W,0,0
YLR114C,0,0
YJL154C,0,0
YOR067C,0,0
tD(GUC)O,0,0
Q0070,0,0
YPL212C,0,0
YMR119W,0,0
YHR066W,0,0
YJL159W,0,0
YER104W,0,0
snR48,0,0
YHR214C-C,0,0
YPL121C,0,0
YHL027W,0,0
YLR226W,0,0
YCL004W,0,0
YOR011W,0,0
MAL41,0,0
YBL047C,0,0
YDR503C,0,0
YBR041W,0,0
YNR055C,0,0
YGR175C,0,0
YAL001C,0,0
tE(UUC)Q,0,0
YPL244C,0,0
YGL029W,0,0
YDR166C,0,0
YLL057C,0,0
YNL286W,0,0
YLR227W-B,0,0
ESC3,0,0
YNL025C,0,0
YKL078W,0,0
tW(CCA)M,0,0
YCR021C,0,0
YMR058W,0,0
YGR230W,0,0
YDL159W,0,0
YHR098C,0,0
YIL004C,0,0
YFR021W,0,0
YJL174W,0,0
YBR167C,0,0
YMR314W,0,0
YLR018C,0,0
YBR249C,0,0
YKR094C,0,0
YLR056W,0,0
YBL064C,0,0
tK(CUU)C,0,0
YBR254C,0,0
tK(CUU)G1,0,0
tM(CAU)P,0,0
YBL024W,0,0
YOR184W,0,0
YPL031C,0,0
YOL163W,0,0
YBL021C,0,0
YHR114W,0,0
YDR011W,0,0
YLL056C,0,0
tN(GUU)K,0,0
YCL030C,0,0
YNL159C,0,0
PFK4,0,0
tE(UUC)K,0,0
YNL272C,0,0
YKL163W,0,0
YIL122W,0,0
YNL101W,0,0
YGR256W,0,0
YML049C,0,0
YGR260W,0,0
YGR085C,0,0
YBR247C,0,0
YGR128C,0,0
YMR116C,0,0
Q0045,0,0
YNL059C,0,0
YMR030W,0,0
YOR301W,0,0
YMR168C,0,0
YNL243W,0,0
YPR070W,0,0
YIL090W,0,0
tY(GUA)J2,0,0
YNL178W,0,0
YPL257W-A,0,0
YIL088C,0,0
YGR142W,0,0
YER133W,0,0
YHR119W,0,0
YGR238C,0,0
YMR093W,0,0
YMR274C,0,0
YOR056C,0,0
YHR079C,0,0
YJL031C,0,0
YGL162W,0,0
YHR092C,0,0
YJL191W,0,0
YDR100W,0,0
YKL038W,0,0
YGR157W,0,0
YLR455W,0,0
YGR194C,0,0
YCL026C-A,0,0
YGL194C,0,0
YHR079C-A,0,0
YER031C,0,0
YMR015C,0,0
YNL191W,0,0
YLR410W-B,0,0
YHR150W,0,0
YOL031C,0,0
YMR153W,0,0
YDR143C,0,0
YAL014C,0,0
YER106W,0,0
YDL219W,0,0
YPR105C,0,0
YGR166W,0,0
tA(AGC)M2,0,0
YPL157W,0,0
YMR311C,0,0
YGR135W,0,0
YHR065C,0,0
YOL117W,0,0
SUC5,0,0
YNL331C,0,0
YPR178W,0,0
YMR237W,0,0
