Gene,+/-,Fold
YNR035C,1,0
YGL020C,1,0
YBR185C,1,0
YMR211W,1,0
YER154W,1,0
YPR140W,1,0
YFL039C,1,0
YLL013C,1,0
YDR077W,1,0
YLL001W,1,0
YHR083W,1,0
YJL063C,1,0
YHR031C,1,0
YGR144W,1,0
YDR470C,1,0
YJR135W-A,1,0
YBR179C,1,0
YJL116C,1,0
YNL066W,1,0
YJR118C,1,0
YML058W,1,0
YMR275C,1,0
YJR120W,1,0
YMR134W,1,0
YDL198C,1,0
YML104C,1,0
YER174C,0,0
YDR236C,0,0
YER105C,0,0
YLR332W,0,0
YAL031C,0,0
YBR203W,0,0
YBR154C,0,0
YER083C,0,0
YJL020C,0,0
YLR147C,0,0
YLR220W,0,0
YGR246C,0,0
YCR097W,0,0
YHR138C,0,0
YAR019C,0,0
YKL165C,0,0
YKL113C,0,0
YLR090W,0,0
YIL133C,0,0
YLR027C,0,0
YHR039C,0,0
YIL154C,0,0
YBL088C,0,0
YEL002C,0,0
YLR087C,0,0
YDR283C,0,0
YOR069W,0,0
YDR064W,0,0
YHR096C,0,0
YGL191W,0,0
YOL008W,0,0
YOR153W,0,0
YAL033W,0,0
YNL038W,0,0
YBL021C,0,0
YDL167C,0,0
YDL014W,0,0
YBL074C,0,0
YNL329C,0,0
YIR006C,0,0
YOL052C,0,0
YOR099W,0,0
YIL076W,0,0
YBR223C,0,0
YML004C,0,0
YBL036C,0,0
YGL078C,0,0
YER142C,0,0
YDR196C,0,0
YMR299C,0,0
YIR030C,0,0
YAR031W,0,0
YJL042W,0,0
YGR274C,0,0
YNL332W,0,0
YEL057C,0,0
YPR021C,0,0
YDR293C,0,0
YBL092W,0,0
YER183C,0,0
YDR059C,0,0
YPR028W,0,0
YDL044C,0,0
YIL002C,0,0
YLR316C,0,0
YDL166C,0,0
YBR129C,0,0
YMR316W,0,0
YDR416W,0,0
YDR085C,0,0
GCD3,0,0
YCL075W,0,0
YBR110W,0,0
YOR253W,0,0
YLR206W,0,0
YLR409C,0,0
YDR485C,0,0
YKL019W,0,0
YJL006C,0,0
YIL021W,0,0
YBR132C,0,0
YGR090W,0,0
YNL129W,0,0
YPR075C,0,0
YGL049C,0,0
YJL012C,0,0
YKL104C,0,0
YHR170W,0,0
YKL144C,0,0
YEL006W,0,0
YLR372W,0,0
YPR036W-A,0,0
YOL162W,0,0
YIL149C,0,0
YMR296C,0,0
SCH1,0,0
YOR320C,0,0
YNL046W,0,0
YKL010C,0,0
YGR087C,0,0
YMR041C,0,0
YOR173W,0,0
YGL212W,0,0
tC(GCA)Q,0,0
YOR273C,0,0
YDR098C-A,0,0
tI(AAU)P1,0,0
YNL339C,0,0
tD(GUC)I2,0,0
YMR229C,0,0
YDR434W,0,0
YGL094C,0,0
YOR133W,0,0
YHR195W,0,0
YDR398W,0,0
tL(UAA)D,0,0
YDR227W,0,0
YML045W,0,0
YBR005W,0,0
YCR073W-A,0,0
tQ(UUG)D3,0,0
YMR220W,0,0
YIR004W,0,0
YLR369W,0,0
YBR180W,0,0
YCL004W,0,0
YDR469W,0,0
YEL046C,0,0
YPL112C,0,0
YKR093W,0,0
YBR288C,0,0
YNR067C,0,0
YDR484W,0,0
YOR033C,0,0
YIR031C,0,0
YNL036W,0,0
MAL43,0,0
YML113W,0,0
YNL287W,0,0
YDR497C,0,0
YGL038C,0,0
YDR452W,0,0
YLR110C,0,0
YGR081C,0,0
YLR410W-A,0,0
YJR073C,0,0
YER089C,0,0
YKL156W,0,0
YJL157C,0,0
YGR202C,0,0
YMR247C,0,0
YCR067C,0,0
YLR341W,0,0
YDL134C,0,0
YBR217W,0,0
YMR217W,0,0
YER011W,0,0
YPL209C,0,0
A1,0,0
YER001W,0,0
YGL021W,0,0
YOL034W,0,0
MAL62,0,0
YPR176C,0,0
YAR018C,0,0
tA(AGC)J,0,0
YDL061C,0,0
YCR081W,0,0
tT(XXX)Q2,0,0
YER180C,0,0
MAL23,0,0
YDR170W-A,0,0
YLR233C,0,0
YMR165C,0,0
YGL194C,0,0
YDR368W,0,0
YPR018W,0,0
YFL053W,0,0
YBR202W,0,0
YLR085C,0,0
YDL136W,0,0
YDR238C,0,0
YBL034C,0,0
YIL046W,0,0
YDR261W-A,0,0
GRD14,0,0
YGL156W,0,0
YER068W,0,0
YJR123W,0,0
YDR465C,0,0
YPL163C,0,0
tN(GUU)L,0,0
tN(GUU)N2,0,0
YHR108W,0,0
YGL141W,0,0
YJR055W,0,0
YHR090C,0,0
YGR054W,0,0
tY(GUA)O,0,0
YJR077C,0,0
YMR032W,0,0
YML068W,0,0
YPR043W,0,0
YML016C,0,0
YEL040W,0,0
YDL159W,0,0
YDR270W,0,0
YLR071C,0,0
YER035W,0,0
YIL042C,0,0
YMR290C,0,0
YDL238C,0,0
YNL279W,0,0
YBR059C,0,0
YDL220C,0,0
YDR294C,0,0
YMR078C,0,0
YML127W,0,0
YDR365C,0,0
YGL213C,0,0
YJL071W,0,0
YOR061W,0,0
YOR209C,0,0
YDL227C,0,0
YOL067C,0,0
YGL043W,0,0
YDR301W,0,0
YOL018C,0,0
YMR046C,0,0
YNL006W,0,0
YDR320C-A,0,0
snR5,0,0
YDR404C,0,0
YNL113W,0,0
YOL059W,0,0
YBR166C,0,0
YMR313C,0,0
YCR017C,0,0
YEL024W,0,0
YGR225W,0,0
YNL088W,0,0
YMR119W,0,0
YMR095C,0,0
YPR141C,0,0
YOL082W,0,0
YNL219C,0,0
YGL022W,0,0
YGR104C,0,0
YJR076C,0,0
YOR328W,0,0
YKL106W,0,0
tS(AGA)B,0,0
YJL076W,0,0
YKL154W,0,0
YMR309C,0,0
YDL015C,0,0
tR(UCU)M2,0,0
YPL122C,0,0
YGR288W,0,0
YLR176C,0,0
YNL078W,0,0
tL(CAA)D,0,0
YLR166C,0,0
YGR140W,0,0
YKR068C,0,0
YOL097C,0,0
YPR103W,0,0
YLR207W,0,0
tV(AAC)G2,0,0
OSR3,0,0
YDR331W,0,0
YPL019C,0,0
YNL234W,0,0
YBR012W-B,0,0
YPL037C,0,0
YDR421W,0,0
YDL028C,0,0
YDR216W,0,0
YDL045C,0,0
YJR093C,0,0
YBL079W,0,0
YPL041C,0,0
YGR118W,0,0
tA(AGC)H,0,0
YMR318C,0,0
YPR101W,0,0
YMR105C,0,0
YGL229C,0,0
YDL090C,0,0
YPR093C,0,0
YBR198C,0,0
YMR163C,0,0
YDL210W,0,0
YBR216C,0,0
YDR359C,0,0
YOL163W,0,0
YBR253W,0,0
YGR098C,0,0
YJL035C,0,0
YER173W,0,0
YOR068C,0,0
YEL015W,0,0
