Gene,+/-,Fold
YJL207C,1,0
YJL053W,1,0
YHR108W,1,0
YGR142W,1,0
YCR027C,1,0
YDR358W,1,0
YNL265C,1,0
YOR132W,1,0
YKR020W,1,0
YLR054C,0,0
YDR032C,0,0
YOR201C,0,0
YMR209C,0,0
YOR320C,0,0
YCR083W,0,0
YMR024W,0,0
YDR210W-D,0,0
YHR146W,0,0
YJL081C,0,0
YPL154C,0,0
YMR323W,0,0
YCR104W,0,0
YLR394W,0,0
YLR461W,0,0
YIL156W-B,0,0
YPR119W,0,0
YEL044W,0,0
YML068W,0,0
YGR002C,0,0
YJL206C,0,0
YMR039C,0,0
YOR081C,0,0
YGL015C,0,0
YDR339C,0,0
YJR036C,0,0
YNL047C,0,0
YLR390W-A,0,0
YAL013W,0,0
YPR005C,0,0
YHR114W,0,0
YGR180C,0,0
YLR262C-A,0,0
YLR118C,0,0
YPL243W,0,0
YOR396W,0,0
YBR175W,0,0
YGL090W,0,0
YDR175C,0,0
YPL014W,0,0
YNL054W,0,0
YNL180C,0,0
YBR002C,0,0
YJL180C,0,0
YKR016W,0,0
YDR004W,0,0
YKL114C,0,0
YJR094W-A,0,0
YJL012C,0,0
YDL237W,0,0
YAL061W,0,0
YLR313C,0,0
YPR125W,0,0
YDL074C,0,0
YLR396C,0,0
YDR454C,0,0
YLR015W,0,0
YOR298W,0,0
YKL161C,0,0
YPR153W,0,0
YMR088C,0,0
YPL280W,0,0
YDR541C,0,0
YDR161W,0,0
YBR038W,0,0
YKL078W,0,0
YPR133W-A,0,0
YLR276C,0,0
YDL018C,0,0
YAL026C,0,0
YIL061C,0,0
YBL075C,0,0
YJL158C,0,0
YHL032C,0,0
YHR167W,0,0
YML088W,0,0
YPR091C,0,0
YNL155W,0,0
YBL037W,0,0
YNR026C,0,0
YDL136W,0,0
YPR061C,0,0
YDR197W,0,0
YLR440C,0,0
YAL060W,0,0
YCR020C-A,0,0
YNR061C,0,0
YDR406W,0,0
YJL160C,0,0
YNL045W,0,0
YAR009C,0,0
YJL034W,0,0
YBR168W,0,0
YDR047W,0,0
YPR036W-A,0,0
YHR034C,0,0
YNL156C,0,0
YKR102W,0,0
YJR070C,0,0
YKL162C,0,0
YLR245C,0,0
YEL037C,0,0
YBR279W,0,0
YPR103W,0,0
YHL048W,0,0
YAR069W-A,0,0
YER112W,0,0
YOR080W,0,0
YKL146W,0,0
YMR162C,0,0
YIL026C,0,0
YGR188C,0,0
YDR345C,0,0
YER059W,0,0
YGR274C,0,0
YDL188C,0,0
YOR351C,0,0
