Gene,+/-,Fold
YLR304C,1,0
YJR118C,1,0
YNL213C,1,0
YNL310C,1,0
YCR020C,1,0
YKL053C-A,1,0
YDR077W,1,0
YOR211C,1,0
YOL027C,1,0
YMR012W,1,0
YHR194W,1,0
YNL149C,1,0
YDR258C,1,0
YML091C,1,0
YMR134W,1,0
YBR192W,1,0
YDL006W,1,0
YOR266W,1,0
YHR120W,1,0
YMR211W,1,0
YNL026W,1,0
YJL112W,1,0
YBR091C,1,0
YGL055W,1,0
YNL066W,1,0
YDL198C,1,0
YDL111C,0,0
YKL019W,0,0
YLR353W,0,0
YLR148W,0,0
YJR058C,0,0
YCR089W,0,0
YOR143C,0,0
YGR040W,0,0
YGL234W,0,0
YCR065W,0,0
YGR142W,0,0
YOL129W,0,0
YGL232W,0,0
YOL113W,0,0
YJR086W,0,0
tA(UGC)Q,0,0
YLR166C,0,0
YBR247C,0,0
tH(GUG)E1,0,0
YPR056W,0,0
YOL020W,0,0
YPL265W,0,0
YDL155W,0,0
YLR369W,0,0
YPR057W,0,0
YJL128C,0,0
YHR014W,0,0
YJL041W,0,0
YMR079W,0,0
YLR060W,0,0
YLR429W,0,0
YCR018C,0,0
YOR337W,0,0
YNL243W,0,0
YDR412W,0,0
YML019W,0,0
tE(UUC)P,0,0
YFL033C,0,0
YBL061C,0,0
tR(ACG)K,0,0
YNR031C,0,0
YOR374W,0,0
YPL015C,0,0
YDR297W,0,0
YDL195W,0,0
YOR212W,0,0
YNL126W,0,0
YNL147W,0,0
YIL103W,0,0
YGL194C,0,0
YJL014W,0,0
YPL224C,0,0
YNL049C,0,0
YPR035W,0,0
YLR350W,0,0
YLR335W,0,0
YGL215W,0,0
YLR058C,0,0
YER089C,0,0
YJR044C,0,0
YKL164C,0,0
YKR099W,0,0
YIL076W,0,0
YLR320W,0,0
YML094W,0,0
tP(UGG)O3,0,0
YDR172W,0,0
tS(AGA)D2,0,0
YDR432W,0,0
YNR023W,0,0
YFL007W,0,0
YJL094C,0,0
YLR242C,0,0
YIL143C,0,0
YJR132W,0,0
YIL109C,0,0
YGR280C,0,0
YGL139W,0,0
YNL190W,0,0
YKR055W,0,0
YNL225C,0,0
YKR060W,0,0
YBR193C,0,0
YDR096W,0,0
YJL011C,0,0
YDL108W,0,0
YPL090C,0,0
YDL190C,0,0
YPR086W,0,0
YDR055W,0,0
YAR033W,0,0
YGR049W,0,0
tA(UGC)E,0,0
YPL152W,0,0
YKR026C,0,0
YGR116W,0,0
YDL166C,0,0
YDR534C,0,0
YDL101C,0,0
YPL242C,0,0
YBL050W,0,0
YPL130W,0,0
YBL058W,0,0
YHL020C,0,0
tW(CCA)G2,0,0
YIL148W,0,0
YMR270C,0,0
YNL327W,0,0
YJL210W,0,0
YKL108W,0,0
YCR061W,0,0
tX(XXX)D,0,0
YDR252W,0,0
YGL255W,0,0
YDR131C,0,0
YOR076C,0,0
YJL186W,0,0
YJL111W,0,0
YMR076C,0,0
YDR261W-A,0,0
YER062C,0,0
YDL081C,0,0
YJL087C,0,0
YIL121W,0,0
YAL012W,0,0
YML039W,0,0
YJL114W,0,0
YJL214W,0,0
YBR117C,0,0
YGR292W,0,0
YDR034C-C,0,0
YPL046C,0,0
snR49,0,0
YCL052C,0,0
YKL186C,0,0
YHL025W,0,0
YDR301W,0,0
YKL171W,0,0
YOR137C,0,0
YDR418W,0,0
YPR025C,0,0
YOR021C,0,0
YNL331C,0,0
YGR070W,0,0
YHR001W,0,0
tR(UCU)M1,0,0
YER159C,0,0
YLR227W-B,0,0
YJR031C,0,0
YGR006W,0,0
YPL106C,0,0
YHR201C,0,0
YOR023C,0,0
YOR144C,0,0
YPL084W,0,0
tP(AGG)C,0,0
YMR001C,0,0
tQ(UUG)H,0,0
YDR486C,0,0
YOR190W,0,0
YHR112C,0,0
YPL248C,0,0
YDL137W,0,0
YGL203C,0,0
YOR165W,0,0
YDR190C,0,0
YBR017C,0,0
YFR024C-A,0,0
YNL183C,0,0
YDR158W,0,0
YHR079C-A,0,0
YPR189W,0,0
YPR078C,0,0
YER170W,0,0
YDL135C,0,0
YCL010C,0,0
YOR057W,0,0
YJL062W,0,0
YMR266W,0,0
YEL006W,0,0
YJR010C-A,0,0
YPR093C,0,0
Q0250,0,0
YJL166W,0,0
YNL039W,0,0
PMT7,0,0
YKL139W,0,0
YMR049C,0,0
YNL273W,0,0
MEL2,0,0
YPL276W,0,0
YOL100W,0,0
YCR094W,0,0
YKL059C,0,0
YER119C,0,0
YAL032C,0,0
YCR066W,0,0
YDL088C,0,0
tA(UGC)G,0,0
YAL015C,0,0
YCR053W,0,0
YKL130C,0,0
YPL266W,0,0
YNL002C,0,0
YOR341W,0,0
YOR087W,0,0
YOR007C,0,0
tD(GUC)D,0,0
YGR253C,0,0
tM(CAU)O2,0,0
YGR158C,0,0
YBR050C,0,0
YBL064C,0,0
YDR113C,0,0
YOR048C,0,0
YKL213C,0,0
RDN18,0,0
YGL120C,0,0
YPL007C,0,0
YGR056W,0,0
YKL218C,0,0
YPL081W,0,0
YHR098C,0,0
YHL024W,0,0
YHR158C,0,0
YKR084C,0,0
YHL039W,0,0
YPL157W,0,0
YHR171W,0,0
YJR019C,0,0
YOL080C,0,0
YPR095C,0,0
YER013W,0,0
YNL110C,0,0
YFR037C,0,0
YKL057C,0,0
YKL032C,0,0
YDR256C,0,0
YGL151W,0,0
YJL209W,0,0
tG(CCC)O,0,0
YKL216W,0,0
YGL201C,0,0
YBR140C,0,0
YER030W,0,0
YPL208W,0,0
YPR026W,0,0
YER110C,0,0
YOL062C,0,0
YHR053C,0,0
YPL143W,0,0
YOL120C,0,0
YBR264C,0,0
OSR3,0,0
YGR279C,0,0
YIR038C,0,0
YMR083W,0,0
YOR338W,0,0
YPR075C,0,0
YJR012C,0,0
YGL006W,0,0
YNL289W,0,0
YNR010W,0,0
HIR4,0,0
YGL058W,0,0
YFL005W,0,0
YOR040W,0,0
Q0160,0,0
YNL216W,0,0
snR37,0,0
YEL022W,0,0
YJL100W,0,0
YDR363W-A,0,0
YKL189W,0,0
YPL160W,0,0
YNL287W,0,0
YMR296C,0,0
YCL067C,0,0
YLL028W,0,0
YLR438W,0,0
snR8,0,0
YNL125C,0,0
YMR048W,0,0
YNL074C,0,0
YOR339C,0,0
YNL229C,0,0
YNR006W,0,0
YMR199W,0,0
YDL205C,0,0
YCR039C,0,0
YDL222C,0,0
YER104W,0,0
YEL012W,0,0
YIR013C,0,0
YEL062W,0,0
YPR103W,0,0
RPR1,0,0
tN(GUU)K,0,0
YLR410W-B,0,0
YHR161C,0,0
YGR032W,0,0
YLR014C,0,0
YKL018W,0,0
YDR084C,0,0
YFR013W,0,0
YOR383C,0,0
YBL034C,0,0
YKR097W,0,0
YDR001C,0,0
YPR187W,0,0
YBR139W,0,0
YLR107W,0,0
YDL054C,0,0
YJR073C,0,0
YDR087C,0,0
YLR195C,0,0
YLR256W,0,0
YAR015W,0,0
YOL162W,0,0
YNL078W,0,0
YBL035C,0,0
OSR4,0,0
YGR199W,0,0
YIL160C,0,0
YOR168W,0,0
YDL120W,0,0
YJL081C,0,0
YBL024W,0,0
YMR104C,0,0
YDR004W,0,0
YOR351C,0,0
YMR143W,0,0
YPR023C,0,0
YKR069W,0,0
YDL200C,0,0
YGL067W,0,0
YKL163W,0,0
YLR448W,0,0
YFR047C,0,0
YDR221W,0,0
YEL061C,0,0
YIR023W,0,0
YOR193W,0,0
YGL073W,0,0
YDR034C-D,0,0
tK(CUU)M,0,0
YGR003W,0,0
YOR304W,0,0
YBR011C,0,0
YHR211W,0,0
YNL299W,0,0
YDL143W,0,0
YBR154C,0,0
YIL049W,0,0
YGL205W,0,0
YPR101W,0,0
YDR536W,0,0
tF(GAA)D,0,0
YIL073C,0,0
YHR064C,0,0
YOR180C,0,0
YDR103W,0,0
tA(AGC)M2,0,0
YGL191W,0,0
YOL102C,0,0
YER045C,0,0
YDL119C,0,0
YNL175C,0,0
YLR145W,0,0
YHL009C,0,0
YLR360W,0,0
YBR031W,0,0
YDL020C,0,0
YMR005W,0,0
YDR146C,0,0
YMR263W,0,0
YDL092W,0,0
YMR112C,0,0
YCL074W,0,0
YCL027W,0,0
YER052C,0,0
YGR010W,0,0
YPL082C,0,0
YBR175W,0,0
YDR309C,0,0
YLR455W,0,0
YGL099W,0,0
YBR006W,0,0
snR51,0,0
snR38,0,0
GRD18,0,0
tR(UCU)J2,0,0
tV(UAC)D,0,0
YGL127C,0,0
YML045W-A,0,0
YBR286W,0,0
YHR214C-B,0,0
tL(CAA)C,0,0
YKR093W,0,0
tM(CAU)Q1,0,0
YJR153W,0,0
YFR034C,0,0
YDR171W,0,0
YGL039W,0,0
YIL159W,0,0
YOR381W,0,0
YCR040W,0,0
YDR316W-B,0,0
YDR386W,0,0
YJL071W,0,0
YHL032C,0,0
YMR052W,0,0
snR161,0,0
YOR226C,0,0
YDL147W,0,0
YLR054C,0,0
YER061C,0,0
YLR385C,0,0
tK(UUU)G2,0,0
YHR062C,0,0
YOR033C,0,0
YOR253W,0,0
YBR208C,0,0
YMR285C,0,0
YER070W,0,0
YGL178W,0,0
tM(CAU)P,0,0
YGR077C,0,0
tA(AGC)J,0,0
YMR025W,0,0
YDR369C,0,0
YHL007C,0,0
YHR065C,0,0
YJL212C,0,0
YHR090C,0,0
YBL019W,0,0
YOR107W,0,0
YNL247W,0,0
YML014W,0,0
YOL039W,0,0
tY(GUA)M2,0,0
YJR112W,0,0
YMR251W,0,0
YMR028W,0,0
YDR180W,0,0
YHR164C,0,0
YGR245C,0,0
YMR179W,0,0
tT(AGU)N1,0,0
YDR341C,0,0
YIL118W,0,0
YBR267W,0,0
YPL005W,0,0
YMR091C,0,0
YGR124W,0,0
YLL045C,0,0
YBR136W,0,0
YIL029C,0,0
YLR329W,0,0
YKL029C,0,0
YNL025C,0,0
tE(UUC)E3,0,0
YOR025W,0,0
YPR107C,0,0
YMR021C,0,0
YGR038C-B,0,0
YNL251C,0,0
YGR020C,0,0
YLR298C,0,0
YKL001C,0,0
YCL033C,0,0
tP(UGG)O1,0,0
YJL059W,0,0
YPL213W,0,0
YGR118W,0,0
A1,0,0
YPL038W,0,0
YKR002W,0,0
YLL048C,0,0
tV(AAC)K1,0,0
YBR229C,0,0
YOR332W,0,0
YHR113W,0,0
YPL244C,0,0
YKL075C,0,0
tS(AGA)J,0,0
YNL294C,0,0
YPL174C,0,0
YLR300W,0,0
YHL015W,0,0
YPR065W,0,0
YDR170C,0,0
YPL040C,0,0
tG(GCC)C,0,0
YBR107C,0,0
YIR011C,0,0
Q0070,0,0
YPL204W,0,0
YCR014C,0,0
YBR008C,0,0
YLR185W,0,0
tT(AGU)O1,0,0
YLR027C,0,0
YPR118W,0,0
YML066C,0,0
YJL122W,0,0
YDR126W,0,0
YDR260C,0,0
YPL151C,0,0
YOL097C,0,0
YBR188C,0,0
YOR255W,0,0
YLR421C,0,0
YLR121C,0,0
tY(GUA)J2,0,0
YDL232W,0,0
YOR242C,0,0
YML005W,0,0
YOR030W,0,0
YCR037C,0,0
YPL243W,0,0
