Gene,+/-,Fold
YNR035C,1,0
YNL213C,1,0
YLL006W,1,0
YBR091C,1,0
YMR211W,1,0
YGL020C,1,0
YCR020C,1,0
YNL304W,1,0
YOR037W,1,0
YIL051C,1,0
YJR135W-A,1,0
YMR134W,1,0
YBL080C,1,0
YDL198C,1,0
YBR185C,1,0
YLL001W,1,0
YOL095C,1,0
YKL013C,1,0
YDR470C,1,0
YDR296W,1,0
YGL055W,1,0
YHR005C-A,1,0
YDR393W,1,0
YJL112W,1,0
YNL079C,1,0
YJR065C,1,0
YML123C,0,0
YJL060W,0,0
tQ(UUG)E1,0,0
YKR083C,0,0
tH(GUG)E1,0,0
YFL048C,0,0
YPR017C,0,0
YOR328W,0,0
YLR360W,0,0
YAL051W,0,0
Q0045,0,0
YBR086C,0,0
YLL003W,0,0
YCR059C,0,0
YOL052C,0,0
YDR159W,0,0
YLR215C,0,0
YOR276W,0,0
YKR024C,0,0
YML105C,0,0
YOR159C,0,0
YLR209C,0,0
YDL075W,0,0
YNL145W,0,0
YMR202W,0,0
YFL016C,0,0
YHL043W,0,0
YFL024C,0,0
YGR047C,0,0
YKR050W,0,0
YJL093C,0,0
YGR038W,0,0
YDL224C,0,0
YHR123W,0,0
YJR077C,0,0
YER013W,0,0
YML110C,0,0
YBR162W-A,0,0
YBR078W,0,0
YBL064C,0,0
YKR057W,0,0
tD(GUC)D,0,0
YNL036W,0,0
YDL065C,0,0
YBL091C,0,0
YGL198W,0,0
YOR040W,0,0
YDR098C-B,0,0
YBL072C,0,0
YKL179C,0,0
tE(UUC)E1,0,0
YNL199C,0,0
YML028W,0,0
YJR021C,0,0
YGL248W,0,0
YLR447C,0,0
YAL043C,0,0
YDR246W,0,0
YGR057C,0,0
YDL219W,0,0
YEL066W,0,0
YHR137W,0,0
YPR074C,0,0
YFR009W,0,0
YPL057C,0,0
YNL053W,0,0
YOR165W,0,0
YFL030W,0,0
YDL077C,0,0
YGL063W,0,0
YDR465C,0,0
YNR003C,0,0
snR189,0,0
YOR185C,0,0
YKL216W,0,0
YKL146W,0,0
YDL008W,0,0
snR35,0,0
YIL084C,0,0
YGL076C,0,0
YCL004W,0,0
YJL121C,0,0
YOR308C,0,0
YGL229C,0,0
YGR010W,0,0
YOR267C,0,0
YGR063C,0,0
YOR230W,0,0
tT(UGU)P,0,0
YLR004C,0,0
YMR128W,0,0
YPR036W,0,0
YFL029C,0,0
YDR497C,0,0
YDR513W,0,0
YMR133W,0,0
YLR098C,0,0
YPL174C,0,0
YNL204C,0,0
YDR216W,0,0
YPR129W,0,0
YER115C,0,0
snR42,0,0
YPL040C,0,0
YAL058W,0,0
tI(AAU)N2,0,0
YER016W,0,0
YHR036W,0,0
YGR116W,0,0
YCR053W,0,0
YIL124W,0,0
YDR210C-D,0,0
YKL059C,0,0
tK(CUU)E1,0,0
YDR019C,0,0
YLR034C,0,0
YDR101C,0,0
YBL085W,0,0
YJR074W,0,0
YOR087W,0,0
YDR386W,0,0
YPR120C,0,0
YOR340C,0,0
YMR149W,0,0
tA(AGC)K2,0,0
YHR056C,0,0
YJL205C,0,0
snR20,0,0
YBR283C,0,0
YGR274C,0,0
YBR216C,0,0
YKL008C,0,0
YJL092W,0,0
YNR051C,0,0
tL(CAA)A,0,0
YPL032C,0,0
tE(UUC)E3,0,0
YPR002W,0,0
YBR044C,0,0
YJR090C,0,0
YER095W,0,0
YDR062W,0,0
YIL042C,0,0
YPR159W,0,0
YPR112C,0,0
YLR029C,0,0
YER055C,0,0
snR41,0,0
YNL069C,0,0
tA(AGC)F,0,0
YML010W,0,0
YKL058W,0,0
YER056C,0,0
YDR512C,0,0
YPL153C,0,0
YPL212C,0,0
YLR380W,0,0
YGR244C,0,0
YGL206C,0,0
YER061C,0,0
YLL016W,0,0
YGR177C,0,0
YMR125W,0,0
YDR469W,0,0
YNL262W,0,0
YHL011C,0,0
YNR050C,0,0
YJL148W,0,0
YIL145C,0,0
YGL066W,0,0
YNR038W,0,0
YPR176C,0,0
YNL283C,0,0
YPL043W,0,0
YML065W,0,0
tA(UGC)O,0,0
YKL057C,0,0
YJR058C,0,0
YCR107W,0,0
YOR259C,0,0
YDR466W,0,0
YML097C,0,0
YDL078C,0,0
YJR097W,0,0
YFL014W,0,0
YFR036W,0,0
YBR089C-A,0,0
YDR496C,0,0
YOR123C,0,0
YDR016C,0,0
YLR321C,0,0
YML098W,0,0
YHR170W,0,0
YML008C,0,0
YDR221W,0,0
YOL078W,0,0
YMR047C,0,0
YFL002W-B,0,0
YDR473C,0,0
YEL051W,0,0
YKR001C,0,0
YOR099W,0,0
YNL085W,0,0
YER074W-A,0,0
YCR072C,0,0
YDR324C,0,0
YBR267W,0,0
YEL069C,0,0
YBL034C,0,0
YBR196C,0,0
YNL272C,0,0
YAL024C,0,0
YDR434W,0,0
YOR323C,0,0
YOR014W,0,0
YDR456W,0,0
YDR499W,0,0
YBR293W,0,0
YER178W,0,0
YOR001W,0,0
YMR113W,0,0
YPR009W,0,0
YMR091C,0,0
YGR247W,0,0
YGR027W-B,0,0
YOR204W,0,0
YHR134W,0,0
YDR259C,0,0
YFL041W,0,0
YPR028W,0,0
YDR293C,0,0
YGL187C,0,0
YOL039W,0,0
YDR028C,0,0
YKR046C,0,0
YKL159C,0,0
YJL145W,0,0
YLR093C,0,0
YDR326C,0,0
YDR009W,0,0
YHR188C,0,0
YBR152W,0,0
YDR364C,0,0
YBR160W,0,0
YIR029W,0,0
YHR066W,0,0
YNL012W,0,0
YOR256C,0,0
YLR398C,0,0
YFL049W,0,0
YGR249W,0,0
YPR110C,0,0
YML109W,0,0
YDR407C,0,0
tV(AAC)M1,0,0
R0030W,0,0
YPL151C,0,0
YLR154C,0,0
YDL047W,0,0
YJL041W,0,0
YOL148C,0,0
YLR144C,0,0
YKL054C,0,0
tY(GUA)F2,0,0
YCR035C,0,0
YGR213C,0,0
YNL061W,0,0
YMR283C,0,0
YML019W,0,0
YNL022C,0,0
YJR010C-A,0,0
YGR044C,0,0
YDL124W,0,0
YCR044C,0,0
YMR096W,0,0
YML041C,0,0
YGR189C,0,0
YCR008W,0,0
YBR254C,0,0
YGR087C,0,0
YPL255W,0,0
YDR204W,0,0
YDL128W,0,0
YDL106C,0,0
YER091C,0,0
YOR119C,0,0
snR68,0,0
YDR389W,0,0
tM(CAU)O1,0,0
YCL055W,0,0
YCR048W,0,0
YOR369C,0,0
YJL130C,0,0
YEL053C,0,0
YOR136W,0,0
YNL277W,0,0
YGL205W,0,0
YHL032C,0,0
DBF1,0,0
YKL198C,0,0
YAL042W,0,0
YER046W,0,0
YKR002W,0,0
YMR104C,0,0
YKR004C,0,0
YEL037C,0,0
YDL064W,0,0
YIL039W,0,0
YPR069C,0,0
YNL331C,0,0
YDR235W,0,0
YEL063C,0,0
YOR065W,0,0
YHR048W,0,0
YDL103C,0,0
YHR052W,0,0
YGL243W,0,0
REC1,0,0
YGR272C,0,0
YOR112W,0,0
YKL074C,0,0
YOL075C,0,0
YPL249C,0,0
YDR363W-A,0,0
YKL209C,0,0
YDL044C,0,0
YDR014W-A,0,0
YJL212C,0,0
YMR313C,0,0
YBR049C,0,0
YJR131W,0,0
YBR005W,0,0
YNL253W,0,0
snR161,0,0
YDR380W,0,0
YIL078W,0,0
YFL025C,0,0
YDR378C,0,0
YLR013W,0,0
YGR194C,0,0
YNL286W,0,0
YPL012W,0,0
YNL076W,0,0
YHR042W,0,0
YBL015W,0,0
YMR250W,0,0
YML045W-A,0,0
YHR034C,0,0
YER168C,0,0
YNL268W,0,0
YGR192C,0,0
YJR073C,0,0
tI(AAU)P2,0,0
YBL026W,0,0
MEL1,0,0
YMR163C,0,0
YLR227C,0,0
YLR207W,0,0
YBL106C,0,0
YLR157C-B,0,0
snR17a,0,0
YLR451W,0,0
YPL084W,0,0
YLR376C,0,0
YOR207C,0,0
YGL238W,0,0
YGR027C,0,0
YDR530C,0,0
YLR244C,0,0
tC(GCA)Q,0,0
YCR021C,0,0
YPR070W,0,0
YLR116W,0,0
YDR139C,0,0
YIL139C,0,0
YPL130W,0,0
YPL157W,0,0
YMR044W,0,0
YDR236C,0,0
YNL201C,0,0
YKL197C,0,0
YLL040C,0,0
YMR145C,0,0
YIL101C,0,0
YPL198W,0,0
YFL010W-A,0,0
YHR204W,0,0
YHR142W,0,0
YDR478W,0,0
tL(UAG)L1,0,0
YLR443W,0,0
YBR182C,0,0
YDR429C,0,0
YPL196W,0,0
YGR178C,0,0
YDL175C,0,0
YGL142C,0,0
YBR079C,0,0
YLR228C,0,0
YML062C,0,0
YBR215W,0,0
YDR092W,0,0
YLR035C,0,0
YOR167C,0,0
YFR045W,0,0
YNL333W,0,0
YIL020C,0,0
YCL052C,0,0
tL(CAA)M,0,0
YBR276C,0,0
YNR070W,0,0
YDL166C,0,0
snR70,0,0
YBR085W,0,0
YDR138W,0,0
YER099C,0,0
YPR086W,0,0
YOR272W,0,0
YGR260W,0,0
YHR082C,0,0
YOL091W,0,0
YLR378C,0,0
YHR102W,0,0
YGR279C,0,0
YPL008W,0,0
YLR254C,0,0
YPL135W,0,0
YLR318W,0,0
YPL110C,0,0
YBR023C,0,0
YGL256W,0,0
YDR448W,0,0
YMR218C,0,0
YER070W,0,0
YLR213C,0,0
YMR316W,0,0
YDR498C,0,0
tE(UUC)G2,0,0
YKL214C,0,0
YMR014W,0,0
YLR011W,0,0
YBR060C,0,0
YDR225W,0,0
YGL172W,0,0
YGR041W,0,0
YOR184W,0,0
YIL115C,0,0
tP(UGG)M,0,0
YLR210W,0,0
YJL035C,0,0
YLL045C,0,0
YLR300W,0,0
YLR023C,0,0
YBL033C,0,0
tN(GUU)L,0,0
YJL134W,0,0
YHR068W,0,0
YIL094C,0,0
tC(GCA)B,0,0
YJL198W,0,0
YDR400W,0,0
YML071C,0,0
YLR449W,0,0
YPL243W,0,0
YOR344C,0,0
YOR174W,0,0
SUC5,0,0
YPL007C,0,0
YJL179W,0,0
YGR124W,0,0
YLR094C,0,0
YDR464W,0,0
YLR409C,0,0
YNL006W,0,0
YMR285C,0,0
YGR229C,0,0
tM(CAU)D,0,0
YLR078C,0,0
YAR018C,0,0
YLR405W,0,0
YPL001W,0,0
YOL094C,0,0
YNR030W,0,0
tR(UCU)M2,0,0
YMR174C,0,0
YJR031C,0,0
YMR116C,0,0
tS(GCU)Q1,0,0
YER157W,0,0
YPR105C,0,0
RPR1,0,0
YDR238C,0,0
YOR368W,0,0
YER024W,0,0
YOR011W,0,0
YMR274C,0,0
YJL074C,0,0
YMR076C,0,0
YOR243C,0,0
YKR103W,0,0
YHL022C,0,0
tE(UUC)K,0,0
YDL061C,0,0
YLR172C,0,0
YLR440C,0,0
YMR100W,0,0
YLR097C,0,0
YLR340W,0,0
YPL259C,0,0
YOR229W,0,0
YNR067C,0,0
YDL033C,0,0
YDR385W,0,0
YNL103W,0,0
YPL232W,0,0
YPL235W,0,0
YJL170C,0,0
YLR095C,0,0
YKL213C,0,0
YNL151C,0,0
YPL011C,0,0
YBL101C,0,0
tF(GAA)G,0,0
snR36,0,0
YBR213W,0,0
YMR001C,0,0
YGR257C,0,0
YJR050W,0,0
YGR156W,0,0
YOL066C,0,0
YOR098C,0,0
YMR043W,0,0
YJR104C,0,0
tE(UUC)P,0,0
YKL116C,0,0
YGL033W,0,0
YNL112W,0,0
YDR399W,0,0
YIL008W,0,0
YBR076W,0,0
YIR017C,0,0
YBR286W,0,0
YDR003W,0,0
YDR147W,0,0
YDL019C,0,0
YPR185W,0,0
YOR124C,0,0
YDR131C,0,0
YOL062C,0,0
YOR255W,0,0
YHL009W-A,0,0
YOL072W,0,0
YNL021W,0,0
tL(CAA)G2,0,0
YNL223W,0,0
YER103W,0,0
YDR369C,0,0
YDR172W,0,0
YIR001C,0,0
YMR217W,0,0
YGL161C,0,0
YIR038C,0,0
YBR205W,0,0
YGR155W,0,0
tK(CUU)M,0,0
YPL192C,0,0
YDR427W,0,0
YHR092C,0,0
YGR134W,0,0
YDR487C,0,0
YHR012W,0,0
tV(AAC)H,0,0
YBR237W,0,0
YER164W,0,0
YIL030C,0,0
YPL163C,0,0
YPR200C,0,0
YER165W,0,0
YEL062W,0,0
YDL054C,0,0
YFR041C,0,0
YDL240W,0,0
YNL248C,0,0
YLR138W,0,0
YMR017W,0,0
YPL166W,0,0
YGL184C,0,0
YLR121C,0,0
YGR060W,0,0
tI(AAU)B,0,0
YBR257W,0,0
YBR083W,0,0
YOL041C,0,0
YPL075W,0,0
YLR092W,0,0
YML074C,0,0
YLR341W,0,0
YLR157C,0,0
YGR212W,0,0
YDL003W,0,0
YBR214W,0,0
YNL206C,0,0
YBR294W,0,0
YLR250W,0,0
YOR347C,0,0
YHR201C,0,0
YCL039W,0,0
YER083C,0,0
YER090W,0,0
YMR032W,0,0
YDR500C,0,0
YML126C,0,0
YOL012C,0,0
YGR109C,0,0
YGL211W,0,0
YDL197C,0,0
YPR025C,0,0
YBL036C,0,0
YNL067W,0,0
YGR271W,0,0
YOR371C,0,0
YOR122C,0,0
YOR348C,0,0
YDR007W,0,0
YHL038C,0,0
YPL116W,0,0
YJR005W,0,0
YGR003W,0,0
YLR028C,0,0
YGL189C,0,0
YCL030C,0,0
YPL052W,0,0
YLL057C,0,0
YKR090W,0,0
YDR359C,0,0
YLR015W,0,0
YDL066W,0,0
YPR145W,0,0
YIL168W,0,0
YBR299W,0,0
YMR022W,0,0
YML066C,0,0
YNL101W,0,0
YOR036W,0,0
YAR002W,0,0
YCL027W,0,0
YJL029C,0,0
YDL084W,0,0
YGL173C,0,0
YJL124C,0,0
YOL104C,0,0
YHR008C,0,0
YJL039C,0,0
YPL201C,0,0
YOR038C,0,0
YGL170C,0,0
YBR011C,0,0
OSR7,0,0
YNL239W,0,0
YOL081W,0,0
YMR061W,0,0
YGL016W,0,0
YMR154C,0,0
YLR381W,0,0
YNL078W,0,0
YJL080C,0,0
YHR014W,0,0
YBR068C,0,0
YLR433C,0,0
snR69,0,0
YPR001W,0,0
YPL187W,0,0
YBL087C,0,0
SUC7,0,0
YLL024C,0,0
YDR181C,0,0
YFR004W,0,0
YBR112C,0,0
YDR268W,0,0
YDR472W,0,0
YKL114C,0,0
tS(AGA)H,0,0
YJR070C,0,0
YFL018C,0,0
YIL056W,0,0
YNL049C,0,0
YDL227C,0,0
YDL045C,0,0
YBL097W,0,0
YGL105W,0,0
YML128C,0,0
YOR173W,0,0
YDR255C,0,0
YGR086C,0,0
YBR154C,0,0
YIL073C,0,0
YEL060C,0,0
YLR188W,0,0
YER104W,0,0
YFL004W,0,0
YER116C,0,0
YHR096C,0,0
YOR312C,0,0
YPR008W,0,0
YBL047C,0,0
YDL236W,0,0
YFR031C-A,0,0
YDL002C,0,0
YFR050C,0,0
YKR099W,0,0
YPR144C,0,0
YOR261C,0,0
YER082C,0,0
YLL036C,0,0
BST3,0,0
tR(CCU)J,0,0
YJL184W,0,0
YBR004C,0,0
YHL002W,0,0
YCL005W-A,0,0
YEL042W,0,0
YGL120C,0,0
YGR157W,0,0
YML116W,0,0
YNL163C,0,0
YGR100W,0,0
YDL126C,0,0
YHL009W-B,0,0
YPL180W,0,0
YCR073W-A,0,0
YMR121C,0,0
YCL035C,0,0
YDR065W,0,0
YMR105C,0,0
YPL274W,0,0
YKR029C,0,0
YLR411W,0,0
YNL187W,0,0
