Gene,+/-,Fold
YDR137W,1,0
YOR320C,1,0
YIL048W,1,0
YKR030W,1,0
YPR028W,1,0
YLR268W,1,0
YPL050C,1,0
YMR079W,1,0
YDL226C,1,0
YLL040C,1,0
YGR261C,1,0
YKL034W,1,0
YBL017C,1,0
YER074W-A,1,0
YGL054C,1,0
YOR357C,1,0
YJL186W,1,0
YOL107W,1,0
YDR517W,1,0
YGR209C,1,0
YLR043C,1,0
YGL005C,1,0
YMR237W,1,0
YML077W,1,0
YNL044W,1,0
YGL038C,1,0
YDR170C,1,0
YIL076W,1,0
YJL183W,1,0
YMR292W,1,0
YOR219C,1,0
YIL004C,1,0
YKR061W,1,0
YGR202C,1,0
YDL192W,1,0
YJL024C,1,0
YER039C,1,0
YDR468C,1,0
YBR205W,1,0
YDL145C,1,0
YGL198W,1,0
YBL050W,1,0
YDR245W,1,0
YGR167W,1,0
YDR141C,1,0
YJR075W,1,0
YHR181W,1,0
YBR097W,1,0
YKL063C,1,0
YDL058W,1,0
YHR098C,1,0
YAR044W,1,0
YGL210W,1,0
YDR027C,1,0
YDR503C,1,0
YKL135C,1,0
YDR520C,0,0
YIR017C,0,0
YOL041C,0,0
YAL017W,0,0
YNR073C,0,0
YLL015W,0,0
YDR191W,0,0
YDR190C,0,0
YJL003W,0,0
YBL025W,0,0
YJL162C,0,0
YJL051W,0,0
YBR035C,0,0
YNL261W,0,0
YDR287W,0,0
YLR262C-A,0,0
YMR138W,0,0
YNL164C,0,0
YNL132W,0,0
YER094C,0,0
YFR025C,0,0
YMR063W,0,0
YHR214C-B,0,0
YNL032W,0,0
YNL256W,0,0
YCL034W,0,0
YLR013W,0,0
YDL150W,0,0
YNR050C,0,0
YDL055C,0,0
YHR157W,0,0
YLR130C,0,0
YKL119C,0,0
YBR185C,0,0
YLR190W,0,0
YIL069C,0,0
YDR098C,0,0
YPL222W,0,0
YJL058C,0,0
YCR089W,0,0
YBL042C,0,0
YOL090W,0,0
YER007W,0,0
YGR030C,0,0
YGR276C,0,0
YOL009C,0,0
YMR113W,0,0
YLR029C,0,0
YBR220C,0,0
YJR064W,0,0
YPR129W,0,0
YBL101W-B,0,0
YNL153C,0,0
YGL018C,0,0
YDR194C,0,0
YOR142W-B,0,0
YFL051C,0,0
YFL042C,0,0
YOL022C,0,0
YFR040W,0,0
YJL159W,0,0
YCR016W,0,0
YPR022C,0,0
YER011W,0,0
YLR241W,0,0
YGL096W,0,0
YOL039W,0,0
YHR110W,0,0
YKL080W,0,0
YML056C,0,0
YCL064C,0,0
YNL243W,0,0
YIL026C,0,0
YPL252C,0,0
YOL111C,0,0
YCR028C,0,0
YDR453C,0,0
YKR065C,0,0
YAL001C,0,0
YDR107C,0,0
YOL068C,0,0
YLR238W,0,0
YLR369W,0,0
YHR214W,0,0
YDL185W,0,0
YCR024C-A,0,0
YGL205W,0,0
YML045W-A,0,0
YOR177C,0,0
YDR316W-B,0,0
YIL130W,0,0
YGR129W,0,0
YMR219W,0,0
YIL078W,0,0
YML052W,0,0
YLR271W,0,0
YAR020C,0,0
YNL064C,0,0
YML001W,0,0
YNL231C,0,0
YMR025W,0,0
YDR125C,0,0
YOR032W-A,0,0
YBL024W,0,0
YGL058W,0,0
YLR307W,0,0
YPL190C,0,0
YKL103C,0,0
YAL044C,0,0
YGR267C,0,0
YCR084C,0,0
YOL154W,0,0
YIR006C,0,0
YOL163W,0,0
YIL052C,0,0
YJL014W,0,0
YKR078W,0,0
YDL241W,0,0
YBR071W,0,0
YGR128C,0,0
YNL054W-B,0,0
YMR097C,0,0
YCR066W,0,0
YJR107C-A,0,0
YDR510W,0,0
YMR272C,0,0
YJR094C,0,0
YDR092W,0,0
YGL079W,0,0
YBL064C,0,0
YJL173C,0,0
YLR411W,0,0
YJR136C,0,0
YKL222C,0,0
YMR038C,0,0
YGR062C,0,0
YNL201C,0,0
YNL001W,0,0
YDR087C,0,0
YJR035W,0,0
YHR006W,0,0
YPL094C,0,0
YKL173W,0,0
YJR097W,0,0
YHR133C,0,0
YPL155C,0,0
YDR415C,0,0
YAL010C,0,0
YJR033C,0,0
YGR249W,0,0
YPR127W,0,0
YLR256W-A,0,0
YBR016W,0,0
YDL036C,0,0
YNR048W,0,0
YLR059C,0,0
YGR183C,0,0
YPL084W,0,0
YKL157W,0,0
YGR059W,0,0
YOR150W,0,0
YOR185C,0,0
YBR037C,0,0
YDR315C,0,0
YHR184W,0,0
YEL077C,0,0
YBL105C,0,0
YCL017C,0,0
YOR242C,0,0
YER059W,0,0
YFL017W-A,0,0
YOR241W,0,0
YLR234W,0,0
YML019W,0,0
YHR057C,0,0
YEL032W,0,0
YGR109W-A,0,0
YJL148W,0,0
YPL133C,0,0
YER123W,0,0
YER176W,0,0
YJL102W,0,0
YGR068C,0,0
YER092W,0,0
YNL054W,0,0
YPL256C,0,0
YPR073C,0,0
YPL047W,0,0
YIL045W,0,0
YOL078W,0,0
YOR132W,0,0
YGL251C,0,0
YLR017W,0,0
YLR383W,0,0
YML106W,0,0
YGL210W-A,0,0
YDR032C,0,0
YPL189C-A,0,0
YBL039W-B,0,0
YDR115W,0,0
YKL046C,0,0
YJL174W,0,0
YLR109W,0,0
YGR263C,0,0
