Gene,Fold
YBL005W,0
YDR196C,0
YNR015W,0
YDR463W,0
YIL177C,0
YDR456W,0
YDL138W,0
YNL112W,0
YLR201C,0
YIL155C,0
YML070W,0
YNR016C,0
YJR022W,0
YDR451C,0
YOR202W,0
YMR213W,0
YDL063C,0
YOR175C,0
YKR043C,0
YCL040W,0
YEL011W,0
YGR279C,0
YOL162W,0
YLR139C,0
YGL023C,0
YMR311C,0
YNL117W,0
YDR198C,0
YKL039W,0
YOR063W,0
YLL029W,0
YLR411W,0
YLR170C,0
YER044C-A,0
YJL170C,0
YMR309C,0
YNL010W,0
YDL045W-A,0
YJL081C,0
YLR390W-A,0
YFR051C,0
YDR238C,0
YMR026C,0
YBR204C,0
YGL059W,0
YIL004C,0
YBR016W,0
YER172C,0
YIR018W,0
YDR072C,0
YLL035W,0
YML033W,0
YBR257W,0
YPL171C,0
YPR083W,0
YMR060C,0
YMR106C,0
YBR169C,0
YJL197W,0
YIL096C,0
YHR039C-A,0
YIL064W,0
YOR232W,0
YLL014W,0
YDR080W,0
YLR386W,0
YDR294C,0
YOL083W,0
YDR285W,0
YHL024W,0
YDR385W,0
YNL148C,0
YKR034W,0
YLR093C,0
YIR004W,0
YER103W,0
YML092C,0
YHR029C,0
YGR199W,0
YGR158C,0
YGL087C,0
YLR166C,0
YFR044C,0
YML097C,0
YGL127C,0
YEL071W,0
YDL099W,0
YOL111C,0
YDL237W,0
YLR086W,0
YNL073W,0
YAL027W,0
YJR054W,0
YLR393W,0
YGL131C,0
YMR154C,0
YDL156W,0
YJL084C,0
YML049C,0
YDR243C,0
YKL067W,0
YCL017C,0
YER134C,0
YOL102C,0
YBL105C,0
YPL224C,0
YML071C,0
YLR176C,0
YPR071W,0
YML069W,0
YDR166C,0
YGL065C,0
YOL126C,0
YGR006W,0
YIL076W,0
YPR056W,0
YOR094W,0
YPL234C,0
YOR167C,0
YLL028W,0
YDR178W,0
YCL011C,0
YIR033W,0
YOR074C,0
YDR097C,0
YKL218C,0
YHR112C,0
YNL081C,0
YHR059W,0
YFL011W-A,0
YMR176W,0
YNL201C,0
YMR076C,0
YPL188W,0
YDR365W-B,0
YER072W,0
YNL200C,0
YDL204W,0
YMR260C,0
YBR048W,0
YOL005C,0
YML013W,0
YMR095C,0
YGR103W,0
YLR219W,0
YGL210W,0
YOL038W,0
YGR213C,0
YJR126C,0
YHR214C-B,0
YGL094C,0
YGR005C,0
YIR038C,0
YJL186W,0
YGL237C,0
YOR375C,0
YCR106W,0
YOR204W,0
YJL033W,0
YDR211W,0
YNL149C,0
YKR083C,0
YDR142C,0
YPR149W,0
YDL148C,0
YGR081C,0
YOR258W,0
YML005W,0
YGR165W,0
YGL002W,0
YPR058W,0
YFL042C,0
YKL018W,0
YBR260C,0
YDR459C,0
YPL113C,0
YDR533C,0
YIL062C,0
YPL274W,0
YDR302W,0
YAR042W,0
YOL127W,0
YLL012W,0
YPR010C,0
YKL056C,0
YCL035C,0
YKL185W,0
YLR204W,0
YBR038W,0
YPR166C,0
YGL244W,0
YBR020W,0
YGL187C,0
YML029W,0
YHR065C,0
YKL184W,0
YML133C,0
YGL038C,0
YOR391C,0
YDL232W,0
YDR389W,0
YNR067C,0
YBL099W,0
YMR237W,0
YKL156W,0
YPL140C,0
YPR156C,0
YGL197W,0
YKL146W,0
YPR133C,0
YDR126W,0
YLR187W,0
YPL153C,0
YKL138C-A,0
YLR039C,0
YDR088C,0
YPL038W,0
YPR046W,0
YDL076C,0
YOR100C,0
YJR066W,0
YJL073W,0
YNL175C,0
YDR383C,0
YPL101W,0
YOL086W-A,0
YNL069C,0
YPL221W,0
YDL178W,0
YMR042W,0
YJL059W,0
YGR007W,0
YDL043C,0
YJR120W,0
YBR083W,0
YIL079C,0
YPR175W,0
YCR031C,0
YJL163C,0
YER019W,0
YDR297W,0
YPL132W,0
YHR141C,0
YKL027W,0
YKL186C,0
YDR339C,0
YBL039W-A,0
YHR126C,0
YOL043C,0
YGL206C,0
YGR255C,0
YOR386W,0
YKL175W,0
YKL112W,0
YLR276C,0
YNL101W,0
YGL096W,0
YMR223W,0
YML039W,0
YLR376C,0
YKR098C,0
YLR312C-B,0
YCR077C,0
YHL007C,0
YDL207W,0
YKR049C,0
YNL090W,0
YBR223C,0
YER176W,0
YHR014W,0
YGR004W,0
YNL307C,0
YBR096W,0
YGR047C,0
YPR158W-B,0
YGR152C,0
YGR205W,0
YNL206C,0
YML059C,0
YER069W,0
YLR074C,0
YHR052W,0
YOL157C,0
YMR226C,0
YIR019C,0
YCL025C,0
YOR378W,0
YNL301C,0
YGR124W,0
YOR042W,0
YKL045W,0
YBL042C,0
YJL050W,0
YDL142C,0
YNL225C,0
YER032W,0
YOL112W,0
YGL028C,0
YPL011C,0
YDR504C,0
YIL053W,0
YLR396C,0
YMR232W,0
YGR128C,0
YGR084C,0
YNR046W,0
YER148W,0
YPL036W,0
YOR171C,0
YHR073W,0
YKL071W,0
YFR018C,0
YPL031C,0
YML009C,0
YGR113W,0
YDR228C,0
YMR163C,0
YLR157C-B,0
YBR273C,0
YJL187C,0
YBR296C,0
YKL167C,0
YER169W,0
YDR507C,0
YKR095W-A,0
YGL203C,0
YHR063C,0
YOR260W,0
YMR292W,0
YKR001C,0
YOR292C,0
YER026C,0
YGR109W-B,0
YDR430C,0
YMR215W,0
YGL156W,0
YER140W,0
YDL061C,0
YCR020W-B,0
YKL051W,0
YDR270W,0
YDL102W,0
YMR020W,0
YJR070C,0
YLR381W,0
YOL110W,0
YLR019W,0
YDR447C,0
YJR109C,0
YLR172C,0
YLR347C,0
YBR121C,0
YPL048W,0
YAR008W,0
YLR134W,0
YJL035C,0
YPR132W,0
YOR162C,0
YDL022W,0
YNR063W,0
YIR009W,0
YPL146C,0
YDL161W,0
YOR341W,0
YCL019W,0
YPL271W,0
YER190W,0
YGR063C,0
YIR036C,0
YER138C,0
YDR219C,0
YHR152W,0
YBL024W,0
YMR041C,0
YJR155W,0
YMR259C,0
YER125W,0
YGR142W,0
YKL181W,0
YIL133C,0
YMR174C,0
YPL079W,0
YMR158W,0
YCR084C,0
YOR343W-B,0
YDR316W,0
YGL139W,0
YFL036W,0
YPL265W,0
YML132W,0
YCR053W,0
YGR198W,0
YKL081W,0
YDR496C,0
YER159C,0
YBR019C,0
YBR013C,0
YLR016C,0
YNL232W,0
YDL049C,0
YLR268W,0
YOR028C,0
YPR057W,0
YPL123C,0
YDR245W,0
YDR087C,0
YKL006C-A,0
YBR210W,0
YOL090W,0
YIL068C,0
YOR283W,0
YDR517W,0
YGL126W,0
YJL146W,0
YMR293C,0
YLR133W,0
YGR140W,0
YOR281C,0
YBL074C,0
YBR161W,0
YLR288C,0
YDL159W,0
YDR141C,0
YDR349C,0
YHR191C,0
YJR049C,0
YOL003C,0
YIL140W,0
YFR037C,0
YGL071W,0
YBR187W,0
YLR038C,0
YHR042W,0
YPR105C,0
YGR138C,0
YCL012W,0
YJL193W,0
YJL091C,0
YLR099C,0
YLR409C,0
YBL078C,0
YBR008C,0
YHR133C,0
YFL034C-A,0
YPL100W,0
YDR222W,0
YPL126W,0
YCR018C,0
YOR210W,0
YNL128W,0
YKR060W,0
YNL062C,0
YNL304W,0
YGL143C,0
YBR069C,0
YLL066C,0
YBL061C,0
YKL087C,0
YDL046W,0
YPL204W,0
YNR049C,0
YER064C,0
YGR247W,0
YJL177W,0
YLR401C,0
YDR316W-B,0
YPR082C,0
YIL069C,0
YLR043C,0
YBL046W,0
YML130C,0
YMR307W,0
YHR056C,0
YEL031W,0
YFL034W,0
YNR062C,0
YNL322C,0
YIL171W,0
YDR512C,0
YLL061W,0
YPL138C,0
YDR424C,0
YKR063C,0
YNL006W,0
YOR247W,0
YBR114W,0
YLR098C,0
YDR325W,0
YMR220W,0
YPL189W,0
YOR142W,0
YAL048C,0
YJR065C,0
YOL092W,0
YKL078W,0
YCR008W,0
YOR348C,0
YMR280C,0
YML060W,0
YNR075W,0
YJL001W,0
YLR414C,0
YGR197C,0
YGL062W,0
YML116W,0
YKL114C,0
YJL047C,0
YPR139C,0
YGR009C,0
YFR032C-A,0
YOR396W,0
YPL023C,0
YER179W,0
YOR081C,0
YDR365C,0
YLR029C,0
YDR253C,0
YIL052C,0
YPL045W,0
YKL195W,0
YLR034C,0
YDL111C,0
YPL122C,0
YNL231C,0
YAR019C,0
YLR063W,0
YPL244C,0
YPL128C,0
YOR310C,0
YOR384W,0
YPL191C,0
YER100W,0
YOR275C,0
YOL023W,0
YER173W,0
YDL031W,0
YGL012W,0
YLR319C,0
YMR114C,0
YOR335C,0
YMR188C,0
YDR240C,0
YOL101C,0
YMR014W,0
YOL040C,0
YLR372W,0
YNL088W,0
YDR050C,0
YDR322C-A,0
YOL141W,0
YOR095C,0
YKL192C,0
YPL176C,0
YLR406C,0
YDL081C,0
YKR009C,0
YMR123W,0
YDR003W,0
YLR457C,0
YNL111C,0
YJL134W,0
YLR186W,0
YDR052C,0
YDR140W,0
YGL021W,0
YPR113W,0
YBR125C,0
YHR111W,0
YLR459W,0
YNR022C,0
YPR089W,0
YAL056W,0
YLL026W,0
YOL066C,0
YOR294W,0
YDR160W,0
YLR005W,0
YGL166W,0
YNL220W,0
YHL037C,0
YKR088C,0
YNL107W,0
YOR020C,0
YAR071W,0
YCR030C,0
YOL146W,0
YBL079W,0
YNL267W,0
YKR003W,0
YDR324C,0
YPL228W,0
YLR182W,0
YGL076C,0
YAL061W,0
YGR296W,0
YBR009C,0
YNL038W,0
YAL035W,0
YDR129C,0
YKR037C,0
YNR047W,0
YJR046W,0
YBR006W,0
YBR012W-B,0
