Gene,+/-,Fold
YGL095C,1,0
YDR363W-A,1,0
YPR095C,1,0
YFL005W,1,0
YIL118W,1,0
YFL039C,1,0
YDR323C,1,0
YML099C,1,0
YNL243W,1,0
YOR237W,1,0
YDL019C,1,0
YKL129C,1,0
YKL117W,0,0
YOR005C,0,0
YLR084C,0,0
YHL032C,0,0
YPL273W,0,0
YER157W,0,0
YKR050W,0,0
YML110C,0,0
YOR016C,0,0
YOR378W,0,0
YPL112C,0,0
YGR235C,0,0
YDL021W,0,0
YDR178W,0,0
YML051W,0,0
YKR007W,0,0
YDR459C,0,0
YPR045C,0,0
YGL156W,0,0
YDR468C,0,0
YCR066W,0,0
YFL014W,0,0
YOR069W,0,0
YDR313C,0,0
YHR128W,0,0
YBR035C,0,0
YBR085W,0,0
YKL033W,0,0
YER014C-A,0,0
YDR014W,0,0
YNL147W,0,0
YJL069C,0,0
YBL039W-B,0,0
YOR358W,0,0
YJR131W,0,0
YPL256C,0,0
YNL029C,0,0
YLL003W,0,0
YGL047W,0,0
YOR357C,0,0
YGL035C,0,0
YLL038C,0,0
YLR196W,0,0
YOL049W,0,0
YDR219C,0,0
YMR195W,0,0
YER021W,0,0
YPL082C,0,0
YPL231W,0,0
YIL034C,0,0
YJL072C,0,0
YPL178W,0,0
YDR501W,0,0
YGR230W,0,0
YPL057C,0,0
YIL101C,0,0
YPR201W,0,0
YHL020C,0,0
YJR031C,0,0
YGL110C,0,0
YGR058W,0,0
YKL089W,0,0
YIL044C,0,0
YDL027C,0,0
YPR196W,0,0
YGR260W,0,0
YGR271W,0,0
YKL135C,0,0
YAL014C,0,0
YPL063W,0,0
YDL230W,0,0
YGR005C,0,0
YLL036C,0,0
YLR052W,0,0
YOR021C,0,0
YDR041W,0,0
YER045C,0,0
YHL037C,0,0
YLR192C,0,0
YOL062C,0,0
YJL187C,0,0
YER146W,0,0
YDL245C,0,0
YDR248C,0,0
YGR096W,0,0
YOR130C,0,0
YGL077C,0,0
YJL066C,0,0
YMR296C,0,0
YNL187W,0,0
YAL051W,0,0
YNL177C,0,0
YDR049W,0,0
YPL043W,0,0
YDR304C,0,0
YBR028C,0,0
YOL082W,0,0
YBR118W,0,0
YAL007C,0,0
YBR146W,0,0
YDL130W-A,0,0
YMR096W,0,0
YML019W,0,0
YHR040W,0,0
YER139C,0,0
YDR485C,0,0
YLR187W,0,0
YKL205W,0,0
YGR056W,0,0
YML124C,0,0
YPL088W,0,0
YPR005C,0,0
YPR031W,0,0
YDR288W,0,0
YMR189W,0,0
