Gene,+/-,Fold
YDL047W,1,0
YER062C,1,0
YHR044C,1,0
YLR019W,1,0
YLR433C,1,0
YOL065C,1,0
YBR126C,1,0
YDL236W,1,0
YBR022W,1,0
YLR345W,1,0
YMR261C,1,0
YGR203W,1,0
YLL010C,1,0
YJR110W,1,0
YNR032W,1,0
YOR208W,1,0
YPL228W,1,0
YER133W,1,0
YLR410W,1,0
YGL229C,1,0
YHR043C,1,0
YJL134W,1,0
YBR093C,1,0
YBL056W,1,0
YKL180W,0,0
YNL125C,0,0
YPR181C,0,0
YKL065C,0,0
YCR039C,0,0
YNL081C,0,0
YER149C,0,0
YDR197W,0,0
YJR060W,0,0
YPL092W,0,0
YLR237W,0,0
YFR041C,0,0
YPL279C,0,0
YGL161C,0,0
YFL034C-B,0,0
YMR257C,0,0
YCR101C,0,0
YAR010C,0,0
YBR231C,0,0
YOL068C,0,0
YNL196C,0,0
YMR145C,0,0
YOR060C,0,0
YIL027C,0,0
YOR147W,0,0
YPL230W,0,0
YJR107C-A,0,0
YBR030W,0,0
YHR214W,0,0
YBL011W,0,0
YBL063W,0,0
YGR084C,0,0
YJL186W,0,0
YER044C-A,0,0
YHR115C,0,0
YKL216W,0,0
YBL008W,0,0
YML055W,0,0
YLL024C,0,0
YDR253C,0,0
YDL160C,0,0
YDL201W,0,0
YBL002W,0,0
YBR131W,0,0
YPR144C,0,0
YGL077C,0,0
YIL167W,0,0
YGR161C-C,0,0
YGL178W,0,0
YLL056C,0,0
YGR198W,0,0
YNL335W,0,0
YFL017W-A,0,0
YDR086C,0,0
YMR179W,0,0
YBR166C,0,0
YGR099W,0,0
YJL109C,0,0
YNL001W,0,0
YNL160W,0,0
YMR122W-A,0,0
YFR002W,0,0
YDL106C,0,0
YJR077C,0,0
YMR001C,0,0
YMR135C,0,0
YOR240W,0,0
YPL047W,0,0
YGR169C,0,0
YMR048W,0,0
YML018C,0,0
YNL155W,0,0
YML011C,0,0
YMR160W,0,0
YMR316C-A,0,0
YDR098C-B,0,0
YMR229C,0,0
YNL328C,0,0
YHR012W,0,0
YNL214W,0,0
YGR009C,0,0
YBR111C,0,0
YDR039C,0,0
YKL133C,0,0
YNL271C,0,0
YDR528W,0,0
YOR349W,0,0
YIL078W,0,0
YER183C,0,0
YPR149W,0,0
YNL130C,0,0
YLL054C,0,0
YNL122C,0,0
YDL139C,0,0
YML028W,0,0
YMR211W,0,0
YIL020C,0,0
YJL198W,0,0
YOR374W,0,0
YDL225W,0,0
YPR145W,0,0
YGL037C,0,0
YCR053W,0,0
YDL125C,0,0
YEL005C,0,0
YJR104C,0,0
YDR316W,0,0
YHR005C-A,0,0
YNR059W,0,0
YFL043C,0,0
YML034W,0,0
YPR034W,0,0
YOR295W,0,0
YDR308C,0,0
YBL016W,0,0
YOR207C,0,0
YOR148C,0,0
YFL053W,0,0
YDR459C,0,0
YIL085C,0,0
YGR199W,0,0
YGL156W,0,0
YBR267W,0,0
YOL006C,0,0
YHR020W,0,0
YBL015W,0,0
YOR285W,0,0
YPR183W,0,0
YML051W,0,0
YPL060W,0,0
YBR269C,0,0
YOR022C,0,0
YGR195W,0,0
YOR009W,0,0
YHL032C,0,0
YJL029C,0,0
YHR032W,0,0
YMR170C,0,0
YMR310C,0,0
YBR171W,0,0
YML124C,0,0
YLR075W,0,0
YOL155C,0,0
YMR230W,0,0
YPL243W,0,0
YNL051W,0,0
YPR107C,0,0
YOR362C,0,0
YKL067W,0,0
YNL147W,0,0
YAR035W,0,0
YPR042C,0,0
YLR015W,0,0
YMR096W,0,0
YGR085C,0,0
YPR137W,0,0
YPL194W,0,0
YNL232W,0,0
YOR006C,0,0
YLL014W,0,0
YFR049W,0,0
YGR074W,0,0
YBR107C,0,0
YLR249W,0,0
YJL125C,0,0
YHR155W,0,0
YDR542W,0,0
YOR142W-A,0,0
YJL177W,0,0
YER003C,0,0
YLR305C,0,0
YKR039W,0,0
YHL048W,0,0
YKL138C-A,0,0
YAR028W,0,0
YOR046C,0,0
YKL125W,0,0
YGR263C,0,0
YLR288C,0,0
YLR409C,0,0
YGL076C,0,0
YDL035C,0,0
YNL339C,0,0
YGL111W,0,0
YCR027C,0,0
YHL015W,0,0
YLR287C,0,0
YDR356W,0,0
YNL225C,0,0
YDR309C,0,0
YEL059C-A,0,0
YOL019W,0,0
YML102W,0,0
YCR102C,0,0
YLR284C,0,0
YCR057C,0,0
YJL101C,0,0
YPL244C,0,0
YOL049W,0,0
YHR073W,0,0
YOL042W,0,0
YJL019W,0,0
YNL246W,0,0
YOR380W,0,0
YBR085W,0,0
YPL202C,0,0
YNR028W,0,0
YIL048W,0,0
YBR037C,0,0
YBR240C,0,0
YHR021C,0,0
YIR031C,0,0
YCL045C,0,0
YJR078W,0,0
YER156C,0,0
YDL200C,0,0
YDR212W,0,0
YOL095C,0,0
YDR530C,0,0
YLL015W,0,0
YLR442C,0,0
YNR004W,0,0
YGR169C-C,0,0
YDL130W-A,0,0
YDR185C,0,0
YOR241W,0,0
YJR017C,0,0
YDR165W,0,0
YOR324C,0,0
YPR045C,0,0
YMR177W,0,0
YDR452W,0,0
YCR060W,0,0
YKR096W,0,0
YPR166C,0,0
YMR040W,0,0
YJL206C,0,0
YOL038W,0,0
YPL283C,0,0
YKR086W,0,0
YDR164C,0,0
YLR324W,0,0
YHR170W,0,0
YMR290C,0,0
YPR108W,0,0
YKR083C,0,0
YPR191W,0,0
YLR443W,0,0
YHR210C,0,0
YDR397C,0,0
YDR494W,0,0
YIL005W,0,0
YDR375C,0,0
YBR033W,0,0
YFL045C,0,0
YER071C,0,0
YMR129W,0,0
YPR154W,0,0
YGR287C,0,0
YKL210W,0,0
YMR032W,0,0
YBR263W,0,0
YBR028C,0,0
YEL068C,0,0
YIL004C,0,0
YBR086C,0,0
YEL054C,0,0
YDL074C,0,0
YPL216W,0,0
YKL211C,0,0
YIR041W,0,0
YNR041C,0,0
YLR195C,0,0
YNL255C,0,0
YAL046C,0,0
YGL078C,0,0
YMR148W,0,0
YBL069W,0,0
YDR389W,0,0
YPL151C,0,0
YDL128W,0,0
YOR306C,0,0
YPL143W,0,0
YPR071W,0,0
YGL222C,0,0
YHR036W,0,0
YDL043C,0,0
YPL159C,0,0
YDL015C,0,0
YGR233C,0,0
YOR232W,0,0
YDL135C,0,0
YDR468C,0,0
YNL311C,0,0
YER025W,0,0
YDR403W,0,0
YJL140W,0,0
YDR222W,0,0
YML010W,0,0
YER088C,0,0
YDR204W,0,0
YLR390W,0,0
YEL001C,0,0
YBR182C,0,0
YOR140W,0,0
YGL215W,0,0
YLR216C,0,0
YOR355W,0,0
YLR138W,0,0
YCR036W,0,0
YDR511W,0,0
YLR272C,0,0
YCR070W,0,0
YDR231C,0,0
YHR122W,0,0
YBR081C,0,0
YLR157C-B,0,0
YGR093W,0,0
YCR031C,0,0
YMR203W,0,0
YKL001C,0,0
YCR010C,0,0
YLR408C,0,0
YIL111W,0,0
YLL052C,0,0
YMR127C,0,0
YGL179C,0,0
YGR075C,0,0
YIL096C,0,0
YMR005W,0,0
YLR211C,0,0
YGL220W,0,0
YLR423C,0,0
YLR258W,0,0
YBR295W,0,0
YJL082W,0,0
YKR031C,0,0
YFR033C,0,0
YAL026C,0,0
YDR113C,0,0
YJR047C,0,0
YBL095W,0,0
YBR262C,0,0
YOR137C,0,0
YLR061W,0,0
YPL078C,0,0
YLL009C,0,0
YML001W,0,0
YOR051C,0,0
YNL085W,0,0
YIR008C,0,0
YPL072W,0,0
YLR292C,0,0
YMR213W,0,0
YDL145C,0,0
YLR209C,0,0
YBR026C,0,0
YDR435C,0,0
YBR248C,0,0
YOR048C,0,0
YDR100W,0,0
YMR140W,0,0
YBR294W,0,0
YER048C,0,0
YKL132C,0,0
YML128C,0,0
YJL216C,0,0
YOR334W,0,0
YJL026W,0,0
YJR127C,0,0
YDR532C,0,0
YMR081C,0,0
YDR148C,0,0
YNL178W,0,0
YBR120C,0,0
YMR042W,0,0
YLR403W,0,0
YJR103W,0,0
YPR124W,0,0
YPR171W,0,0
YMR232W,0,0
YPL128C,0,0
YDR479C,0,0
YPL280W,0,0
YFL027C,0,0
YIL124W,0,0
YDR233C,0,0
YDR118W,0,0
YLR172C,0,0
YDR428C,0,0
YHR077C,0,0
YJL046W,0,0
YMR166C,0,0
YLR117C,0,0
YDR303C,0,0
YDR510W,0,0
YLR244C,0,0
YJL085W,0,0
YDR484W,0,0
YEL056W,0,0
YBR195C,0,0
YML024W,0,0
YGL030W,0,0
YLR430W,0,0
YHR144C,0,0
YBR136W,0,0
YLL034C,0,0
YIR009W,0,0
YOR035C,0,0
YDR437W,0,0
YGL142C,0,0
YLR310C,0,0
YPL208W,0,0
YCR063W,0,0
YLR185W,0,0
YJL048C,0,0
YAR033W,0,0
YLR127C,0,0
YGR016W,0,0
YDR337W,0,0
YPL090C,0,0
YDR382W,0,0
YDR071C,0,0
YDR420W,0,0
YGR052W,0,0
YER020W,0,0
YIL040W,0,0
YJR040W,0,0
YGL240W,0,0
YER111C,0,0
YER052C,0,0
YLR356W,0,0
YHR059W,0,0
YNR032C-A,0,0
YOR083W,0,0
YER035W,0,0
YJL090C,0,0
YIL105C,0,0
YBL032W,0,0
YDR122W,0,0
YPL106C,0,0
YLR132C,0,0
YLR044C,0,0
YHR132W-A,0,0
YGL258W,0,0
YBR296C-A,0,0
YHR158C,0,0
YLR228C,0,0
YDL017W,0,0
YHR016C,0,0
YGR135W,0,0
YLR262C-A,0,0
YER053C,0,0
YKL110C,0,0
YMR024W,0,0
YLR040C,0,0
YPR069C,0,0
YBL031W,0,0
YIL008W,0,0
YER159C-A,0,0
YOL136C,0,0
YDR347W,0,0
YOL058W,0,0
YOR020C,0,0
YBR196C-A,0,0
YPL020C,0,0
YIL150C,0,0
YDR325W,0,0
YIL121W,0,0
YPL161C,0,0
YPL083C,0,0
YGR229C,0,0
YDR418W,0,0
YNL281W,0,0
YDL091C,0,0
YNR039C,0,0
YJR002W,0,0
YBR048W,0,0
YLR071C,0,0
YLR085C,0,0
YJR091C,0,0
YLR274W,0,0
YER143W,0,0
YDL110C,0,0
YOL103W-A,0,0
YOR332W,0,0
YDR312W,0,0
YLR431C,0,0
YPR114W,0,0
YOR327C,0,0
YOL030W,0,0
YLR448W,0,0
YPR158W-B,0,0
YKR013W,0,0
YDR272W,0,0
YNL083W,0,0
YCL027W,0,0
YDR411C,0,0
YKL090W,0,0
YDR412W,0,0
YER090W,0,0
YBR265W,0,0
YNL318C,0,0
YNL172W,0,0
YDR090C,0,0
YOR115C,0,0
YMR219W,0,0
YKL138C,0,0
YKL100C,0,0
YNL024C-A,0,0
YGL043W,0,0
YCR024C-A,0,0
YPR120C,0,0
YML075C,0,0
YIL112W,0,0
YMR168C,0,0
YLR188W,0,0
YGR119C,0,0
YKR075C,0,0
YJR113C,0,0
YPL163C,0,0
YEL072W,0,0
YDR252W,0,0
YPL096C-A,0,0
