GO Term,AUC,Average Precision
GO:0000054,0.758413502715225,0.19419192878181854
GO:0000278,0.6468349101136078,0.142529378763654
GO:0000747,0.5084497271547285,0.09851695187254386
GO:0000902,0.5765227270275143,0.11888948611847379
GO:0000910,0.5875812724913915,0.11939911437847398
GO:0001403,0.5811690265825337,0.11597086132912808
GO:0003700,0.48914790937470654,0.09379261710494757
GO:0004518,0.7670224540021524,0.18879268163036217
GO:0005085,0.6668754921490614,0.14945908623504625
GO:0006260,0.6749944553648715,0.16241060113568198
GO:0006281,0.6259362721573244,0.13063456704196605
GO:0006310,0.6086265459765616,0.12214484322274273
GO:0006325,0.6910644556654892,0.16070315636897628
GO:0006352,0.6768133746738129,0.1518428612286994
GO:0006353,0.6291441990539046,0.13038066345633884
GO:0006360,0.6674303015576901,0.1685608302169677
GO:0006364,0.8882792702399893,0.2799553998072039
GO:0006366,0.6385233632986836,0.14556438255987383
GO:0006383,0.6694286489522507,0.15618098102424335
GO:0006397,0.6661565445232819,0.1438683300804008
GO:0006401,0.6030290007944303,0.1346288170787421
GO:0006413,0.6157319288595214,0.14230702355547734
GO:0006414,0.6401010103841227,0.17220450605858456
GO:0006418,0.46264481880375513,0.09435524535385562
GO:0006457,0.4498737269761464,0.09642482260614633
GO:0006468,0.5619313626458593,0.11048145301843232
GO:0006470,0.5351082263849031,0.11523176264904794
GO:0006486,0.6796794551604809,0.15945599733293056
GO:0006497,0.5478630277227907,0.11490768285233088
GO:0006605,0.5527228189807555,0.11105868358706886
GO:0006629,0.48048154578163205,0.09221618624234741
GO:0006766,0.3877170908389274,0.09110529400340535
GO:0006811,0.4545240005315705,0.09215845723382451
GO:0006865,0.44668763945020523,0.09098731692252274
GO:0006869,0.5189870818562968,0.09999751001673639
GO:0006873,0.5579039094561224,0.11086174146695571
GO:0006887,0.6524367474845131,0.14158603214928792
GO:0006897,0.6203551825642988,0.1378333703563972
GO:0006970,0.5075279094023228,0.09629169817065651
GO:0006979,0.41922881861137945,0.09094215177947824
GO:0006997,0.6867140488902288,0.1610196380765288
GO:0007005,0.6025837277222996,0.12788054128194398
GO:0007010,0.638667544758085,0.13510290375487372
GO:0007031,0.5841489987167232,0.11248190096330957
GO:0007033,0.6613649997918718,0.14629824389517307
GO:0007059,0.6662503625607986,0.1420210217115554
GO:0007114,0.6385016369364563,0.13767630674283612
GO:0007124,0.5247492730561115,0.10237189681963488
GO:0008033,0.613608316094034,0.13316748733791223
GO:0008135,0.659678187971588,0.18443239770646908
GO:0008213,0.6910688914695298,0.16242163347507144
GO:0008380,0.6481701824297303,0.13751615591076288
GO:0008643,0.39996222298400913,0.09170197467130592
GO:0009408,0.5303978663913551,0.1058693701506177
GO:0009451,0.7189433623425007,0.20193359823050824
GO:0010324,0.6172304547794312,0.13482738936150615
GO:0015931,0.6093384540667758,0.13147738428617065
GO:0016050,0.5954169832970485,0.1211712060716855
GO:0016197,0.635867364874623,0.1337195726212584
GO:0016570,0.6367290006421443,0.1381518429307775
GO:0018193,0.56550738931301,0.12486255701695113
GO:0032196,0.9050776362154654,0.2641903448788957
GO:0032200,0.5245934550434732,0.09925867826694793
GO:0032787,0.44687063640852415,0.09334418759156357
GO:0042221,0.5789515458734558,0.1196936368894848
GO:0042255,0.837341736120136,0.25834894217516546
GO:0042273,0.9122044560497479,0.28769099244543095
GO:0042274,0.5790025259135291,0.11343074684228861
GO:0042594,0.4768418959458863,0.0978880014512446
GO:0043543,0.544244090673355,0.11038946612517941
GO:0045333,0.6283663637503579,0.14723550536483526
GO:0048193,0.6744565458910603,0.15563921612162482
GO:0048284,0.6325706123039772,0.13685943506238782
GO:0048308,0.6223287030937057,0.13131806400913165
GO:0051049,0.4869099222446159,0.10164447490013007
GO:0051052,0.6524039851315118,0.14755037362441356
GO:0051321,0.585482909223795,0.12098434682596813
GO:0051603,0.643978363640236,0.149087131106718
GO:0051726,0.6079641813912048,0.12352483772215518
