Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YMR267W,-1,-/-,-401.2682281732559,-16853.830494642258,106,0.0,0.0,0.0002828854314002829
YBL099W,-1,-/-,-420.7206642627716,-16805.42782330513,106,0.0,0.0,0.0005657708628005657
YDR322C-A,-1,-/+,-423.79159808158875,-17918.208301961422,106,0.0,0.0,0.0008486562942008486
YLL001W,1,+/+,-429.2446985244751,-17379.157264471054,105,0.25,0.009433962264150943,0.0008486562942008486
YOR045W,-1,-/+,-432.3899394273758,-17746.48335003853,106,0.2,0.009433962264150943,0.0011315417256011315
YPL154C,-1,-/-,-432.8836039304733,-17380.658581018448,106,0.16666666666666666,0.009433962264150943,0.0014144271570014145
YML025C,-1,-/-,-433.5291769504547,-17777.055200338364,106,0.14285714285714285,0.009433962264150943,0.0016973125884016972
YMR150C,-1,-/+,-433.9855123758316,-17739.80732500553,106,0.125,0.009433962264150943,0.0019801980198019802
YGL068W,-1,-/-,-435.76474940776825,-17674.45347714424,106,0.1111111111111111,0.009433962264150943,0.002263083451202263
YHR116W,-1,-/+,-436.0178105831146,-17832.650960206985,106,0.1,0.009433962264150943,0.002545968882602546
YNL055C,1,+/+,-436.46222710609436,-17186.058389902115,105,0.18181818181818182,0.018867924528301886,0.002545968882602546
YIL070C,-1,-/-,-436.52884328365326,-17772.42160153389,106,0.16666666666666666,0.018867924528301886,0.002828854314002829
YIL098C,-1,-/+,-436.6235809326172,-18045.126087784767,106,0.15384615384615385,0.018867924528301886,0.0031117397454031117
YDR435C,-1,-/-,-437.0500383377075,-18338.08944606781,106,0.14285714285714285,0.018867924528301886,0.0033946251768033945
YLR109W,-1,-/-,-437.83629417419434,-17387.736240386963,106,0.13333333333333333,0.018867924528301886,0.0036775106082036777
YJR135W-A,1,+/+,-438.4300706386566,-17958.577646255493,105,0.1875,0.02830188679245283,0.0036775106082036777
YPL078C,-1,-/-,-438.8909590244293,-17778.158923625946,106,0.17647058823529413,0.02830188679245283,0.0039603960396039604
YGL191W,-1,-/+,-439.20089983940125,-17559.586952209473,106,0.16666666666666666,0.02830188679245283,0.004243281471004243
YPL218W,-1,-/+,-439.53390741348267,-17030.404049634933,106,0.15789473684210525,0.02830188679245283,0.004526166902404526
YJL063C,1,+/-,-439.9075241088867,-17886.586391210556,105,0.2,0.03773584905660377,0.004526166902404526
YML028W,-1,-/-,-440.55322432518005,-17260.0782558918,106,0.19047619047619047,0.03773584905660377,0.004809052333804809
YDL137W,-1,-/0,-440.67384672164917,-17110.988080859184,106,0.18181818181818182,0.03773584905660377,0.005091937765205092
YKL016C,-1,-/-,-441.6608099937439,-17743.45668053627,106,0.17391304347826086,0.03773584905660377,0.005374823196605375
YDR377W,-1,-/-,-441.7137326002121,-18479.998118400574,106,0.16666666666666666,0.03773584905660377,0.005657708628005658
YHR008C,-1,-/-,-441.77801847457886,-18078.85503435135,106,0.16,0.03773584905660377,0.005940594059405941
YPL059W,-1,-/-,-441.9994213581085,-17239.945283412933,106,0.15384615384615385,0.03773584905660377,0.006223479490806223
YGR044C,-1,-/-,-442.1041874885559,-17300.72559916973,106,0.14814814814814814,0.03773584905660377,0.006506364922206506
YDR296W,1,+/+,-442.3228476047516,-17859.586252450943,105,0.17857142857142858,0.04716981132075472,0.006506364922206506
YOR187W,-1,-/-,-442.7240500450134,-18005.069811701775,106,0.1724137931034483,0.04716981132075472,0.006789250353606789
YGR231C,-1,-/+,-442.98529291152954,-17631.16698408127,106,0.16666666666666666,0.04716981132075472,0.007072135785007072
YCR003W,0,0/-,-443.5518846511841,-29592.515205144882,106,0.16666666666666666,0.04716981132075472,0.007072135785007072
YGR037C,-1,-/-,-443.7071647644043,-17407.010628700256,106,0.16129032258064516,0.04716981132075472,0.007355021216407355
YAL016W,-1,-/-,-444.1124074459076,-17091.266170024872,106,0.15625,0.04716981132075472,0.007637906647807638
YDR298C,-1,-/-,-444.5272489786148,-18215.194874048233,106,0.15151515151515152,0.04716981132075472,0.007920792079207921
YNL177C,-1,-/-,-444.71101808547974,-17344.126001119614,106,0.14705882352941177,0.04716981132075472,0.008203677510608205
YMR157C,0,0/0,-444.9964692592621,-29526.347234725952,106,0.14705882352941177,0.04716981132075472,0.008203677510608205
YPL098C,1,+/+,-445.3869695663452,-17810.470088481903,105,0.17142857142857143,0.05660377358490566,0.008203677510608205
YDR079W,-1,-/+,-445.58139514923096,-17618.966462373734,106,0.16666666666666666,0.05660377358490566,0.008486562942008486
YDR276C,-1,-/-,-445.8590748310089,-17500.28953051567,106,0.16216216216216217,0.05660377358490566,0.00876944837340877
YPL127C,-1,-/-,-445.96532678604126,-17824.597509860992,106,0.15789473684210525,0.05660377358490566,0.009052333804809052
YDL004W,-1,-/-,-446.4489084482193,-18294.872223734856,106,0.15384615384615385,0.05660377358490566,0.009335219236209336
YPL262W,-1,-/-,-446.50119066238403,-17454.361790418625,106,0.15,0.05660377358490566,0.009618104667609617
YML078W,-1,-/-,-447.1848876476288,-17988.226731300354,106,0.14634146341463414,0.05660377358490566,0.009900990099009901
YGL206C,-1,-/-,-447.22314739227295,-17795.831083536148,106,0.14285714285714285,0.05660377358490566,0.010183875530410185
YJR080C,0,0/+,-447.6351475715637,-30057.85268139839,106,0.14285714285714285,0.05660377358490566,0.010183875530410185
YKL119C,-1,-/-,-447.89210176467896,-17550.83938217163,106,0.13953488372093023,0.05660377358490566,0.010466760961810467
YDR099W,-1,-/-,-449.13987827301025,-17233.35114979744,106,0.13636363636363635,0.05660377358490566,0.01074964639321075
YJR121W,-1,-/-,-449.54845571517944,-17713.04108941555,106,0.13333333333333333,0.05660377358490566,0.011032531824611032
YER178W,-1,-/-,-450.11166048049927,-17814.16327548027,106,0.13043478260869565,0.05660377358490566,0.011315417256011316
YOR150W,-1,-/-,-450.4231810569763,-17664.282321691513,106,0.1276595744680851,0.05660377358490566,0.011598302687411598
YML110C,-1,-/-,-450.44833159446716,-17861.724058628082,106,0.125,0.05660377358490566,0.011881188118811881
YDR129C,-1,-/-,-450.55705094337463,-17460.496325969696,106,0.12244897959183673,0.05660377358490566,0.012164073550212163
YPR165W,-1,-/-,-450.6734461784363,-17310.698321819305,106,0.12,0.05660377358490566,0.012446958981612447
YLR354C,-1,-/0,-450.9650571346283,-17375.343416929245,106,0.11764705882352941,0.05660377358490566,0.01272984441301273
YKL053C-A,1,+/+,-451.0846474170685,-18218.162893891335,105,0.1346153846153846,0.0660377358490566,0.01272984441301273
YLR204W,0,0/-,-451.2861409187317,-29578.34614133835,106,0.1346153846153846,0.0660377358490566,0.01272984441301273
YPL028W,-1,-/-,-451.50184631347656,-17733.25025677681,106,0.1320754716981132,0.0660377358490566,0.013012729844413012
YFL005W,-1,-/-,-451.8651690483093,-17886.825423002243,106,0.12962962962962962,0.0660377358490566,0.013295615275813296
YDR529C,-1,-/+,-451.94755601882935,-17982.97532224655,106,0.12727272727272726,0.0660377358490566,0.013578500707213578
YPR020W,-1,-/+,-452.6360025405884,-18532.048859357834,106,0.125,0.0660377358490566,0.013861386138613862
YDR009W,-1,-/-,-453.3307867050171,-18385.85027563572,106,0.12280701754385964,0.0660377358490566,0.014144271570014143
YNL315C,0,0/+,-453.3986029624939,-30288.370534658432,106,0.12280701754385964,0.0660377358490566,0.014144271570014143
YER182W,0,0/0,-453.65001797676086,-30365.15984106064,106,0.12280701754385964,0.0660377358490566,0.014144271570014143
YDL126C,-1,-/+,-453.80692195892334,-17258.679854393005,106,0.1206896551724138,0.0660377358490566,0.014427157001414427
YDL046W,-1,-/-,-454.5129759311676,-17975.751507759094,106,0.11864406779661017,0.0660377358490566,0.01471004243281471
YNL005C,0,0/+,-454.5596227645874,-29707.752005815506,106,0.11864406779661017,0.0660377358490566,0.01471004243281471
YHR051W,0,0/-,-454.61415696144104,-30362.210521697998,106,0.11864406779661017,0.0660377358490566,0.01471004243281471
YJR019C,-1,-/-,-454.6186578273773,-18571.677384853363,106,0.11666666666666667,0.0660377358490566,0.014992927864214993
YDR272W,-1,-/-,-454.6853337287903,-17968.094670534134,106,0.11475409836065574,0.0660377358490566,0.015275813295615276
YLR304C,1,+/+,-454.9078140258789,-18471.032304525375,105,0.12903225806451613,0.07547169811320754,0.015275813295615276
YBR024W,-1,-/+,-455.1314811706543,-17630.626291036606,106,0.12698412698412698,0.07547169811320754,0.015558698727015558
YOR286W,0,0/0,-455.3633539676666,-29686.96984887123,106,0.12698412698412698,0.07547169811320754,0.015558698727015558
YLR395C,0,0/-,-455.61342215538025,-30286.072881937027,106,0.12698412698412698,0.07547169811320754,0.015558698727015558
YGL187C,-1,-/-,-455.8466526269913,-18849.186812877655,106,0.125,0.07547169811320754,0.015841584158415842
YBR207W,-1,-/-,-456.07145500183105,-18127.23614382744,106,0.12307692307692308,0.07547169811320754,0.016124469589816125
YLR153C,-1,-/-,-456.154403924942,-18578.825501203537,106,0.12121212121212122,0.07547169811320754,0.01640735502121641
YJL166W,-1,-/-,-456.3296627998352,-18429.09026646614,106,0.11940298507462686,0.07547169811320754,0.01669024045261669
YLR069C,-1,-/-,-456.4073677062988,-18166.959718227386,106,0.11764705882352941,0.07547169811320754,0.016973125884016973
YNR036C,0,0/-,-456.54809045791626,-30202.545486211777,106,0.11764705882352941,0.07547169811320754,0.016973125884016973
YDL045C,-1,-/-,-456.65284156799316,-18202.32216978073,106,0.11594202898550725,0.07547169811320754,0.017256011315417256
