Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YCR028C-A,1,+/+,-362.73025757074356,-16364.517978012562,105,1.0,0.009433962264150943,0.0
YOR150W,-1,-/-,-365.0735192298889,-16809.345337480307,106,0.5,0.009433962264150943,0.0002828854314002829
YDR322C-A,-1,-/+,-365.18490076065063,-16932.992799073458,106,0.3333333333333333,0.009433962264150943,0.0005657708628005657
YML081C-A,-1,-/+,-367.878700196743,-16505.60119909048,106,0.25,0.009433962264150943,0.0008486562942008486
YPL262W,-1,-/-,-373.98120617866516,-16236.767497479916,106,0.2,0.009433962264150943,0.0011315417256011315
YGR220C,-1,-/-,-375.04455199837685,-16926.13018116355,106,0.16666666666666666,0.009433962264150943,0.0014144271570014145
YBL099W,-1,-/-,-377.4605436325073,-17040.141525924206,106,0.14285714285714285,0.009433962264150943,0.0016973125884016972
YJR135W-A,1,+/+,-379.0249705314636,-17073.906182169914,105,0.25,0.018867924528301886,0.0016973125884016972
YKL053C-A,1,+/+,-381.4165621995926,-16591.661452412605,105,0.3333333333333333,0.02830188679245283,0.0016973125884016972
YNL055C,1,+/+,-383.657985329628,-17002.576783001423,105,0.4,0.03773584905660377,0.0016973125884016972
YPL098C,1,+/+,-384.09495186805725,-16984.866637319326,105,0.45454545454545453,0.04716981132075472,0.0016973125884016972
YMR267W,-1,-/-,-385.12686789035797,-17466.512504339218,106,0.4166666666666667,0.04716981132075472,0.0019801980198019802
YJR080C,0,0/+,-385.3595527410507,-29339.264524519444,106,0.4166666666666667,0.04716981132075472,0.0019801980198019802
YLR204W,0,0/-,-387.73183608055115,-28462.319582223892,106,0.4166666666666667,0.04716981132075472,0.0019801980198019802
YOR045W,-1,-/+,-388.39963805675507,-17307.33077543974,106,0.38461538461538464,0.04716981132075472,0.002263083451202263
YDR296W,1,+/+,-388.9347959756851,-17703.98865401745,105,0.42857142857142855,0.05660377358490566,0.002263083451202263
YIL098C,-1,-/+,-389.52968937158585,-17687.467208862305,106,0.4,0.05660377358490566,0.002545968882602546
