Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YMR267W,-1,-/-,-401.2682281732559,-16853.830494642258,106,0.0,0.0,0.00021724961981316532
YBL099W,-1,-/-,-420.7206642627716,-16805.42782330513,106,0.0,0.0,0.00043449923962633063
YDR322C-A,1,-/+,-423.79159808158875,-17918.208301961422,106,0.3333333333333333,0.003424657534246575,0.00043449923962633063
YLL001W,1,+/+,-429.2446985244751,-17379.157264471054,105,0.5,0.00684931506849315,0.00043449923962633063
YOR045W,1,-/+,-432.3899394273758,-17746.48335003853,106,0.6,0.010273972602739725,0.00043449923962633063
YPL154C,-1,-/-,-432.8836039304733,-17380.658581018448,106,0.5,0.010273972602739725,0.000651748859439496
YML025C,-1,-/-,-433.5291769504547,-17777.055200338364,106,0.42857142857142855,0.010273972602739725,0.0008689984792526613
YMR150C,1,-/+,-433.9855123758316,-17739.80732500553,106,0.5,0.0136986301369863,0.0008689984792526613
YGL068W,-1,-/-,-435.76474940776825,-17674.45347714424,106,0.4444444444444444,0.0136986301369863,0.0010862480990658267
YHR116W,1,-/+,-436.0178105831146,-17832.650960206985,106,0.5,0.017123287671232876,0.0010862480990658267
YNL055C,1,+/+,-436.46222710609436,-17186.058389902115,105,0.5454545454545454,0.02054794520547945,0.0010862480990658267
YIL070C,-1,-/-,-436.52884328365326,-17772.42160153389,106,0.5,0.02054794520547945,0.001303497718878992
YIL098C,1,-/+,-436.6235809326172,-18045.126087784767,106,0.5384615384615384,0.023972602739726026,0.001303497718878992
YDR435C,-1,-/-,-437.0500383377075,-18338.08944606781,106,0.5,0.023972602739726026,0.0015207473386921572
YLR109W,-1,-/-,-437.83629417419434,-17387.736240386963,106,0.4666666666666667,0.023972602739726026,0.0017379969585053225
YJR135W-A,1,+/+,-438.4300706386566,-17958.577646255493,105,0.5,0.0273972602739726,0.0017379969585053225
YPL078C,-1,-/-,-438.8909590244293,-17778.158923625946,106,0.47058823529411764,0.0273972602739726,0.001955246578318488
YGL191W,1,-/+,-439.20089983940125,-17559.586952209473,106,0.5,0.030821917808219176,0.001955246578318488
YPL218W,1,-/+,-439.53390741348267,-17030.404049634933,106,0.5263157894736842,0.03424657534246575,0.001955246578318488
YJL063C,-1,+/-,-439.9075241088867,-17886.586391210556,105,0.5,0.03424657534246575,0.0021724961981316533
YML028W,-1,-/-,-440.55322432518005,-17260.0782558918,106,0.47619047619047616,0.03424657534246575,0.0023897458179448186
YDL137W,0,-/0,-440.67384672164917,-17110.988080859184,106,0.47619047619047616,0.03424657534246575,0.0023897458179448186
YKL016C,-1,-/-,-441.6608099937439,-17743.45668053627,106,0.45454545454545453,0.03424657534246575,0.002606995437757984
YDR377W,-1,-/-,-441.7137326002121,-18479.998118400574,106,0.43478260869565216,0.03424657534246575,0.002824245057571149
YHR008C,-1,-/-,-441.77801847457886,-18078.85503435135,106,0.4166666666666667,0.03424657534246575,0.0030414946773843145
YPL059W,-1,-/-,-441.9994213581085,-17239.945283412933,106,0.4,0.03424657534246575,0.00325874429719748
YGR044C,-1,-/-,-442.1041874885559,-17300.72559916973,106,0.38461538461538464,0.03424657534246575,0.003475993917010645
YDR296W,1,+/+,-442.3228476047516,-17859.586252450943,105,0.4074074074074074,0.03767123287671233,0.003475993917010645
YOR187W,-1,-/-,-442.7240500450134,-18005.069811701775,106,0.39285714285714285,0.03767123287671233,0.0036932435368238104
YGR231C,1,-/+,-442.98529291152954,-17631.16698408127,106,0.41379310344827586,0.0410958904109589,0.0036932435368238104
YCR003W,-1,0/-,-443.5518846511841,-29592.515205144882,106,0.4,0.0410958904109589,0.003910493156636976
YGR037C,-1,-/-,-443.7071647644043,-17407.010628700256,106,0.3870967741935484,0.0410958904109589,0.004127742776450141
YAL016W,-1,-/-,-444.1124074459076,-17091.266170024872,106,0.375,0.0410958904109589,0.004344992396263307
YDR298C,-1,-/-,-444.5272489786148,-18215.194874048233,106,0.36363636363636365,0.0410958904109589,0.004562242016076472
YNL177C,-1,-/-,-444.71101808547974,-17344.126001119614,106,0.35294117647058826,0.0410958904109589,0.004779491635889637
YMR157C,0,0/0,-444.9964692592621,-29526.347234725952,106,0.35294117647058826,0.0410958904109589,0.004779491635889637
YPL098C,1,+/+,-445.3869695663452,-17810.470088481903,105,0.37142857142857144,0.04452054794520548,0.004779491635889637
YDR079W,1,-/+,-445.58139514923096,-17618.966462373734,106,0.3888888888888889,0.04794520547945205,0.004779491635889637
YDR276C,-1,-/-,-445.8590748310089,-17500.28953051567,106,0.3783783783783784,0.04794520547945205,0.0049967412557028025
YPL127C,-1,-/-,-445.96532678604126,-17824.597509860992,106,0.3684210526315789,0.04794520547945205,0.005213990875515968
YDL004W,-1,-/-,-446.4489084482193,-18294.872223734856,106,0.358974358974359,0.04794520547945205,0.005431240495329133
YPL262W,-1,-/-,-446.50119066238403,-17454.361790418625,106,0.35,0.04794520547945205,0.005648490115142298
YML078W,-1,-/-,-447.1848876476288,-17988.226731300354,106,0.34146341463414637,0.04794520547945205,0.005865739734955464
YGL206C,-1,-/-,-447.22314739227295,-17795.831083536148,106,0.3333333333333333,0.04794520547945205,0.006082989354768629
YJR080C,1,0/+,-447.6351475715637,-30057.85268139839,106,0.3488372093023256,0.05136986301369863,0.006082989354768629
YKL119C,-1,-/-,-447.89210176467896,-17550.83938217163,106,0.3409090909090909,0.05136986301369863,0.006300238974581794
YDR099W,-1,-/-,-449.13987827301025,-17233.35114979744,106,0.3333333333333333,0.05136986301369863,0.00651748859439496
YJR121W,-1,-/-,-449.54845571517944,-17713.04108941555,106,0.32608695652173914,0.05136986301369863,0.006734738214208125
YER178W,-1,-/-,-450.11166048049927,-17814.16327548027,106,0.3191489361702128,0.05136986301369863,0.00695198783402129
YOR150W,-1,-/-,-450.4231810569763,-17664.282321691513,106,0.3125,0.05136986301369863,0.0071692374538344554
