Batch,Avg Loss,GO:0007005
0,72.32514023780823,72.32514953613281
100,67.16730505228043,67.16730499267578
200,60.72303080558777,60.723026275634766
300,58.23323744535446,58.233238220214844
400,58.18842330574989,58.18842697143555
500,57.26390367746353,57.2639045715332
600,55.56554886698723,55.565547943115234
700,55.43479660153389,55.43479537963867
800,55.097496062517166,55.09749984741211
900,55.447647392749786,55.44764709472656
1000,54.49233531951904,54.492340087890625
1100,52.862048000097275,52.8620491027832
1200,53.424206376075745,53.4242057800293
1300,54.1173112988472,54.117313385009766
1400,53.39312708377838,53.393123626708984
1500,53.48251423239708,53.482513427734375
1600,53.977874517440796,53.977874755859375
1700,51.966567248106,51.96656799316406
1800,50.18297612667084,50.182979583740234
1900,52.59764277935028,52.5976448059082
2000,50.669217348098755,50.669219970703125
2100,51.46379953622818,51.46379852294922
2200,51.79255333542824,51.79255294799805
2300,51.327774077653885,51.32777404785156
2400,50.74348559975624,50.74348449707031
2500,51.43749213218689,51.437496185302734
2600,51.3115571141243,51.31155776977539
2700,50.38574260473251,50.3857421875
2800,50.440535217523575,50.44053649902344
2900,50.840813398361206,50.840816497802734
3000,49.92261862754822,49.9226188659668
3100,49.76002100110054,49.7600212097168
3200,48.43032854795456,48.43033218383789
3300,49.8255258500576,49.82552719116211
3400,49.337205559015274,49.33720397949219
3500,48.53650373220444,48.536502838134766
3600,49.75638887286186,49.75639343261719
3700,50.22854071855545,50.228538513183594
3800,50.09872496128082,50.098724365234375
3900,49.04680064320564,49.04680252075195
4000,48.83062398433685,48.830631256103516
4100,49.526821196079254,49.52682113647461
4200,48.98017153143883,48.98017120361328
4300,49.49622878432274,49.4962272644043
4400,49.17888766527176,49.178890228271484
4500,48.53240740299225,48.532405853271484
4600,49.19303122162819,49.19302749633789
4700,50.81474354863167,50.81474685668945
4800,48.82881048321724,48.82880783081055
4900,49.34448999166489,49.344486236572266
5000,49.093734472990036,49.09373474121094
5100,49.59123441576958,49.59123229980469
5200,49.983723163604736,49.98371887207031
5300,48.728317975997925,48.72832107543945
5400,48.73879590630531,48.73878860473633
5500,49.46117043495178,49.461177825927734
5600,48.37024986743927,48.3702507019043
5700,48.759744852781296,48.75974655151367
5800,49.0188764333725,49.01887512207031
5900,47.52894768118858,47.52894973754883
6000,49.09146651625633,49.09146499633789
6100,49.42457628250122,49.42457962036133
6200,49.44388034939766,49.443878173828125
6300,49.034430503845215,49.034423828125
6400,48.892483562231064,48.892478942871094
6500,48.62313240766525,48.62313461303711
6600,48.11029466986656,48.110294342041016
6700,47.89208176732063,47.892086029052734
6800,49.34878572821617,49.348785400390625
6900,48.00450450181961,48.00450134277344
7000,48.89001587033272,48.890010833740234
7100,48.32073366641998,48.320735931396484
7200,48.462049305438995,48.46205139160156
7300,48.81937628984451,48.819374084472656
7400,48.23019382357597,48.230194091796875
7500,48.11890271306038,48.118900299072266
7600,49.186454862356186,49.18645477294922
7700,48.796514958143234,48.7965202331543
7800,47.59691500663757,47.5969123840332
7900,46.786693811416626,46.78669357299805
8000,49.23945680260658,49.23945236206055
8100,49.00197407603264,49.001976013183594
8200,47.84211441874504,47.84211349487305
8300,48.172890424728394,48.172889709472656
8400,47.85952112078667,47.859519958496094
8500,48.48615610599518,48.48615264892578
8600,48.183827579021454,48.1838264465332
8700,47.44006925821304,47.440067291259766
8800,48.31069579720497,48.310691833496094
8900,46.9542840719223,46.954280853271484
9000,48.86721348762512,48.867210388183594
9100,48.22324877977371,48.22324752807617
9200,47.2803418636322,47.28034210205078
9300,47.68963399529457,47.689632415771484
9400,47.3294213116169,47.32941818237305
9500,48.01210367679596,48.01210403442383
9600,48.41126471757889,48.4112663269043
9700,48.617280036211014,48.617279052734375
9800,48.088140815496445,48.088138580322266
9900,48.030534237623215,48.03053665161133
10000,48.752091497182846,48.75209045410156
10100,47.76149186491966,47.76148986816406
10200,48.37531781196594,48.37531661987305
10300,48.23705771565437,48.237060546875
10400,47.99919381737709,47.99919128417969
10500,46.51131224632263,46.51130676269531
10600,47.86630353331566,47.866310119628906
10700,47.910179138183594,47.910179138183594
10800,47.92781522870064,47.927818298339844
10900,47.47703459858894,47.47703170776367
11000,46.89170730113983,46.89170837402344
11100,48.414457976818085,48.414459228515625
11200,48.06860503554344,48.068607330322266
11300,49.25088480114937,49.25088882446289
11400,47.90280073881149,47.90279769897461
11500,47.162596106529236,47.162593841552734
11600,47.88236999511719,47.88236999511719
11700,47.43048921227455,47.43048858642578
11800,47.44378712773323,47.443790435791016
11900,47.83865565061569,47.83865737915039
12000,48.21064406633377,48.21064376831055
12100,48.30060192942619,48.300601959228516
12200,48.77136805653572,48.7713623046875
12300,47.005970776081085,47.005977630615234
12400,48.124857410788536,48.12485885620117
12500,47.39076343178749,47.39076232910156
12600,47.085297018289566,47.085296630859375
12700,50.17443272471428,50.1744270324707
12800,47.46086195111275,47.46086120605469
12900,46.90227431058884,46.902278900146484
13000,47.08164209127426,47.081642150878906
13100,48.28833058476448,48.288330078125
13200,48.493001610040665,48.493003845214844
13300,47.10923209786415,47.10923385620117
13400,47.08861839771271,47.0886116027832
13500,46.94286334514618,46.942867279052734
13600,46.53303083777428,46.53302764892578
13700,46.10636565089226,46.10636901855469
13800,47.78521990776062,47.78522491455078
13900,48.07645204663277,48.07645034790039
14000,45.998821556568146,45.99882507324219
14100,47.550755232572556,47.550758361816406
14200,48.84526666998863,48.84526443481445
14300,48.27590066194534,48.27589797973633
14400,47.51843902468681,47.518436431884766
14500,48.08431497216225,48.08431625366211
14600,47.62901422381401,47.62901306152344
14700,46.47431683540344,46.47431945800781
14800,47.442322343587875,47.442325592041016
14900,46.431118190288544,46.43111801147461
15000,47.521043330430984,47.52104568481445
15100,48.068345576524734,48.06834411621094
15200,46.760767713189125,46.760765075683594
15300,46.3077834546566,46.307777404785156
15400,45.632935255765915,45.6329345703125
15500,47.945271015167236,47.94526672363281
15600,47.155632108449936,47.1556282043457
15700,47.48479065299034,47.48479080200195
15800,46.59686294198036,46.596858978271484
15900,47.05460584163666,47.05461120605469
16000,47.22815662622452,47.228153228759766
16100,47.34735256433487,47.347354888916016
16200,48.20822221040726,48.208221435546875
16300,45.79324567317963,45.793243408203125
16400,46.23310628533363,46.23310470581055
16500,49.2075619995594,49.207557678222656
16600,47.23544508218765,47.235450744628906
16700,48.699016749858856,48.699012756347656
16800,48.35625657439232,48.35625076293945
16900,47.043589770793915,47.0435905456543
17000,48.87121042609215,48.871212005615234
17100,47.921534061431885,47.921531677246094
17200,46.549133986234665,46.549129486083984
17300,48.105583637952805,48.10557556152344
17400,48.22204264998436,48.222042083740234
17500,47.217667520046234,47.21766662597656
17600,48.36264270544052,48.362640380859375
17700,47.42237177491188,47.422367095947266
17800,47.15915286540985,47.159149169921875
17900,47.539864510297775,47.53986358642578
18000,47.646194130182266,47.64619445800781
18100,47.51884177327156,47.51884460449219
18200,47.79290109872818,47.792903900146484
18300,46.01447781920433,46.01447677612305
18400,46.38482618331909,46.384830474853516
18500,47.31364730000496,47.31364822387695
18600,46.680475026369095,46.680477142333984
18700,46.76850667595863,46.76850509643555
18800,46.96160301566124,46.96160125732422
18900,46.48725563287735,46.48725509643555
19000,47.45013704895973,47.450138092041016
19100,46.798380732536316,46.798377990722656
19200,46.68178999423981,46.681793212890625
19300,46.7501180768013,46.7501106262207
19400,47.08346578478813,47.083465576171875
19500,47.37941637635231,47.37941360473633
19600,47.35505995154381,47.35505676269531
19700,47.043944865465164,47.0439453125
19800,46.518045872449875,46.51804733276367
19900,46.69746148586273,46.69745635986328
20000,47.005142390728,47.00514602661133
20100,46.92787826061249,46.92787551879883
20200,45.85046660900116,45.850467681884766
20300,46.367382287979126,46.36738204956055
20400,46.91455543041229,46.914554595947266
20500,47.232744216918945,47.23274230957031
20600,47.34099695086479,47.34099578857422
20700,46.97038680315018,46.97039031982422
20800,45.08104729652405,45.0810432434082
20900,47.51295015215874,47.5129508972168
21000,47.913240402936935,47.91324234008789
21100,46.941354006528854,46.94135284423828
21200,46.56297354400158,46.56297302246094
21300,47.42719346284866,47.42719268798828
21400,47.65159451961517,47.65159606933594
21500,46.56875064969063,46.568756103515625
21600,46.110625088214874,46.110626220703125
21700,46.399402260780334,46.39939880371094
21800,46.87011915445328,46.8701171875
21900,46.26744496822357,46.26744079589844
22000,46.479028671979904,46.47902297973633
22100,48.15852275490761,48.15851974487305
22200,46.157658368349075,46.15766143798828
22300,47.48507559299469,47.485076904296875
22400,46.755767464637756,46.755767822265625
22500,45.91997507214546,45.91997528076172
22600,46.35017281770706,46.35017013549805
22700,46.80016955733299,46.800167083740234
22800,48.505267679691315,48.50526809692383
22900,46.62227526307106,46.622276306152344
23000,46.09795415401459,46.09795379638672
23100,47.415822356939316,47.41582107543945
23200,46.59857597947121,46.598575592041016
23300,48.00258734822273,48.002586364746094
