Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YOR316C,-1,-/-,174.77384239435196,2274.9826290383935,0.0,0.0,0.0002957704821058858
YNL014W,-1,-/-,173.10673958063126,2149.2284253165126,0.0,0.0,0.0005915409642117716
YNL103W,-1,-/-,172.7900519296527,2224.2782125398517,0.0,0.0,0.0008873114463176575
YJL128C,1,+/+,170.9532757550478,2145.429979093373,0.25,0.0038461538461538464,0.0008873114463176575
YMR037C,-1,-/-,166.420604147017,2247.896561704576,0.2,0.0038461538461538464,0.0011830819284235432
YJR090C,-1,-/-,165.75409871339798,2220.7708271220326,0.16666666666666666,0.0038461538461538464,0.0014788524105294291
YLL043W,-1,-/-,165.29299426078796,2190.6409532800317,0.14285714285714285,0.0038461538461538464,0.001774622892635315
YGR152C,-1,-/-,165.27014623582363,2252.2465874552727,0.125,0.0038461538461538464,0.002070393374741201
YOR213C,-1,-/-,164.7416736781597,2108.038688093424,0.1111111111111111,0.0038461538461538464,0.0023661638568470865
YIL122W,-1,-/-,163.57125894725323,2183.4199757799506,0.1,0.0038461538461538464,0.0026619343389529724
YOL043C,-1,-/-,163.2138841599226,2071.097354926169,0.09090909090909091,0.0038461538461538464,0.0029577048210588583
YER116C,-1,-/-,162.19392793625593,2065.0531209632754,0.08333333333333333,0.0038461538461538464,0.003253475303164744
YPR024W,-1,-/+,162.10883617401123,2186.374853141606,0.07692307692307693,0.0038461538461538464,0.00354924578527063
YKR097W,-1,-/-,161.6976370215416,2009.7305100634694,0.07142857142857142,0.0038461538461538464,0.003845016267376516
YJL094C,-1,-/-,160.23081950098276,2118.7373892068863,0.06666666666666667,0.0038461538461538464,0.004140786749482402
YHR027C,-1,-/-,160.19086837768555,2127.6026168987155,0.0625,0.0038461538461538464,0.0044365572315882874
YDR011W,-1,-/-,160.1814008206129,2143.4386273548007,0.058823529411764705,0.0038461538461538464,0.004732327713694173
YMR175W,-1,-/-,160.05408035963774,2126.2398752570152,0.05555555555555555,0.0038461538461538464,0.005028098195800059
YBR212W,-1,-/-,159.63493695110083,2072.1745510026813,0.05263157894736842,0.0038461538461538464,0.005323868677905945
YHR160C,1,+/+,159.4890573695302,2100.6929007954895,0.1,0.007692307692307693,0.005323868677905945
YBR110W,-1,-/-,159.16470462828875,2092.1394707784057,0.09523809523809523,0.007692307692307693,0.005619639160011831
YLR097C,-1,-/-,158.92055435478687,2045.0511921271682,0.09090909090909091,0.007692307692307693,0.005915409642117717
YHR154W,-1,-/-,158.86672362685204,2151.1756028309464,0.08695652173913043,0.007692307692307693,0.006211180124223602
YER129W,-1,-/-,158.80101864039898,2032.1246673986316,0.08333333333333333,0.007692307692307693,0.006506950606329488
YNL117W,-1,-/-,158.58997400105,2143.639186743647,0.08,0.007692307692307693,0.006802721088435374
YBR043C,-1,-/-,158.39602502435446,1980.9232523292303,0.07692307692307693,0.007692307692307693,0.00709849157054126
YLR135W,-1,-/-,158.18316646665335,1994.810792684555,0.07407407407407407,0.007692307692307693,0.007394262052647146
YBL052C,-1,-/-,158.17653807997704,2068.62084864825,0.07142857142857142,0.007692307692307693,0.007690032534753032
YPL089C,-1,-/-,157.87850779294968,2103.633478410542,0.06896551724137931,0.007692307692307693,0.007985803016858917
YIR018W,-1,-/-,157.55014049261808,1921.284668058157,0.06666666666666667,0.007692307692307693,0.008281573498964804
YHR070W,-1,-/-,156.62675876915455,1965.698653280735,0.06451612903225806,0.007692307692307693,0.00857734398107069
YFR029W,-1,-/-,155.44127843528986,2011.8059792593122,0.0625,0.007692307692307693,0.008873114463176575
YOR054C,-1,-/-,154.64429146796465,2008.2037063241005,0.06060606060606061,0.007692307692307693,0.00916888494528246
YCL011C,-1,-/-,154.37095752358437,1892.0607390776277,0.058823529411764705,0.007692307692307693,0.009464655427388346
YLR431C,1,+/+,153.98966336995363,1927.301777742803,0.08571428571428572,0.011538461538461539,0.009464655427388346
YPL203W,-1,-/-,153.85449523478746,2146.207308445126,0.08333333333333333,0.011538461538461539,0.009760425909494233
YGR162W,-1,-/-,153.46741374582052,2063.0446128696203,0.08108108108108109,0.011538461538461539,0.010056196391600119
YJR004C,-1,-/-,153.23800194263458,2026.0205036327243,0.07894736842105263,0.011538461538461539,0.010351966873706004
YIR026C,-1,-/-,152.9553183540702,1898.9160493835807,0.07692307692307693,0.011538461538461539,0.01064773735581189
YMR203W,1,+/+,152.93470825254917,2180.753970116377,0.1,0.015384615384615385,0.01064773735581189
YHR150W,-1,-/-,152.83538752794266,1994.2578901425004,0.0975609756097561,0.015384615384615385,0.010943507837917775
YDL020C,-1,-/-,152.77788608521223,2051.6073574721813,0.09523809523809523,0.015384615384615385,0.011239278320023662
YDL201W,-1,-/-,152.3768608868122,1966.3902827948332,0.09302325581395349,0.015384615384615385,0.011535048802129548
YOL001W,-1,-/-,151.99413480609655,1974.3439364209771,0.09090909090909091,0.015384615384615385,0.011830819284235433
YDR219C,-1,-/-,151.93868739902973,2069.752007983625,0.08888888888888889,0.015384615384615385,0.012126589766341319
YGL003C,-1,-/-,151.79219991713762,2013.551612880081,0.08695652173913043,0.015384615384615385,0.012422360248447204
YDR072C,-1,-/-,151.7269624993205,1920.870393075049,0.0851063829787234,0.015384615384615385,0.012718130730553091
YJL100W,-1,-/-,151.62489826977253,2057.235958199948,0.08333333333333333,0.015384615384615385,0.013013901212658977
YDL223C,-1,-/-,151.6215032711625,1983.6003260612488,0.08163265306122448,0.015384615384615385,0.013309671694764862
YNR003C,-1,-/-,151.23256250470877,1883.1839764341712,0.08,0.015384615384615385,0.013605442176870748
YFL002C,-1,-/-,151.19153349846601,1838.2251476049423,0.0784313725490196,0.015384615384615385,0.013901212658976633
YDL185W,-1,-/-,151.11535026878119,2024.7882112190127,0.07692307692307693,0.015384615384615385,0.01419698314108252
YLR110C,-1,-/-,150.89895895123482,2039.5513651669025,0.07547169811320754,0.015384615384615385,0.014492753623188406
YGR095C,-1,-/-,150.8539913520217,1961.136086344719,0.07407407407407407,0.015384615384615385,0.014788524105294291
YBR210W,-1,-/-,150.53492844104767,2064.0869884863496,0.07272727272727272,0.015384615384615385,0.015084294587400177
YNL270C,-1,-/-,150.51854252070189,1834.662480674684,0.07142857142857142,0.015384615384615385,0.015380065069506064
YPL012W,-1,-/-,150.50155179202557,2014.246654137969,0.07017543859649122,0.015384615384615385,0.01567583555161195
YOL060C,-1,-/-,150.44711642712355,2105.548326704651,0.06896551724137931,0.015384615384615385,0.015971606033717833
YDR005C,-1,-/-,150.41459733247757,1983.108906261623,0.06779661016949153,0.015384615384615385,0.01626737651582372
YGL045W,-1,-/+,150.37462629377842,1930.296270787716,0.06666666666666667,0.015384615384615385,0.016563146997929608
YAR035W,-1,-/-,150.34096591174603,2032.510172277689,0.06557377049180328,0.015384615384615385,0.01685891748003549
YNL110C,-1,-/-,150.2655674442649,1952.997302878648,0.06451612903225806,0.015384615384615385,0.01715468796214138
YDR246W,-1,-/-,150.03185157477856,2114.7262510955334,0.06349206349206349,0.015384615384615385,0.017450458444247263
YNL251C,-1,-/-,149.5118549093604,1917.0943237915635,0.0625,0.015384615384615385,0.01774622892635315
YOL066C,-1,-/-,149.50119391828775,1903.6164007931948,0.06153846153846154,0.015384615384615385,0.018041999408459037
YNL199C,-1,-/-,149.45873886346817,2028.436644345522,0.06060606060606061,0.015384615384615385,0.01833776989056492
YHR005C,-1,-/+,149.23291835933924,1923.3514608442783,0.05970149253731343,0.015384615384615385,0.018633540372670808
YNL002C,-1,-/-,149.18635576218367,1918.1716908738017,0.058823529411764705,0.015384615384615385,0.01892931085477669
YKL015W,-1,-/-,148.96694980561733,2015.4519670084119,0.057971014492753624,0.015384615384615385,0.01922508133688258
