Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YML127W,-1,-/-,19.467386730015278,212.44468192011118,0.0,0.0,0.0002802690582959641
YJL210W,-1,-/-,19.43351750075817,222.46992050856352,0.0,0.0,0.0005605381165919282
YHR001W-A,-1,-/-,18.213765010237694,114.94690070301294,0.0,0.0,0.0008408071748878924
YGR033C,-1,-/-,17.20601447671652,302.1025125682354,0.0,0.0,0.0011210762331838565
YKL141W,-1,-/-,16.864186219871044,285.54136723279953,0.0,0.0,0.0014013452914798206
YBR221C,-1,-/-,16.5184615701437,231.22557050734758,0.0,0.0,0.0016816143497757848
YOR122C,-1,-/-,15.951094016432762,175.8849254064262,0.0,0.0,0.001961883408071749
YDL058W,-1,-/-,15.7353475689888,523.2467947229743,0.0,0.0,0.002242152466367713
YLR043C,-1,-/-,15.695367239415646,110.03922601044178,0.0,0.0,0.002522421524663677
YJL128C,-1,-/-,15.467721618711948,379.93345914781094,0.0,0.0,0.002802690582959641
YBL082C,1,+/+,15.23317489027977,258.277654863894,0.09090909090909091,0.0136986301369863,0.002802690582959641
YOR288C,-1,-/-,15.169193796813488,428.03158001601696,0.08333333333333333,0.0136986301369863,0.003082959641255605
YIL048W,-1,-/-,15.143464967608452,190.44714690744877,0.07692307692307693,0.0136986301369863,0.0033632286995515697
YPL203W,-1,-/-,14.878207080066204,186.98463331907988,0.07142857142857142,0.0136986301369863,0.0036434977578475337
YJR064W,-1,-/-,14.513653732836246,418.3323662504554,0.06666666666666667,0.0136986301369863,0.003923766816143498
YPL145C,-1,-/-,14.152909435331821,214.10680651664734,0.0625,0.0136986301369863,0.004204035874439462
YML126C,-1,-/-,13.862026423215866,320.5360911898315,0.058823529411764705,0.0136986301369863,0.004484304932735426
YML124C,-1,-/-,13.715097822248936,198.42889526113868,0.05555555555555555,0.0136986301369863,0.00476457399103139
YDR404C,-1,-/-,13.694985777139664,170.98602823913097,0.05263157894736842,0.0136986301369863,0.005044843049327354
YDR513W,-1,-/-,13.68357465416193,312.25847475230694,0.05,0.0136986301369863,0.005325112107623318
YDR470C,-1,-/-,13.679655097424984,235.0693386644125,0.047619047619047616,0.0136986301369863,0.005605381165919282
YDR004W,-1,-/-,13.404182247817516,-33.588719207793474,0.045454545454545456,0.0136986301369863,0.005885650224215246
YPR181C,-1,-/-,13.345572665333748,319.2320429980755,0.043478260869565216,0.0136986301369863,0.00616591928251121
YPL015C,-1,-/-,13.341933503746986,242.63707638531923,0.041666666666666664,0.0136986301369863,0.006446188340807175
YCR061W,-1,-/-,13.268592730164528,226.0139526054263,0.04,0.0136986301369863,0.006726457399103139
YLR085C,-1,-/-,13.166943274438381,134.61285384371877,0.038461538461538464,0.0136986301369863,0.007006726457399103
YNL036W,-1,-/-,13.012346997857094,524.1661792844534,0.037037037037037035,0.0136986301369863,0.0072869955156950675
YFR013W,-1,-/-,12.91443257033825,411.257337667048,0.03571428571428571,0.0136986301369863,0.0075672645739910315
YDR524C,-1,-/-,12.881015043705702,517.1698382124305,0.034482758620689655,0.0136986301369863,0.007847533632286996
YJL081C,-1,-/-,12.838034868240356,359.61453234031796,0.03333333333333333,0.0136986301369863,0.008127802690582959
YDR456W,-1,-/-,12.743613637983799,183.00218311697245,0.03225806451612903,0.0136986301369863,0.008408071748878924
YBR199W,1,+/+,12.654973298311234,259.0854798704386,0.0625,0.0273972602739726,0.008408071748878924
YMR022W,-1,-/-,12.605752632021904,194.19081567972898,0.06060606060606061,0.0273972602739726,0.008688340807174889
YPL098C,-1,-/-,12.595620229840279,189.1395604275167,0.058823529411764705,0.0273972602739726,0.008968609865470852
YDR385W,-1,-/-,12.592418648302555,29.545317340642214,0.05714285714285714,0.0273972602739726,0.009248878923766817
YDL003W,-1,-/-,12.547648444771767,193.31465277820826,0.05555555555555555,0.0273972602739726,0.00952914798206278
YDL095W,1,+/+,12.418564260005951,232.1549768410623,0.08108108108108109,0.0410958904109589,0.00952914798206278
YJL029C,-1,-/-,12.41272446513176,426.0030705071986,0.07894736842105263,0.0410958904109589,0.009809417040358745
YBR210W,-1,-/-,12.347235560417175,279.84663665667176,0.07692307692307693,0.0410958904109589,0.010089686098654708
YOR270C,-1,-/-,12.26561663299799,130.43478512391448,0.075,0.0410958904109589,0.010369955156950673
YBL005W,-1,-/-,12.174148090183735,95.76150411367416,0.07317073170731707,0.0410958904109589,0.010650224215246636
YJL186W,1,+/+,12.152514301240444,315.4645839445293,0.09523809523809523,0.0547945205479452,0.010650224215246636
YCL034W,-1,-/-,12.119932636618614,432.35825295746326,0.09302325581395349,0.0547945205479452,0.010930493273542601
YPL187W,-1,-/-,12.073909066617489,215.0424780137837,0.09090909090909091,0.0547945205479452,0.011210762331838564
YJL014W,-1,-/-,12.029048211872578,388.322028208524,0.08888888888888889,0.0547945205479452,0.01149103139013453
YPL153C,-1,-/-,11.96657246351242,354.5835874527693,0.08695652173913043,0.0547945205479452,0.011771300448430493
YOR254C,-1,-/-,11.672851920127869,243.69979885965586,0.0851063829787234,0.0547945205479452,0.012051569506726457
YGR004W,-1,-/-,11.672595918178558,167.27439700067043,0.08333333333333333,0.0547945205479452,0.01233183856502242
YBR015C,1,+/+,11.662119545042515,144.14905566349626,0.10204081632653061,0.0684931506849315,0.01233183856502242
YHR007C,-1,-/-,11.619725309312344,179.09961927309632,0.1,0.0684931506849315,0.012612107623318386
YMR203W,-1,-/-,11.616880394518375,364.09370221197605,0.09803921568627451,0.0684931506849315,0.01289237668161435
YBR283C,-1,-/-,11.470785479992628,119.34040635824203,0.09615384615384616,0.0684931506849315,0.013172645739910314
YJL207C,-1,-/-,11.46194500848651,192.92592867836356,0.09433962264150944,0.0684931506849315,0.013452914798206279
YLR335W,-1,-/-,11.428272359073162,371.01482232287526,0.09259259259259259,0.0684931506849315,0.013733183856502242
YOR103C,1,+/+,11.414845570921898,32.04077260196209,0.10909090909090909,0.0821917808219178,0.013733183856502242
YLR350W,-1,-/-,11.389856442809105,309.30151611566544,0.10714285714285714,0.0821917808219178,0.014013452914798207
YKL150W,-1,-/-,11.333330996334553,340.97638746351004,0.10526315789473684,0.0821917808219178,0.01429372197309417
YBR002C,1,+/+,11.279248550534248,141.86222783476114,0.1206896551724138,0.0958904109589041,0.01429372197309417
YJL166W,-1,-/-,11.255950048565865,241.85435271263123,0.11864406779661017,0.0958904109589041,0.014573991031390135
YGR057C,-1,-/-,11.250008948147297,393.5726104825735,0.11666666666666667,0.0958904109589041,0.014854260089686098
YKL054C,-1,-/-,11.201045893132687,418.290804810822,0.11475409836065574,0.0958904109589041,0.015134529147982063
YEL002C,1,+/+,11.079316399991512,219.4402149170637,0.12903225806451613,0.1095890410958904,0.015134529147982063
YNL026W,-1,-/-,11.078282304108143,258.0557849705219,0.12698412698412698,0.1095890410958904,0.015414798206278026
YHL034C,-1,-/-,11.036934934556484,297.5790655873716,0.125,0.1095890410958904,0.01569506726457399
YGL238W,-1,-/-,11.029645457863808,272.36893243715167,0.12307692307692308,0.1095890410958904,0.015975336322869956
YGL075C,-1,-/-,10.969042968004942,239.9851912483573,0.12121212121212122,0.1095890410958904,0.016255605381165918
