Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YOL080C,-1,-/-,48.187330454587936,1894.6982988417149,0.0,0.0,0.0002802690582959641
YGL035C,-1,-/-,47.23901832103729,1863.0759689509869,0.0,0.0,0.0005605381165919282
YHR061C,-1,-/-,46.7264358997345,1908.4874047487974,0.0,0.0,0.0008408071748878924
YPL053C,1,+/+,46.20831571519375,1442.1567215770483,0.25,0.0136986301369863,0.0008408071748878924
YNL061W,-1,-/-,44.50616382062435,1722.0080024898052,0.2,0.0136986301369863,0.0011210762331838565
YGR108W,-1,-/-,44.48937073349953,1515.9675371870399,0.16666666666666666,0.0136986301369863,0.0014013452914798206
YER070W,-1,-/-,44.4716150611639,1636.5666378960013,0.14285714285714285,0.0136986301369863,0.0016816143497757848
YCR057C,-1,-/-,44.343019619584084,1809.4657110497355,0.125,0.0136986301369863,0.001961883408071749
YBR213W,-1,-/-,44.27159209549427,1799.6610488072038,0.1111111111111111,0.0136986301369863,0.002242152466367713
YHR148W,-1,-/-,44.14354635775089,2065.5512115582824,0.1,0.0136986301369863,0.002522421524663677
YDR414C,1,+/+,43.72720891237259,1548.8224617019296,0.18181818181818182,0.0273972602739726,0.002522421524663677
YJL098W,-1,-/-,43.416898645460606,2136.785743676126,0.16666666666666666,0.0273972602739726,0.002802690582959641
YNL149C,-1,-/-,43.405778519809246,2031.791705518961,0.15384615384615385,0.0273972602739726,0.003082959641255605
YJL198W,-1,-/-,43.15791992843151,1488.6333516314626,0.14285714285714285,0.0273972602739726,0.0033632286995515697
YNL119W,-1,-/-,43.04681444168091,2050.6946966797113,0.13333333333333333,0.0273972602739726,0.0036434977578475337
YOR301W,-1,-/-,43.01149623841047,1856.700692921877,0.125,0.0273972602739726,0.003923766816143498
YER114C,-1,-/-,42.97014082968235,1867.4062237665057,0.11764705882352941,0.0273972602739726,0.004204035874439462
YNL206C,-1,-/-,42.46180033683777,1773.3082756325603,0.1111111111111111,0.0273972602739726,0.004484304932735426
YLR129W,-1,-/-,42.411326460540295,1591.807035036385,0.10526315789473684,0.0273972602739726,0.00476457399103139
YHR154W,-1,-/-,42.29133962839842,1529.0606691613793,0.1,0.0273972602739726,0.005044843049327354
YGR245C,-1,-/-,42.15529292076826,1977.5992725864053,0.09523809523809523,0.0273972602739726,0.005325112107623318
YML027W,-1,-/-,42.14892055094242,1509.5823895335197,0.09090909090909091,0.0273972602739726,0.005605381165919282
YIL106W,-1,-/-,41.943505093455315,1349.5755334049463,0.08695652173913043,0.0273972602739726,0.005885650224215246
YBL009W,-1,-/-,41.89806509017944,1512.945150822401,0.08333333333333333,0.0273972602739726,0.00616591928251121
YOR233W,-1,-/-,41.86439310014248,1620.9424206390977,0.08,0.0273972602739726,0.006446188340807175
YDR021W,-1,-/-,41.700361251831055,1687.8136309534311,0.07692307692307693,0.0273972602739726,0.006726457399103139
YGR158C,-1,-/-,41.683396980166435,1697.8714766949415,0.07407407407407407,0.0273972602739726,0.007006726457399103
YGR081C,-1,-/-,41.496459536254406,2197.125791557133,0.07142857142857142,0.0273972602739726,0.0072869955156950675
YFR001W,-1,-/-,41.26859064400196,1797.9638392031193,0.06896551724137931,0.0273972602739726,0.0075672645739910315
YGL061C,-1,-/-,41.255007147789,2055.662249557674,0.06666666666666667,0.0273972602739726,0.007847533632286996
YCL024W,-1,-/-,41.23081995546818,1532.4406899437308,0.06451612903225806,0.0273972602739726,0.008127802690582959
