Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YGR088W,-1,-/-,139.8461428284645,1767.5483964681625,0.0,0.0,0.0002957704821058858
YMR015C,-1,-/-,136.86270978301764,1745.0223373100162,0.0,0.0,0.0005915409642117716
YGR248W,-1,-/-,134.62873937934637,1808.6700760275126,0.0,0.0,0.0008873114463176575
YGR239C,1,+/+,132.8185517191887,1718.6883625537157,0.25,0.0038461538461538464,0.0008873114463176575
YPL123C,-1,-/-,129.94331035763025,1681.25882922858,0.2,0.0038461538461538464,0.0011830819284235432
YJL179W,-1,-/-,129.3666342496872,1657.4292603805661,0.16666666666666666,0.0038461538461538464,0.0014788524105294291
YNL251C,-1,-/-,125.9340787306428,1623.6058533489704,0.14285714285714285,0.0038461538461538464,0.001774622892635315
YLL012W,-1,-/-,125.0860124528408,1744.3133999705315,0.125,0.0038461538461538464,0.002070393374741201
YMR023C,-1,-/-,122.9248781055212,1606.2954982370138,0.1111111111111111,0.0038461538461538464,0.0023661638568470865
YLL027W,-1,-/-,122.07364597916603,1574.985474422574,0.1,0.0038461538461538464,0.0026619343389529724
YBR072W,-1,-/-,121.41275824606419,1586.7623365744948,0.09090909090909091,0.0038461538461538464,0.0029577048210588583
YBR169C,-1,-/-,121.14450877904892,1537.2548584267497,0.08333333333333333,0.0038461538461538464,0.003253475303164744
YMR136W,-1,-/-,120.57128334790468,1471.860107280314,0.07692307692307693,0.0038461538461538464,0.00354924578527063
YPR119W,-1,-/-,119.90778170526028,1614.2490341737866,0.07142857142857142,0.0038461538461538464,0.003845016267376516
YBR218C,-1,-/-,119.79716984927654,1590.749759286642,0.06666666666666667,0.0038461538461538464,0.004140786749482402
YCL010C,-1,-/-,119.76783148944378,1659.9073749110103,0.0625,0.0038461538461538464,0.0044365572315882874
YBR214W,-1,-/-,119.64946094155312,1525.8103949800134,0.058823529411764705,0.0038461538461538464,0.004732327713694173
YML042W,-1,-/-,119.33570743352175,1604.2504572048783,0.05555555555555555,0.0038461538461538464,0.005028098195800059
YHR096C,-1,-/-,119.19680458307266,1559.115862607956,0.05263157894736842,0.0038461538461538464,0.005323868677905945
YIL042C,-1,-/-,118.47150442749262,1617.0539003759623,0.05,0.0038461538461538464,0.005619639160011831
YPR001W,-1,-/-,118.23066860437393,1634.706355124712,0.047619047619047616,0.0038461538461538464,0.005915409642117717
YIL155C,-1,-/-,118.01201172918081,1546.047452032566,0.045454545454545456,0.0038461538461538464,0.006211180124223602
YDL223C,-1,-/-,117.71931455284357,1562.1295027583838,0.043478260869565216,0.0038461538461538464,0.006506950606329488
YNL250W,-1,-/-,116.90952847898006,1637.2493371069431,0.041666666666666664,0.0038461538461538464,0.006802721088435374
YAR035W,-1,-/-,116.8109534457326,1535.7225536108017,0.04,0.0038461538461538464,0.00709849157054126
YER002W,-1,-/-,116.79408413171768,1685.5258898586035,0.038461538461538464,0.0038461538461538464,0.007394262052647146
YGR108W,-1,-/-,116.7763147726655,1555.5299155712128,0.037037037037037035,0.0038461538461538464,0.007690032534753032
YBR296C,-1,-/-,115.36477413773537,1531.8310260251164,0.03571428571428571,0.0038461538461538464,0.007985803016858917
YLR350W,-1,-/-,115.3204752728343,1523.7749464288354,0.034482758620689655,0.0038461538461538464,0.008281573498964804
YNL036W,-1,-/-,115.06605031341314,1477.9179117903113,0.03333333333333333,0.0038461538461538464,0.00857734398107069
YJL050W,-1,-/-,114.8819173052907,1544.904237166047,0.03225806451612903,0.0038461538461538464,0.008873114463176575
YPL061W,-1,-/-,114.67295636236668,1531.9168962910771,0.03125,0.0038461538461538464,0.00916888494528246
YLR320W,-1,-/-,114.1352826282382,1490.1497349962592,0.030303030303030304,0.0038461538461538464,0.009464655427388346
YNL223W,1,+/+,113.76192009449005,1466.890433371067,0.058823529411764705,0.007692307692307693,0.009464655427388346
YNR007C,1,+/+,113.63200836628675,1495.5177936553955,0.08571428571428572,0.011538461538461539,0.009464655427388346
YMR097C,-1,-/-,113.08315102756023,1506.636942870915,0.08333333333333333,0.011538461538461539,0.009760425909494233
YBR126C,-1,-/-,112.42803412675858,1520.9253150075674,0.08108108108108109,0.011538461538461539,0.010056196391600119
YAR019C,-1,-/-,111.95112136751413,1483.7640695497394,0.07894736842105263,0.011538461538461539,0.010351966873706004
YOR359W,1,+/+,111.66081965714693,1451.0973849073052,0.10256410256410256,0.015384615384615385,0.010351966873706004
YAL015C,-1,-/-,111.56907477974892,1472.0221755057573,0.1,0.015384615384615385,0.01064773735581189
YLR102C,-1,-/-,111.1528541892767,1537.6004073917866,0.0975609756097561,0.015384615384615385,0.010943507837917775
YIL046W,-1,-/-,111.03548376262188,1516.1747612580657,0.09523809523809523,0.015384615384615385,0.011239278320023662
YPL231W,-1,-/-,110.82428898662329,1458.4406859129667,0.09302325581395349,0.015384615384615385,0.011535048802129548
YLR263W,-1,-/-,110.73096689581871,1451.757598862052,0.09090909090909091,0.015384615384615385,0.011830819284235433
YCR042C,-1,-/-,110.52941379696131,1377.9240323081613,0.08888888888888889,0.015384615384615385,0.012126589766341319
YKL172W,-1,-/-,110.41681655496359,1433.7124149426818,0.08695652173913043,0.015384615384615385,0.012422360248447204
YAR003W,-1,-/-,110.3621552363038,1442.3122596815228,0.0851063829787234,0.015384615384615385,0.012718130730553091
YPL188W,-1,-/-,110.08366928994656,1473.1984460502863,0.08333333333333333,0.015384615384615385,0.013013901212658977
YMR275C,-1,-/+,110.05698111653328,1473.387017980218,0.08163265306122448,0.015384615384615385,0.013309671694764862
YBR170C,-1,-/+,110.05615316331387,1463.513956643641,0.08,0.015384615384615385,0.013605442176870748
YDL020C,-1,-/-,110.03765372186899,1472.204546995461,0.0784313725490196,0.015384615384615385,0.013901212658976633
YMR137C,-1,-/-,109.86073600500822,1416.8802907019854,0.07692307692307693,0.015384615384615385,0.01419698314108252
YML088W,-1,-/-,109.68254171311855,1512.175452195108,0.07547169811320754,0.015384615384615385,0.014492753623188406
YMR032W,-1,-/-,109.5698035210371,1444.1056640446186,0.07407407407407407,0.015384615384615385,0.014788524105294291
YMR139W,-1,-/-,109.47704255580902,1558.4353459402919,0.07272727272727272,0.015384615384615385,0.015084294587400177
