Batch 0 Loss:	0.7078076601028442
Batch 0 Time:	0.13229469855626425 minutes
Batch 100 Loss:	60.909164279699326
Batch 100 Time:	2.0069636782010396 minutes
Batch 200 Loss:	54.70539218187332
Batch 200 Time:	1.979183546702067 minutes
Batch 300 Loss:	50.05685210227966
Batch 300 Time:	1.988370450337728 minutes
Batch 400 Loss:	50.39636421203613
Batch 400 Time:	1.981643807888031 minutes
Batch 500 Loss:	45.747676715254784
Batch 500 Time:	2.022424113750458 minutes
Batch 600 Loss:	48.0991345345974
Batch 600 Time:	2.007633046309153 minutes
Batch 700 Loss:	45.29009737074375
Batch 700 Time:	2.013624358177185 minutes
Batch 800 Loss:	46.36637106537819
Batch 800 Time:	1.9707657933235168 minutes
Batch 900 Loss:	45.03821733593941
Batch 900 Time:	1.9712920546531678 minutes
Batch 1000 Loss:	43.63214501738548
Batch 1000 Time:	1.9808995048205058 minutes
Batch 1100 Loss:	42.77965344488621
Batch 1100 Time:	1.9940148671468099 minutes
Batch 1200 Loss:	43.86713267862797
Batch 1200 Time:	1.9999153057734171 minutes
Batch 1300 Loss:	42.48112253844738
Batch 1300 Time:	1.976938541730245 minutes
Batch 1400 Loss:	41.825669422745705
Batch 1400 Time:	1.9600902477900186 minutes
Batch 1500 Loss:	41.15032057464123
Batch 1500 Time:	2.0119470675786335 minutes
Batch 1600 Loss:	42.178457990288734
Batch 1600 Time:	1.9923779527346293 minutes
Batch 1700 Loss:	38.45239382982254
Batch 1700 Time:	1.9888325254122416 minutes
Batch 1800 Loss:	38.1253302693367
Batch 1800 Time:	1.9644907395044962 minutes
Batch 1900 Loss:	46.49511206150055
Batch 1900 Time:	1.987333595752716 minutes
Batch 2000 Loss:	37.813241720199585
Batch 2000 Time:	1.9907314936319986 minutes
Batch 2100 Loss:	38.264927104115486
Batch 2100 Time:	1.992523229122162 minutes
Batch 2200 Loss:	38.10510636866093
Batch 2200 Time:	1.9975555459658305 minutes
Batch 2300 Loss:	39.33774255216122
Batch 2300 Time:	1.9859140594800313 minutes
Batch 2400 Loss:	35.57239092886448
Batch 2400 Time:	1.9820467710494996 minutes
Batch 2500 Loss:	35.82584825158119
Batch 2500 Time:	2.007937228679657 minutes
Batch 2600 Loss:	38.132407143712044
Batch 2600 Time:	1.996687610944112 minutes
Batch 2700 Loss:	38.91553024947643
Batch 2700 Time:	1.9770108183224997 minutes
