Batch 0 Loss:	0.7195813059806824
Batch 0 Time:	0.1254179835319519 minutes
Batch 100 Loss:	62.97367987036705
Batch 100 Time:	1.948467767238617 minutes
Batch 200 Loss:	56.4713474214077
Batch 200 Time:	1.9562437454859416 minutes
Batch 300 Loss:	52.45398426055908
Batch 300 Time:	1.917405076821645 minutes
Batch 400 Loss:	51.102886617183685
Batch 400 Time:	1.9205359856287638 minutes
Batch 500 Loss:	49.092045694589615
Batch 500 Time:	1.9186564485232036 minutes
Batch 600 Loss:	48.15188767015934
Batch 600 Time:	1.9370781819025675 minutes
Batch 700 Loss:	48.392517030239105
Batch 700 Time:	1.9132577617963156 minutes
Batch 800 Loss:	47.81567910313606
Batch 800 Time:	1.9160027901331584 minutes
Batch 900 Loss:	46.73782467842102
Batch 900 Time:	1.9438230395317078 minutes
Batch 1000 Loss:	46.04142302274704
Batch 1000 Time:	1.9061572114626566 minutes
Batch 1100 Loss:	45.00948490202427
Batch 1100 Time:	1.9014770189921062 minutes
Batch 1200 Loss:	42.998376443982124
Batch 1200 Time:	1.9371107975641886 minutes
Batch 1300 Loss:	46.1825829744339
Batch 1300 Time:	1.9521922190984091 minutes
Batch 1400 Loss:	42.644948810338974
Batch 1400 Time:	1.9312386671702066 minutes
Batch 1500 Loss:	42.774948447942734
Batch 1500 Time:	1.9613849560419718 minutes
Batch 1600 Loss:	41.160203248262405
Batch 1600 Time:	1.9140827775001525 minutes
Batch 1700 Loss:	43.052865728735924
Batch 1700 Time:	1.9588350733121236 minutes
Batch 1800 Loss:	41.309360548853874
Batch 1800 Time:	1.9546613216400146 minutes
Batch 1900 Loss:	41.79804964363575
Batch 1900 Time:	1.9154425581296286 minutes
Batch 2000 Loss:	41.473136723041534
Batch 2000 Time:	1.9116726001103719 minutes
Batch 2100 Loss:	41.52790614962578
Batch 2100 Time:	1.9162848552068075 minutes
Batch 2200 Loss:	42.23233088850975
Batch 2200 Time:	1.947444232304891 minutes
Batch 2300 Loss:	40.372625693678856
Batch 2300 Time:	1.9384729981422424 minutes
Batch 2400 Loss:	38.75330147147179
Batch 2400 Time:	1.9090685725212098 minutes
Batch 2500 Loss:	38.06798340380192
Batch 2500 Time:	1.9175612409909566 minutes
Batch 2600 Loss:	38.952480643987656
Batch 2600 Time:	1.9108992099761963 minutes
Batch 2700 Loss:	37.891908809542656
Batch 2700 Time:	1.9361168344815571 minutes
Batch 2800 Loss:	39.59831517934799
Batch 2800 Time:	1.9337544004122416 minutes
Batch 2900 Loss:	36.71649068593979
Batch 2900 Time:	1.9194821914037068 minutes
Batch 3000 Loss:	38.580283403396606
Batch 3000 Time:	1.9255122860272726 minutes
Batch 3100 Loss:	38.072643503546715
Batch 3100 Time:	1.906339991092682 minutes
Batch 3200 Loss:	35.56453303992748
Batch 3200 Time:	1.9165169517199199 minutes
Batch 3300 Loss:	35.49122181534767
Batch 3300 Time:	1.9217365304629008 minutes
Batch 3400 Loss:	35.11191335320473
Batch 3400 Time:	1.921612799167633 minutes
Batch 3500 Loss:	35.1819678619504
Batch 3500 Time:	1.9425703565279642 minutes
Batch 3600 Loss:	39.38970571756363
Batch 3600 Time:	1.9351945678393045 minutes
Batch 3700 Loss:	35.86999810487032
Batch 3700 Time:	1.9167343457539876 minutes
Batch 3800 Loss:	31.245361864566803
Batch 3800 Time:	1.9218891620635987 minutes
Batch 3900 Loss:	35.09762452542782
Batch 3900 Time:	1.920531439781189 minutes
Batch 4000 Loss:	36.11620953679085
Batch 4000 Time:	1.94817187388738 minutes
Batch 4100 Loss:	34.10543913394213
Batch 4100 Time:	1.9390616257985434 minutes
Batch 4200 Loss:	34.03831998258829
Batch 4200 Time:	1.9068127870559692 minutes
Batch 4300 Loss:	33.17936283349991
Batch 4300 Time:	1.9174977620442708 minutes
Batch 4400 Loss:	33.833352506160736
Batch 4400 Time:	1.9435951709747314 minutes
Batch 4500 Loss:	32.89714236557484
Batch 4500 Time:	1.9329455852508546 minutes
Batch 4600 Loss:	35.68915972113609
Batch 4600 Time:	1.9353528936704 minutes
Batch 4700 Loss:	34.80073846131563
Batch 4700 Time:	1.9262880404790244 minutes
Batch 4800 Loss:	32.67793534696102
Batch 4800 Time:	1.9547297994295756 minutes
Batch 4900 Loss:	31.980942018330097
Batch 4900 Time:	1.911492355664571 minutes
Batch 5000 Loss:	32.820457607507706
Batch 5000 Time:	1.959477138519287 minutes
Batch 5100 Loss:	35.73422672599554
Batch 5100 Time:	1.9263935565948487 minutes
Batch 5200 Loss:	31.844307206571102
Batch 5200 Time:	1.947196352481842 minutes
Batch 5300 Loss:	33.021277129650116
Batch 5300 Time:	1.9294095913569131 minutes
Batch 5400 Loss:	32.029526226222515
Batch 5400 Time:	1.9385573705037435 minutes
Batch 5500 Loss:	34.684577740728855
