Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBR230C,YEL020W-A,1,10.940775,1.0,1034.0,9965.0,0.0,0.906000018119812,1.0,0.0009661835501901805,0.0,1.0
YNL315C,YBL078C,1,10.258635,2.0,1033.0,9965.0,0.0,0.9060909152030945,1.0,0.001932367100380361,0.0,1.0
YER050C,YMR056C,0,9.926825,2.0,1033.0,9964.0,1.0,0.906000018119812,0.6666666865348816,0.001932367100380361,0.00010035122977569699,0.9998996257781982
YGR112W,YPL215W,1,9.241401,3.0,1032.0,9964.0,1.0,0.9060909152030945,0.75,0.0028985508251935244,0.00010035122977569699,0.9998996257781982
YBR120C,YBR230C,1,9.171822,4.0,1031.0,9964.0,1.0,0.906181812286377,0.800000011920929,0.003864734200760722,0.00010035122977569699,0.9998996257781982
YJR080C,YDR079W,1,8.898463,5.0,1030.0,9964.0,1.0,0.9062727093696594,0.8333333134651184,0.004830917809158564,0.00010035122977569699,0.9998996257781982
YKL195W,YML091C,1,8.438426,6.0,1029.0,9964.0,1.0,0.9063636660575867,0.8571428656578064,0.005797101650387049,0.00010035122977569699,0.9998996257781982
YDR322W,YNL242W,1,8.29233,7.0,1028.0,9964.0,1.0,0.9064545631408691,0.875,0.0067632850259542465,0.00010035122977569699,0.9998996257781982
YJR080C,YLR077W,1,8.155136,8.0,1027.0,9964.0,1.0,0.9065454602241516,0.8888888955116272,0.007729468401521444,0.00010035122977569699,0.9998996257781982
YKL195W,YDL004W,0,8.120371,8.0,1027.0,9963.0,2.0,0.9064545631408691,0.800000011920929,0.007729468401521444,0.00020070245955139399,0.9997993111610413
YPR100W,YBR185C,1,8.022572,9.0,1026.0,9963.0,2.0,0.9065454602241516,0.8181818127632141,0.008695651777088642,0.00020070245955139399,0.9997993111610413
YIL098C,YGR181W,1,7.967124,10.0,1025.0,9963.0,2.0,0.9066363573074341,0.8333333134651184,0.009661835618317127,0.00020070245955139399,0.9997993111610413
YDR493W,YJR080C,1,7.7509537,11.0,1024.0,9963.0,2.0,0.9067272543907166,0.8461538553237915,0.010628019459545612,0.00020070245955139399,0.9997993111610413
YNL055C,YBR120C,1,7.6254506,12.0,1023.0,9963.0,2.0,0.9068182110786438,0.8571428656578064,0.011594203300774097,0.00020070245955139399,0.9997993111610413
YHR091C,YBR185C,0,7.3919406,12.0,1023.0,9962.0,3.0,0.9067272543907166,0.800000011920929,0.011594203300774097,0.000301053689327091,0.9996989369392395
YNL315C,YBR230C,1,7.315656,13.0,1022.0,9962.0,3.0,0.9068182110786438,0.8125,0.012560386210680008,0.000301053689327091,0.9996989369392395
YNL055C,YGR174C,1,7.22297,14.0,1021.0,9962.0,3.0,0.9069091081619263,0.8235294222831726,0.013526570051908493,0.000301053689327091,0.9996989369392395
YKL150W,YPL029W,0,7.215126,14.0,1021.0,9961.0,4.0,0.9068182110786438,0.7777777910232544,0.013526570051908493,0.00040140491910278797,0.9995986223220825
YGR174C,YGR028W,1,7.2071667,15.0,1020.0,9961.0,4.0,0.9069091081619263,0.7894737124443054,0.014492753893136978,0.00040140491910278797,0.9995986223220825
YML100W,YDR494W,0,7.172528,15.0,1020.0,9960.0,5.0,0.9068182110786438,0.75,0.014492753893136978,0.000501756148878485,0.9994982481002808
YOR020C,YBR262C,1,7.170635,16.0,1019.0,9960.0,5.0,0.9069091081619263,0.761904776096344,0.015458936803042889,0.000501756148878485,0.9994982481002808
YDR493W,YIL157C,1,7.1529,17.0,1018.0,9960.0,5.0,0.9070000052452087,0.7727272510528564,0.01642512157559395,0.000501756148878485,0.9994982481002808
YLR203C,YKL067W,0,7.1172075,17.0,1018.0,9959.0,6.0,0.9069091081619263,0.739130437374115,0.01642512157559395,0.000602107378654182,0.999397873878479
YGR028W,YGL236C,0,7.099549,17.0,1018.0,9958.0,7.0,0.9068182110786438,0.7083333134651184,0.01642512157559395,0.000702458608429879,0.999297559261322
YJL180C,YDR244W,0,7.085496,17.0,1018.0,9957.0,8.0,0.9067272543907166,0.6800000071525574,0.01642512157559395,0.0008028098382055759,0.9991971850395203
YOR142W,YBR037C,0,7.0563583,17.0,1018.0,9956.0,9.0,0.9066363573074341,0.6538461446762085,0.01642512157559395,0.0009031610679812729,0.9990968108177185
YGR183C,YBR262C,1,6.950963,18.0,1017.0,9956.0,9.0,0.9067272543907166,0.6666666865348816,0.017391303554177284,0.0009031610679812729,0.9990968108177185
YIL136W,YKL137W,0,6.9492583,18.0,1017.0,9955.0,10.0,0.9066363573074341,0.6428571343421936,0.017391303554177284,0.00100351229775697,0.9989964962005615
YBL078C,YGR082W,1,6.909801,19.0,1016.0,9955.0,10.0,0.9067272543907166,0.6551724076271057,0.01835748739540577,0.00100351229775697,0.9989964962005615
YLR239C,YMR148W,0,6.8388143,19.0,1016.0,9954.0,11.0,0.9066363573074341,0.6333333253860474,0.01835748739540577,0.001103863469325006,0.9988961219787598
YBR223C,YLR295C,0,6.812588,19.0,1016.0,9953.0,12.0,0.9065454602241516,0.6129032373428345,0.01835748739540577,0.001204214757308364,0.9987958073616028
YDL202W,YMR020W,0,6.7177887,19.0,1016.0,9952.0,13.0,0.9064545631408691,0.59375,0.01835748739540577,0.0013045659288764,0.998695433139801
YBL078C,YLR203C,1,6.708523,20.0,1015.0,9952.0,13.0,0.9065454602241516,0.6060606241226196,0.019323671236634254,0.0013045659288764,0.998695433139801
YFL016C,YGR082W,1,6.6200304,21.0,1014.0,9952.0,13.0,0.9066363573074341,0.6176470518112183,0.02028985507786274,0.0013045659288764,0.998695433139801
YJL180C,YML129C,1,6.5973454,22.0,1013.0,9952.0,13.0,0.9067272543907166,0.6285714507102966,0.021256038919091225,0.0013045659288764,0.998695433139801
YLR393W,YDR529C,1,6.5678616,23.0,1012.0,9952.0,13.0,0.9068182110786438,0.6388888955116272,0.02222222276031971,0.0013045659288764,0.998695433139801
YMR060C,YNL242W,1,6.5500717,24.0,1011.0,9952.0,13.0,0.9069091081619263,0.6486486196517944,0.023188406601548195,0.0013045659288764,0.998695433139801
YML025C,YBL038W,0,6.5055494,24.0,1011.0,9951.0,14.0,0.9068182110786438,0.6315789222717285,0.023188406601548195,0.001404917216859758,0.9985950589179993
YPL004C,YGL040C,0,6.50267,24.0,1011.0,9950.0,15.0,0.9067272543907166,0.6153846383094788,0.023188406601548195,0.001505268388427794,0.9984947443008423
