Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YKL195W,YBR185C,1,11.898524,1.0,1028.0,9971.0,0.0,0.9065454602241516,1.0,0.0009718172950670123,0.0,1.0
YNL315C,YCR079W,1,11.496162,2.0,1027.0,9971.0,0.0,0.9066363573074341,1.0,0.0019436345901340246,0.0,1.0
YBL078C,YGR112W,1,11.197027,3.0,1026.0,9971.0,0.0,0.9067272543907166,1.0,0.0029154520016163588,0.0,1.0
YOR065W,YCL040W,0,10.668106,3.0,1026.0,9970.0,1.0,0.9066363573074341,0.75,0.0029154520016163588,0.00010029084660345688,0.999899685382843
YNR007C,YJL180C,1,10.371211,4.0,1025.0,9970.0,1.0,0.9067272543907166,0.800000011920929,0.0038872691802680492,0.00010029084660345688,0.999899685382843
YNL070W,YDL142C,1,9.006411,5.0,1024.0,9970.0,1.0,0.9068182110786438,0.8333333134651184,0.004859086591750383,0.00010029084660345688,0.999899685382843
YBR120C,YBR230C,1,8.90977,6.0,1023.0,9970.0,1.0,0.9069091081619263,0.8571428656578064,0.0058309040032327175,0.00010029084660345688,0.999899685382843
YPR155C,YLR312W-A,0,8.8914795,6.0,1023.0,9969.0,2.0,0.9068182110786438,0.75,0.0058309040032327175,0.00020058169320691377,0.9997994303703308
YBR046C,YIL065C,0,8.838829,6.0,1023.0,9968.0,3.0,0.9067272543907166,0.6666666865348816,0.0058309040032327175,0.0003008725179824978,0.9996991157531738
YPR183W,YIL097W,0,8.773434,6.0,1023.0,9967.0,4.0,0.9066363573074341,0.6000000238418579,0.0058309040032327175,0.00040116338641382754,0.9995988607406616
YEL020W-A,YPR023C,0,8.720776,6.0,1023.0,9966.0,5.0,0.9065454602241516,0.5454545617103577,0.0058309040032327175,0.0005014542257413268,0.9994985461235046
YBR120C,YNR020C,1,8.647692,7.0,1022.0,9966.0,5.0,0.9066363573074341,0.5833333134651184,0.006802720949053764,0.0005014542257413268,0.9994985461235046
YBL078C,YIL098C,1,8.60637,8.0,1021.0,9966.0,5.0,0.9067272543907166,0.6153846383094788,0.0077745383605360985,0.0005014542257413268,0.9994985461235046
YIL098C,YKL141W,1,8.521633,9.0,1020.0,9966.0,5.0,0.9068182110786438,0.6428571343421936,0.008746355772018433,0.0005014542257413268,0.9994985461235046
