Batch,Training Loss
0,0.0
100,18.986707348823554
200,20.0852534198761
300,20.000490999221796
400,19.400697760581966
500,18.794118428230288
600,18.201840343475343
700,18.941475639343263
800,17.897271146774287
900,18.77190392494202
1000,20.282005457878117
1100,18.970408911705025
1200,17.500569720268246
1300,18.067425699234004
1400,20.438819313049308
1500,19.375041441917425
1600,18.93573482513428
1700,18.315664896965032
1800,17.803286533355717
1900,19.95025386333466
2000,20.38509178638458
2100,20.2116307592392
2200,18.721815986633306
2300,21.679538364410405
2400,17.86485491752624
2500,19.30843501091004
2600,17.236096487045284
2700,17.498675694465636
2800,19.833342065811156
2900,17.848992795944216
3000,16.38891314029694
3100,18.08117952346801
3200,18.378601279258728
3300,17.368371424674983
3400,18.357893586158756
3500,20.917759804725648
3600,18.588531537055974
3700,21.0476659488678
3800,19.07845304965973
3900,18.974669733047477
4000,20.36483208656311
4100,18.576363840103138
4200,17.490579853057866
4300,17.727114391326904
4400,19.502463154792785
4500,20.72245924472808
4600,21.132169618606564
4700,18.40357583045959
4800,18.35443463802337
4900,20.534903411865233
5000,19.414610409736635
5100,20.097437143325802
5200,19.85804101467133
5300,18.458745012283323
5400,19.442206096649173
5500,20.17472840309144
5600,19.074961247444154
5700,20.314699201583863
5800,18.276246290206903
5900,18.97435690402984
6000,18.636147179603576
6100,19.455479531288148
6200,20.032007656097413
6300,17.732907490730284
6400,18.531174931526184
6500,19.582326626777654
6600,21.15776471138002
6700,20.53684365272522
6800,19.4054800271988
6900,20.185421328544617
7000,18.6876093006134
7100,18.95560978412628
7200,21.395016918182375
7300,18.16456683158875
7400,18.66689953804016
7500,18.83500784873963
7600,17.290831718444828
7700,18.984677786827085
7800,16.637705144882204
7900,18.58110278129577
8000,16.7450435256958
8100,17.498274326324466
8200,17.98758251667023
8300,21.06148233413696
8400,17.819642291069027
8500,17.74173264980316
8600,19.203335080146804
8700,18.808945055007932
8800,19.58217723369598
8900,18.672490544319164
9000,19.14304138660431
9100,19.7326111125946
9200,18.559848027229304
9300,21.37466158866881
9400,17.45640721797943
9500,17.599844818115226
9600,17.71663511753082
9700,18.459339480400086
9800,22.059923977851867
9900,17.224142265319827
10000,20.295854487419135
