Gene A,Gene B,Score
YJL063C,YJL063C,2.8033744214894796e-09
YJL063C,YHR194W,0.3639984726905823
YJL063C,YBR234C,0.989085018634796
YJL063C,YOL009C,0.8436732888221741
YJL063C,YLR304C,0.8940696716308594
YJL063C,YEL020W-A,0.984166145324707
YJL063C,YDR077W,0.0478125847876071
YJL063C,YGR144W,0.9834710955619812
YJL063C,YIL062C,0.9984758496284484
YJL063C,YOR326W,0.1086432859301567
YJL063C,YOR330C,0.0053214021027088
YJL063C,YLR190W,0.1321761608123779
YJL063C,YFL039C,0.5109289884567261
YJL063C,YJR120W,8.200718184525613e-07
YJL063C,YPR131C,0.0701231583952903
YJL063C,YPR140W,0.5105822086334229
YJL063C,YOL060C,0.9876338243484496
YJL063C,YML104C,0.0640048459172248
YJL063C,YHR031C,0.8218880891799927
YJL063C,YDR339C,0.9802740812301636
YJL063C,YLR355C,0.6807546019554138
YJL063C,YKR036C,0.3565727770328522
YJL063C,YOR147W,0.4290085434913635
YJL063C,YMR302C,0.9948345422744752
YJL063C,YOR211C,0.529134213924408
YJL063C,YML058W,0.2390458434820175
YJL063C,YDR258C,0.9124420285224916
YJL063C,YNL304W,0.196061372756958
YJL063C,YLL006W,0.974942147731781
YJL063C,YIL051C,0.9714295864105223
YJL063C,YLL001W,0.7539629936218262
YJL063C,YMR134W,0.0253200884908437
YJL063C,YNL213C,0.9992218017578124
YJL063C,YOL095C,0.8731285929679871
YJL063C,YBR185C,0.9994038343429564
YJL063C,YCR020C,0.9109888076782228
YJL063C,YNL079C,0.990960657596588
YJL063C,YJR065C,0.9981327652931212
YJL063C,YDR470C,0.993425726890564
YJL063C,YJR135W-A,0.9882899522781372
YJL063C,YOR037W,0.8615819811820984
YJL063C,YDR393W,0.8868513703346252
YJL063C,YNR035C,0.9646878242492676
YJL063C,YDR296W,0.5308600068092346
YJL063C,YBR091C,0.110346034169197
YJL063C,YHR005C-A,0.9895321130752563
YJL063C,YGL055W,0.9907387495040894
YJL063C,YBL080C,0.0736563876271247
YJL063C,YJL112W,0.9841354489326476
YJL063C,YGL020C,0.5933694243431091
YJL063C,YDL198C,0.7145068049430847
YJL063C,YKL013C,0.9977408647537231
YJL063C,YMR211W,0.5922225713729858
YJL063C,YGR181W,0.4738721549510956
YJL063C,YNL121C,0.999792754650116
YJL063C,YCL044C,0.972004532814026
YJL063C,YBR212W,0.949939489364624
YJL063C,YNL149C,0.5365490913391113
YJL063C,YGR101W,0.998615026473999
YJL063C,YKR085C,0.7989345192909241
YJL063C,YMR241W,0.9873148202896118
YJL063C,YCR028C-A,0.964702010154724
YJL063C,YHR120W,0.2251025587320327
YJL063C,YPR125W,0.1637739688158035
YJL063C,YMR012W,0.991162896156311
YJL063C,YLR368W,0.9661641120910645
YJL063C,YNL055C,0.9705955386161804
YJL063C,YNL026W,0.9666791558265686
YJL063C,YPR024W,0.9702792167663574
YJL063C,YDR150W,0.4555376470088959
YJL063C,YLR370C,0.9848841428756714
YJL063C,YKL053C-A,0.983288586139679
YJL063C,YHR083W,0.9969215989112854
YJL063C,YNL310C,0.5621334910392761
YJL063C,YOL027C,0.9722722172737122
YJL063C,YKR042W,0.463842898607254
YJL063C,YJL054W,0.9437600374221802
YJL063C,YPR083W,0.9491413235664368
YJL063C,YDL142C,0.9042808413505554
YJL063C,YNL066W,0.1441555321216583
YJL063C,YDL029W,0.9989534616470336
YJL063C,YBR192W,0.0219209603965282
YJL063C,YGL219C,0.22946597635746
YJL063C,YOR060C,0.0840426161885261
YJL063C,YJL116C,0.998096764087677
YJL063C,YDL217C,0.1669225841760635
YJL063C,YMR060C,0.9734482765197754
YJL063C,YPL098C,0.925139307975769
YJL063C,YDL006W,0.9974533915519714
YJL063C,YBR179C,0.7556723356246948
YJL063C,YNL070W,0.4695502817630768
YJL063C,YIL065C,0.8160000443458557
YJL063C,YOR266W,0.3512687385082245
YJL063C,YMR072W,0.9938594698905944
YJL063C,YOL076W,0.8164059519767761
YJL063C,YLL013C,0.1585681140422821
YJL063C,YDR219C,0.993416666984558
YJL063C,YJR144W,0.0137859154492616
YJL063C,YER154W,0.039296168833971
YJL063C,YML091C,0.96333110332489
YJL063C,YML061C,0.7863006591796875
YJL063C,YMR275C,0.6496195197105408
YJL063C,YFL036W,0.9712175726890564
YJL063C,YJR118C,0.9662657380104064
YJL063C,YIL138C,0.0964907854795456
YHR194W,YJL063C,0.3639984726905823
YHR194W,YHR194W,7.530228721283482e-36
YHR194W,YBR234C,0.0407738536596298
YHR194W,YOL009C,0.8222375512123108
YHR194W,YLR304C,0.8418017029762268
YHR194W,YEL020W-A,0.4876849353313446
YHR194W,YDR077W,0.0048742862418293
YHR194W,YGR144W,0.0006465667393058
YHR194W,YIL062C,0.0920047163963317
YHR194W,YOR326W,0.0042297071777284
YHR194W,YOR330C,0.0860640853643417
YHR194W,YLR190W,0.0043707839213311
YHR194W,YFL039C,0.1976021081209182
YHR194W,YJR120W,0.149836927652359
YHR194W,YPR131C,0.2888436615467071
YHR194W,YPR140W,0.007049408275634
YHR194W,YOL060C,0.0003992243146058
YHR194W,YML104C,7.223674401757307e-06
YHR194W,YHR031C,0.0123253334313631
YHR194W,YDR339C,0.0042756479233503
YHR194W,YLR355C,0.0695358514785766
YHR194W,YKR036C,0.1096875816583633
YHR194W,YOR147W,0.1585919260978698
YHR194W,YMR302C,0.0012757908552885
YHR194W,YOR211C,0.1418169438838958
YHR194W,YML058W,0.0510469079017639
YHR194W,YDR258C,6.882598245283589e-05
YHR194W,YNL304W,0.0450287647545337
YHR194W,YLL006W,0.8799126744270325
YHR194W,YIL051C,0.5601895451545715
YHR194W,YLL001W,0.2040194720029831
YHR194W,YMR134W,0.8364843726158142
YHR194W,YNL213C,0.2959001362323761
YHR194W,YOL095C,0.088138498365879
YHR194W,YBR185C,0.7709700465202332
YHR194W,YCR020C,0.5529904961585999
YHR194W,YNL079C,0.01840141415596
YHR194W,YJR065C,0.0268679466098546
YHR194W,YDR470C,0.0360464863479137
YHR194W,YJR135W-A,0.9341244101524352
YHR194W,YOR037W,0.9265382885932922
YHR194W,YDR393W,0.9017763733863832
YHR194W,YNR035C,0.7860891222953796
YHR194W,YDR296W,0.5347837209701538
YHR194W,YBR091C,0.9792701005935668
YHR194W,YHR005C-A,0.1563678085803985
YHR194W,YGL055W,0.3002137839794159
YHR194W,YBL080C,0.9347003698349
YHR194W,YJL112W,0.0549147054553031
YHR194W,YGL020C,0.3310230374336242
YHR194W,YDL198C,0.9636719226837158
YHR194W,YKL013C,0.1557644456624984
YHR194W,YMR211W,0.6975737810134888
YHR194W,YGR181W,0.1186034530401229
YHR194W,YNL121C,0.4896877110004425
YHR194W,YCL044C,0.9517259001731871
YHR194W,YBR212W,0.0861069858074188
YHR194W,YNL149C,0.2089853882789611
YHR194W,YGR101W,0.9700430035591124
YHR194W,YKR085C,0.1844276636838913
YHR194W,YMR241W,0.0856070071458816
YHR194W,YCR028C-A,0.3757864832878113
YHR194W,YHR120W,0.0062944875098764
YHR194W,YPR125W,0.5773689150810242
YHR194W,YMR012W,3.429451317060739e-05
YHR194W,YLR368W,0.9894639253616332
YHR194W,YNL055C,0.0664912760257721
YHR194W,YNL026W,0.0066788946278393
YHR194W,YPR024W,0.8269979357719421
YHR194W,YDR150W,0.971547782421112
YHR194W,YLR370C,0.5592193603515625
YHR194W,YKL053C-A,0.992637038230896
YHR194W,YHR083W,0.8004217743873596
YHR194W,YNL310C,0.0425622314214706
YHR194W,YOL027C,0.994109869003296
YHR194W,YKR042W,0.0753267034888267
YHR194W,YJL054W,0.9613214135169984
YHR194W,YPR083W,0.981744945049286
YHR194W,YDL142C,0.0089169694110751
YHR194W,YNL066W,0.0134438099339604
YHR194W,YDL029W,0.0071899578906595
YHR194W,YBR192W,0.0472529456019401
YHR194W,YGL219C,0.5272312164306641
YHR194W,YOR060C,0.0788376927375793
YHR194W,YJL116C,0.1324936151504516
YHR194W,YDL217C,0.9367252588272096
YHR194W,YMR060C,0.0719900876283645
YHR194W,YPL098C,0.9953757524490356
YHR194W,YDL006W,0.0837143808603286
YHR194W,YBR179C,0.8165116310119629
YHR194W,YNL070W,0.5910174250602722
YHR194W,YIL065C,0.0978788286447525
YHR194W,YOR266W,0.9489896297454834
YHR194W,YMR072W,0.1681535094976425
YHR194W,YOL076W,0.0001105066912714
YHR194W,YLL013C,0.6523650288581848
YHR194W,YDR219C,0.9622793793678284
YHR194W,YJR144W,7.865643055993132e-06
YHR194W,YER154W,0.7542793154716492
YHR194W,YML091C,0.4261879026889801
YHR194W,YML061C,0.0426362305879592
YHR194W,YMR275C,0.9953749775886536
YHR194W,YFL036W,0.9841008186340332
YHR194W,YJR118C,0.0288197454065084
YHR194W,YIL138C,0.0236088223755359
YBR234C,YJL063C,0.989085018634796
YBR234C,YHR194W,0.0407738536596298
YBR234C,YBR234C,0.0
YBR234C,YOL009C,0.4753561317920685
YBR234C,YLR304C,0.4442140758037567
YBR234C,YEL020W-A,0.0893309116363525
YBR234C,YDR077W,0.0027859306428581
YBR234C,YGR144W,0.9585965275764464
YBR234C,YIL062C,0.0099320942535996
YBR234C,YOR326W,0.0138703966513276
YBR234C,YOR330C,0.0063601583242416
YBR234C,YLR190W,0.4060364067554474
YBR234C,YFL039C,0.0041942442767322
YBR234C,YJR120W,8.593699931225274e-06
YBR234C,YPR131C,0.0459061674773693
YBR234C,YPR140W,0.0061948481015861
YBR234C,YOL060C,0.6705703735351562
YBR234C,YML104C,0.9842545986175536
