Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YKR035W-A,-1,89.57739184051752,0,1,4654,105,0.9777310924369748,0.0,0.0,0.00021482277121374866,0.9997851772287862
YPR191W,-1,87.40813858434558,0,2,4653,105,0.9775210084033613,0.0,0.0,0.0004296455424274973,0.9995703544575725
YOL023W,0,85.29126952658407,0,2,4653,105,0.9775210084033613,0.0,0.0,0.0004296455424274973,0.9995703544575725
YBR139W,-1,83.9462170752231,0,3,4652,105,0.9773109243697479,0.0,0.0,0.0006444683136412459,0.9993555316863587
YNL156C,-1,81.90048337588087,0,4,4651,105,0.9771008403361344,0.0,0.0,0.0008592910848549946,0.9991407089151451
YPL098C,1,81.57753351703286,1,4,4651,104,0.9773109243697479,0.2,0.009523809523809525,0.0008592910848549946,0.9991407089151451
YER048W-A,-1,81.47173089766875,1,5,4650,104,0.9771008403361344,0.16666666666666666,0.009523809523809525,0.0010741138560687433,0.9989258861439313
YBR044C,-1,79.58144501113566,1,6,4649,104,0.976890756302521,0.14285714285714285,0.009523809523809525,0.0012889366272824919,0.9987110633727175
YKL192C,-1,79.28288044373039,1,7,4648,104,0.9766806722689075,0.125,0.009523809523809525,0.0015037593984962407,0.9984962406015038
YLR069C,0,77.96013877633959,1,7,4648,104,0.9766806722689075,0.125,0.009523809523809525,0.0015037593984962407,0.9984962406015038
YBR120C,0,77.56297533138422,1,7,4648,104,0.9766806722689075,0.125,0.009523809523809525,0.0015037593984962407,0.9984962406015038
YNL183C,-1,77.50118547026068,1,8,4647,104,0.9764705882352941,0.1111111111111111,0.009523809523809525,0.0017185821697099893,0.99828141783029
YGL040C,-1,77.02704599499702,1,9,4646,104,0.9762605042016806,0.1,0.009523809523809525,0.001933404940923738,0.9980665950590762
YKL053C-A,1,77.02127194777131,2,9,4646,103,0.9764705882352941,0.18181818181818182,0.01904761904761905,0.001933404940923738,0.9980665950590762
YBR185C,1,76.66188501007855,3,9,4646,102,0.9766806722689075,0.25,0.02857142857142857,0.001933404940923738,0.9980665950590762
YHR091C,0,76.61938738610479,3,9,4646,102,0.9766806722689075,0.25,0.02857142857142857,0.001933404940923738,0.9980665950590762
YJR077C,-1,76.54773464199388,3,10,4645,102,0.9764705882352941,0.23076923076923078,0.02857142857142857,0.0021482277121374865,0.9978517722878625
YDR296W,1,76.4380198083818,4,10,4645,101,0.9766806722689075,0.2857142857142857,0.0380952380952381,0.0021482277121374865,0.9978517722878625
YIL124W,-1,76.18826318139327,4,11,4644,101,0.9764705882352941,0.26666666666666666,0.0380952380952381,0.002363050483351235,0.9976369495166487
YLR394W,-1,76.07065528084058,4,12,4643,101,0.9762605042016806,0.25,0.0380952380952381,0.0025778732545649837,0.9974221267454351
YLR370C,1,75.14886507461779,5,12,4643,100,0.9764705882352941,0.29411764705882354,0.047619047619047616,0.0025778732545649837,0.9974221267454351
YEL020W-A,1,75.10218072833959,6,12,4643,99,0.9766806722689075,0.3333333333333333,0.05714285714285714,0.0025778732545649837,0.9974221267454351
YDR358W,-1,74.72014838608447,6,13,4642,99,0.9764705882352941,0.3157894736842105,0.05714285714285714,0.0027926960257787323,0.9972073039742213
YFR032C-A,-1,74.65083518996835,6,14,4641,99,0.9762605042016806,0.3,0.05714285714285714,0.0030075187969924814,0.9969924812030075
YPL040C,-1,74.49896376176548,6,15,4640,99,0.9760504201680672,0.2857142857142857,0.05714285714285714,0.00322234156820623,0.9967776584317938
YLR258W,-1,74.27334091393277,6,16,4639,99,0.9758403361344538,0.2727272727272727,0.05714285714285714,0.0034371643394199786,0.99656283566058
YPL154C,-1,74.13936393300537,6,17,4638,99,0.9756302521008403,0.2608695652173913,0.05714285714285714,0.003651987110633727,0.9963480128893663
YOR136W,-1,73.95693436131114,6,18,4637,99,0.9754201680672269,0.25,0.05714285714285714,0.003866809881847476,0.9961331901181525
YPL097W,0,73.61743652887526,6,18,4637,99,0.9754201680672269,0.25,0.05714285714285714,0.003866809881847476,0.9961331901181525
YBR126C,-1,73.24980448212591,6,19,4636,99,0.9752100840336134,0.24,0.05714285714285714,0.004081632653061225,0.9959183673469387
YBR024W,-1,73.09362041950226,6,20,4635,99,0.975,0.23076923076923078,0.05714285714285714,0.004296455424274973,0.9957035445757251
YBR035C,-1,72.95638032461284,6,21,4634,99,0.9747899159663865,0.2222222222222222,0.05714285714285714,0.004511278195488722,0.9954887218045113
YGR253C,-1,72.94548735208946,6,22,4633,99,0.9745798319327731,0.21428571428571427,0.05714285714285714,0.00472610096670247,0.9952738990332975
YPR184W,-1,72.94172465223528,6,23,4632,99,0.9743697478991596,0.20689655172413793,0.05714285714285714,0.004940923737916219,0.9950590762620838
YGR112W,-1,72.93904206133448,6,24,4631,99,0.9741596638655462,0.2,0.05714285714285714,0.0051557465091299675,0.99484425349087
YBL064C,-1,72.85575677218003,6,25,4630,99,0.9739495798319328,0.1935483870967742,0.05714285714285714,0.0053705692803437165,0.9946294307196563
YJL102W,-1,72.7991208761232,6,26,4629,99,0.9737394957983193,0.1875,0.05714285714285714,0.005585392051557465,0.9944146079484425
YJL059W,-1,72.62091014534235,6,27,4628,99,0.9735294117647059,0.18181818181818182,0.05714285714285714,0.005800214822771214,0.9941997851772287
YEL012W,-1,72.54046718715108,6,28,4627,99,0.9733193277310924,0.17647058823529413,0.05714285714285714,0.006015037593984963,0.9939849624060151
YOR354C,-1,72.4913739973199,6,29,4626,99,0.973109243697479,0.17142857142857143,0.05714285714285714,0.006229860365198711,0.9937701396348013
YOR132W,-1,72.42196814529598,6,30,4625,99,0.9728991596638655,0.16666666666666666,0.05714285714285714,0.00644468313641246,0.9935553168635876
YDR511W,-1,72.4003749205549,6,31,4624,99,0.9726890756302521,0.16216216216216217,0.05714285714285714,0.006659505907626208,0.9933404940923738
YLL001W,1,72.35886585433036,7,31,4624,98,0.9728991596638655,0.18421052631578946,0.06666666666666667,0.006659505907626208,0.9933404940923738
YMR251W-A,-1,72.30601229259628,7,32,4623,98,0.9726890756302521,0.1794871794871795,0.06666666666666667,0.006874328678839957,0.99312567132116
YFR052W,-1,72.27729992454988,7,33,4622,98,0.9724789915966386,0.175,0.06666666666666667,0.007089151450053705,0.9929108485499463
YNR045W,0,72.24239030509489,7,33,4622,98,0.9724789915966386,0.175,0.06666666666666667,0.007089151450053705,0.9929108485499463
YIR037W,-1,72.18683981581853,7,34,4621,98,0.9722689075630252,0.17073170731707318,0.06666666666666667,0.007303974221267454,0.9926960257787325
YLL019C,-1,72.18050097678497,7,35,4620,98,0.9720588235294118,0.16666666666666666,0.06666666666666667,0.007518796992481203,0.9924812030075187
YDR513W,-1,72.17127751762928,7,36,4619,98,0.9718487394957983,0.16279069767441862,0.06666666666666667,0.007733619763694952,0.9922663802363051
YLL041C,-1,72.1353331184946,7,37,4618,98,0.9716386554621849,0.1590909090909091,0.06666666666666667,0.0079484425349087,0.9920515574650913
YKL193C,-1,71.79478464325075,7,38,4617,98,0.9714285714285714,0.15555555555555556,0.06666666666666667,0.00816326530612245,0.9918367346938776
YFR044C,-1,71.74757225159556,7,39,4616,98,0.971218487394958,0.15217391304347827,0.06666666666666667,0.008378088077336197,0.9916219119226638
YBR149W,-1,71.7079704409698,7,40,4615,98,0.9710084033613445,0.14893617021276595,0.06666666666666667,0.008592910848549946,0.99140708915145
YLR174W,-1,71.45362411718816,7,41,4614,98,0.9707983193277311,0.14583333333333334,0.06666666666666667,0.008807733619763695,0.9911922663802363
YNL037C,-1,71.32966949231923,7,42,4613,98,0.9705882352941176,0.14285714285714285,0.06666666666666667,0.009022556390977444,0.9909774436090225
YKL013C,1,71.2340004343423,8,42,4613,97,0.9707983193277311,0.16,0.0761904761904762,0.009022556390977444,0.9909774436090225
YBL041W,-1,71.21734634693712,8,43,4612,97,0.9705882352941176,0.1568627450980392,0.0761904761904762,0.009237379162191191,0.9907626208378089
YKR085C,1,71.132500030566,9,43,4612,96,0.9707983193277311,0.17307692307692307,0.08571428571428572,0.009237379162191191,0.9907626208378089
YKL067W,-1,70.99859577989264,9,44,4611,96,0.9705882352941176,0.16981132075471697,0.08571428571428572,0.00945220193340494,0.9905477980665951
YDR084C,-1,70.97583223722177,9,45,4610,96,0.9703781512605042,0.16666666666666666,0.08571428571428572,0.00966702470461869,0.9903329752953813
YIR021W,-1,70.95276101968193,9,46,4609,96,0.9701680672268908,0.16363636363636364,0.08571428571428572,0.009881847475832439,0.9901181525241676
YJL063C,1,70.93581201931966,10,46,4609,95,0.9703781512605042,0.17857142857142858,0.09523809523809523,0.009881847475832439,0.9901181525241676
YER141W,-1,70.92527141758183,10,47,4608,95,0.9701680672268908,0.17543859649122806,0.09523809523809523,0.010096670247046188,0.9899033297529538
YCL040W,-1,70.91953202123113,10,48,4607,95,0.9699579831932773,0.1724137931034483,0.09523809523809523,0.010311493018259935,0.98968850698174
YPR154W,-1,70.72866022557719,10,49,4606,95,0.9697478991596639,0.1694915254237288,0.09523809523809523,0.010526315789473684,0.9894736842105263
YPR025C,-1,70.72524602373596,10,50,4605,95,0.9695378151260504,0.16666666666666666,0.09523809523809523,0.010741138560687433,0.9892588614393125
YGR232W,-1,70.57644426170737,10,51,4604,95,0.969327731092437,0.16393442622950818,0.09523809523809523,0.010955961331901182,0.9890440386680989
YMR152W,-1,70.4122254094109,10,52,4603,95,0.9691176470588235,0.16129032258064516,0.09523809523809523,0.01117078410311493,0.9888292158968851
YDR074W,-1,70.32398347153503,10,53,4602,95,0.9689075630252101,0.15873015873015872,0.09523809523809523,0.011385606874328678,0.9886143931256713
YKL145W,-1,70.3101798100397,10,54,4601,95,0.9686974789915966,0.15625,0.09523809523809523,0.011600429645542427,0.9883995703544576
YPR171W,-1,70.26249280048069,10,55,4600,95,0.9684873949579832,0.15384615384615385,0.09523809523809523,0.011815252416756176,0.9881847475832438
YHR121W,-1,70.16133607784286,10,56,4599,95,0.9682773109243697,0.15151515151515152,0.09523809523809523,0.012030075187969926,0.98796992481203
YMR314W,-1,70.12768661250448,10,57,4598,95,0.9680672268907563,0.14925373134328357,0.09523809523809523,0.012244897959183673,0.9877551020408163
YJR117W,-1,70.04294613189995,10,58,4597,95,0.9678571428571429,0.14705882352941177,0.09523809523809523,0.012459720730397422,0.9875402792696025
YLL039C,-1,69.92454907705542,10,59,4596,95,0.9676470588235294,0.14492753623188406,0.09523809523809523,0.012674543501611171,0.9873254564983889
YNL070W,1,69.77198716031853,11,59,4596,94,0.9678571428571429,0.15714285714285714,0.10476190476190476,0.012674543501611171,0.9873254564983889
YEL060C,-1,69.6687348819105,11,60,4595,94,0.9676470588235294,0.15492957746478872,0.10476190476190476,0.01288936627282492,0.9871106337271751
YML057W,-1,69.57386011572089,11,61,4594,94,0.967436974789916,0.1527777777777778,0.10476190476190476,0.013104189044038667,0.9868958109559614
YNL073W,0,69.53589115944487,11,61,4594,94,0.967436974789916,0.1527777777777778,0.10476190476190476,0.013104189044038667,0.9868958109559614
YHR051W,-1,69.41045646969178,11,62,4593,94,0.9672268907563025,0.1506849315068493,0.10476190476190476,0.013319011815252416,0.9866809881847476
YGL037C,-1,69.35948338286835,11,63,4592,94,0.9670168067226891,0.14864864864864866,0.10476190476190476,0.013533834586466165,0.9864661654135338
YMR250W,-1,69.24055912600306,11,64,4591,94,0.9668067226890756,0.14666666666666667,0.10476190476190476,0.013748657357679914,0.9862513426423201
YIR038C,-1,69.16616189299384,11,65,4590,94,0.9665966386554622,0.14473684210526316,0.10476190476190476,0.013963480128893663,0.9860365198711063
YOR266W,1,69.15636758413166,12,65,4590,93,0.9668067226890756,0.15584415584415584,0.11428571428571428,0.013963480128893663,0.9860365198711063
YJR104C,-1,69.04999035912624,12,66,4589,93,0.9665966386554622,0.15384615384615385,0.11428571428571428,0.01417830290010741,0.9858216970998925
YER170W,-1,68.96022645384073,12,67,4588,93,0.9663865546218487,0.1518987341772152,0.11428571428571428,0.01439312567132116,0.9856068743286789
YJL020C,-1,68.6834129714407,12,68,4587,93,0.9661764705882353,0.15,0.11428571428571428,0.014607948442534909,0.9853920515574651
YFL016C,-1,68.6486430981895,12,69,4586,93,0.9659663865546219,0.14814814814814814,0.11428571428571428,0.014822771213748658,0.9851772287862514
YML091C,1,68.52266859228257,13,69,4586,92,0.9661764705882353,0.15853658536585366,0.12380952380952381,0.014822771213748658,0.9851772287862514
YJR125C,-1,68.48741175900432,13,70,4585,92,0.9659663865546219,0.1566265060240964,0.12380952380952381,0.015037593984962405,0.9849624060150376
YDL137W,-1,68.4654541136697,13,71,4584,92,0.9657563025210084,0.15476190476190477,0.12380952380952381,0.015252416756176154,0.9847475832438238
