Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Weight_Decay/Original_x_b_113x200x53_lr0.01_batch50_wd0.001_Train_/
./Yeast Resources/Pairwise/Spell/Weight_Decay/Original_x_b_113x200x53_lr0.01_batch50_wd0.001_Test_/
100 Batch Cumulative Loss: 428.36756706237793
Time for 100 Batches: 0.042988328138987224
100 Batch Cumulative Loss: 379.70093870162964
Time for 100 Batches: 0.405599308013916
100 Batch Cumulative Loss: 342.164941072464
Time for 100 Batches: 0.4053973197937012
100 Batch Cumulative Loss: 334.83846497535706
Time for 100 Batches: 0.40426501433054607
100 Batch Cumulative Loss: 320.4280607700348
Time for 100 Batches: 0.40066388845443723
100 Batch Cumulative Loss: 320.027188539505
Time for 100 Batches: 0.4037444392840068
100 Batch Cumulative Loss: 311.934330701828
Time for 100 Batches: 0.40437108675638833
100 Batch Cumulative Loss: 307.1686975955963
Time for 100 Batches: 0.4038710355758667
100 Batch Cumulative Loss: 306.5078225135803
Time for 100 Batches: 0.40476932128270465
100 Batch Cumulative Loss: 304.5901827812195
Time for 100 Batches: 0.4058013319969177
100 Batch Cumulative Loss: 301.4607353210449
Time for 100 Batches: 0.40637183586756387
100 Batch Cumulative Loss: 303.8498070240021
Time for 100 Batches: 0.40357706546783445
100 Batch Cumulative Loss: 301.8810098171234
Time for 100 Batches: 0.40941835641860963
100 Batch Cumulative Loss: 293.7653560638428
Time for 100 Batches: 0.4029515822728475
100 Batch Cumulative Loss: 291.12039279937744
Time for 100 Batches: 0.4038517912228902
100 Batch Cumulative Loss: 291.64497923851013
Time for 100 Batches: 0.40592838923136393
100 Batch Cumulative Loss: 293.0464301109314
Time for 100 Batches: 0.4065333366394043
100 Batch Cumulative Loss: 289.9588506221771
Time for 100 Batches: 0.40545823574066164
100 Batch Cumulative Loss: 287.87578868865967
Time for 100 Batches: 0.40966036717096965
100 Batch Cumulative Loss: 285.38817143440247
Time for 100 Batches: 0.40475646654764813
100 Batch Cumulative Loss: 287.32254695892334
Time for 100 Batches: 0.40453146696090697
100 Batch Cumulative Loss: 281.64255809783936
Time for 100 Batches: 0.39928746223449707
100 Batch Cumulative Loss: 286.4367628097534
Time for 100 Batches: 0.4153030554453532
100 Batch Cumulative Loss: 283.8834671974182
Time for 100 Batches: 0.40639580488204957
100 Batch Cumulative Loss: 282.74594950675964
Time for 100 Batches: 0.40555230776468915
100 Batch Cumulative Loss: 283.6135880947113
Time for 100 Batches: 0.4019718925158183
100 Batch Cumulative Loss: 281.31737184524536
Time for 100 Batches: 0.4044104218482971
100 Batch Cumulative Loss: 284.04605746269226
Time for 100 Batches: 0.4034678339958191
100 Batch Cumulative Loss: 282.8544089794159
Time for 100 Batches: 0.4050289352734884
100 Batch Cumulative Loss: 280.2499415874481
Time for 100 Batches: 0.40811996857325233
100 Batch Cumulative Loss: 282.2271304130554
Time for 100 Batches: 0.40653169552485147
100 Batch Cumulative Loss: 276.6751506328583
Time for 100 Batches: 0.40462133089701335
100 Batch Cumulative Loss: 277.44005584716797
Time for 100 Batches: 0.40363826751708987
100 Batch Cumulative Loss: 278.7112510204315
Time for 100 Batches: 0.4036327679951986
100 Batch Cumulative Loss: 272.400630235672
Time for 100 Batches: 0.41001256704330447
100 Batch Cumulative Loss: 276.27044463157654
Time for 100 Batches: 0.40279376109441123
100 Batch Cumulative Loss: 271.9008755683899
Time for 100 Batches: 0.401897676785787
100 Batch Cumulative Loss: 276.6949541568756
Time for 100 Batches: 0.40503483613332114
100 Batch Cumulative Loss: 278.2873854637146
Time for 100 Batches: 0.40696157614390055
100 Batch Cumulative Loss: 273.65600419044495
Time for 100 Batches: 0.4077572425206502
100 Batch Cumulative Loss: 273.335125207901
Time for 100 Batches: 0.40927424828211467
100 Batch Cumulative Loss: 273.4045932292938
Time for 100 Batches: 0.4071061650911967
100 Batch Cumulative Loss: 270.2127254009247
Time for 100 Batches: 0.40638162692387897
100 Batch Cumulative Loss: 267.3945943117142
Time for 100 Batches: 0.4066189686457316
100 Batch Cumulative Loss: 272.5504946708679
Time for 100 Batches: 0.4029238303502401
100 Batch Cumulative Loss: 271.12031388282776
Time for 100 Batches: 0.4018073638280233
100 Batch Cumulative Loss: 269.8147277832031
Time for 100 Batches: 0.40733586152394613
100 Batch Cumulative Loss: 268.1899530887604
Time for 100 Batches: 0.4027201493581136
100 Batch Cumulative Loss: 268.3012230396271
Time for 100 Batches: 0.40642594496409096
100 Batch Cumulative Loss: 269.5835921764374
Time for 100 Batches: 0.4041045864423116
100 Batch Cumulative Loss: 269.5142695903778
Time for 100 Batches: 0.40213788747787477
100 Batch Cumulative Loss: 266.3966975212097
Time for 100 Batches: 0.40250864028930666
100 Batch Cumulative Loss: 267.89761984348297
Time for 100 Batches: 0.4091254989306132
100 Batch Cumulative Loss: 266.7403039932251
Time for 100 Batches: 0.4067986249923706
100 Batch Cumulative Loss: 264.19270265102386
Time for 100 Batches: 0.4041555881500244
100 Batch Cumulative Loss: 265.07511854171753
Time for 100 Batches: 0.4091655135154724
100 Batch Cumulative Loss: 267.8792107105255
Time for 100 Batches: 0.41034576098124187
100 Batch Cumulative Loss: 265.7395236492157
Time for 100 Batches: 0.40186413526535036
100 Batch Cumulative Loss: 264.2226049900055
Time for 100 Batches: 0.4040924708048503
100 Batch Cumulative Loss: 266.18979716300964
Time for 100 Batches: 0.40742104848225913
100 Batch Cumulative Loss: 261.95619654655457
Time for 100 Batches: 0.40036813815434774
100 Batch Cumulative Loss: 261.6114579439163
Time for 100 Batches: 0.4057761073112488
100 Batch Cumulative Loss: 262.8431746959686
Time for 100 Batches: 0.40515387455622354
100 Batch Cumulative Loss: 261.54203844070435
Time for 100 Batches: 0.40364568630854286
100 Batch Cumulative Loss: 262.1952472925186
Time for 100 Batches: 0.4041204690933228
100 Batch Cumulative Loss: 257.74655175209045
Time for 100 Batches: 0.4049256046613057
100 Batch Cumulative Loss: 263.5568393468857
Time for 100 Batches: 0.4031004190444946
100 Batch Cumulative Loss: 261.7575682401657
Time for 100 Batches: 0.40775721073150634
100 Batch Cumulative Loss: 259.7058455944061
Time for 100 Batches: 0.405185608069102
100 Batch Cumulative Loss: 258.99518156051636
Time for 100 Batches: 0.39876935482025144
100 Batch Cumulative Loss: 262.83393120765686
Time for 100 Batches: 0.40411638816197715
100 Batch Cumulative Loss: 259.2997999191284
Time for 100 Batches: 0.4024781982103984
100 Batch Cumulative Loss: 263.1379956007004
Time for 100 Batches: 0.40430989662806194
100 Batch Cumulative Loss: 260.36729097366333
Time for 100 Batches: 0.4021626313527425
100 Batch Cumulative Loss: 258.2912155389786
Time for 100 Batches: 0.4021164894104004
100 Batch Cumulative Loss: 258.4077684879303
Time for 100 Batches: 0.40790549119313557
100 Batch Cumulative Loss: 260.4242477416992
Time for 100 Batches: 0.3994737982749939
100 Batch Cumulative Loss: 261.6847903728485
Time for 100 Batches: 0.3996305386225382
100 Batch Cumulative Loss: 264.8081178665161
Time for 100 Batches: 0.4103430946667989
100 Batch Cumulative Loss: 264.20195269584656
Time for 100 Batches: 0.40246837536493935
100 Batch Cumulative Loss: 260.6837694644928
Time for 100 Batches: 0.40421406825383505
100 Batch Cumulative Loss: 263.241712808609
Time for 100 Batches: 0.40428757270177207
100 Batch Cumulative Loss: 263.2519748210907
Time for 100 Batches: 0.40482413371404014
100 Batch Cumulative Loss: 256.90317487716675
Time for 100 Batches: 0.40651973883310955
