Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YLR204W,-1,39.146871748933336,0,1,6041,60,0.9900032776138971,0.0,0.0,0.00016550810989738498,0.9998344918901027
YBR185C,-1,34.591360758293476,0,2,6040,60,0.989839396919043,0.0,0.0,0.00033101621979476995,0.9996689837802052
YNL081C,-1,30.09684818677887,0,3,6039,60,0.9896755162241888,0.0,0.0,0.0004965243296921549,0.9995034756703078
YOR187W,-1,29.936139291326526,0,4,6038,60,0.9895116355293346,0.0,0.0,0.0006620324395895399,0.9993379675604105
YKR042W,-1,29.734200082565224,0,5,6037,60,0.9893477548344805,0.0,0.0,0.0008275405494869249,0.999172459450513
YPL103C,-1,28.52300766533881,0,6,6036,60,0.9891838741396264,0.0,0.0,0.0009930486593843098,0.9990069513406157
YHR147C,-1,28.348704489804376,0,7,6035,60,0.9890199934447722,0.0,0.0,0.0011585567692816948,0.9988414432307183
YLR295C,-1,27.47367539536002,0,8,6034,60,0.988856112749918,0.0,0.0,0.0013240648791790798,0.9986759351208209
YLR303W,-1,27.372689979770485,0,9,6033,60,0.988692232055064,0.0,0.0,0.0014895729890764648,0.9985104270109235
YPL099C,-1,26.721745534450747,0,10,6032,60,0.9885283513602098,0.0,0.0,0.0016550810989738498,0.9983449189010262
YBR146W,-1,26.466664680649046,0,11,6031,60,0.9883644706653556,0.0,0.0,0.0018205892088712346,0.9981794107911288
YDR493W,-1,26.368210739536153,0,12,6030,60,0.9882005899705014,0.0,0.0,0.0019860973187686196,0.9980139026812314
YDR237W,-1,26.352622472197254,0,13,6029,60,0.9880367092756474,0.0,0.0,0.0021516054286660046,0.997848394571334
YBL038W,-1,26.280629757409415,0,14,6028,60,0.9878728285807932,0.0,0.0,0.0023171135385633896,0.9976828864614367
YNL304W,-1,25.562398022260822,0,15,6027,60,0.987708947885939,0.0,0.0,0.0024826216484607746,0.9975173783515392
YKL134C,-1,25.211337941893362,0,16,6026,60,0.9875450671910849,0.0,0.0,0.0026481297583581596,0.9973518702416418
YGR062C,-1,25.173774215974845,0,17,6025,60,0.9873811864962307,0.0,0.0,0.0028136378682555446,0.9971863621317445
YKL170W,-1,24.97322905263352,0,18,6024,60,0.9872173058013766,0.0,0.0,0.0029791459781529296,0.997020854021847
YFL039C,-1,24.97199297127844,0,19,6023,60,0.9870534251065225,0.0,0.0,0.0031446540880503146,0.9968553459119497
YDR322C-A,-1,24.933079828741747,0,20,6022,60,0.9868895444116683,0.0,0.0,0.0033101621979476996,0.9966898378020523
YFR044C,-1,24.908762488174034,0,21,6021,60,0.9867256637168141,0.0,0.0,0.003475670307845084,0.9965243296921549
YLR439W,-1,24.462187242699997,0,22,6020,60,0.98656178302196,0.0,0.0,0.003641178417742469,0.9963588215822575
YBL030C,-1,24.27528189169385,0,23,6019,60,0.9863979023271059,0.0,0.0,0.003806686527639854,0.9961933134723602
YDR222W,-1,24.210607094690204,0,24,6018,60,0.9862340216322517,0.0,0.0,0.003972194637537239,0.9960278053624627
YIL051C,-1,24.14598493455469,0,25,6017,60,0.9860701409373975,0.0,0.0,0.004137702747434625,0.9958622972525654
YBL090W,-1,24.133726921136258,0,26,6016,60,0.9859062602425435,0.0,0.0,0.004303210857332009,0.995696789142668
YMR035W,-1,23.990736378520523,0,27,6015,60,0.9857423795476893,0.0,0.0,0.004468718967229395,0.9955312810327706
YDR296W,-1,23.974100449468096,0,28,6014,60,0.9855784988528351,0.0,0.0,0.004634227077126779,0.9953657729228732
YKL192C,-1,23.851613791424825,0,29,6013,60,0.985414618157981,0.0,0.0,0.004799735187024164,0.9952002648129759
YKL138C,-1,23.83237714002405,0,30,6012,60,0.9852507374631269,0.0,0.0,0.004965243296921549,0.9950347567030785
YNR016C,-1,23.595238281282946,0,31,6011,60,0.9850868567682727,0.0,0.0,0.005130751406818934,0.994869248593181
YKL003C,-1,23.51014273841605,0,32,6010,60,0.9849229760734185,0.0,0.0,0.005296259516716319,0.9947037404832837
YLR263W,-1,23.47113280064825,0,33,6009,60,0.9847590953785644,0.0,0.0,0.005461767626613704,0.9945382323733863
YJL180C,-1,23.330064550493262,0,34,6008,60,0.9845952146837103,0.0,0.0,0.005627275736511089,0.9943727242634889
YDR472W,-1,23.327405396819813,0,35,6007,60,0.9844313339888561,0.0,0.0,0.005792783846408474,0.9942072161535915
YBR234C,-1,23.102452291984264,0,36,6006,60,0.984267453294002,0.0,0.0,0.005958291956305859,0.9940417080436942
YPR100W,-1,23.08511732279794,0,37,6005,60,0.9841035725991478,0.0,0.0,0.006123800066203244,0.9938761999337967
YOR045W,-1,23.02801878764876,0,38,6004,60,0.9839396919042936,0.0,0.0,0.006289308176100629,0.9937106918238994
YHR109W,-1,23.011286983517493,0,39,6003,60,0.9837758112094396,0.0,0.0,0.006454816285998014,0.993545183714002
YCR046C,-1,22.886793073034887,0,40,6002,60,0.9836119305145854,0.0,0.0,0.006620324395895399,0.9933796756041046
YKL137W,-1,22.88606513399057,0,41,6001,60,0.9834480498197312,0.0,0.0,0.006785832505792784,0.9932141674942072
YPL072W,-1,22.765391647004435,0,42,6000,60,0.983284169124877,0.0,0.0,0.006951340615690168,0.9930486593843099
YDL078C,-1,22.761954354168807,0,43,5999,60,0.983120288430023,0.0,0.0,0.007116848725587554,0.9928831512744124
YJR080C,-1,22.74567975771352,0,44,5998,60,0.9829564077351688,0.0,0.0,0.007282356835484938,0.992717643164515
YGR076C,-1,22.739266233741077,0,45,5997,60,0.9827925270403146,0.0,0.0,0.007447864945382324,0.9925521350546177
YLR390W-A,-1,22.640509953759647,0,46,5996,60,0.9826286463454605,0.0,0.0,0.007613373055279708,0.9923866269447202
YLR395C,-1,22.615393683276565,0,47,5995,60,0.9824647656506064,0.0,0.0,0.007778881165177094,0.9922211188348229
YGR029W,-1,22.59793269268357,0,48,5994,60,0.9823008849557522,0.0,0.0,0.007944389275074478,0.9920556107249255
YBR110W,-1,22.50836198845559,0,49,5993,60,0.9821370042608981,0.0,0.0,0.008109897384971863,0.9918901026150282
YHR005C-A,-1,22.363440562112373,0,50,5992,60,0.9819731235660439,0.0,0.0,0.00827540549486925,0.9917245945051307
YNL213C,-1,22.361184282723116,0,51,5991,60,0.9818092428711898,0.0,0.0,0.008440913604766634,0.9915590863952334
YNR032C-A,-1,22.355474415660865,0,52,5990,60,0.9816453621763356,0.0,0.0,0.008606421714664018,0.991393578285336
YBL059W,-1,22.298674248391762,0,53,5989,60,0.9814814814814815,0.0,0.0,0.008771929824561403,0.9912280701754386
YPL173W,-1,22.258514942739566,0,54,5988,60,0.9813176007866273,0.0,0.0,0.00893743793445879,0.9910625620655412
YBR037C,-1,22.16941995782463,0,55,5987,60,0.9811537200917732,0.0,0.0,0.009102946044356174,0.9908970539556439
YPL271W,-1,22.16141120034618,0,56,5986,60,0.9809898393969191,0.0,0.0,0.009268454154253558,0.9907315458457464
YGR220C,-1,22.065223188517848,0,57,5985,60,0.9808259587020649,0.0,0.0,0.009433962264150943,0.9905660377358491
YGR215W,-1,22.041950487917234,0,58,5984,60,0.9806620780072107,0.0,0.0,0.009599470374048328,0.9904005296259517
YNR045W,-1,22.04025341693523,0,59,5983,60,0.9804981973123567,0.0,0.0,0.009764978483945714,0.9902350215160542
YDL012C,-1,21.955291509628296,0,60,5982,60,0.9803343166175025,0.0,0.0,0.009930486593843098,0.9900695134061569
YHR038W,-1,21.916012110261164,0,61,5981,60,0.9801704359226483,0.0,0.0,0.010095994703740483,0.9899040052962595
YCL056C,-1,21.9157018129481,0,62,5980,60,0.9800065552277941,0.0,0.0,0.010261502813637868,0.9897384971863621
YGL040C,-1,21.82012726104813,0,63,5979,60,0.97984267453294,0.0,0.0,0.010427010923535254,0.9895729890764647
YDR041W,-1,21.7868549481546,0,64,5978,60,0.9796787938380859,0.0,0.0,0.010592519033432638,0.9894074809665674
YJR101W,-1,21.780635825653917,0,65,5977,60,0.9795149131432317,0.0,0.0,0.010758027143330023,0.9892419728566699
YEL050C,-1,21.633389046228302,0,66,5976,60,0.9793510324483776,0.0,0.0,0.010923535253227408,0.9890764647467726
YER170W,-1,21.542652778025058,0,67,5975,60,0.9791871517535234,0.0,0.0,0.011089043363124794,0.9889109566368752
YLL013C,-1,21.515062265498273,0,68,5974,60,0.9790232710586693,0.0,0.0,0.011254551473022179,0.9887454485269779
YLR304C,-1,21.486773029891992,0,69,5973,60,0.9788593903638152,0.0,0.0,0.011420059582919563,0.9885799404170804
YHR031C,-1,21.45223420514003,0,70,5972,60,0.978695509668961,0.0,0.0,0.011585567692816948,0.9884144323071831
YPL172C,-1,21.442441194564253,0,71,5971,60,0.9785316289741068,0.0,0.0,0.011751075802714332,0.9882489241972857
YNL306W,-1,21.403426044349544,0,72,5970,60,0.9783677482792527,0.0,0.0,0.011916583912611719,0.9880834160873883
YEL020W-A,-1,21.36137226955907,0,73,5969,60,0.9782038675843986,0.0,0.0,0.012082092022509103,0.9879179079774909
YLR368W,-1,21.061389794480192,0,74,5968,60,0.9780399868895444,0.0,0.0,0.012247600132406488,0.9877523998675936
YNL197C,-1,21.04937296814569,0,75,5967,60,0.9778761061946902,0.0,0.0,0.012413108242303872,0.9875868917576961
YDR240C,-1,21.01654759329176,0,76,5966,60,0.9777122254998362,0.0,0.0,0.012578616352201259,0.9874213836477987
YOR126C,-1,21.000255743510934,0,77,5965,60,0.977548344804982,0.0,0.0,0.012744124462098643,0.9872558755379014
YDR011W,-1,20.890628699852755,0,78,5964,60,0.9773844641101278,0.0,0.0,0.012909632571996028,0.9870903674280039
YOL107W,-1,20.885237843729556,0,79,5963,60,0.9772205834152737,0.0,0.0,0.013075140681893412,0.9869248593181066
