Batch,Training Loss
0,50.473570823669434
100,40.03575150296092
200,36.96661060908809
300,39.04038145253435
400,40.38347134646028
500,33.40544259920716
600,38.62391463993117
700,32.76231165463105
800,34.3496940843761
900,33.43110522803545
1000,35.19421460200101
1100,29.961339677291107
1200,31.0912552170048
1300,33.328799168029946
1400,32.20900455210358
1500,27.449979095683375
1600,32.08962655257881
1700,31.463758448517183
1800,28.672715291380882
1900,34.28496625064872
2000,27.849342707778987
2100,31.43708556331694
2200,27.40723875394906
2300,26.46166871767491
2400,31.09535864906502
2500,24.854784204624593
2600,32.40022635299101
2700,28.781217289084452
2800,29.110209152975585
2900,23.943322991854075
3000,25.997285349061713
3100,22.26244531780071
3200,24.96636269800365
3300,23.73800802125774
3400,26.781619235232938
3500,23.75306662917137
3600,23.70758818050672
3700,23.286236204206944
3800,27.05494521954097
3900,27.4066224405542
4000,21.97321601148724
4100,25.38861264823936
4200,21.465895143337548
4300,22.5330476075178
4400,23.62465497816447
4500,24.053211510181427
4600,25.890586459077895
4700,25.038094795309007
4800,24.81512403022498
4900,25.077438597590117
5000,20.18407318275422
5100,21.12640001717955
5200,18.416927477821446
5300,21.732705929374788
5400,23.33220192696899
5500,19.402702944818884
5600,23.271858035004698
5700,19.620840935967863
5800,22.04485956931967
5900,20.769906281202566
6000,20.90858909767121
6100,21.707930248056073
6200,20.683067698410014
6300,19.18611898928657
6400,25.54496579710394
6500,17.556542828292322
6600,18.68472701171413
6700,18.475609970861115
6800,19.909157321118983
6900,18.283138612285256
7000,17.75264572710148
7100,23.086658583430108
7200,16.289694883002085
7300,19.426287160720676
7400,19.95779145177221
7500,18.660860340867657
7600,19.3952823728323
7700,19.350281736580655
7800,18.752825987816323
7900,21.40276468889533
8000,19.186579624773003
8100,19.2361332323635
8200,18.78435731306672
8300,20.787182488536928
8400,18.545548865455203
8500,17.96609272575006
8600,20.008109061978757
8700,17.66825227215304
8800,19.099811083637178
8900,19.35423513292335
9000,32.60684356881984
9100,19.222432509064674
9200,18.211102935485542
9300,19.225890236761188
