Batch,Training Loss,Testing Loss,Learning Rate
0,24.23415780067444,24.23415780067444,0.0001
100,19.007872574031353,7.961593568325043,0.0001
200,17.790941774845123,8.18215012550354,0.0001
300,18.85891618579626,64.52755928039551,0.0001
400,18.59378357976675,25.347349047660828,0.0001
500,21.238909110426903,23.778000473976135,0.0001
600,18.152202747762203,8.027252554893494,0.0001
700,17.75157893449068,24.025653302669525,0.0001
800,15.766831524670124,7.886698096990585,0.0001
900,16.507001996040344,7.931129634380341,0.0001
1000,18.150165744125843,7.237496972084045,0.0001
1100,17.460589230060577,22.91642725467682,0.0001
1200,20.43762006610632,39.8016095161438,0.0001
1300,16.16722435504198,16.6710764169693,0.0001
1400,18.34062959253788,8.041440695524216,0.0001
1500,18.164038732647896,15.896207094192505,0.0001
1600,17.840498954057693,23.688259720802307,0.0001
1700,19.015581719577312,8.464235067367554,0.0001
1800,21.00760018080473,23.398499190807343,0.0001
1900,19.19360575824976,16.53527468442917,0.0001
2000,19.49386914819479,32.975998520851135,0.0001
2100,22.322179697453976,16.12868458032608,0.0001
2200,21.00802829116583,40.93009531497955,0.0001
2300,19.168351627886295,32.71697163581848,0.0001
2400,17.294350661337376,16.739679872989655,0.0001
2500,18.863440096378326,15.503694117069244,0.0001
2600,20.424966476857662,6.687290966510773,0.0001
2700,16.88419657945633,-0.0,0.0001
2800,19.149201817810535,31.308704614639282,0.0001
2900,18.09735506027937,8.010240644216537,0.0001
3000,19.583381660282612,-0.0,0.0001
3100,17.18220006674528,40.54113030433655,0.0001
3200,18.41088742762804,16.409960389137268,0.0001
3300,19.80260258167982,15.070095658302307,0.0001
3400,18.093016423285007,32.55286514759064,0.0001
3500,19.318362526595592,24.56013858318329,0.0001
3600,16.278968319296837,23.942512273788452,0.0001
3700,18.06625109165907,16.182339191436768,0.0001
3800,17.639732494950294,25.335118174552917,0.0001
3900,18.481067210435867,17.78375804424286,0.0001
4000,20.088821321725845,24.208053946495056,0.0001
4100,16.770368590950966,29.960522055625916,0.0001
4200,19.99597619473934,24.34036135673523,0.0001
4300,18.919707618653774,-0.0,0.0001
4400,17.989990785717964,47.299736738204956,0.0001
4500,17.98727509379387,8.804372698068619,0.0001
4600,17.850090496242046,25.144562125205994,0.0001
4700,20.02263054996729,-0.0,0.0001
4800,16.803615041077137,15.142278373241425,0.0001
4900,19.75346003472805,-0.0,0.0001
5000,18.471637934446335,15.020456910133362,0.0001
5100,18.789642356336117,33.97892713546753,0.0001
5200,18.355072401463985,39.75086510181427,0.0001
5300,19.615265913307667,24.878129363059998,0.0001
5400,18.325080633163452,7.682104408740997,0.0001
5500,19.73413495719433,24.872758984565735,0.0001
5600,18.46514792740345,7.83713310956955,0.0001
5700,17.789511926472187,8.43215212225914,0.0001
5800,14.559592381119728,15.628257393836975,0.0001
5900,18.611865781247616,32.76430368423462,0.0001
6000,22.906043507158756,31.752240657806396,0.0001
6100,16.413197219371796,24.50617402791977,0.0001
6200,16.99734392017126,8.130516111850739,0.0001
6300,17.101466700434685,8.121337741613388,0.0001
6400,19.994107455015182,61.713749170303345,0.0001
6500,17.881276711821556,7.442934066057205,0.0001
6600,16.53912552446127,24.490779638290405,0.0001
6700,19.330872885882854,15.670765936374664,0.0001
6800,18.84747388958931,32.690659165382385,0.0001
6900,19.402034178376198,16.19759351015091,0.0001
7000,18.024161279201508,16.185912489891052,0.0001
7100,18.533942230045795,7.91526734828949,0.0001
7200,17.345654722303152,7.9750292003154755,0.0001
7300,21.566932074725628,7.907386124134064,0.0001
7400,17.810707859694958,17.104552686214447,0.0001
7500,16.684903994202614,7.90005549788475,0.0001
7600,18.942457549273968,7.89102241396904,0.0001
7700,18.716476663947105,8.803802728652954,0.0001
7800,17.369355581700802,22.84862846136093,0.0001
7900,17.64731702953577,25.449442863464355,0.0001
8000,17.325651057064533,24.581420421600342,0.0001
8100,21.729571379721165,15.86366891860962,0.0001
8200,17.66277577728033,24.671031534671783,0.0001
8300,17.75919222086668,15.469208359718323,0.0001
8400,16.349269293248653,-0.0,0.0001
8500,16.755895741283894,-0.0,0.0001
8600,16.808231249451637,-0.0,0.0001
8700,17.00316609442234,17.105354368686676,0.0001
8800,20.335642628371716,41.98870062828064,0.0001
8900,19.13441064953804,24.8760849237442,0.0001
9000,17.47023504972458,7.959102094173431,0.0001
9100,16.807298757135868,8.01834985613823,0.0001
9200,18.104403465986252,8.114440739154816,0.0001
9300,17.970560498535633,32.42345750331879,0.0001
9400,17.852259822189808,16.438838839530945,0.0001
