Gene A,Gene B,Score
YFR028C,YFR028C,0.9999996423721313
YFR028C,YAL010C,0.015980297699570656
YFR028C,YDR511W,0.28131234645843506
YFR028C,YNR020C,0.02163398265838623
YFR028C,YML104C,0.011078986339271069
YFR028C,YBL078C,0.27256762981414795
YFR028C,YMR211W,0.002358413767069578
YFR028C,YLR203C,0.7443709373474121
YFR028C,YPL029W,0.03340752050280571
YFR028C,YJL143W,0.9927710890769958
YFR028C,YBR120C,0.011487668380141258
YFR028C,YBR185C,0.22517763078212738
YFR028C,YER125W,0.00021653063595294952
YFR028C,YDR332W,0.025547459721565247
YFR028C,YPR083W,0.916089653968811
YFR028C,YDR493W,0.9787040948867798
YFR028C,YER058W,0.4219978451728821
YFR028C,YNL131W,0.1987159699201584
YFR028C,YML061C,0.002637135097756982
YFR028C,YDR322C-A,0.9933382272720337
YFR028C,YDL006W,0.007111937738955021
YFR028C,YNR040W,0.6457328200340271
YFR028C,YPL166W,0.1946612000465393
YFR028C,YNL213C,0.2423143833875656
YFR028C,YNR007C,9.346366277895868e-05
YFR028C,YHR024C,0.26549971103668213
YFR028C,YCR065W,0.013124185614287853
YFR028C,YDR219C,0.16697454452514648
YFR028C,YBR192W,0.017153630033135414
YFR028C,YNR032W,0.12252367287874222
YFR028C,YMR241W,0.9702900648117065
YFR028C,YIR021W,0.7546976208686829
YFR028C,YLR077W,0.5623054504394531
YFR028C,YNL066W,0.00021917461708653718
YFR028C,YNL005C,0.22980427742004395
YFR028C,YFR021W,0.0027466006577014923
YFR028C,YBR279W,0.00017777158063836396
YFR028C,YDR393W,0.03031866066157818
YFR028C,YLL006W,0.007071695756167173
YFR028C,YPR116W,0.00389284361153841
YFR028C,YML032C,0.009597782045602798
YFR028C,YER095W,0.03547482565045357
YFR028C,YJR100C,0.7355480194091797
YFR028C,YOR266W,0.7737880349159241
YFR028C,YML129C,0.38703453540802
YFR028C,YGR181W,0.4060347378253937
YFR028C,YLR304C,0.7808244824409485
YFR028C,YJL054W,0.018825292587280273
YFR028C,YLR423C,0.0012992449337616563
YFR028C,YGR082W,0.8977265357971191
YFR028C,YPR100W,0.8638839721679688
YFR028C,YMR159C,0.0018882261356338859
YFR028C,YHR194W,0.003164500230923295
YFR028C,YKR036C,0.002033037133514881
YFR028C,YBR227C,0.13071060180664062
YFR028C,YOR228C,0.018404383212327957
YFR028C,YIL098C,0.6705020070075989
YFR028C,YLR253W,0.0692700743675232
YFR028C,YFL046W,0.6448385119438171
YFR028C,YNL070W,0.8940653800964355
YFR028C,YNL055C,0.0033068496268242598
YFR028C,YMR098C,0.2294667363166809
YFR028C,YDL142C,0.0022887657396495342
YFR028C,YKL011C,0.5883523225784302
YFR028C,YGR049W,1.1520160114741884e-06
YFR028C,YPR020W,0.9931852221488953
YFR028C,YJR144W,0.2984679937362671
YFR028C,YMR134W,0.009338109754025936
