Name,Fold,Labels GO:0000054,Score GO:0000054,Labels GO:0000278,Score GO:0000278,Labels GO:0000747,Score GO:0000747,Labels GO:0001403,Score GO:0001403,Labels GO:0002181,Score GO:0002181,Labels GO:0003677,Score GO:0003677,Labels GO:0003682,Score GO:0003682,Labels GO:0003700,Score GO:0003700,Labels GO:0003735,Score GO:0003735,Labels GO:0004386,Score GO:0004386,Labels GO:0004518,Score GO:0004518,Labels GO:0005085,Score GO:0005085,Labels GO:0005576,Score GO:0005576,Labels GO:0005618,Score GO:0005618,Labels GO:0005694,Score GO:0005694,Labels GO:0005730,Score GO:0005730,Labels GO:0005740,Score GO:0005740,Labels GO:0005773,Score GO:0005773,Labels GO:0005777,Score GO:0005777,Labels GO:0005783,Score GO:0005783,Labels GO:0005794,Score GO:0005794,Labels GO:0005840,Score GO:0005840,Labels GO:0005886,Score GO:0005886,Labels GO:0005933,Score GO:0005933,Labels GO:0005938,Score GO:0005938,Labels GO:0006260,Score GO:0006260,Labels GO:0006281,Score GO:0006281,Labels GO:0006310,Score GO:0006310,Labels GO:0006325,Score GO:0006325,Labels GO:0006352,Score GO:0006352,Labels GO:0006353,Score GO:0006353,Labels GO:0006360,Score GO:0006360,Labels GO:0006364,Score GO:0006364,Labels GO:0006366,Score GO:0006366,Labels GO:0006383,Score GO:0006383,Labels GO:0006397,Score GO:0006397,Labels GO:0006401,Score GO:0006401,Labels GO:0006413,Score GO:0006413,Labels GO:0006414,Score GO:0006414,Labels GO:0006418,Score GO:0006418,Labels GO:0006457,Score GO:0006457,Labels GO:0006468,Score GO:0006468,Labels GO:0006470,Score GO:0006470,Labels GO:0006486,Score GO:0006486,Labels GO:0006629,Score GO:0006629,Labels GO:0006811,Score GO:0006811,Labels GO:0006865,Score GO:0006865,Labels GO:0006869,Score GO:0006869,Labels GO:0006873,Score GO:0006873,Labels GO:0006887,Score GO:0006887,Labels GO:0006897,Score GO:0006897,Labels GO:0006970,Score GO:0006970,Labels GO:0006979,Score GO:0006979,Labels GO:0007005,Score GO:0007005,Labels GO:0007010,Score GO:0007010,Labels GO:0007031,Score GO:0007031,Labels GO:0007033,Score GO:0007033,Labels GO:0007059,Score GO:0007059,Labels GO:0007124,Score GO:0007124,Labels GO:0008033,Score GO:0008033,Labels GO:0008168,Score GO:0008168,Labels GO:0008233,Score GO:0008233,Labels GO:0008289,Score GO:0008289,Labels GO:0008380,Score GO:0008380,Labels GO:0008643,Score GO:0008643,Labels GO:0009408,Score GO:0009408,Labels GO:0009451,Score GO:0009451,Labels GO:0016197,Score GO:0016197,Labels GO:0016301,Score GO:0016301,Labels GO:0016491,Score GO:0016491,Labels GO:0016757,Score GO:0016757,Labels GO:0016779,Score GO:0016779,Labels GO:0016791,Score GO:0016791,Labels GO:0016798,Score GO:0016798,Labels GO:0016829,Score GO:0016829,Labels GO:0016853,Score GO:0016853,Labels GO:0016874,Score GO:0016874,Labels GO:0019843,Score GO:0019843,Labels GO:0022857,Score GO:0022857,Labels GO:0030427,Score GO:0030427,Labels GO:0030674,Score GO:0030674,Labels GO:0031410,Score GO:0031410,Labels GO:0032196,Score GO:0032196,Labels GO:0032543,Score GO:0032543,Labels GO:0042273,Score GO:0042273,Labels GO:0042274,Score GO:0042274,Labels GO:0042393,Score GO:0042393,Labels GO:0045333,Score GO:0045333,Labels GO:0051082,Score GO:0051082,Labels GO:0051321,Score GO:0051321,Labels GO:0051603,Score GO:0051603,Labels GO:0051726,Score GO:0051726
YPL058C YLR175W,NA,0.0,-1.8105627,0.0,-1.1245385,0.0,-1.2018877,0.0,-0.09930635,0.0,-1.1656617,0.0,2.285301,0.0,0.25019795,0.0,-1.052653,0.0,-0.6750381,0.0,0.41519183,0.0,-1.2555012,0.0,-0.8818134,0.0,2.339925,0.0,-1.6396377,0.0,1.294573,0.0,1.7461689,0.0,-1.5890292,0.0,3.085347,0.0,2.1455634,0.0,4.717663,0.0,1.8284243,0.0,-0.3018112,0.0,4.939575,0.0,-0.51437485,0.0,0.24612173,0.0,-0.42685995,0.0,-0.5891466,0.0,-1.5117683,0.0,1.047892,0.0,-1.7932395,0.0,-0.924317,0.0,-1.4576322,0.0,1.3505982,0.0,-0.37062177,0.0,-0.21468028,0.0,2.510682,0.0,-1.5510685,0.0,-0.034426693,0.0,-1.9258541,0.0,-0.10241103,0.0,1.572288,0.0,0.85456693,0.0,-0.049072493,0.0,0.51515996,0.0,2.4688573,0.0,2.170818,0.0,-0.498936,0.0,0.5995147,0.0,-0.49508995,0.0,-1.6014482,0.0,1.0517828,0.0,-1.7240839,0.0,-1.4315156,0.0,0.48091847,0.0,-0.90163577,0.0,-0.46062326,0.0,-0.76229185,0.0,-0.72015387,0.0,-0.41941112,0.0,-0.028187128,0.0,0.23511967,0.0,1.1534306,0.0,-0.15363146,0.0,1.2089255,0.0,-0.048632428,0.0,-2.391596,0.0,-2.2079663,0.0,-1.5197257,0.0,1.4353681,0.0,3.8247359,0.0,1.3580711,0.0,-0.5688498,0.0,-0.67085904,0.0,-0.12430312,0.0,0.723735,0.0,1.032048,0.0,1.0478276,0.0,0.040994346,0.0,0.32040894,0.0,-2.1141622,0.0,0.47076836,0.0,0.59624106,0.0,-1.433635,0.0,-0.25030136,0.0,-0.15281495,0.0,-0.37343323,0.0,0.13456114,0.0,-1.7817048,0.0,2.9140553,0.0,0.27593398,0.0,-1.8451005,0.0,-0.54664785
YDL018C YPL021W,NA,0.0,-2.8038034,0.0,-1.8694806,0.0,-3.434512,0.0,1.8304493,0.0,0.7133198,0.0,5.699335,0.0,1.2230557,0.0,1.6849531,0.0,1.1600915,0.0,0.7889252,0.0,2.0044634,0.0,0.36883965,0.0,2.3514848,0.0,-2.8229425,0.0,4.2481117,0.0,-0.23043276,0.0,-2.7164438,0.0,2.7157245,0.0,2.7802558,0.0,5.131902,0.0,2.0198538,0.0,1.6676908,0.0,5.4033585,0.0,0.46506518,0.0,-1.945182,0.0,1.5969197,0.0,4.6733856,0.0,2.2775154,0.0,2.529008,0.0,-3.4144063,0.0,-2.9491308,0.0,-2.7580981,0.0,-1.0322717,0.0,-0.5627861,0.0,-1.6718844,0.0,-0.037372604,0.0,-2.992638,0.0,-1.6182965,0.0,-1.3758206,0.0,-0.38054287,0.0,-0.27047276,0.0,2.5038724,0.0,-1.4997604,0.0,-1.49733,0.0,1.5121367,0.0,2.1992774,0.0,-0.37904465,0.0,-1.7161335,0.0,-3.278624,0.0,-1.7939755,0.0,0.36748576,0.0,-3.232909,0.0,-1.8582281,0.0,-1.1143323,0.0,-2.7245033,0.0,-1.4369318,0.0,-3.2460098,0.0,2.9763246,0.0,-1.5091631,0.0,-0.97728974,0.0,-0.0769437,0.0,0.95855415,0.0,-1.9937707,0.0,0.42361945,0.0,-0.70263815,0.0,-2.9895546,0.0,-3.4998868,0.0,-3.368703,0.0,2.602598,0.0,4.4200697,0.0,-1.3880473,0.0,0.8138125,0.0,-2.0258694,0.0,-0.7070259,0.0,2.2776587,0.0,0.66527486,0.0,1.2553484,0.0,-0.50780857,0.0,3.8127253,0.0,-3.0486035,0.0,1.9848464,0.0,0.19632244,0.0,-0.3613335,0.0,2.1133614,0.0,-2.93496,0.0,-2.565187,0.0,-1.842212,0.0,-4.0464883,0.0,-0.66120595,0.0,5.8095512,0.0,-2.7537563,0.0,-2.1190577
YIL156W YGL001C,NA,0.0,-3.410883,0.0,-3.5711432,0.0,-2.5734768,0.0,2.0970774,0.0,-1.9363346,0.0,3.5182538,0.0,-0.025893651,0.0,1.0695652,0.0,0.59138006,0.0,-2.1740963,0.0,-1.5072788,0.0,-0.08139654,0.0,1.6833074,0.0,-3.1376345,0.0,1.9137732,0.0,-4.7571216,0.0,-2.8165743,0.0,5.3985467,0.0,2.3658054,0.0,7.615693,0.0,4.373701,0.0,0.9445496,0.0,6.061645,0.0,0.37265807,0.0,-0.70654047,0.0,-0.89750385,0.0,3.1013193,0.0,-1.5188552,0.0,0.77663994,0.0,-2.8429594,0.0,-2.9030368,0.0,-2.8418808,0.0,-3.6350572,0.0,-0.9075259,0.0,-1.9528712,0.0,0.5670008,0.0,-2.9897742,0.0,-1.6118898,0.0,-2.0481627,0.0,-0.26992658,0.0,3.1670926,0.0,4.138142,0.0,0.762162,0.0,0.66407144,0.0,3.5953915,0.0,2.1460803,0.0,-0.9841056,0.0,0.8869214,0.0,-2.8266408,0.0,-1.1746683,0.0,4.342634,0.0,-3.3226228,0.0,-2.756336,0.0,0.26684818,0.0,-1.9221812,0.0,-0.32434806,0.0,-2.2466784,0.0,-1.070813,0.0,1.1156498,0.0,-3.0380225,0.0,0.43801934,0.0,1.8181767,0.0,1.474966,0.0,-0.33557832,0.0,-0.3338651,0.0,-3.2556098,0.0,-3.0137932,0.0,-3.4646916,0.0,5.062953,0.0,5.040702,0.0,1.208304,0.0,-0.7051195,0.0,-0.49487656,0.0,1.4064443,0.0,2.4877887,0.0,1.6489681,0.0,2.6872962,0.0,-2.707719,0.0,1.6743534,0.0,-2.6468997,0.0,3.2057056,0.0,2.889302,0.0,-3.7585533,0.0,0.7399557,0.0,-4.8665967,0.0,-2.55406,0.0,-0.4798308,0.0,-3.4551244,0.0,3.9043431,0.0,3.0978627,0.0,-0.435218,0.0,-2.1788328
YDR108W YPL046C,NA,0.0,-2.5786061,0.0,-0.7657859,0.0,-2.3636522,0.0,-0.56055033,0.0,-3.834756,0.0,3.222784,0.0,1.8575063,0.0,-0.9132216,0.0,-3.0732772,0.0,-0.018915202,0.0,1.3509245,0.0,1.9638292,0.0,-0.3462513,0.0,-2.345775,0.0,2.4525967,0.0,0.5384406,0.0,-2.297595,0.0,3.1492224,0.0,1.6909592,0.0,5.241219,0.0,3.1671376,0.0,-2.4528394,0.0,4.7813005,0.0,-0.18556537,0.0,0.17371196,0.0,1.2156391,0.0,3.632376,0.0,0.813178,0.0,2.175112,0.0,-2.8278515,0.0,-2.4680724,0.0,-1.1703709,0.0,0.15746425,0.0,1.2268634,0.0,-1.5811802,0.0,3.7091439,0.0,-2.8402877,0.0,-1.8937993,0.0,-1.8389193,0.0,-0.96217346,0.0,2.2686226,0.0,1.9678282,0.0,-0.51960063,0.0,0.036266312,0.0,2.661744,0.0,0.24467354,0.0,-1.2432407,0.0,-0.658947,0.0,-2.4260275,0.0,-0.17926678,0.0,0.44050726,0.0,-2.006713,0.0,-2.669921,0.0,-0.012513444,0.0,-1.82567,0.0,-1.348524,0.0,-2.014874,0.0,1.4560657,0.0,-0.70293146,0.0,1.2327657,0.0,0.6747962,0.0,1.5676259,0.0,0.29139602,0.0,2.9276092,0.0,-1.0405056,0.0,-2.9815762,0.0,-2.8668337,0.0,-2.654657,0.0,3.0199327,0.0,2.944665,0.0,-0.45374462,0.0,0.095588915,0.0,-0.58528733,0.0,-1.228734,0.0,0.8557641,0.0,1.4137145,0.0,1.5579317,0.0,-2.3717082,0.0,0.7646256,0.0,-2.8476522,0.0,1.4569525,0.0,0.8504168,0.0,-1.1306102,0.0,0.42046726,0.0,-2.226708,0.0,-1.883115,0.0,0.78232,0.0,-3.7345676,0.0,2.14478,0.0,2.5878007,0.0,-2.6767514,0.0,-1.5240414
YPL020C YML115C,NA,0.0,-2.4889112,0.0,-1.0259979,0.0,-1.9837797,0.0,0.13443851,0.0,-3.262466,0.0,3.8689919,0.0,1.965501,0.0,-0.5805088,0.0,-1.3046833,0.0,-0.107964456,0.0,0.26501447,0.0,1.7570899,0.0,-1.9289201,0.0,-1.756021,0.0,0.83463705,0.0,-0.7012298,0.0,-2.3508904,0.0,3.7027898,0.0,0.9179613,0.0,5.4014807,0.0,5.3951497,0.0,-0.662233,0.0,5.146781,0.0,0.486976,0.0,-0.7672844,0.0,0.2927302,0.0,2.6897252,0.0,-0.5247914,0.0,3.7231717,0.0,-1.8681884,0.0,-2.2016966,0.0,-1.0877228,0.0,-0.2587411,0.0,1.6993417,0.0,-1.6890115,0.0,2.8393393,0.0,-2.2613885,0.0,-0.3320009,0.0,-2.4944973,0.0,-1.3977418,0.0,1.3497871,0.0,1.3433775,0.0,-0.17810789,0.0,0.99227166,0.0,2.6399963,0.0,1.18647,0.0,-0.8474261,0.0,0.9934825,0.0,-2.5035822,0.0,-0.22139272,0.0,3.6498709,0.0,-2.7595994,0.0,-2.5881188,0.0,-0.58813477,0.0,-1.767648,0.0,-0.47121003,0.0,-2.2909572,0.0,0.10124785,0.0,-0.10815799,0.0,-0.13979812,0.0,1.1566325,0.0,2.6070147,0.0,1.4531565,0.0,1.3464398,0.0,-0.73810273,0.0,-2.5889537,0.0,-2.6746905,0.0,-2.3406224,0.0,2.0257742,0.0,1.9476194,0.0,1.6143003,0.0,-0.14756957,0.0,0.050112456,0.0,-0.67991996,0.0,-0.16759539,0.0,0.5459854,0.0,1.2967035,0.0,-2.1182258,0.0,0.6816215,0.0,-2.9845295,0.0,1.6679621,0.0,2.6575387,0.0,-2.6784496,0.0,-0.23679,0.0,-2.3621044,0.0,-1.285385,0.0,1.4175054,0.0,-2.523065,0.0,2.4194677,0.0,-0.034934554,0.0,-2.3260863,0.0,-1.3605624
YNL297C YCL026C-B,NA,0.0,-2.4218955,0.0,-1.7616007,0.0,-3.2132747,0.0,-0.3716405,0.0,0.22419098,0.0,5.1779084,0.0,0.47121808,0.0,1.3527975,0.0,1.3176844,0.0,0.8395225,0.0,2.1209488,0.0,-0.15763712,0.0,2.9239643,0.0,-2.0542328,0.0,2.198318,0.0,2.0963292,0.0,-1.7795324,0.0,1.6932408,0.0,1.1419495,0.0,4.1916604,0.0,0.56279516,0.0,1.8233947,0.0,3.8858228,0.0,0.48407328,0.0,-0.74095684,0.0,0.0021328554,0.0,1.805213,0.0,2.003522,0.0,0.14489956,0.0,-2.5747972,0.0,-1.5790179,0.0,-1.9707829,0.0,1.7099208,0.0,-1.3425107,0.0,-1.1692985,0.0,0.47836572,0.0,-1.1834968,0.0,-0.86693263,0.0,-0.3172464,0.0,-0.5151258,0.0,1.6923014,0.0,0.61980385,0.0,-1.0312445,0.0,-0.016856536,0.0,0.62630725,0.0,2.0226526,0.0,0.275537,0.0,-1.1060483,0.0,-2.1758993,0.0,-1.8802456,0.0,-0.6894208,0.0,-2.0261621,0.0,-1.4212327,0.0,-0.5556475,0.0,-2.1044936,0.0,-0.89075375,0.0,-1.4818335,0.0,-0.42657405,0.0,-0.7811726,0.0,-0.5105757,0.0,0.8500004,0.0,2.1693301,0.0,-1.47646,0.0,0.6950625,0.0,-0.43386447,0.0,-1.8717599,0.0,-1.8814497,0.0,-1.6329703,0.0,1.1789955,0.0,3.189184,0.0,0.065825485,0.0,1.8745149,0.0,-0.9659525,0.0,-0.1135017,0.0,2.246199,0.0,0.62423927,0.0,-0.12834473,0.0,-0.07192571,0.0,0.5773874,0.0,-1.7911067,0.0,-0.16018812,0.0,0.6006749,0.0,1.4401888,0.0,0.61292326,0.0,-1.1427974,0.0,-0.8609272,0.0,-2.2132819,0.0,-2.3064291,0.0,1.4729475,0.0,1.3868836,0.0,-2.1958416,0.0,-1.737248
YEL037C YPR025C,NA,0.0,-2.0668976,0.0,-0.8361224,0.0,-1.5647155,0.0,-0.21157205,0.0,-3.098788,0.0,3.205193,0.0,1.6518949,0.0,0.80402905,0.0,-2.0762427,0.0,0.7755368,0.0,0.30397978,0.0,0.5033456,0.0,-1.5437539,0.0,-2.3023615,0.0,2.143611,0.0,-0.2339213,0.0,-2.4652321,0.0,1.475353,0.0,1.1737901,0.0,3.2540066,0.0,1.4888389,0.0,-1.7917812,0.0,2.6903727,0.0,0.68122935,0.0,0.7522297,0.0,2.240732,0.0,3.7055755,0.0,1.5638384,0.0,3.043929,0.0,-1.2880116,0.0,-1.7200094,0.0,-0.8127105,0.0,-0.7331525,0.0,1.4622637,0.0,-1.4103113,0.0,2.9663658,0.0,-1.4237179,0.0,-0.8172364,0.0,-1.6823215,0.0,-0.7542932,0.0,-0.19765748,0.0,2.2764516,0.0,0.6245701,0.0,-0.73671377,0.0,1.286552,0.0,-0.030010443,0.0,-1.5427866,0.0,0.11800468,0.0,-1.6813265,0.0,0.19725916,0.0,1.1844488,0.0,-1.8517369,0.0,-1.2907741,0.0,-0.27400428,0.0,-1.8458852,0.0,-0.8204671,0.0,-2.0460782,0.0,1.1819134,0.0,0.420547,0.0,0.031454694,0.0,0.1834636,0.0,0.8139362,0.0,0.5003348,0.0,1.8946781,0.0,-1.6406915,0.0,-1.4395194,0.0,-1.5479765,0.0,-1.6577597,0.0,2.2028713,0.0,-0.2366755,0.0,-0.15681058,0.0,0.21727106,0.0,-0.80827385,0.0,-0.05997181,0.0,-1.1340334,0.0,-0.5454315,0.0,0.76077855,0.0,-2.2666817,0.0,-0.6884298,0.0,-0.99886537,0.0,1.6719602,0.0,0.6771124,0.0,-2.2808423,0.0,0.057276867,0.0,-2.0329318,0.0,-1.4536192,0.0,0.8027152,0.0,-1.4052812,0.0,0.03687053,0.0,1.2597504,0.0,-1.2406833,0.0,-1.3479731
YJR068W YOR212W,NA,0.0,-2.9834692,0.0,0.05229789,0.0,-1.1860443,0.0,-1.1396878,0.0,-2.691194,0.0,3.8023195,0.0,3.7038229,0.0,-0.8502807,0.0,-3.16433,0.0,1.8731483,0.0,1.0236121,0.0,1.6007775,0.0,-1.8100985,0.0,-1.3829875,0.0,1.9573578,0.0,1.2784096,0.0,-2.1946926,0.0,1.4347374,0.0,-0.5311627,0.0,3.5996056,0.0,3.1668315,0.0,-1.8890977,0.0,3.450223,0.0,0.09098853,0.0,-1.2728049,0.0,0.80781066,0.0,1.4134119,0.0,-0.034933258,0.0,4.988345,0.0,-1.510132,0.0,-2.0170546,0.0,0.15033208,0.0,1.7380166,0.0,2.7720017,0.0,-1.3462889,0.0,3.951445,0.0,-2.5147429,0.0,-0.6791365,0.0,-2.1925042,0.0,-1.3017818,0.0,0.82680136,0.0,1.6370643,0.0,-1.2181702,0.0,-0.07658884,0.0,0.45249376,0.0,0.5282979,0.0,-0.44207674,0.0,-0.27302152,0.0,-2.5134096,0.0,-0.6351548,0.0,1.7261217,0.0,-1.8503137,0.0,-2.1044629,0.0,-0.94038135,0.0,-1.6637112,0.0,-1.1443201,0.0,-2.0856001,0.0,0.6511219,0.0,0.3051551,0.0,1.9999396,0.0,1.0547975,0.0,1.7846328,0.0,0.114793435,0.0,2.4148905,0.0,-0.7319207,0.0,-2.2368634,0.0,-1.6478775,0.0,-1.4267149,0.0,2.2606475,0.0,0.36588523,0.0,0.32709813,0.0,0.8675464,0.0,-0.5336902,0.0,-1.7108423,0.0,-0.105011344,0.0,-0.5339052,0.0,0.6785328,0.0,-1.5081887,0.0,1.2150576,0.0,-1.9458284,0.0,0.47209337,0.0,0.19413173,0.0,-1.541982,0.0,-0.31804314,0.0,0.61227494,0.0,0.0067546368,0.0,1.7697974,0.0,-2.7353184,0.0,1.7328525,0.0,-0.49628308,0.0,-2.2243237,0.0,-1.1721829
YKR022C YKL025C,NA,0.0,-2.2614448,0.0,-0.80525845,0.0,-0.8542102,0.0,-0.4961015,0.0,-3.2803063,0.0,3.7501316,0.0,2.2102864,0.0,-0.24335475,0.0,-3.2060325,0.0,0.24965742,0.0,-0.1267654,0.0,1.4823537,0.0,-1.5949229,0.0,-1.4359013,0.0,1.3896356,0.0,1.0887195,0.0,-1.8227103,0.0,1.8705246,0.0,0.50288665,0.0,3.5082746,0.0,2.7972589,0.0,-2.3815212,0.0,3.7598238,0.0,0.38648057,0.0,0.29730305,0.0,0.49092665,0.0,2.371145,0.0,0.27809316,0.0,3.8325393,0.0,-1.4114649,0.0,-1.4736558,0.0,-1.4189196,0.0,0.17934363,0.0,1.7360617,0.0,-1.2079457,1.0,4.508639,0.0,-2.3163712,0.0,-0.45094985,0.0,-2.3289196,0.0,-1.2790992,0.0,1.4286013,0.0,2.3089523,0.0,0.35893124,0.0,-1.488659,0.0,0.6532314,0.0,-0.82974917,0.0,-1.4609592,0.0,0.69884264,0.0,-1.8039653,0.0,0.68702775,0.0,2.5472777,0.0,-1.4771693,0.0,-1.537494,0.0,-0.5522047,0.0,-1.8145382,0.0,-0.23755504,0.0,-1.5907121,0.0,0.9355577,0.0,0.367352,0.0,1.35941,0.0,-0.02902639,0.0,1.076348,0.0,0.5043071,0.0,3.2504182,0.0,-0.8055503,0.0,-2.3543594,0.0,-1.4659991,0.0,-1.6299556,0.0,2.3304067,0.0,0.60739857,0.0,-0.49063393,0.0,0.04658012,0.0,-0.7401825,0.0,-1.0499941,0.0,-1.1648546,0.0,-0.16573304,0.0,1.747705,0.0,-1.902102,0.0,-0.5548981,0.0,-1.8813723,0.0,1.4499456,0.0,0.3418554,0.0,-2.161603,0.0,-0.37922758,0.0,-1.1117742,0.0,-1.0709509,0.0,1.5676177,0.0,-2.8559372,0.0,1.9855711,0.0,0.7549655,0.0,-1.8191633,0.0,-1.2288057
YDR326C YPR094W,NA,0.0,-2.4059434,0.0,-1.4987886,0.0,-1.0695306,0.0,-0.8307194,0.0,-2.8435779,0.0,3.0524774,0.0,0.6575558,0.0,-0.63222927,0.0,-1.0508127,0.0,-0.2378415,0.0,-0.03990024,0.0,0.32994464,0.0,-0.80487156,0.0,-1.5025882,0.0,2.3994615,0.0,1.0085539,0.0,-1.2345862,0.0,3.478452,0.0,2.3078444,0.0,6.347807,0.0,2.9025192,0.0,-0.81439656,0.0,5.1647296,0.0,-0.1727443,0.0,-0.95018506,0.0,-0.6905402,0.0,0.7489128,0.0,0.65583295,0.0,1.8694614,0.0,-1.8448656,0.0,-1.1391968,0.0,-1.4422613,0.0,0.48736382,0.0,0.42781317,0.0,-2.163458,0.0,3.8318744,0.0,-2.4206176,0.0,-0.6657154,0.0,-2.2673895,0.0,-1.2573489,0.0,0.988016,0.0,1.0199972,0.0,-0.57657623,0.0,0.44885087,0.0,3.3078754,0.0,1.2627343,0.0,-1.1069432,0.0,1.0237827,0.0,-2.787332,0.0,-0.72452945,0.0,2.0850537,0.0,-2.0330093,0.0,-2.130065,0.0,0.19420877,0.0,-2.1911576,0.0,-0.76969177,0.0,-2.4417288,0.0,0.16266441,0.0,0.5480581,0.0,0.40046662,0.0,1.0527977,0.0,2.7002008,0.0,0.8629458,0.0,1.563802,0.0,0.45106477,0.0,-2.7222438,0.0,-2.5960696,0.0,-2.282071,0.0,1.9071565,0.0,3.5995445,0.0,0.98882633,0.0,0.3140464,0.0,0.606454,0.0,-0.120904855,0.0,0.7425075,0.0,0.8162349,0.0,1.2233957,0.0,-1.1557132,0.0,1.6598823,0.0,-3.7837965,0.0,0.8724747,0.0,1.6227844,0.0,-1.8644671,0.0,0.12664509,0.0,-2.199783,0.0,-0.84569526,0.0,0.2642776,0.0,-2.1209974,0.0,1.6958615,0.0,2.2678163,0.0,-2.0144417,0.0,-0.8600959
