Batch 0 Loss:	0.0
Batch 0 Time:	0.1676622231801351 minutes
Batch 100 Loss:	46.52382804453373
Batch 100 Time:	2.9300850947697956 minutes
Batch 200 Loss:	45.00900708138943
Batch 200 Time:	2.9450419028600057 minutes
Batch 300 Loss:	40.50617863237858
Batch 300 Time:	2.96334730386734 minutes
Batch 400 Loss:	35.21913109719753
Batch 400 Time:	2.943872499465942 minutes
Batch 500 Loss:	31.5637362934649
Batch 500 Time:	2.959409157435099 minutes
Batch 600 Loss:	27.49037084169686
Batch 600 Time:	2.92771422068278 minutes
Batch 700 Loss:	28.12071282789111
Batch 700 Time:	2.9264870921770734 minutes
Batch 800 Loss:	33.21044025197625
Batch 800 Time:	2.9518126209576923 minutes
Batch 900 Loss:	29.890374498441815
Batch 900 Time:	2.9503515203793844 minutes
Batch 1000 Loss:	30.958699468523264
Batch 1000 Time:	2.9510503888130186 minutes
Batch 1100 Loss:	28.455779435113072
Batch 1100 Time:	2.934590133031209 minutes
Batch 1200 Loss:	27.850026160478592
Batch 1200 Time:	2.944616949558258 minutes
Batch 1300 Loss:	27.011938262730837
Batch 1300 Time:	2.965402873357137 minutes
Batch 1400 Loss:	24.36409226246178
Batch 1400 Time:	2.9550996740659077 minutes
Batch 1500 Loss:	30.074586590752006
Batch 1500 Time:	2.9868231693903606 minutes
Batch 1600 Loss:	31.20985684171319
Batch 1600 Time:	2.9381375352541608 minutes
Batch 1700 Loss:	28.937555940821767
Batch 1700 Time:	2.951395237445831 minutes
Batch 1800 Loss:	23.963059972971678
Batch 1800 Time:	2.981530698140462 minutes
Batch 1900 Loss:	29.12458191625774
Batch 1900 Time:	2.9525769273440043 minutes
Batch 2000 Loss:	30.068639481440187
Batch 2000 Time:	2.9474411567052203 minutes
Batch 2100 Loss:	25.247863854281604
Batch 2100 Time:	2.932119925816854 minutes
Batch 2200 Loss:	27.90248586330563
Batch 2200 Time:	2.939958349863688 minutes
Batch 2300 Loss:	30.43769963644445
Batch 2300 Time:	2.9555691917737326 minutes
Batch 2400 Loss:	23.90317203477025
Batch 2400 Time:	2.929812967777252 minutes
Batch 2500 Loss:	24.367956353351474
Batch 2500 Time:	2.9539989789326984 minutes
Batch 2600 Loss:	27.389008074998856
Batch 2600 Time:	2.959069033463796 minutes
Batch 2700 Loss:	22.99192969687283
Batch 2700 Time:	2.940111060937246 minutes
Batch 2800 Loss:	26.023243609815836
Batch 2800 Time:	2.9819747606913247 minutes
Batch 2900 Loss:	23.612514721229672
Batch 2900 Time:	2.9471360286076864 minutes
Batch 3000 Loss:	30.316223105415702
Batch 3000 Time:	2.9531351764996847 minutes
Batch 3100 Loss:	28.073011612519622
Batch 3100 Time:	2.9514747858047485 minutes
Batch 3200 Loss:	28.572121132165194
Batch 3200 Time:	2.9654606103897097 minutes
Batch 3300 Loss:	22.18104732222855
Batch 3300 Time:	2.948957395553589 minutes
Batch 3400 Loss:	25.560502655804157
Batch 3400 Time:	2.932456982135773 minutes
Batch 3500 Loss:	25.329912120476365
Batch 3500 Time:	2.9617276946703592 minutes
Batch 3600 Loss:	23.526341832242906
Batch 3600 Time:	2.9751363396644592 minutes
Batch 3700 Loss:	24.69109825976193
Batch 3700 Time:	2.959543828169505 minutes
Batch 3800 Loss:	25.140360167250037
Batch 3800 Time:	2.973210914929708 minutes
Batch 3900 Loss:	22.05572523549199
Batch 3900 Time:	2.9415547450383506 minutes
Batch 4000 Loss:	23.894612453877926
Batch 4000 Time:	2.9306354324022927 minutes
Batch 4100 Loss:	25.26534780114889
Batch 4100 Time:	2.9535019993782043 minutes
Batch 4200 Loss:	22.211394174024463
Batch 4200 Time:	2.982538123925527 minutes
Batch 4300 Loss:	23.002751065418124
Batch 4300 Time:	2.954196282227834 minutes
Batch 4400 Loss:	26.99448512122035
Batch 4400 Time:	2.950838832060496 minutes
Batch 4500 Loss:	22.546552173793316
Batch 4500 Time:	2.923588482538859 minutes
Batch 4600 Loss:	25.194648446515203
Batch 4600 Time:	2.946512540181478 minutes
Batch 4700 Loss:	22.19216876104474
Batch 4700 Time:	2.9510149518648783 minutes
Batch 4800 Loss:	23.21636034268886
Batch 4800 Time:	2.9590304652849833 minutes
Batch 4900 Loss:	25.888123884797096
Batch 4900 Time:	2.9785730520884197 minutes
Batch 5000 Loss:	24.46657353825867
Batch 5000 Time:	2.93982830842336 minutes
Batch 5100 Loss:	26.495236529037356
Batch 5100 Time:	2.964305325349172 minutes
Batch 5200 Loss:	30.084898492321372
Batch 5200 Time:	2.950574453671773 minutes
Batch 5300 Loss:	28.5145143289119
Batch 5300 Time:	2.958270049095154 minutes
Batch 5400 Loss:	25.550259088166058
Batch 5400 Time:	2.9699182311693826 minutes
Batch 5500 Loss:	26.813302000053227
Batch 5500 Time:	2.984519910812378 minutes
Batch 5600 Loss:	23.123339094221592
Batch 5600 Time:	2.946857925256093 minutes
Batch 5700 Loss:	22.504489282146096
Batch 5700 Time:	2.952427645524343 minutes
Batch 5800 Loss:	22.176410164684057
Batch 5800 Time:	2.9521056254704794 minutes
Batch 5900 Loss:	26.27373619377613
Batch 5900 Time:	2.932537539800008 minutes
Batch 6000 Loss:	26.959264777600765
Batch 6000 Time:	2.966257655620575 minutes
Batch 6100 Loss:	26.973289102315903
Batch 6100 Time:	2.9555816849072776 minutes
Batch 6200 Loss:	23.107605446130037
Batch 6200 Time:	2.959703048070272 minutes
Batch 6300 Loss:	24.96761894878
Batch 6300 Time:	2.936699867248535 minutes
Batch 6400 Loss:	21.193700429052114
Batch 6400 Time:	2.9608644962310793 minutes
Batch 6500 Loss:	23.77099080197513
Batch 6500 Time:	2.94156098763148 minutes
Batch 6600 Loss:	27.252982470206916
Batch 6600 Time:	2.9592742959658307 minutes
Batch 6700 Loss:	28.950518283993006
Batch 6700 Time:	2.9282428065935773 minutes
Batch 6800 Loss:	23.990486392285675
Batch 6800 Time:	2.9487811009089153 minutes
Batch 6900 Loss:	23.962266677990556
Batch 6900 Time:	2.9667335549990335 minutes
Batch 7000 Loss:	21.409166385419667
Batch 7000 Time:	2.9597610513369244 minutes
Batch 7100 Loss:	23.83978438936174
Batch 7100 Time:	2.987566415468852 minutes
Batch 7200 Loss:	26.658534411340952
Batch 7200 Time:	2.9674208561579385 minutes
Batch 7300 Loss:	25.67560174316168
Batch 7300 Time:	2.971727720896403 minutes
Batch 7400 Loss:	30.739004055038095
Batch 7400 Time:	2.9816050291061402 minutes
Batch 7500 Loss:	23.420844050124288
Batch 7500 Time:	2.9668470859527587 minutes
Batch 7600 Loss:	26.34667760692537
Batch 7600 Time:	2.9505983074506124 minutes
Batch 7700 Loss:	27.13364852592349
Batch 7700 Time:	2.947424829006195 minutes
Batch 7800 Loss:	26.281329563818872
Batch 7800 Time:	2.957539133230845 minutes
Batch 7900 Loss:	24.43378386180848
Batch 7900 Time:	2.965220018227895 minutes
Batch 8000 Loss:	22.812425412237644
Batch 8000 Time:	2.976696280638377 minutes
Batch 8100 Loss:	24.622158847749233
Batch 8100 Time:	2.9640451510747274 minutes
Batch 8200 Loss:	23.503468556329608
Batch 8200 Time:	2.974027407169342 minutes
Batch 8300 Loss:	21.769437581300735
Batch 8300 Time:	2.966438122590383 minutes
Batch 8400 Loss:	27.44312310963869
Batch 8400 Time:	2.952495046456655 minutes
Batch 8500 Loss:	20.341746183112264
Batch 8500 Time:	2.965059494972229 minutes
Batch 8600 Loss:	30.116330893710256
Batch 8600 Time:	2.932007539272308 minutes
Batch 8700 Loss:	26.591151744127274
Batch 8700 Time:	2.9376082181930543 minutes
Batch 8800 Loss:	25.215567991137505
Batch 8800 Time:	2.9616844097773236 minutes
Batch 8900 Loss:	20.830257397145033
Batch 8900 Time:	2.9495890816052754 minutes
Batch 9000 Loss:	29.409453745000064
Batch 9000 Time:	2.965163505077362 minutes
Batch 9100 Loss:	23.285558657720685
Batch 9100 Time:	2.928553342819214 minutes
Batch 9200 Loss:	20.114132488146424
Batch 9200 Time:	2.9426524162292482 minutes
Batch 9300 Loss:	26.410413088276982
Batch 9300 Time:	2.9391915639241537 minutes
Batch 9400 Loss:	22.372324593365192
Batch 9400 Time:	2.9532142877578735 minutes
Batch 9500 Loss:	20.329655764624476
Batch 9500 Time:	2.9372732679049176 minutes
Batch 9600 Loss:	24.55220030620694
Batch 9600 Time:	2.9212939620018004 minutes
Batch 9700 Loss:	22.054297514259815
Batch 9700 Time:	2.9651743809382123 minutes
Batch 9800 Loss:	23.573863150551915
Batch 9800 Time:	2.9455979506174725 minutes
Batch 9900 Loss:	23.516622742637992
Batch 9900 Time:	2.952000327905019 minutes
Batch 10000 Loss:	22.42775623500347
Batch 10000 Time:	2.965519360701243 minutes
Batch 10100 Loss:	22.238757476210594
Batch 10100 Time:	2.952359159787496 minutes
Batch 10200 Loss:	29.5975382598117
Batch 10200 Time:	2.9773260315259296 minutes
Batch 10300 Loss:	23.07869740948081
Batch 10300 Time:	2.9533878763516745 minutes
Batch 10400 Loss:	23.60687906295061
Batch 10400 Time:	2.9483925898869834 minutes
Batch 10500 Loss:	27.910677736625075
Batch 10500 Time:	2.9785695552825926 minutes
Batch 10600 Loss:	20.704497324302793
Batch 10600 Time:	2.9509336670239765 minutes
Batch 10700 Loss:	23.100203602574766
Batch 10700 Time:	2.9659408926963806 minutes
Batch 10800 Loss:	27.717923174612224
Batch 10800 Time:	2.940808057785034 minutes
Batch 10900 Loss:	23.43967690737918
Batch 10900 Time:	2.994321902592977 minutes
Batch 11000 Loss:	27.06233325600624
Batch 11000 Time:	2.998802427450816 minutes
Batch 11100 Loss:	25.87189856544137
Batch 11100 Time:	2.9243480801582336 minutes
Batch 11200 Loss:	20.58698622137308
Batch 11200 Time:	2.947004755338033 minutes
Batch 11300 Loss:	21.700745427049696
Batch 11300 Time:	2.9674243529637656 minutes
Batch 11400 Loss:	25.397609639912844
Batch 11400 Time:	2.930198574066162 minutes
Batch 11500 Loss:	23.686760749667883
Batch 11500 Time:	2.9832364122072854 minutes
Batch 11600 Loss:	19.98802536353469
Batch 11600 Time:	2.925071597099304 minutes
Batch 11700 Loss:	24.32360532414168
Batch 11700 Time:	2.965748449166616 minutes
Batch 11800 Loss:	27.276083493605256
Batch 11800 Time:	2.929347749551137 minutes
Batch 11900 Loss:	19.99287001043558
Batch 11900 Time:	2.9411920030911762 minutes
Batch 12000 Loss:	19.00832865666598
Batch 12000 Time:	2.9422616283098857 minutes
Batch 12100 Loss:	23.329684712924063
Batch 12100 Time:	2.9676133592923484 minutes
Batch 12200 Loss:	24.976617363281548
Batch 12200 Time:	2.969488008817037 minutes
Batch 12300 Loss:	22.579098964110017
Batch 12300 Time:	2.9496100703875223 minutes
Batch 12400 Loss:	24.513162791728973
Batch 12400 Time:	2.945753542582194 minutes
Batch 12500 Loss:	24.867959801107645
Batch 12500 Time:	2.9595919489860534 minutes
Batch 12600 Loss:	21.526945369318128
Batch 12600 Time:	2.9496321280797324 minutes
Batch 12700 Loss:	18.235487027093768
Batch 12700 Time:	2.959338140487671 minutes
Batch 12800 Loss:	22.829747821204364
Batch 12800 Time:	2.9480999151865643 minutes
Batch 12900 Loss:	26.445971682667732
Batch 12900 Time:	2.951968514919281 minutes
Batch 13000 Loss:	19.928726150654256
Batch 13000 Time:	2.9458468437194822 minutes
Batch 13100 Loss:	24.23928347416222
Batch 13100 Time:	2.9370855410893757 minutes
Batch 13200 Loss:	19.021619021892548
Batch 13200 Time:	2.937955951690674 minutes
Batch 13300 Loss:	21.40842443006113
Batch 13300 Time:	2.9608978350957234 minutes
Batch 13400 Loss:	24.26714888960123
Batch 13400 Time:	2.949969021479289 minutes
Batch 13500 Loss:	18.935256542637944
Batch 13500 Time:	2.9519169688224793 minutes
Batch 13600 Loss:	25.12454625032842
Batch 13600 Time:	2.9395100792249043 minutes
Batch 13700 Loss:	19.14559753611684
Batch 13700 Time:	2.9634975751241046 minutes
Batch 13800 Loss:	23.433805687818676
Batch 13800 Time:	2.925047234694163 minutes
Batch 13900 Loss:	22.559597259387374
Batch 13900 Time:	2.9408653299013774 minutes
Batch 14000 Loss:	24.26320575736463
Batch 14000 Time:	2.9469862540562946 minutes
Batch 14100 Loss:	26.31138302385807
Batch 14100 Time:	2.9438971718152365 minutes
Batch 14200 Loss:	23.120606341399252
Batch 14200 Time:	2.9402263045310972 minutes
Batch 14300 Loss:	22.269456958398223
Batch 14300 Time:	2.968975031375885 minutes
Batch 14400 Loss:	22.74243315681815
Batch 14400 Time:	2.9557747562726338 minutes
Batch 14500 Loss:	22.041380101814866
Batch 14500 Time:	2.9133891383806865 minutes
Batch 14600 Loss:	24.493243746459484
Batch 14600 Time:	2.9557156602541608 minutes
Batch 14700 Loss:	25.365379814989865
Batch 14700 Time:	2.9354960521062217 minutes
Batch 14800 Loss:	20.01823426410556
Batch 14800 Time:	2.927906850973765 minutes
Batch 14900 Loss:	22.712196428328753
Batch 14900 Time:	2.9521747787793475 minutes
Batch 15000 Loss:	20.349927380681038
Batch 15000 Time:	2.9663785258928934 minutes
Batch 15100 Loss:	23.629269490018487
Batch 15100 Time:	2.9716681162516276 minutes
Batch 15200 Loss:	27.478401974774897
Batch 15200 Time:	2.969312810897827 minutes
Batch 15300 Loss:	19.646997505798936
Batch 15300 Time:	2.9565425793329876 minutes
Batch 15400 Loss:	34.689935863018036
Batch 15400 Time:	2.9539568344751994 minutes
Batch 15500 Loss:	24.843059493228793
Batch 15500 Time:	2.9458024899164834 minutes
Batch 15600 Loss:	26.29736251756549
Batch 15600 Time:	2.936331518491109 minutes
Batch 15700 Loss:	24.66541887074709
Batch 15700 Time:	2.961419192949931 minutes
Batch 15800 Loss:	23.194120828062296
Batch 15800 Time:	2.962977965672811 minutes
Batch 15900 Loss:	23.069402553141117
Batch 15900 Time:	2.9424750566482545 minutes
Batch 16000 Loss:	26.131053118035197
Batch 16000 Time:	2.9580511331558226 minutes
Batch 16100 Loss:	28.321176361758262
Batch 16100 Time:	2.9588051795959474 minutes
Batch 16200 Loss:	26.546935815829784
Batch 16200 Time:	2.954080545902252 minutes
Batch 16300 Loss:	27.697597390972078
Batch 16300 Time:	2.9449816226959227 minutes
Batch 16400 Loss:	29.521933391690254
Batch 16400 Time:	2.9528140981992084 minutes
Batch 16500 Loss:	23.855760134756565
Batch 16500 Time:	2.96910738547643 minutes
Batch 16600 Loss:	26.07796198874712
Batch 16600 Time:	2.959478199481964 minutes
Batch 16700 Loss:	22.74876453448087
Batch 16700 Time:	2.9487528085708616 minutes
Batch 16800 Loss:	23.98993550054729
Batch 16800 Time:	2.933896497885386 minutes
Batch 16900 Loss:	22.25759209226817
Batch 16900 Time:	2.959547249476115 minutes
Batch 17000 Loss:	24.29205975495279
Batch 17000 Time:	2.9725950757662454 minutes
Batch 17100 Loss:	22.384849218884483
Batch 17100 Time:	2.9488133668899534 minutes
Batch 17200 Loss:	27.82401660643518
Batch 17200 Time:	2.9513790369033814 minutes
Batch 17300 Loss:	20.818659257842228
Batch 17300 Time:	2.9548346281051634 minutes
Batch 17400 Loss:	25.975464050658047
Batch 17400 Time:	2.942745204766591 minutes
Batch 17500 Loss:	22.042159041389823
Batch 17500 Time:	2.9653477827707926 minutes
Batch 17600 Loss:	16.81294089742005
Batch 17600 Time:	2.9531041344006854 minutes
Batch 17700 Loss:	21.0650984775275
Batch 17700 Time:	2.957556347052256 minutes
Batch 17800 Loss:	28.172798907384276
Batch 17800 Time:	2.9506311138470966 minutes
Batch 17900 Loss:	25.494908960536122
Batch 17900 Time:	2.9600278973579406 minutes
Batch 18000 Loss:	21.597622646950185
Batch 18000 Time:	2.98107705116272 minutes
Batch 18100 Loss:	22.181043442338705
Batch 18100 Time:	2.955416448911031 minutes
Batch 18200 Loss:	20.61359168495983
Batch 18200 Time:	2.945160965124766 minutes
Batch 18300 Loss:	25.71266619116068
Batch 18300 Time:	2.9590998252232867 minutes
Batch 18400 Loss:	26.994340492412448
Batch 18400 Time:	2.963062596321106 minutes
Batch 18500 Loss:	20.537766449153423
Batch 18500 Time:	2.9455726822217305 minutes
Batch 18600 Loss:	20.64333689957857
Batch 18600 Time:	2.9369402329126992 minutes
Batch 18700 Loss:	25.748237198218703
Batch 18700 Time:	2.9920711398124693 minutes
Batch 18800 Loss:	21.697838369756937
Batch 18800 Time:	2.9351531585057575 minutes
Batch 18900 Loss:	22.93900847993791
Batch 18900 Time:	2.9393481532732646 minutes
Batch 19000 Loss:	21.486279861070216
Batch 19000 Time:	2.9729583859443665 minutes
Batch 19100 Loss:	22.84455464873463
Batch 19100 Time:	2.9514869610468546 minutes
Batch 19200 Loss:	24.260842256247997
Batch 19200 Time:	2.9469606320063275 minutes
Batch 19300 Loss:	25.255463401786983
Batch 19300 Time:	2.949247443675995 minutes
Batch 19400 Loss:	23.39278842136264
Batch 19400 Time:	2.953976094722748 minutes
Batch 19500 Loss:	29.260867051780224
Batch 19500 Time:	2.9797940691312155 minutes
Batch 19600 Loss:	27.591008089482784
Batch 19600 Time:	2.947204009691874 minutes
Batch 19700 Loss:	21.019273422658443
Batch 19700 Time:	2.9326618949572247 minutes
Batch 19800 Loss:	28.135413502343
Batch 19800 Time:	2.9649757941563926 minutes
Batch 19900 Loss:	23.815991576761007
Batch 19900 Time:	2.9536587436993917 minutes
Calculating term: 0
Calculating term: 1
Calculating term: 2
Calculating term: 3
Calculating term: 4
Calculating term: 5
Calculating term: 6
Calculating term: 7
Calculating term: 8
Calculating term: 9
Calculating term: 10
Calculating term: 11
Calculating term: 12
Calculating term: 13
Calculating term: 14
Calculating term: 15
Calculating term: 16
Calculating term: 17
Calculating term: 18
Calculating term: 19
Calculating term: 20
Calculating term: 21
Calculating term: 22
Calculating term: 23
Calculating term: 24
Calculating term: 25
Calculating term: 26
Calculating term: 27
Calculating term: 28
Calculating term: 29
Calculating term: 30
Calculating term: 31
Calculating term: 32
Calculating term: 33
Calculating term: 34
Calculating term: 35
Calculating term: 36
Calculating term: 37
Calculating term: 38
Calculating term: 39
Calculating term: 40
Calculating term: 41
Calculating term: 42
Calculating term: 43
Calculating term: 44
Calculating term: 45
Calculating term: 46
Calculating term: 47
Calculating term: 48
Calculating term: 49
Calculating term: 50
Calculating term: 51
Calculating term: 52
Calculating term: 53
Calculating term: 54
Calculating term: 55
Calculating term: 56
Calculating term: 57
Calculating term: 58
Calculating term: 59
Calculating term: 60
Calculating term: 61
Calculating term: 62
Calculating term: 63
Calculating term: 64
Calculating term: 65
Calculating term: 66
Calculating term: 67
Calculating term: 68
Calculating term: 69
Calculating term: 70
Calculating term: 71
Calculating term: 72
Calculating term: 73
Calculating term: 74
Calculating term: 75
Calculating term: 76
Calculating term: 77
Calculating term: 78
Calculating term: 79
Calculating term: 80
Calculating term: 81
Calculating term: 82
Calculating term: 83
Calculating term: 84
Calculating term: 85
Calculating term: 86
Calculating term: 87
Calculating term: 88
Calculating term: 89
Calculating term: 90
Calculating term: 91
Calculating term: 0
Calculating term: 1
Calculating term: 2
Calculating term: 3
Calculating term: 4
Calculating term: 5
Calculating term: 6
Calculating term: 7
Calculating term: 8
Calculating term: 9
Calculating term: 10
Calculating term: 11
Calculating term: 12
Calculating term: 13
Calculating term: 14
Calculating term: 15
Calculating term: 16
Calculating term: 17
Calculating term: 18
Calculating term: 19
Calculating term: 20
Calculating term: 21
Calculating term: 22
Calculating term: 23
Calculating term: 24
Calculating term: 25
Calculating term: 26
Calculating term: 27
Calculating term: 28
Calculating term: 29
Calculating term: 30
Calculating term: 31
Calculating term: 32
Calculating term: 33
Calculating term: 34
Calculating term: 35
Calculating term: 36
Calculating term: 37
Calculating term: 38
Calculating term: 39
Calculating term: 40
Calculating term: 41
Calculating term: 42
Calculating term: 43
Calculating term: 44
Calculating term: 45
Calculating term: 46
Calculating term: 47
Calculating term: 48
Calculating term: 49
Calculating term: 50
Calculating term: 51
Calculating term: 52
Calculating term: 53
Calculating term: 54
Calculating term: 55
Calculating term: 56
Calculating term: 57
Calculating term: 58
Calculating term: 59
Calculating term: 60
Calculating term: 61
Calculating term: 62
Calculating term: 63
Calculating term: 64
Calculating term: 65
Calculating term: 66
Calculating term: 67
Calculating term: 68
Calculating term: 69
Calculating term: 70
Calculating term: 71
Calculating term: 72
Calculating term: 73
Calculating term: 74
Calculating term: 75
Calculating term: 76
Calculating term: 77
Calculating term: 78
Calculating term: 79
Calculating term: 80
Calculating term: 81
Calculating term: 82
Calculating term: 83
Calculating term: 84
Calculating term: 85
Calculating term: 86
Calculating term: 87
Calculating term: 88
Calculating term: 89
Calculating term: 90
Calculating term: 91
Batch 0 Loss:	0.2533978819847107
Batch 0 Time:	0.1475046714146932 minutes
Batch 100 Loss:	49.41704009473324
Batch 100 Time:	2.941317292054494 minutes
Batch 200 Loss:	41.28466807305813
Batch 200 Time:	2.9462170084317525 minutes
Batch 300 Loss:	40.521429628133774
Batch 300 Time:	2.9319333394368488 minutes
Batch 400 Loss:	37.7775496840477
Batch 400 Time:	2.911964750289917 minutes
Batch 500 Loss:	35.4109798707068
Batch 500 Time:	2.929275612036387 minutes
Batch 600 Loss:	31.865754451602697
Batch 600 Time:	2.9456056793530783 minutes
Batch 700 Loss:	33.755266033113
Batch 700 Time:	2.9413698077201844 minutes
Batch 800 Loss:	33.94307688623667
Batch 800 Time:	2.9143072724342347 minutes
Batch 900 Loss:	32.648219680413604
Batch 900 Time:	2.944111402829488 minutes
Batch 1000 Loss:	25.791665697470307
Batch 1000 Time:	2.9402090509732566 minutes
Batch 1100 Loss:	27.931074280291796
Batch 1100 Time:	2.9152331352233887 minutes
Batch 1200 Loss:	31.429576069116592
Batch 1200 Time:	2.9240800499916078 minutes
Batch 1300 Loss:	24.2519569452852
Batch 1300 Time:	2.963093928496043 minutes
Batch 1400 Loss:	24.695936642587185
Batch 1400 Time:	2.954035274187724 minutes
Batch 1500 Loss:	24.769018582999706
Batch 1500 Time:	2.9092509667078654 minutes
Batch 1600 Loss:	29.547243347391486
Batch 1600 Time:	2.9081759611765543 minutes
Batch 1700 Loss:	26.8578143119812
Batch 1700 Time:	2.9111071626345315 minutes
Batch 1800 Loss:	23.23007308319211
Batch 1800 Time:	2.9127203623453775 minutes
Batch 1900 Loss:	26.670628402382135
Batch 1900 Time:	2.9351779023806253 minutes
Batch 2000 Loss:	31.011099129915237
Batch 2000 Time:	2.936168583234151 minutes
Batch 2100 Loss:	23.424090526998043
Batch 2100 Time:	2.941731897989909 minutes
Batch 2200 Loss:	23.864358995109797
Batch 2200 Time:	2.9230382482210797 minutes
Batch 2300 Loss:	28.16786363720894
Batch 2300 Time:	2.8988447427749633 minutes
Batch 2400 Loss:	26.28246101923287
Batch 2400 Time:	2.9170413255691527 minutes
Batch 2500 Loss:	27.64109629765153
Batch 2500 Time:	2.927007742722829 minutes
Batch 2600 Loss:	28.16733431071043
Batch 2600 Time:	2.907662010192871 minutes
Batch 2700 Loss:	23.078968193382025
Batch 2700 Time:	2.9233255704243977 minutes
Batch 2800 Loss:	27.398997521027923
Batch 2800 Time:	2.8895548741022745 minutes
Batch 2900 Loss:	26.20317310653627
Batch 2900 Time:	2.9218460361162824 minutes
Batch 3000 Loss:	26.873151011765003
Batch 3000 Time:	2.9500831842422484 minutes
Batch 3100 Loss:	27.49149508960545
Batch 3100 Time:	2.9257779876391092 minutes
Batch 3200 Loss:	24.455260721966624
Batch 3200 Time:	2.937461789449056 minutes
Batch 3300 Loss:	26.982164207845926
Batch 3300 Time:	2.925495894749959 minutes
Batch 3400 Loss:	24.630476117134094
Batch 3400 Time:	2.931460237503052 minutes
Batch 3500 Loss:	31.673894729465246
Batch 3500 Time:	2.9309224843978883 minutes
Batch 3600 Loss:	30.00347339734435
Batch 3600 Time:	2.918572461605072 minutes
Batch 3700 Loss:	29.40849391464144
Batch 3700 Time:	2.934621493021647 minutes
Batch 3800 Loss:	27.157137356698513
Batch 3800 Time:	2.9623519937197367 minutes
Batch 3900 Loss:	26.333508712239563
Batch 3900 Time:	2.943585232893626 minutes
Batch 4000 Loss:	21.180502077564597
Batch 4000 Time:	2.9333312034606935 minutes
Batch 4100 Loss:	28.745749598369002
Batch 4100 Time:	2.9387459913889566 minutes
Batch 4200 Loss:	26.806290540844202
Batch 4200 Time:	2.9137014309565226 minutes
Batch 4300 Loss:	27.484802298247814
Batch 4300 Time:	2.9590739170710245 minutes
Batch 4400 Loss:	24.659378826618195
Batch 4400 Time:	2.958335614204407 minutes
Batch 4500 Loss:	23.745819926727563
Batch 4500 Time:	2.937452530860901 minutes
Batch 4600 Loss:	26.687369268387556
Batch 4600 Time:	2.930254566669464 minutes
Batch 4700 Loss:	30.587380919605494
Batch 4700 Time:	2.9418311516443887 minutes
Batch 4800 Loss:	22.019619790371507
Batch 4800 Time:	2.952866729100545 minutes
Batch 4900 Loss:	26.71812462620437
Batch 4900 Time:	2.9263863722483316 minutes
Batch 5000 Loss:	22.766311549581587
Batch 5000 Time:	2.924527096748352 minutes
