Batch 0 Loss:	0.6063487529754639
Batch 0 Time:	0.1463618318239848 minutes
Batch 100 Loss:	44.027035623788834
Batch 100 Time:	2.9020058592160543 minutes
Batch 200 Loss:	33.83788478374481
Batch 200 Time:	2.8734605232874553 minutes
Batch 300 Loss:	35.143469639122486
Batch 300 Time:	2.876184546947479 minutes
Batch 400 Loss:	37.428657464683056
Batch 400 Time:	2.876351237297058 minutes
Batch 500 Loss:	33.12329252809286
Batch 500 Time:	2.852584175268809 minutes
Batch 600 Loss:	36.05650790594518
Batch 600 Time:	2.865567211310069 minutes
Batch 700 Loss:	29.96315390896052
Batch 700 Time:	2.8493950247764586 minutes
Batch 800 Loss:	24.043567575514317
Batch 800 Time:	2.84711035490036 minutes
Batch 900 Loss:	30.409969940781593
Batch 900 Time:	2.839886955420176 minutes
Batch 1000 Loss:	29.298896262422204
Batch 1000 Time:	2.8522788882255554 minutes
Batch 1100 Loss:	22.134263694286346
Batch 1100 Time:	2.854062056541443 minutes
Batch 1200 Loss:	26.769801650196314
Batch 1200 Time:	2.842829191684723 minutes
Batch 1300 Loss:	27.998629081994295
Batch 1300 Time:	2.852388588587443 minutes
Batch 1400 Loss:	25.78356116451323
Batch 1400 Time:	2.8469680587450665 minutes
Batch 1500 Loss:	31.049933690577745
Batch 1500 Time:	2.868508851528168 minutes
Batch 1600 Loss:	27.47318121045828
Batch 1600 Time:	2.835033396879832 minutes
Batch 1700 Loss:	33.08003471791744
Batch 1700 Time:	2.834446354707082 minutes
Batch 1800 Loss:	29.227924950420856
Batch 1800 Time:	2.859315399328868 minutes
Batch 1900 Loss:	27.59532123617828
Batch 1900 Time:	2.8582217971483868 minutes
Batch 2000 Loss:	26.466711765155196
Batch 2000 Time:	2.826607127984365 minutes
Batch 2100 Loss:	29.87180419638753
Batch 2100 Time:	2.8597317496935526 minutes
Batch 2200 Loss:	26.776536289602518
Batch 2200 Time:	2.8524318019549053 minutes
Batch 2300 Loss:	31.195483595132828
Batch 2300 Time:	2.8304332812627155 minutes
Batch 2400 Loss:	29.486685188487172
Batch 2400 Time:	2.8676187793413797 minutes
Batch 2500 Loss:	28.63039207458496
Batch 2500 Time:	2.8454135219256083 minutes
Batch 2600 Loss:	28.382408432662487
Batch 2600 Time:	2.8095977663993836 minutes
Batch 2700 Loss:	30.472216572612524
Batch 2700 Time:	2.847685817877452 minutes
Batch 2800 Loss:	21.034689207561314
Batch 2800 Time:	2.8567420641581216 minutes
Batch 2900 Loss:	24.923823583871126
Batch 2900 Time:	2.8430039405822756 minutes
Batch 3000 Loss:	24.837459459900856
Batch 3000 Time:	2.8557813008626303 minutes
Batch 3100 Loss:	25.586143922060728
Batch 3100 Time:	2.861282924811045 minutes
Batch 3200 Loss:	25.070170518010855
Batch 3200 Time:	2.837871325016022 minutes
Batch 3300 Loss:	24.634502425789833
Batch 3300 Time:	2.8531803607940676 minutes
Batch 3400 Loss:	26.671786941587925
Batch 3400 Time:	2.889055848121643 minutes
Batch 3500 Loss:	26.73619420826435
Batch 3500 Time:	2.874661382039388 minutes
Batch 3600 Loss:	29.41260142251849
Batch 3600 Time:	2.861289942264557 minutes
Batch 3700 Loss:	26.530076609924436
Batch 3700 Time:	2.8591421167055766 minutes
Batch 3800 Loss:	22.544026956893504
Batch 3800 Time:	2.8553937673568726 minutes
Batch 3900 Loss:	27.29692678153515
Batch 3900 Time:	2.878615995248159 minutes
Batch 4000 Loss:	27.366553261876106
Batch 4000 Time:	2.8368600249290465 minutes
Batch 4100 Loss:	21.12744622863829
Batch 4100 Time:	2.893486420313517 minutes
Batch 4200 Loss:	22.244824927300215
Batch 4200 Time:	2.887658723195394 minutes
Batch 4300 Loss:	22.51414878666401
Batch 4300 Time:	2.8451281706492106 minutes
Batch 4400 Loss:	24.567436676472425
Batch 4400 Time:	2.863316528002421 minutes
Batch 4500 Loss:	23.254402907565236
Batch 4500 Time:	2.8556592305501303 minutes
Batch 4600 Loss:	19.877280649729073
Batch 4600 Time:	2.866850753625234 minutes
Batch 4700 Loss:	25.551102317869663
Batch 4700 Time:	2.869008199373881 minutes
Batch 4800 Loss:	29.976714761927724
Batch 4800 Time:	2.863517244656881 minutes
Batch 4900 Loss:	22.97607663832605
Batch 4900 Time:	2.8661168694496153 minutes
Batch 5000 Loss:	21.66514205560088
Batch 5000 Time:	2.867128260930379 minutes
Batch 5100 Loss:	29.68678485509008
Batch 5100 Time:	2.8822607040405273 minutes
Batch 5200 Loss:	26.68982804659754
Batch 5200 Time:	2.8594520648320514 minutes
Batch 5300 Loss:	24.401188392192125
Batch 5300 Time:	2.8528176148732505 minutes
Batch 5400 Loss:	25.967001860961318
Batch 5400 Time:	2.837319481372833 minutes
Batch 5500 Loss:	23.77793202549219
Batch 5500 Time:	2.8388495763142902 minutes
Batch 5600 Loss:	20.737887855619192
Batch 5600 Time:	2.8793851335843406 minutes
Batch 5700 Loss:	24.122948376461864
Batch 5700 Time:	2.886989414691925 minutes
Batch 5800 Loss:	29.881299551576376
Batch 5800 Time:	2.8574652989705402 minutes
Batch 5900 Loss:	27.94976749829948
Batch 5900 Time:	2.873157242933909 minutes
Batch 6000 Loss:	21.881329683586955
Batch 6000 Time:	2.870296863714854 minutes
Batch 6100 Loss:	22.404421916231513
Batch 6100 Time:	2.87724639972051 minutes
Batch 6200 Loss:	22.449231138452888
Batch 6200 Time:	2.860481341679891 minutes
Batch 6300 Loss:	24.84496516827494
Batch 6300 Time:	2.8588300148646035 minutes
Batch 6400 Loss:	26.37262585759163
Batch 6400 Time:	2.8695687611897784 minutes
Batch 6500 Loss:	26.973118741996586
Batch 6500 Time:	2.867674454053243 minutes
Batch 6600 Loss:	25.61726462095976
Batch 6600 Time:	2.874041577180227 minutes
Batch 6700 Loss:	23.62717578187585
Batch 6700 Time:	2.8542847514152525 minutes
Batch 6800 Loss:	27.453210428357124
Batch 6800 Time:	2.879015652338664 minutes
Batch 6900 Loss:	22.15108833834529
Batch 6900 Time:	2.8760391314824423 minutes
Batch 7000 Loss:	22.183235861361027
Batch 7000 Time:	2.874831481774648 minutes
Batch 7100 Loss:	23.500318651087582
Batch 7100 Time:	2.8785195072491963 minutes
Batch 7200 Loss:	25.653938114643097
Batch 7200 Time:	2.8613704959551494 minutes
