Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/CE_RandomLabels_swapGenes/Original_x_b_113x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/CE_RandomLabels_swapGenes/Original_x_b_113x25000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 15.686610341072083
Time for 100 Batches: 0.008452018102010092
100 Batch Cumulative Loss: 20.762424286454916
Time for 100 Batches: 0.3855960210164388
100 Batch Cumulative Loss: 30.99312650412321
Time for 100 Batches: 0.3734475334485372
100 Batch Cumulative Loss: 26.8859995380044
Time for 100 Batches: 0.3771746277809143
100 Batch Cumulative Loss: 32.775589156895876
Time for 100 Batches: 0.3760210951169332
100 Batch Cumulative Loss: 34.36131738871336
Time for 100 Batches: 0.37690791686375935
100 Batch Cumulative Loss: 31.625716554000974
Time for 100 Batches: 0.3767736832300822
100 Batch Cumulative Loss: 36.016346951946616
Time for 100 Batches: 0.37202852169672646
100 Batch Cumulative Loss: 33.46230211015791
Time for 100 Batches: 0.37395936250686646
100 Batch Cumulative Loss: 36.61031673848629
Time for 100 Batches: 0.3730542341868083
100 Batch Cumulative Loss: 32.91162830684334
Time for 100 Batches: 0.3716876308123271
100 Batch Cumulative Loss: 42.140807358151505
Time for 100 Batches: 0.36957147121429446
100 Batch Cumulative Loss: 34.886685081757605
Time for 100 Batches: 0.3678066571553548
100 Batch Cumulative Loss: 41.60800588235725
Time for 100 Batches: 0.37446161508560183
100 Batch Cumulative Loss: 34.79850151669234
Time for 100 Batches: 0.37596811453501383
100 Batch Cumulative Loss: 36.09860002249479
Time for 100 Batches: 0.37742658058802286
100 Batch Cumulative Loss: 39.90327609330416
Time for 100 Batches: 0.3704765796661377
100 Batch Cumulative Loss: 28.970897583290935
Time for 100 Batches: 0.3748258630434672
100 Batch Cumulative Loss: 32.69569051545113
Time for 100 Batches: 0.375438916683197
100 Batch Cumulative Loss: 32.98972823470831
Time for 100 Batches: 0.3681941866874695
100 Batch Cumulative Loss: 31.334083380177617
Time for 100 Batches: 0.3752971847852071
100 Batch Cumulative Loss: 33.7609200514853
Time for 100 Batches: 0.37500319083531697
100 Batch Cumulative Loss: 31.64507727441378
Time for 100 Batches: 0.37156243721644083
100 Batch Cumulative Loss: 30.488782657310367
Time for 100 Batches: 0.37885584036509196
100 Batch Cumulative Loss: 29.410335472319275
Time for 100 Batches: 0.37063628832499185
100 Batch Cumulative Loss: 37.21614602766931
Time for 100 Batches: 0.36965009768803914
100 Batch Cumulative Loss: 38.90366798080504
Time for 100 Batches: 0.3670897364616394
100 Batch Cumulative Loss: 33.239065524190664
Time for 100 Batches: 0.368516472975413
100 Batch Cumulative Loss: 31.589141845703125
Time for 100 Batches: 0.37127724091211955
100 Batch Cumulative Loss: 30.640560384490527
Time for 100 Batches: 0.37120604515075684
100 Batch Cumulative Loss: 30.83842015499249
Time for 100 Batches: 0.3735238750775655
100 Batch Cumulative Loss: 33.61225767433643
Time for 100 Batches: 0.3707490881284078
100 Batch Cumulative Loss: 28.88202642905526
Time for 100 Batches: 0.37310380140940347
100 Batch Cumulative Loss: 30.29242259071907
Time for 100 Batches: 0.36834211746851603
100 Batch Cumulative Loss: 27.71947250352241
Time for 100 Batches: 0.37241549491882325
100 Batch Cumulative Loss: 32.19815477542579
Time for 100 Batches: 0.37083019415537516
100 Batch Cumulative Loss: 34.421648897230625
Time for 100 Batches: 0.37528539498647057
100 Batch Cumulative Loss: 31.196754380129278
Time for 100 Batches: 0.37146796385447184
100 Batch Cumulative Loss: 32.03865957260132
Time for 100 Batches: 0.3733123024304708
100 Batch Cumulative Loss: 31.89606766309589
Time for 100 Batches: 0.37465818723042804
100 Batch Cumulative Loss: 32.35623587295413
Time for 100 Batches: 0.3767902016639709
100 Batch Cumulative Loss: 33.41914129443467
Time for 100 Batches: 0.3783353090286255
100 Batch Cumulative Loss: 32.01884178444743
Time for 100 Batches: 0.372693399588267
100 Batch Cumulative Loss: 28.245720619801432
Time for 100 Batches: 0.37883864641189574
100 Batch Cumulative Loss: 33.84988381154835
Time for 100 Batches: 0.3752728343009949
100 Batch Cumulative Loss: 35.386758517473936
Time for 100 Batches: 0.37541683912277224
100 Batch Cumulative Loss: 38.783470056951046
Time for 100 Batches: 0.3757404287656148
100 Batch Cumulative Loss: 30.589086160063744
Time for 100 Batches: 0.374271289507548
100 Batch Cumulative Loss: 30.118146987631917
Time for 100 Batches: 0.3769498149553935
100 Batch Cumulative Loss: 32.666728135198355
Time for 100 Batches: 0.3728935639063517
100 Batch Cumulative Loss: 32.71478895843029
Time for 100 Batches: 0.3753433624903361
100 Batch Cumulative Loss: 28.71284305449808
Time for 100 Batches: 0.37347558736801145
100 Batch Cumulative Loss: 31.716113790869713
Time for 100 Batches: 0.37985800504684447
100 Batch Cumulative Loss: 27.6974462531507
Time for 100 Batches: 0.375443696975708
100 Batch Cumulative Loss: 31.479680873453617
Time for 100 Batches: 0.37221606572469074
100 Batch Cumulative Loss: 30.402834533248097
Time for 100 Batches: 0.3750208536783854
100 Batch Cumulative Loss: 28.854865476489067
Time for 100 Batches: 0.37555864254633586
100 Batch Cumulative Loss: 30.405856491066515
Time for 100 Batches: 0.3769150455792745
100 Batch Cumulative Loss: 28.56324298866093
Time for 100 Batches: 0.3744264324506124
100 Batch Cumulative Loss: 34.711119171231985
Time for 100 Batches: 0.3697845697402954
100 Batch Cumulative Loss: 34.990845419466496
Time for 100 Batches: 0.3707826256752014
100 Batch Cumulative Loss: 27.613509685710596
Time for 100 Batches: 0.37185435692469276
100 Batch Cumulative Loss: 27.04233893379569
Time for 100 Batches: 0.3727244734764099
100 Batch Cumulative Loss: 29.31317562935874
Time for 100 Batches: 0.3764419992764791
100 Batch Cumulative Loss: 29.777308460790664
Time for 100 Batches: 0.37107379039128624
100 Batch Cumulative Loss: 32.30643946584314
Time for 100 Batches: 0.3744223952293396
100 Batch Cumulative Loss: 33.71914216619916
Time for 100 Batches: 0.3743661840756734
100 Batch Cumulative Loss: 25.945464079268277
Time for 100 Batches: 0.3716976761817932
100 Batch Cumulative Loss: 26.58673787396401
Time for 100 Batches: 0.37310644388198855
100 Batch Cumulative Loss: 26.82632819749415
Time for 100 Batches: 0.37868078947067263
100 Batch Cumulative Loss: 30.533669013995677
Time for 100 Batches: 0.36984341939290366
100 Batch Cumulative Loss: 30.38979166932404
Time for 100 Batches: 0.3753262678782145
100 Batch Cumulative Loss: 34.037396179632196
Time for 100 Batches: 0.376558788617452
100 Batch Cumulative Loss: 30.628591975197196
Time for 100 Batches: 0.3686258355776469
100 Batch Cumulative Loss: 26.327820397913456
Time for 100 Batches: 0.3743852138519287
100 Batch Cumulative Loss: 24.3255862519145
Time for 100 Batches: 0.3718541105588277
100 Batch Cumulative Loss: 22.150712692178786
Time for 100 Batches: 0.377041765054067
100 Batch Cumulative Loss: 27.825573298614472
Time for 100 Batches: 0.3833228588104248
100 Batch Cumulative Loss: 27.098976217675954
Time for 100 Batches: 0.3743690013885498
100 Batch Cumulative Loss: 28.406061129644513
Time for 100 Batches: 0.37904486258824666
100 Batch Cumulative Loss: 25.91747197904624
Time for 100 Batches: 0.3724371552467346
100 Batch Cumulative Loss: 28.682943289051764
Time for 100 Batches: 0.3732918739318848
100 Batch Cumulative Loss: 27.19546448078472
Time for 100 Batches: 0.37658032576243083
100 Batch Cumulative Loss: 26.29157779365778
Time for 100 Batches: 0.37516322135925295
