,Gene A,Gene B,Score
0,YDL029W,YOL095C,0.5472888946533203
1,YDL029W,YJL112W,0.9892536997795105
2,YDL029W,YNR035C,0.9254813194274902
3,YDL029W,YDL198C,0.7380812764167786
4,YDL029W,YGL020C,0.5691150426864624
5,YDL029W,YJR065C,0.32054391503334045
6,YDL029W,YNL213C,0.8748618960380554
7,YDL029W,YGL055W,0.9998553991317749
8,YDL029W,YNL304W,0.24570222198963165
9,YDL029W,YJR135W-A,0.9981593489646912
10,YDL029W,YBL080C,0.9913007616996765
11,YDL029W,YDR393W,0.9958850741386414
12,YDL029W,YMR134W,0.6271202564239502
13,YDL029W,YHR005C-A,0.9879276156425476
14,YDL029W,YKL013C,0.9987886548042297
15,YDL029W,YCR020C,0.9671257734298706
16,YDL029W,YOR037W,0.9000163674354553
17,YDL029W,YNL079C,0.9995778203010559
18,YDL029W,YLL001W,0.9954338669776917
19,YDL029W,YDR470C,0.9914500117301941
20,YDL029W,YDR296W,0.7912383675575256
21,YDL029W,YBR185C,0.9999421834945679
22,YDL029W,YMR211W,0.9999117851257324
23,YDL029W,YIL051C,0.9931469559669495
24,YDL029W,YBR091C,0.23539870977401733
25,YDL029W,YLL006W,0.2050132155418396
26,YDL029W,YPR024W,3.441977241891436e-05
27,YDL029W,YOL027C,0.00631984556093812
28,YDL029W,YKR085C,0.9940311312675476
29,YDL029W,YNL055C,0.9999784231185913
30,YDL029W,YNL026W,0.9821616411209106
31,YDL029W,YNL310C,0.9999749660491943
32,YDL029W,YHR083W,0.7597321271896362
33,YDL029W,YGR101W,0.9998238682746887
34,YDL029W,YNL149C,0.0034282139968127012
35,YDL029W,YLR370C,0.9999985694885254
36,YDL029W,YKR042W,0.8601799011230469
37,YDL029W,YCL044C,0.9989018440246582
38,YDL029W,YKL053C-A,0.9999656677246094
39,YDL029W,YJL054W,0.9902281761169434
40,YDL029W,YDL142C,0.8194580078125
41,YDL029W,YMR241W,0.8668671250343323
42,YDL029W,YCR028C-A,0.8664435744285583
43,YDL029W,YLR368W,0.916951596736908
44,YDL029W,YGR181W,0.9967995882034302
45,YDL029W,YPR125W,0.2047015279531479
46,YDL029W,YPR083W,0.9803575873374939
47,YDL029W,YHR120W,0.9991766810417175
48,YDL029W,YBR212W,0.8689594864845276
49,YDL029W,YMR012W,0.0026868877466768026
50,YDL029W,YDR150W,0.7386412024497986
51,YDL029W,YNL121C,0.7155352830886841
52,YDL029W,YIL062C,0.9999891519546509
53,YDL029W,YML104C,0.9511568546295166
54,YDL029W,YFL039C,0.02930736169219017
55,YDL029W,YDR077W,0.9451357126235962
56,YDL029W,YBR234C,0.9997552037239075
57,YDL029W,YPR140W,0.9583809971809387
58,YDL029W,YKR036C,0.8149932622909546
59,YDL029W,YOR147W,0.9825478196144104
60,YDL029W,YOR211C,0.9980188608169556
61,YDL029W,YJR120W,0.9999799728393555
62,YDL029W,YHR031C,0.9997264742851257
63,YDL029W,YJL063C,0.8939212560653687
64,YDL029W,YOL009C,0.997815728187561
65,YDL029W,YDR339C,0.9979395270347595
66,YDL029W,YEL020W-A,0.998343825340271
67,YDL029W,YPR131C,0.9389138221740723
68,YDL029W,YDR258C,0.9999910593032837
69,YDL029W,YLR355C,0.7944777011871338
70,YDL029W,YOR326W,0.8566942811012268
71,YDL029W,YHR194W,0.9999836683273315
72,YDL029W,YOR330C,0.034103646874427795
73,YDL029W,YLR304C,0.9997672438621521
74,YDL029W,YML058W,0.9939302206039429
75,YDL029W,YLR190W,0.6967259049415588
76,YDL029W,YOL060C,0.9713889360427856
77,YDL029W,YMR302C,0.9999910593032837
78,YDL029W,YGR144W,0.9858185648918152
79,YDL029W,tA(UGC)E,0.00015883540618233383
80,YDL029W,YAL051W,0.0002622928295750171
81,YDL029W,YMR217W,1.1700081008203522e-12
82,YDL029W,YML123C,2.7922553726966726e-06
83,YDL029W,YPL116W,0.4192163348197937
84,YDL029W,YGL016W,1.1341227956762623e-09
85,YDL029W,YJL080C,8.819347385724541e-07
86,YDL029W,YDL002C,4.3080755858682096e-05
87,YDL029W,YBL005W-B,0.02554488554596901
88,YDL029W,YDR198C,0.07554588466882706
89,YDL029W,YLR321C,0.1984899938106537
90,YDL029W,YDR139C,0.003510163864120841
91,YDL029W,YGR057C,9.596651943866163e-05
92,YDL029W,YER056C,0.0001120824454119429
93,YDL029W,YLL022C,2.4351556930923834e-05
94,YDL029W,YLR299W,7.820799119429012e-09
95,YDL029W,YOR255W,4.930907682165753e-09
96,YDL029W,YPR110C,8.615407942613729e-09
97,YDL029W,YIL139C,7.96454235896249e-10
98,YDL029W,YBR076W,8.364321502085659e-07
99,YDL029W,YLR308W,9.009930295178492e-07
100,YDL029W,YNL277W,7.053186124039712e-08
101,YDL029W,YLR028C,0.0005803601816296577
102,YDL029W,YOR123C,4.890694640380389e-07
103,YDL029W,REC1,0.00015883540618233383
104,YDL029W,snR33,0.0014747692039236426
105,YDL029W,YHR082C,0.00017675693379715085
106,YDL029W,tV(AAC)H,0.00015883540618233383
107,YDL029W,YDL065C,0.00016138414503075182
108,YDL029W,YIL126W,0.0021112754475325346
109,YDL029W,YDR244W,5.282023494146415e-07
110,YDL029W,YNL253W,0.0009443918825127184
111,YDL029W,YER127W,6.976418080739677e-05
112,YDL029W,YJL145W,0.010008575394749641
113,YDL029W,YFL003C,9.99604510276697e-10
114,YDL029W,YGR060W,1.7633762183777435e-07
115,YDL029W,YJR084W,3.876991104334593e-05
116,YDL029W,YDR464W,0.6496493816375732
117,YDL029W,YBR068C,1.339026312052738e-07
118,YDL029W,YDR292C,0.7312062382698059
119,YDL029W,YDR216W,0.018824558705091476
120,YDL029W,YHR092C,4.2586509318987e-10
121,YDL029W,YDR457W,0.0180886909365654
122,YDL029W,YBL026W,0.004819714464247227
123,YDL029W,YMR116C,8.664618184215051e-16
124,YDL029W,YOR143C,1.973973667190876e-05
125,YDL029W,YGL189C,2.3567020730752564e-12
126,YDL029W,YHL048W,0.03281456604599953
127,YDL029W,YHR021W-A,7.047618311162296e-08
128,YDL029W,YGL134W,0.016046589240431786
129,YDL029W,YHL011C,6.057056245456494e-11
130,YDL029W,YOL069W,0.37162086367607117
131,YDL029W,YDR363W-A,0.8125209808349609
132,YDL029W,YIL156W,0.0009445385658182204
133,YDL029W,YHR052W,4.662856323278675e-09
134,YDL029W,YLR087C,8.767405233811587e-05
135,YDL029W,YNL204C,4.0496359043906693e-10
136,YDL029W,YMR125W,8.72750661073951e-06
137,YDL029W,YCR072C,1.0856172627526917e-09
138,YDL029W,YDR512C,0.9338828325271606
139,YDL029W,YPL196W,2.813795617839787e-05
140,YDL029W,YNL286W,5.232291044876547e-09
141,YDL029W,YDR225W,0.23156727850437164
142,YDL029W,YEL062W,8.721091944607906e-06
143,YDL029W,YDL054C,9.407867196387087e-08
