,Gene A,Gene B,Score
0,YDR077W,YLL006W,0.0040098573081195354
1,YDR077W,YDR296W,9.734713785292115e-06
2,YDR077W,YMR134W,0.00017499794194009155
3,YDR077W,YBL080C,0.942284882068634
4,YDR077W,YNL079C,0.24713526666164398
5,YDR077W,YBR091C,6.226816185517237e-05
6,YDR077W,YBR185C,0.1765623241662979
7,YDR077W,YJL112W,0.9926316738128662
8,YDR077W,YNL213C,0.0456380657851696
9,YDR077W,YIL051C,0.7390404939651489
10,YDR077W,YJR135W-A,2.202315499744145e-06
11,YDR077W,YMR211W,1.924253774632234e-05
12,YDR077W,YJR065C,0.113385409116745
13,YDR077W,YOR037W,0.5428878664970398
14,YDR077W,YDR470C,0.2580367624759674
15,YDR077W,YCR020C,0.2775276303291321
16,YDR077W,YNL304W,0.010166600346565247
17,YDR077W,YLL001W,0.00010658913379302248
18,YDR077W,YGL055W,0.003803475294262171
19,YDR077W,YGL020C,7.230387382151093e-06
20,YDR077W,YOL095C,6.697194476146251e-05
21,YDR077W,YKL013C,0.01214334275573492
22,YDR077W,YHR005C-A,0.004738822113722563
23,YDR077W,YDL198C,0.24941058456897736
24,YDR077W,YDR393W,0.5723738670349121
25,YDR077W,YNR035C,0.00016565861005801708
26,YDR077W,YNL055C,0.0003034304245375097
27,YDR077W,YMR241W,0.4064003825187683
28,YDR077W,YNL121C,4.047160473419353e-06
29,YDR077W,YCL044C,0.6999786496162415
30,YDR077W,YPR083W,0.9774747490882874
31,YDR077W,YJL054W,0.21466071903705597
32,YDR077W,YPR024W,0.061181556433439255
33,YDR077W,YGR101W,0.1485481560230255
34,YDR077W,YHR120W,6.86238172420417e-06
35,YDR077W,YCR028C-A,0.9969569444656372
36,YDR077W,YGR181W,2.7025891540688463e-05
37,YDR077W,YNL149C,5.967949050500465e-07
38,YDR077W,YKR085C,0.9781109094619751
39,YDR077W,YHR083W,0.0008034518104977906
40,YDR077W,YPR125W,1.8155025827581994e-05
41,YDR077W,YMR012W,0.369254469871521
42,YDR077W,YNL310C,1.0686969972167892e-12
43,YDR077W,YBR212W,0.02427815832197666
44,YDR077W,YKL053C-A,4.2343614040873945e-05
45,YDR077W,YKR042W,0.00011342381912982091
46,YDR077W,YOL027C,0.022549765184521675
47,YDR077W,YNL026W,0.11557574570178986
48,YDR077W,YLR370C,0.47422897815704346
49,YDR077W,YDL142C,0.00018107022333424538
50,YDR077W,YDR150W,0.15838050842285156
51,YDR077W,YLR368W,6.211917207110673e-05
52,YDR077W,YIL065C,0.0040961517952382565
53,YDR077W,YER154W,0.481549471616745
54,YDR077W,YLL013C,0.8777673840522766
55,YDR077W,YML061C,0.016724444925785065
56,YDR077W,YNL066W,0.9960357546806335
57,YDR077W,YBR192W,1.5885059838183224e-05
58,YDR077W,YDL029W,0.6803343892097473
59,YDR077W,YDL217C,0.38033419847488403
60,YDR077W,YJR144W,0.02820505015552044
61,YDR077W,YFL036W,0.00027202957426197827
62,YDR077W,YDL006W,1.568390871398151e-05
63,YDR077W,YOR060C,0.9911290407180786
