Gene A,Gene B,Score
RPM1,YPR024W,3.862944868160412e-05
RPM1,YKR042W,2.7491560103953816e-05
RPM1,YNL026W,3.54739859176334e-05
RPM1,YPR083W,8.864570554578677e-05
RPM1,YMR241W,5.9103334933752194e-05
RPM1,YHR120W,8.452925249002874e-05
RPM1,YGR101W,2.9803397410432808e-05
RPM1,YKL053C-A,3.56311647919938e-05
RPM1,YLR368W,4.6302578994072974e-05
RPM1,YGR181W,3.2740521419327706e-05
RPM1,YMR012W,6.507817306555808e-05
RPM1,YCR028C-A,5.599192809313536e-05
RPM1,YNL310C,2.927996865764726e-05
RPM1,YOL027C,3.6681634810520336e-05
RPM1,YKR085C,4.1930452425731346e-05
RPM1,YDR150W,0.00010974494216497988
RPM1,YHR083W,1.8592201740830205e-05
RPM1,YCL044C,2.280928129039239e-05
RPM1,YNL149C,4.1491712181596085e-05
RPM1,YNL121C,4.867186362389475e-05
RPM1,YBR212W,6.82224563206546e-05
RPM1,YLR370C,3.719358574016951e-05
RPM1,YNL055C,3.3045103918993846e-05
RPM1,YPR125W,4.9679609219310805e-05
RPM1,YDL142C,5.19832901773043e-05
RPM1,YJL054W,2.8078393370378762e-05
RPM1,YOR266W,4.954760879627429e-05
RPM1,YGL219C,5.13807317474857e-05
RPM1,YPL098C,2.7933689125347883e-05
RPM1,YJR144W,3.0300734579213895e-05
RPM1,YMR060C,8.440022793365642e-05
RPM1,YIL138C,0.0002309140982106328
RPM1,YBR179C,3.1470681278733537e-05
RPM1,YLL013C,4.831421028939076e-05
RPM1,YNL070W,4.6906112402211875e-05
RPM1,YNL066W,5.154720201971941e-05
RPM1,YJR118C,5.117954788147472e-05
RPM1,YMR072W,4.714836904895492e-05
RPM1,YBR192W,7.667305908398703e-05
RPM1,YMR275C,0.00010505603859201074
RPM1,YDR219C,6.872091762488708e-05
RPM1,YML091C,2.2163809262565337e-05
RPM1,YFL036W,9.288445289712399e-05
RPM1,YDL029W,2.9661625376320444e-05
RPM1,YER154W,3.4717621019808576e-05
RPM1,YOR060C,4.561415335047059e-05
RPM1,YOL076W,0.00011711483239196241
RPM1,YDL006W,8.212933607865125e-05
RPM1,YJL116C,2.327356742171105e-05
RPM1,YDL217C,4.019510743091814e-05
RPM1,YML061C,6.898420542711392e-05
RPM1,YIL065C,3.970759644289501e-05
RPM1,YMR302C,5.1918883400503546e-05
RPM1,YML104C,6.363793363561854e-05
RPM1,YOR211C,9.950308594852686e-05
RPM1,YLR355C,6.52312592137605e-05
RPM1,YHR194W,6.518251029774547e-05
RPM1,YFL039C,9.57661250140518e-05
RPM1,YJL063C,1.793282717699185e-05
RPM1,YKR036C,5.598659117822535e-05
RPM1,YPR131C,8.11989011708647e-05
RPM1,YDR339C,5.824036998092197e-05
RPM1,YLR304C,2.999563548655715e-05
RPM1,YOL060C,5.223572952672839e-05
RPM1,YLR190W,7.71302220528014e-05
RPM1,YIL062C,4.503643503994681e-05
RPM1,YOR326W,8.50145224831067e-05
RPM1,YPR140W,3.886534250341356e-05
RPM1,YDR258C,3.94130329368636e-05
RPM1,YDR077W,9.818493708735332e-05
RPM1,YEL020W-A,4.440272459760308e-05
RPM1,YHR031C,7.656200614292175e-05
RPM1,YBR234C,3.4587814297992736e-05
RPM1,YGR144W,7.602131518069655e-05
RPM1,YOR330C,3.58898687409237e-05
RPM1,YML058W,6.932700489414856e-05
RPM1,YJR120W,6.885578477522358e-05
RPM1,YOL009C,9.083426266442984e-05
RPM1,YOR147W,8.199317380785942e-05
RPM1,YGL055W,6.909323565196246e-05
RPM1,YKL013C,3.990438563050702e-05
RPM1,YBR091C,2.6683694159146398e-05
RPM1,YDR470C,7.173066114773974e-05
RPM1,YCR020C,0.00010818523878697306
RPM1,YJR065C,3.4754786611301824e-05
RPM1,YNL079C,7.587545405840501e-05
RPM1,YNL213C,2.9195542083471082e-05
RPM1,YLL001W,9.452641097595915e-05
RPM1,YDL198C,3.759318860829808e-05
RPM1,YDR296W,2.7250165658188052e-05
RPM1,YMR211W,6.611188291572034e-05
RPM1,YNR035C,5.2612973377108574e-05
RPM1,YGL020C,3.822306098300032e-05
RPM1,YDR393W,9.31783506530337e-05
RPM1,YIL051C,5.9514968597795814e-05
RPM1,YHR005C-A,4.57601054222323e-05
RPM1,YOL095C,9.411053179064766e-05
RPM1,YBL080C,3.72495996998623e-05
RPM1,YBR185C,2.74288140644785e-05
RPM1,YLL006W,3.6334386095404625e-05
RPM1,YJL112W,0.00011149052443215623
RPM1,YNL304W,4.224979056743905e-05
RPM1,YJR135W-A,3.8809193938504905e-05
RPM1,YMR134W,2.8461050533223897e-05
RPM1,YOR037W,3.2403440854977816e-05
YAR008W,YPR024W,0.00033689642441459
YAR008W,YKR042W,0.03782813996076584
YAR008W,YNL026W,0.028126893565058708
YAR008W,YPR083W,4.417726813699119e-05
YAR008W,YMR241W,0.000595497025642544
YAR008W,YHR120W,3.0248486382333795e-07
YAR008W,YGR101W,0.8974851369857788
YAR008W,YKL053C-A,0.9990972280502319
YAR008W,YLR368W,0.002214596839621663
YAR008W,YGR181W,0.00466757221147418
YAR008W,YMR012W,0.006816128734499216
YAR008W,YCR028C-A,0.9955552220344543
YAR008W,YNL310C,0.0005581798031926155
YAR008W,YOL027C,0.9333889484405518
YAR008W,YKR085C,0.4384286105632782
YAR008W,YDR150W,9.718036380945705e-06
YAR008W,YHR083W,0.134159654378891
YAR008W,YCL044C,1.5651445437470102e-06
YAR008W,YNL149C,0.000253310427069664
YAR008W,YNL121C,0.007543392013758421
YAR008W,YBR212W,0.00037876988062635064
YAR008W,YLR370C,0.14345179498195648
YAR008W,YNL055C,0.0027909346390515566
YAR008W,YPR125W,0.566018283367157
YAR008W,YDL142C,0.0028869209345430136
YAR008W,YJL054W,0.04545329883694649
YAR008W,YOR266W,0.10855741798877716
YAR008W,YGL219C,0.006948965601623058
YAR008W,YPL098C,2.8576703243743395e-06
YAR008W,YJR144W,9.997595498134615e-07
YAR008W,YMR060C,0.3086268901824951
YAR008W,YIL138C,0.009363517165184021
YAR008W,YBR179C,0.9932510256767273
YAR008W,YLL013C,6.705857535926896e-10
YAR008W,YNL070W,0.001924114883877337
YAR008W,YNL066W,4.322782149596138e-12
YAR008W,YJR118C,0.00862492062151432
YAR008W,YMR072W,0.001244938699528575
YAR008W,YBR192W,0.0008001854293979704
YAR008W,YMR275C,2.64851479414574e-07
YAR008W,YDR219C,0.4622034430503845
YAR008W,YML091C,4.9725417738955e-07
YAR008W,YFL036W,0.9904218912124634
YAR008W,YDL029W,1.5112060282262973e-05
YAR008W,YER154W,8.627079051137798e-10
YAR008W,YOR060C,6.063593183114335e-09
YAR008W,YOL076W,1.7279369046718784e-08
YAR008W,YDL006W,0.0003981278568971902
YAR008W,YJL116C,1.819999373431358e-09
YAR008W,YDL217C,1.3109469954031283e-08
YAR008W,YML061C,1.0790962505780044e-06
YAR008W,YIL065C,0.014782004058361053
YAR008W,YMR302C,2.6485247417440405e-07
YAR008W,YML104C,0.0009514839621260762
YAR008W,YOR211C,0.105683334171772
YAR008W,YLR355C,7.017659786612285e-10
YAR008W,YHR194W,0.972594141960144
