YORF	NAME	GWEIGHT	Primig00_SK1a alpha t 0	Primig00_SK1a alpha 1h	Primig00_SK1a alpha 2h	Primig00_SK1a alpha 3h	Primig00_SK1a alpha 4h	Primig00_SK1a alpha 6h	Primig00_SK1a alpha 8h	Primig00_SK1a alpha 10h	Primig00_SK1alpha alpha t 0	Primig00_SK1alpha alpha 2h	Primig00_SK1alpha alpha 4h	Primig00_SK1alpha alpha 6h	Primig00_SK1alpha alpha 8h	Primig00_W303a alpha t 0	Primig00_W303a alpha 2h	Primig00_W303a alpha 4h	Primig00_W303a alpha 6h	Primig00_W303a alpha 8h	Primig00_W303a alpha 10h	Primig00_W303a alpha 12h	Primig00_W303a a t 0	Primig00_W303a a 2h	Primig00_W303a a 4h	Primig00_ 6h
EWEIGHT			-1.5434357525379785	0.21483675671507527	0.11531275936207419	-2.4717717090243636	-0.21943715376815323	-0.371806987609884	0.9930525077885007	-0.8282985732823533	-0.5444207825089044	-0.14975759423167917	-0.8062573580211627	2.166743508186338	-1.4736493616943642	-1.4355196196664284	0.8448313435452165	-1.5777976531049718	0.2760726807665823	-0.9878655790920422	0.6609957087204187	0.5124485764225438	-0.2610682449390141	-0.20509295011968678	1.52124145275111	1.5862155928134134
YDL025C	YDL025C	1.0	-2.246984236609821	-2.4083644432056923	-0.6912240395170602	-2.1904549589582922	-1.56539502451431	-1.3524549747502874	-0.06045245846764273	0.9670236863018294	1.2636983416520569	-0.9606786760156142	0.8973964459377389	0.7080520436891425	-1.0691817706253044	-2.737195051089247	-0.14262114870980586	-0.10824686234842845	-0.6590996942744057	-0.5887017245726331	0.646102364165233	-0.3923661743294281	-0.18376604540261857	-0.05614072693159294	-0.684071696271912	-1.3339759391016766
YPR128C	YPR128C	1.0	0.9057350186669374	-0.5297729840576044	0.029974830199569622	-1.5093296890045484	0.9408852666232221	-1.3765160173842852	-1.426346444095528	-1.0067263783666751	0.2269049783773602	-0.08729702068760743	0.40024003043234097	0.8998959459389506	-0.23612125852097934	1.0792783297728643	-0.31924104882394927	-0.7177405557854046	1.7811780919821734	-0.4767388847385573	0.9007587522816869	1.2678346084901964	0.5022481189603142	0.8879832794346667	0.7622983206175332	-1.783976198820169
YKL032C	YKL032C	1.0	-1.9241840042682372	1.250447781708651	1.1702993049894237	-0.8267907606718432	0.7006758793520088	-0.9789949728634645	0.563779060497729	0.6461316912251264	-1.2514157163178823	1.6438566637804117	1.943341473204764	0.3777281015871372	-0.45478217813882704	0.16901748204379277	0.3781722331471466	-1.4218527565293775	1.4706093546582002	0.10732729680102068	0.41412920474510856	1.1692778337758254	0.4104351148726078	-1.0964584334801084	0.7466374248849768	-1.2465831285251
YNL325C	YNL325C	1.0	-1.2993228597010595	-0.2779189664059141	1.126441588739961	0.9041707862063986	0.35138065932146345	1.040130372878905	1.1768427517423976	1.5769243889324196	1.5380610086016542	-1.4508454189558793	0.06424754687337683	2.173797990644109	0.979275620404152	1.3937828206871312	0.21878935899273957	1.3750590129276192	0.7964440568000917	1.0235760417614777	0.029107191666603843	-0.3023810596982805	-0.20518950646360634	0.4121123371310665	0.01990817230676578	-0.5746488260631157
YJR150C	YJR150C	1.0	-1.8656425083175807	0.6889742049151873	-1.1330404287124582	-0.29642514278703225	-0.13054968796125224	1.0528829421901298	-0.45714541664058744	0.5563823431542342	1.6517075262140717	0.1202929306689319	1.5458487086313815	-0.9684338037509571	-0.42106796274088726	-0.1475564467101066	-2.3581079127969957	-0.4156416857751563	0.3968135416610909	-0.14481370090078863	-0.6631356560410847	-0.3263618082604246	-1.8166405969434067	0.9409589851970298	-0.7181772364170712	0.6958906624566786
YPL201C	YPL201C	1.0	0.44519846724567125	2.306148731117425	1.345374577943668	-0.9666992774370787	-0.34762915596693694	0.29692232573746064	1.0776534909645188	-2.040889725890379	-0.34474467581090906	-0.627582475033234	-0.2564076991726391	-0.502821840810123	-1.4095199411134425	0.10271880347884761	0.13583884826623924	-0.6239222644502649	1.5027160686410497	1.445530654824641	1.0120786164154785	0.49165837580467575	1.9542589431903037	0.34813037338770836	-0.4284534599610302	1.1320446878568766
YPR097W	YPR097W	1.0	-2.0994519239683833	1.2820967766273825	1.3896316008131218	0.11361560678686199	-0.2969050135198017	-0.7491209574194296	0.16804948360848085	-1.7090955597260487	0.9102033038352958	-0.15075489646739434	-0.156898051953765	-1.5956883851496548	-0.23735521442494953	-0.841602298949653	1.0088168090617373	1.1201356243819918	1.2892183576733787	1.2404206647131777	-1.668502462238776	1.035468277440851	-0.8495245224539744	1.0484038939251883	0.953055221569271	0.4333765693250755
YER048C	YER048C	1.0	-1.6411826310846604	1.5524668632446197	0.25855227871957887	-0.6742633798752686	-1.2044693741925776	0.9200990337614082	0.16318524218013347	-0.5584326968372787	-2.6302568344255755	-0.5083908255958638	-0.6744936262454245	-0.1897097604778817	0.38880031197712445	0.028641835796574953	-0.25918201345598446	-0.6875787238592261	-0.09154158572437433	-0.7228672091405884	-0.07985533523045256	2.272402344529004	1.3545368371003044	0.6233785134073848	-0.5947984416045989	1.3819255354420266
YIL114C	YIL114C	1.0	0.3161587202299887	0.97915637170262	0.7224407146428303	-0.3090926172577473	-0.13724175494618068	-0.9626686138663079	-0.1893629936118041	-0.3492693074302643	-0.31922149112611536	1.019424235468477	-0.1928247748739186	-0.0700117192656595	0.585911809547011	-0.26253486851519897	-1.4639842056941266	0.9213248333935959	-1.0635830351921884	-0.03481404484209166	-0.09259428607959791	1.1302994412313594	1.444780165063471	-1.4828988758087813	1.2978323175163806	1.5963440479802664
YBL018C	YBL018C	1.0	-0.8968605990602218	0.3440865734595256	0.1838303467336598	-0.09051892421793992	1.2790706398487468	-1.2504220852494066	-0.9792911718767227	-0.6645986792924514	0.03684113285450534	0.2864003387300698	1.7017909383275576	0.20738565348929872	-1.1966065431336703	-1.5265607283886238	-0.5111732270853603	0.6726083625263857	-0.3629418328423541	-0.7850937522267323	-0.5910551022454176	1.4596800824235543	0.06163638025539897	-0.7725601367635903	0.5732963806416382	0.8588120328777028
