YORF	NAME	GWEIGHT	Primig00_SK1a alpha t 0	Primig00_SK1a alpha 1h	Primig00_SK1a alpha 2h	Primig00_SK1a alpha 3h	Primig00_SK1a alpha 4h	Primig00_SK1a alpha 6h	Primig00_SK1a alpha 8h	Primig00_SK1a alpha 10h	Primig00_SK1alpha alpha t 0	Primig00_SK1alpha alpha 2h	Primig00_SK1alpha alpha 4h	Primig00_SK1alpha alpha 6h	Primig00_SK1alpha alpha 8h	Primig00_W303a alpha t 0	Primig00_W303a alpha 2h	Primig00_W303a alpha 4h	Primig00_W303a alpha 6h	Primig00_W303a alpha 8h	Primig00_W303a alpha 10h	Primig00_W303a alpha 12h	Primig00_W303a a t 0	Primig00_W303a a 2h	Primig00_W303a a 4h	Primig00_ 6h
EWEIGHT			-1.0566298622603771	-0.46203087009224264	0.9949790641521948	0.17559813452539344	0.562239242728071	0.4111017138235203	-1.2926602709353845	1.2959656719894936	0.6755542414302197	-0.3707892976758974	-0.8070632430127445	1.3453341096114442	0.3439762924583557	-0.032205206046081764	0.02013425403871968	-0.3126504595489566	-0.7238318540493298	1.022377769430739	0.5293592817196711	1.842992929278255	1.8921413111789727	-1.5468780280083883	-0.6489637047919705	-0.34336938634307984
YDL025C	YDL025C	1.0	0.3373025726618416	-1.1912514706044188	-0.36195474401925204	-0.2844559887049241	1.1664526117877996	2.432011639162708	-1.085333953895102	0.44657928912457956	-0.5166701370435355	-2.5876315978057316	0.19857666160077553	1.6762723481513098	2.159842970541817	-1.0078670295448449	-0.21441858388163773	1.0991579475257456	1.9951588855564995	0.1656431364651178	1.1791171290745803	-0.39105042220510033	-0.23970438579095663	-1.0814444741869538	1.8020029146895458	-1.172735094298088
YPR128C	YPR128C	1.0	1.2613595205134838	1.462558991012239	0.7830289144736222	-0.05024981713128819	-1.8078161657904013	0.32834944026724183	-0.4245984175253573	0.5149837228933917	0.7925102367007735	-2.472079316041206	0.9895953136247768	0.02868418921338463	0.6639690465779577	-0.1838049244584412	-0.09248731216372676	-1.0229512017985551	1.8339859250897812	1.038988309959869	-0.4487805497886429	1.3331976389867153	-0.8870675249434851	-0.9060801523834037	-0.06658206208560502	-1.5863518870994722
YKL032C	YKL032C	1.0	-0.7091849481656041	0.4690099224070276	-0.37947277239488064	0.010028121108562348	-0.8859244540503185	1.101187164813264	-1.0297829000746257	0.4706167857743031	-0.35265839377074953	0.6396929004272662	-1.0656612152279132	-0.008093809287726322	-0.47820741691937235	1.152668177345321	-1.651682058314969	1.287807506018191	0.8604626844601563	-0.16461149968721966	0.6442691455207059	0.009771594033954261	0.7386505741165927	0.7666272245373913	-0.2540067413749449	-0.20670878048973473
YNL325C	YNL325C	1.0	1.2893244505752992	-0.6589113627210542	-0.13173458038536173	-1.0625956361308333	-0.7865978288460184	2.5259547232579176	0.6443163053653831	1.1249007028117477	0.736472840669358	-0.8849621637026225	0.37969481381014236	-0.9911919178128372	1.3418542171454781	-0.5256852488904339	-1.0350019961242833	-0.7353097634494281	0.9207965573415666	0.14628972645812657	0.6391350790195177	-1.2924576042054676	0.2465525357845988	-0.544563876896711	0.13680503886973305	0.47823635705472173
YJR150C	YJR150C	1.0	0.07577140393060199	-0.5266125369015996	0.1427984228755869	0.3360463451675224	-0.8762534428790901	-2.6990541020993084	-0.8457755097795763	-0.04115553739214358	-0.7416854843203888	-1.8370483751167281	-0.19410094734332634	-0.09089611855027657	0.5708133822402407	0.08228486841780112	-1.338665059154612	0.25187238919234745	1.5353995886483152	-0.14720888616266	0.47275271382674466	0.7480681799922205	0.11927548789409004	0.8125030023559663	-0.6584288794617271	-1.4169348757141298
YPL201C	YPL201C	1.0	0.23878639247455685	-0.10308820705314682	-1.5221625346143726	-0.6837077198917549	1.8617568607202997	-0.11129302723186402	0.7555810550904573	-1.2424640788821641	1.1794675475715881	-0.3306122176556606	-0.7581122715772436	-0.5129864094531656	0.8591911924435373	1.4323422216330701	1.4215487341878688	0.043210305140267656	0.14234663689789573	1.5773474676802586	1.005617174499445	-2.8746552080715366	-0.4546774101088584	0.5707675481804418	-1.3875636585824243	-0.2602528551947989
YPR097W	YPR097W	1.0	1.4786188086076826	0.19745768350939283	0.7434016257859885	0.8720534534280332	-2.645139977714088	2.014937689192485	0.8863146252359876	-1.4514768389084922	-0.6975024783146033	-0.9830283521887834	0.33264673950943663	1.7037242430992243	-0.4704735021041102	-0.2812394007696613	-0.5789917143784259	-0.0760588345944909	0.3046595492739368	0.46037537429102315	-0.6880267274083743	-0.10862503152391033	0.2336883339376362	-1.8916135430157834	-0.005181296905118875	-0.48887604601534124
YER048C	YER048C	1.0	-0.7656413619326552	-1.0563688850278694	-0.10096307483252961	-0.17036875848601002	-0.09251492161425386	0.2589541737929233	-0.31931431625626616	-1.274475682963216	0.46654572515654064	-1.7624099209292199	0.21923803067926795	-0.242721119406273	-0.6616074621937085	0.5167207421347376	1.0457600111415122	0.3600009962759742	0.11090061350376208	0.755224505793447	2.1272856245850327	1.0076879767633935	-0.7807394727386371	-0.46096370452173435	0.4989538839076653	-0.5990685111319871
YIL114C	YIL114C	1.0	-0.5741757219803417	2.2034326573440666	0.26018589124683583	0.007995024510194635	0.1378642914011718	1.07499800572854	0.2946495227026311	-0.1988804784778776	-0.525739035286349	-0.21350923152640222	2.2458810536754683	-0.13242982369714346	-0.01306614528737446	-0.24391163826833623	0.6124581241388681	-0.512165513943322	0.11336279730696197	-0.29171591571544986	-0.8708709086281561	0.6987237023547516	-0.626283784232205	0.43905113462844386	0.5261419162816061	2.6389518487957973
