Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x100000x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x100000x53_batch50_Test_/
100 Batch Cumulative Loss: 479.02846336364746
Time for 100 Batches: 0.006643950939178467
100 Batch Cumulative Loss: 427.3244528770447
Time for 100 Batches: 0.43145889838536583
100 Batch Cumulative Loss: 439.2982802391052
Time for 100 Batches: 0.4295624017715454
100 Batch Cumulative Loss: 429.52612924575806
Time for 100 Batches: 0.41420349677403767
100 Batch Cumulative Loss: 406.9453287124634
Time for 100 Batches: 0.4070080637931824
100 Batch Cumulative Loss: 392.01849937438965
Time for 100 Batches: 0.41574562788009645
100 Batch Cumulative Loss: 385.43877482414246
Time for 100 Batches: 0.40861744483311974
100 Batch Cumulative Loss: 381.5404152870178
Time for 100 Batches: 0.40675671497980753
100 Batch Cumulative Loss: 396.21180152893066
Time for 100 Batches: 0.4077543298403422
100 Batch Cumulative Loss: 374.20016622543335
Time for 100 Batches: 0.40380496184031167
100 Batch Cumulative Loss: 374.57547068595886
Time for 100 Batches: 0.4051111539204915
100 Batch Cumulative Loss: 373.77044320106506
Time for 100 Batches: 0.4063362002372742
100 Batch Cumulative Loss: 372.14093947410583
Time for 100 Batches: 0.40606053272883097
100 Batch Cumulative Loss: 357.0360908508301
Time for 100 Batches: 0.40856318473815917
100 Batch Cumulative Loss: 360.66670656204224
Time for 100 Batches: 0.4111180504163106
100 Batch Cumulative Loss: 348.5008912086487
Time for 100 Batches: 0.40727919737497964
100 Batch Cumulative Loss: 368.9200654029846
Time for 100 Batches: 0.4049770673116048
100 Batch Cumulative Loss: 372.7369396686554
Time for 100 Batches: 0.40708569685618085
100 Batch Cumulative Loss: 361.05405282974243
Time for 100 Batches: 0.4070693453152974
100 Batch Cumulative Loss: 372.51931262016296
Time for 100 Batches: 0.4055199066797892
100 Batch Cumulative Loss: 366.4127678871155
Time for 100 Batches: 0.4096023996671041
100 Batch Cumulative Loss: 364.48040533065796
Time for 100 Batches: 0.4063838799794515
100 Batch Cumulative Loss: 352.0824601650238
Time for 100 Batches: 0.40625572204589844
100 Batch Cumulative Loss: 341.8935558795929
Time for 100 Batches: 0.4040817459424337
100 Batch Cumulative Loss: 364.61504220962524
Time for 100 Batches: 0.4091027736663818
100 Batch Cumulative Loss: 349.32249426841736
Time for 100 Batches: 0.4041187286376953
100 Batch Cumulative Loss: 354.58954787254333
Time for 100 Batches: 0.4093102296193441
100 Batch Cumulative Loss: 330.5480625629425
Time for 100 Batches: 0.41206401189168296
100 Batch Cumulative Loss: 332.54329204559326
Time for 100 Batches: 0.4056384762128194
100 Batch Cumulative Loss: 329.2792475223541
Time for 100 Batches: 0.4091591318448385
100 Batch Cumulative Loss: 348.9791088104248
Time for 100 Batches: 0.40509984095891316
100 Batch Cumulative Loss: 318.1611096858978
Time for 100 Batches: 0.4059595028559367
100 Batch Cumulative Loss: 324.21040415763855
Time for 100 Batches: 0.4017245372136434
100 Batch Cumulative Loss: 323.35516929626465
Time for 100 Batches: 0.40750176906585694
100 Batch Cumulative Loss: 324.4815435409546
Time for 100 Batches: 0.40673966805140177
100 Batch Cumulative Loss: 327.0426561832428
Time for 100 Batches: 0.4095936894416809
100 Batch Cumulative Loss: 319.6592643260956
Time for 100 Batches: 0.4038794199625651
100 Batch Cumulative Loss: 321.59668159484863
Time for 100 Batches: 0.40488804976145426
100 Batch Cumulative Loss: 329.0639135837555
Time for 100 Batches: 0.4035463213920593
100 Batch Cumulative Loss: 317.02383613586426
Time for 100 Batches: 0.4049428701400757
100 Batch Cumulative Loss: 303.30098056793213
Time for 100 Batches: 0.4050434986750285
100 Batch Cumulative Loss: 299.70948028564453
Time for 100 Batches: 0.405259648958842
100 Batch Cumulative Loss: 304.0286920070648
Time for 100 Batches: 0.40035895903905233
100 Batch Cumulative Loss: 302.3121540546417
Time for 100 Batches: 0.40345387856165565
100 Batch Cumulative Loss: 307.1385118961334
Time for 100 Batches: 0.4030993700027466
100 Batch Cumulative Loss: 304.2166872024536
Time for 100 Batches: 0.4056459466616313
100 Batch Cumulative Loss: 297.3471133708954
Time for 100 Batches: 0.40785264571507773
100 Batch Cumulative Loss: 312.82254433631897
Time for 100 Batches: 0.404458749294281
100 Batch Cumulative Loss: 302.05405378341675
Time for 100 Batches: 0.40935750007629396
100 Batch Cumulative Loss: 300.5842604637146
Time for 100 Batches: 0.40676881472269694
100 Batch Cumulative Loss: 293.72037172317505
Time for 100 Batches: 0.4061440189679464
100 Batch Cumulative Loss: 284.1993530988693
Time for 100 Batches: 0.4085813562075297
100 Batch Cumulative Loss: 310.5080375671387
Time for 100 Batches: 0.4064760088920593
100 Batch Cumulative Loss: 305.60309505462646
Time for 100 Batches: 0.406602680683136
100 Batch Cumulative Loss: 289.44014143943787
Time for 100 Batches: 0.4119356671969096
100 Batch Cumulative Loss: 299.41329193115234
Time for 100 Batches: 0.40467836062113444
100 Batch Cumulative Loss: 305.0547688007355
Time for 100 Batches: 0.41023734013239543
100 Batch Cumulative Loss: 278.3587791919708
Time for 100 Batches: 0.41422061920166015
100 Batch Cumulative Loss: 297.033718585968
Time for 100 Batches: 0.4049239198366801
100 Batch Cumulative Loss: 293.710773229599
Time for 100 Batches: 0.4154523015022278
100 Batch Cumulative Loss: 293.96588242053986
Time for 100 Batches: 0.40707765420277914
100 Batch Cumulative Loss: 293.12778067588806
Time for 100 Batches: 0.4129562497138977
100 Batch Cumulative Loss: 295.6809651851654
Time for 100 Batches: 0.41179451942443845
100 Batch Cumulative Loss: 304.9408986568451
Time for 100 Batches: 0.4113240917523702
100 Batch Cumulative Loss: 298.33922290802
Time for 100 Batches: 0.4095303257306417
100 Batch Cumulative Loss: 285.3481357097626
Time for 100 Batches: 0.40945157607396443
100 Batch Cumulative Loss: 298.3496552705765
Time for 100 Batches: 0.4040139595667521
100 Batch Cumulative Loss: 287.8674511909485
Time for 100 Batches: 0.4080780585606893
100 Batch Cumulative Loss: 278.1989333629608
Time for 100 Batches: 0.40032947858174645
100 Batch Cumulative Loss: 290.07776272296906
Time for 100 Batches: 0.4101185401280721
100 Batch Cumulative Loss: 296.7837746143341
Time for 100 Batches: 0.40403444369633995
100 Batch Cumulative Loss: 287.2644056081772
Time for 100 Batches: 0.40375213623046874
100 Batch Cumulative Loss: 283.6909831762314
Time for 100 Batches: 0.40797086954116824
100 Batch Cumulative Loss: 275.68978929519653
Time for 100 Batches: 0.4053604523340861
100 Batch Cumulative Loss: 272.3327512741089
Time for 100 Batches: 0.40646684169769287
100 Batch Cumulative Loss: 285.57710790634155
Time for 100 Batches: 0.4099388122558594
100 Batch Cumulative Loss: 280.65194439888
Time for 100 Batches: 0.4125978668530782
100 Batch Cumulative Loss: 277.6004412174225
Time for 100 Batches: 0.41270541747411094
100 Batch Cumulative Loss: 279.8533389568329
Time for 100 Batches: 0.4063971757888794
100 Batch Cumulative Loss: 269.0732922554016
Time for 100 Batches: 0.40122741063435874
100 Batch Cumulative Loss: 276.0782232284546
Time for 100 Batches: 0.4099268317222595
100 Batch Cumulative Loss: 279.3749659061432
Time for 100 Batches: 0.4091366688410441
100 Batch Cumulative Loss: 281.14264357089996
Time for 100 Batches: 0.4002357284228007
100 Batch Cumulative Loss: 280.2844098806381
Time for 100 Batches: 0.40760279893875123
